0.541,1.994	46.164,1.994	0.010,75.439
47.548,1.182	0.018,64.081
74.778,0.155
107.725,2.330	0.117,57.154
34.867,3.180	0.026,68.887
2.534,0.554	107.544,0.554	0.031,48.819
20.987,0.684	0.065,67.178
12.496,1.249	0.094,44.688
10.772,2.162	0.003,129.395
26.062,2.162	0.005,92.508
58.635,0.147	0.012,12.812
42.926,5.294	0.029,151.729	1.290,151.729
141.852,3.711	0.057,41.658
0.292,145.271
1.171,0.615	53.085,0.615	0.093,26.278
175.496,2.561	0.210,88.538
0.002,163.758
41.658,11.390	0.018,127.854	0.511,127.854
178.851,0.796
80.614,0.324	0.202,20.724
175.496,1.308	0.242,88.538
187.115,0.912	0.026,49.437
0.013,75.632
77.414,4.206	0.104,91.830
1.835,2.199	128.684,2.199	0.052,67.642
340.744,0.986	0.529,41.738
0.003,75.297
92.261,5.830	0.048,96.741
107.121,1.055	0.095,79.987
19.708,0.436	0.044,41.589
290.237,1.668	0.078,153.812
1.421,0.225	136.229,0.225	0.039,21.331
94.666,3.183	0.023,140.243
11.275,3.410	0.020,284.724
27.327,0.719	0.012,63.190
88.910,3.410	0.022,123.317
0.291,206.671	7.929,24.861
26.851,0.659	0.090,45.322
0.035,98.472
226.328,2.396	0.994,91.997
108.081,2.257	0.027,29.324
0.003,147.072
0.042,26.209
0.006,100.317
116.069,13.893	0.103,61.195
64.836,4.436	0.255,88.093
117.721,0.214	0.029,13.218
55.755,2.921	0.043,129.335
242.832,3.689	0.525,271.511
212.540,0.053	0.082,4.921
3.467,0.961	76.137,0.961	0.193,75.726
52.382,1.215	0.013,106.559
168.657,0.094	0.037,8.563
68.157,3.420
130.853,3.684	0.380,125.537
221.761,0.177	0.257,12.680
0.069,382.505	4.548,69.069
168.960,4.221	0.029,392.169
0.003,73.881
2.445,1.034	180.025,1.034	0.072,36.987
80.758,2.910	0.084,161.153
92.342,0.712	0.033,45.582
180.025,1.421	0.087,36.987
9.780,0.711	0.013,68.721
179.288,3.551	0.055,277.241
94.157,1.435	0.229,96.714
43.753,4.388	0.008,159.081
0.833,7.148	39.623,1.018
44.654,1.079	0.142,39.853
118.187,1.133	0.158,100.046
1.244,1.731	52.655,0.027
88.663,0.055
150.234,0.158
133.736,10.103	0.258,214.690
76.700,3.274	0.471,216.391	1.323,216.391
0.144,277.241
18.720,3.570	0.011,304.489
0.001,169.815
2.478,2.550	179.140,2.550	0.089,248.513
426.975,0.342	0.543,29.376
0.068,133.861
166.658,0.781	0.089,74.938
297.581,0.258	0.672,20.615
412.457,0.535	0.184,44.666
25.023,4.469	0.006,172.649
47.354,8.433	0.007,73.247
74.499,0.578	0.031,49.599
102.828,1.515	0.153,13.088
17.056,1.987	0.012,62.759
0.045,203.934	2.768,35.510
16.583,0.859	0.004,37.741
223.556,2.100
140.856,6.138
112.025,2.946	0.021,59.879
17.589,2.344	0.009,75.351
252.881,0.541	0.110,26.935
86.100,2.185	0.057,99.250
2.092,2.634	177.198,2.634	0.024,225.818
13.626,8.007	0.005,350.452
94.922,1.830	0.020,63.756
245.588,0.320	0.081,22.669
16.351,0.569	0.005,46.732
51.745,1.334	0.023,52.294
0.047,489.898
0.003,117.855
78.464,0.130	0.010,9.463	0.810,9.463
14.067,1.610	0.004,55.562
169.130,2.876	0.050,159.656
0.716,1.306	60.661,1.306	0.010,116.040
89.982,1.564	0.032,117.232
0.002,133.274
29.450,0.811	0.010,47.807
310.085,11.744	0.407,89.668
208.202,3.911	0.169,315.518
82.009,4.460	0.022,390.507
69.446,9.051	0.011,342.470
12.593,1.211	0.002,54.065
0.074,86.783	2.743,4.770
0.009,527.658	0.850,5.287
0.370,79.709
99.810,5.037	0.032,95.712
49.595,6.329	0.043,506.691
1.545,13.139	148.967,13.139	0.040,161.106
0.045,173.603
154.701,1.621	0.029,151.148	1.892,151.148
20.241,0.588	0.031,57.068
70.290,2.003	0.012,53.118
482.228,0.768	0.070,72.793
66.324,8.619	0.247,141.120
2.212,0.503	23.054,0.503	0.033,24.375
53.107,1.438	0.026,84.803
612.062,1.545	1.623,72.674
19.347,3.766	0.006,22.160
0.001,139.238
14.464,19.499	0.003,129.791
22.510,1.182	0.010,104.464
0.071,153.160	1.273,153.160
0.212,0.173	20.419,0.173	0.009,15.537
0.154,7.309
0.184,482.686	8.360,23.096
40.968,8.582
40.459,1.041	0.078,78.416
31.444,6.009	0.013,478.793
0.002,175.233
49.486,2.298	0.011,102.553	0.496,102.553
57.741,2.198	0.672,163.975
171.553,2.137	0.046,107.639	2.530,107.639
19.282,4.348	0.046,178.913
79.971,9.152	0.064,56.054	2.882,56.054
0.013,676.702
1.312,4.403	125.093,0.046
93.805,9.509	0.012,78.461
0.074,251.763
0.016,524.880	1.074,9.351
305.713,0.217
39.046,0.963	0.007,84.668
21.912,0.673	0.004,66.218
54.812,1.563	0.384,144.289	1.739,144.289
19.930,11.040	0.034,134.173
34.754,1.993	0.011,162.791
64.137,1.326	0.326,120.732
332.554,0.122
47.481,1.093	0.016,49.974
131.214,0.741	0.016,73.246
96.829,0.848
13.821,1.825	0.007,64.086
0.024,350.057	1.382,7.229
136.006,1.676	0.337,85.171
43.376,5.232	0.008,269.157
75.708,0.977	0.116,90.249
59.984,0.573	0.151,49.402
670.477,2.348	0.844,93.123
5.889,0.537	0.021,53.068
440.989,3.744	0.145,251.385
1.988,0.667	182.920,0.667	0.022,66.490
1.068,0.104	63.009,0.104	0.025,10.064
74.312,3.037	0.012,74.955
99.394,0.756	0.077,61.639
7.573,0.296	0.001,24.851
43.993,2.980	0.019,290.721	1.459,290.721
0.046,210.456
19.323,16.562
126.818,2.074	0.110,167.227
225.431,0.443	0.128,28.842
17.264,10.930
176.735,6.379	0.144,121.037
196.368,0.273
56.791,0.989	0.124,91.214
218.900,4.675
7.759,6.503	0.006,229.600
157.531,0.218
56.964,2.054	0.011,196.875
0.116,12.464	11.095,0.144
87.653,2.021	0.062,119.642
28.957,2.006	0.024,102.899
0.141,117.521	10.482,3.431
15.555,0.166	0.004,13.255
0.855,9.772	72.817,9.772	0.051,499.727
0.098,165.749	2.628,165.749
99.995,3.811	0.023,177.431
159.385,1.753	0.069,161.725
255.753,1.715	0.834,45.223
2.807,0.695
0.748,8.115	53.003,8.115	0.010,35.751
4.945,1.376	0.010,84.114
735.325,0.841
0.055,125.504	2.089,3.501
119.040,7.055	0.021,183.197	1.527,183.197
201.108,1.585	0.742,102.743
9.761,0.647	0.011,62.097
319.894,11.227	0.042,77.190
2.656,1.778	126.240,1.778	0.054,143.975
0.112,62.160	9.189,0.759
83.212,2.136	0.017,43.907
90.755,0.504	0.021,27.757
75.342,4.326	0.015,194.038	1.080,194.038
125.356,4.743	0.119,138.605
25.809,10.342	0.005,78.352
0.079,106.633	6.659,2.012
263.484,3.566	0.048,90.545
149.797,2.239
18.260,1.759	0.018,84.013
99.426,1.621	0.012,94.743
0.020,127.440	1.492,127.440
15.157,1.997	0.002,156.233
122.470,3.160	0.042,78.260	2.152,78.260
304.255,2.362	0.059,107.699
75.372,4.781	0.379,78.982	2.007,78.982
38.607,2.827	0.039,150.576
1.817,9.352	146.793,9.352	0.169,124.498
0.157,318.850
43.781,0.638	0.007,26.460
48.961,0.675	0.008,46.601
0.589,2.435	42.637,2.435	0.017,166.183
0.726,0.039	45.606,0.039
1.541,2.357	146.330,2.357	0.019,98.233
1.695,1.285	58.112,1.285	0.018,61.816
0.335,157.333
31.911,0.945	0.011,63.395
11.932,5.692	0.002,173.618
0.002,730.597	0.181,730.597
0.040,2.511
556.237,1.080
37.798,1.048	0.032,38.893
29.706,6.529	0.018,254.324
2.230,4.208	135.238,4.208	0.209,181.632
71.103,3.182	0.050,107.800
328.906,9.159	0.219,35.461
0.021,648.458
576.071,2.865	0.199,102.315
51.276,0.351	0.547,34.126
79.995,0.794	0.013,31.978
0.108,164.762	4.134,24.935
47.911,5.076	0.053,151.590
127.700,0.315
0.026,183.978	2.209,183.978
72.028,0.262	0.052,24.787
87.457,0.353	0.111,30.794
21.704,13.949
0.240,106.096	1.493,1.764
0.041,780.639
83.857,3.881	0.033,112.837
0.115,282.375	3.300,3.075
70.908,0.362	0.113,29.785
1.780,6.191	50.498,6.191	0.028,355.663
99.267,0.717	0.420,50.841	3.533,50.841
0.282,122.214	10.384,2.227
1.414,0.928	77.011,0.928	0.083,84.966
1.777,4.744	90.857,4.744	0.029,322.637
96.595,4.807	0.030,35.883
29.394,3.249	0.004,18.719
22.436,0.774	0.012,30.777
256.054,2.246	0.267,141.749
58.187,1.377
25.944,5.037	0.016,173.599	1.322,173.599
0.065,170.655
77.833,0.737	0.132,42.067
2.122,1.253	105.761,1.253	0.271,110.102
141.172,0.984	0.032,73.606
30.813,3.255	0.007,181.388	0.681,181.388
132.280,0.559
0.041,65.472	3.729,65.472
343.052,0.698	0.357,44.032
0.005,124.709
87.885,3.142	0.016,117.766
83.984,0.564	0.039,55.855	1.687,55.855
0.076,216.145
57.164,1.131	0.007,64.061
21.063,4.465	0.002,302.331
101.076,0.387	0.032,31.035
487.244,0.933	0.109,71.492
0.100,411.046
0.840,1.837	57.412,1.837	0.011,116.761
509.949,1.399	0.205,49.197
1.630,0.866	19.482,0.866	0.033,74.140
3.063,0.827	88.858,0.827	0.047,60.844
158.380,0.634	0.089,25.716
104.963,1.034	0.060,96.661
7.367,2.625	0.002,114.554
158.319,5.145	0.180,448.255
0.002,372.164
113.752,1.135	0.039,109.397
0.409,18.390	36.315,0.240
93.311,6.076	0.022,483.517	1.564,483.517
164.080,4.242	0.217,160.444
2.092,2.828	69.274,2.828	0.060,101.166
15.521,1.205	0.062,72.859
199.852,0.969	0.263,43.942
0.050,167.663
531.459,3.211	1.611,283.957
147.034,3.836	0.055,345.023
85.011,0.591	0.103,50.605	1.521,50.605
64.675,1.055	0.403,90.421
0.377,94.202	10.451,2.241
198.608,0.860	0.074,28.963
57.321,1.106	0.581,60.602
147.525,1.981	0.076,76.512
255.923,3.733	0.800,127.454
538.298,0.084
152.068,0.200
108.325,2.580	0.020,122.390
73.094,0.196	0.250,14.661
0.015,134.607
162.041,0.571
0.200,4.087	7.506,0.346
95.727,3.128	0.029,285.879
1.149,5.095	0.001,144.204
59.197,7.824	0.019,348.467	0.845,348.467
133.039,1.057	0.123,97.530
404.425,4.574	0.121,123.614
175.310,1.493
29.063,3.642	0.005,156.262
105.117,1.845	0.163,131.733
42.078,0.989	0.060,84.240
0.478,12.848	30.077,0.303
806.106,3.058	0.309,237.206
0.032,541.919
42.770,1.818	0.005,131.516
39.421,1.345
3.071,0.210	104.569,0.210	0.033,19.000
129.318,7.107	0.209,308.244
830.926,0.674
15.254,1.004	0.002,42.638
113.997,5.732	0.015,159.680	1.444,159.680
137.928,1.374	0.039,94.709
78.881,1.461	0.025,52.558
105.593,0.152
91.280,4.453	0.050,132.959	2.416,132.959
2.259,8.618	136.610,0.227
0.617,1.092	38.281,1.092	0.069,77.086
52.440,0.467	0.435,39.120	1.531,39.120
83.665,4.608	0.070,174.165
62.304,3.093	0.074,199.887
0.023,171.235
116.146,1.744	0.171,41.581
0.037,42.844	3.588,4.844
173.901,0.173	0.023,11.390
19.284,1.585	0.009,48.911
78.127,1.679	0.066,164.918	3.464,164.918
0.004,215.118
0.024,527.752	1.678,24.652
10.251,1.098	0.023,49.112
86.564,2.680	0.100,222.733
96.623,3.984	0.071,240.318
119.562,2.525	0.037,164.458	2.231,164.458
140.031,0.437
0.613,158.357	3.831,158.357
48.694,0.634	0.247,24.631
527.004,6.702
1.256,0.350	121.388,0.350	0.019,18.044
123.897,2.487	0.136,175.499
0.087,139.514	2.888,4.311
0.176,258.463	14.207,19.228
0.263,2.276	4.739,2.276
111.012,4.916	0.054,322.640
0.478,15.152	42.623,0.231
45.445,0.907	0.007,57.082
137.393,2.176	0.023,38.608
135.239,3.356	0.221,234.756
0.037,650.193
75.882,12.298	0.014,72.680	1.065,72.680
65.833,7.573	0.019,106.516
