parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,020,020,002-020-200,1,1,-2.739446,6.892439,-0.657371,1
2,2,020-210,020,020-210,2,0.32,1.89372,5.700005,-2.479865,0.32
2,2,020-210,210,020-210,2,0.68,6.598538,0.519405,-7.670126,0.68
3,2,002-200,002,002-200,2,0.23,1.414688,-1.33382,5.578153,0.23
3,2,002-200,200,002-200,2,0.77,6.775563,-0.971398,0.411498,0.77
4,1,120,120,002-120-200,1,1,1.107955,6.551892,-4.396818,1
5,1,012,012,012-201,1,1,-2.439602,0.231411,6.112684,1
6,2,020-200,200,012-020-200,2,0.04,4.306402,0.829891,-0.808869,0.04
6,2,020-200,020,012-020-200,2,0.96,-1.291894,6.456713,-2.051759,0.96
7,2,021-200,200,002-021-200,2,0.16,6.517327,1.971304,-1.16426,0.16
7,2,021-200,021,002-021-200,2,0.84,0.464535,5.600628,0.712313,0.84
8,1,012,012,012-201,1,1,-2.439602,0.231411,6.112684,1
9,1,200,200,200,1,1,7.036702,-2.477701,-1.910285,1
10,2,002-020,002,002-020-200,2,0.64,-0.458164,0.053165,6.671127,0.64
10,2,002-020,020,002-020-200,2,0.36,-1.928571,6.634287,1.577492,0.36
11,1,020,020,020,1,1,1.202736,6.828531,-1.037474,1
12,2,012-020,012,012-020,2,0.27,-5.330304,1.417531,6.426233,0.27
12,2,012-020,020,012-020,2,0.73,-1.294782,6.421191,1.965189,0.73
13,2,002-020,020,002-020-200,2,0.84,0.480156,5.363231,-1.011996,0.84
13,2,002-020,002,002-020-200,2,0.16,0.210045,0.024953,4.631631,0.16
14,1,012,012,012-021,1,1,-4.887046,2.524969,5.33801,1
15,1,022,022,022,1,1,-2.336559,4.268067,7.110209,1
16,2,002-201,201,002-201,2,0.08,5.880515,-0.821823,1.60692,0.08
16,2,002-201,002,002-201,2,0.92,0.231918,2.087708,6.323103,0.92
17,1,002,002,002-201,1,1,-3.119859,2.7804,6.983811,1
18,2,102-220,220,102-120,2,0.89,5.280622,4.06504,-0.261949,0.89
18,2,102-220,102,102-120,2,0.11,1.085321,-0.442287,6.096574,0.11
19,1,200,200,002-200,1,1,5.834608,2.208728,-0.176096,1
20,2,002-201,201,002-201,2,0.35,6.859408,-2.208465,1.57972,0.35
20,2,002-201,002,002-201,2,0.65,0.936422,0.943074,6.625982,0.65
21,3,002-020-200,002,002-020-200,3,0.13,1.458674,1.309045,5.519362,0.13
21,3,002-020-200,200,002-020-200,3,0.17,6.884907,1.425375,0.839635,0.17
21,3,002-020-200,020,002-020-200,3,0.7,1.004801,6.602129,-0.078476,0.7
22,2,002-020,002,002-020-200,2,0.74,0.39946,1.143554,7.893089,0.74
22,2,002-020,020,002-020-200,2,0.26,1.440238,6.694755,1.636689,0.26
23,2,002-020,020,002-020,2,0.64,-1.036978,5.56286,2.22817,0.64
23,2,002-020,002,002-020,2,0.36,-2.403485,-0.336902,6.942229,0.36
24,2,020-210,210,020-210,2,0.25,7.159488,2.20391,-2.549827,0.25
24,2,020-210,020,020-210,2,0.75,0.893208,7.475863,-0.600923,0.75
25,1,020,020,020-210,1,1,-2.60114,6.339428,-1.864225,1
26,1,210,210,201-210,1,1,6.883697,0.694103,-2.004412,1
27,2,002-200,200,002-200,2,0.8,5.77284,0.334942,3.063308,0.8
27,2,002-200,002,002-200,2,0.2,1.66091,0.024558,6.571528,0.2
28,2,021-210,210,021-120-210,2,0.22,6.509214,2.07826,0.066992,0.22
28,2,021-210,021,021-120-210,2,0.78,-3.006517,6.857352,2.334592,0.78
29,1,002,002,002-021,1,1,-1.842647,-2.554214,7.901032,1
30,1,020,020,020,1,1,-3.222896,7.061587,0.534573,1
31,1,200,200,200,1,1,6.288927,-3.25348,0.255128,1
32,1,002,002,002-020,1,1,-0.944606,-0.013767,6.091108,1
33,3,020-022-210,210,020,3,0.43,5.810786,1.931773,0.932929,0.43
33,3,020-022-210,020,020,3,0.34,1.054603,5.763113,1.603716,0.34
33,3,020-022-210,022,020,3,0.23,0.434946,4.268643,3.462998,0.23
34,2,102-201,102,002-020-201,2,0.21,1.591725,-0.055455,3.326947,0.21
34,2,102-201,201,002-020-201,2,0.79,5.383878,0.828632,0.94993,0.79
35,1,002,002,002-021-200,1,1,1.475961,-0.05839,6.640553,1
36,1,020,020,002-020,1,1,0.976217,6.606997,0.40077,1
37,2,012-020,020,012-020,2,0.83,-0.340079,6.383278,1.380308,0.83
37,2,012-020,012,012-020,2,0.17,-4.357245,1.349463,6.978855,0.17
38,2,012-020,020,012-020,2,0.73,0.386703,8.24586,0.898808,0.73
38,2,012-020,012,012-020,2,0.27,-3.787138,1.633874,6.390952,0.27
39,2,102-200,200,102-200,2,0.76,6.294554,0.611575,2.064793,0.76
39,2,102-200,102,102-200,2,0.24,0.217631,-0.35344,6.540889,0.24
40,1,020,020,012-020,1,1,2.356683,6.200864,1.119977,1
41,1,200,200,012-102-200,1,1,7.395531,0.645815,1.84602,1
42,1,002,002,002-200,1,1,-1.737756,-2.936003,7.120402,1
43,1,020,020,002-020-200,1,1,0.798425,8.07565,-2.052022,1
44,3,002-021-200,021,002-200,3,0.43,1.019358,6.755187,2.079766,0.43
44,3,002-021-200,002,002-200,3,0.13,0.913251,1.888086,6.644853,0.13
44,3,002-021-200,200,002-200,3,0.44,6.768059,2.604492,-0.001929,0.44
45,2,102-200,102,021-102-200,2,0.74,1.278658,-2.649141,8.25211,0.74
45,2,102-200,200,021-102-200,2,0.26,6.819389,1.852614,1.829014,0.26
46,1,201,201,201,1,1,7.989369,-1.935338,0.557918,1
47,1,020,020,020-200,1,1,-3.163407,6.835862,1.284966,1
48,2,002-200,200,002-020-200,2,0.22,5.771742,-3.609215,1.639534,0.22
48,2,002-200,002,002-020-200,2,0.78,-0.761588,-2.166233,6.311713,0.78
49,2,021-201,201,021-201,2,0.27,5.751265,-3.516921,1.33099,0.27
49,2,021-201,021,021-201,2,0.73,0.618263,3.36554,1.002212,0.73
50,2,012-022,022,012-210,2,0.37,-0.740937,7.369762,3.104952,0.37
50,2,012-022,012,012-210,2,0.63,2.494645,1.77942,7.536634,0.63
51,1,002,002,002-010,1,1,-0.339517,0.207982,4.837202,1
52,1,002,002,-1,1,1,-0.588566,0.728592,6.884782,1
53,1,002,002,002,1,1,1.59358,0.856527,6.587782,1
54,2,002-201,002,002-201,2,0.8,1.45704,0.598267,7.09212,0.8
54,2,002-201,201,002-201,2,0.2,7.874112,-0.478071,1.869875,0.2
55,2,002-200,200,002-200,2,0.2,5.867465,-4.05757,1.576715,0.2
55,2,002-200,002,002-200,2,0.8,0.778454,-3.05735,7.441237,0.8
56,1,022,022,022-201,1,1,-1.087252,3.95963,7.019522,1
57,1,201,201,102-201,1,1,8.474255,-4.334834,1.473573,1
58,2,002-201,201,002-020,2,0.09,6.344708,-1.288725,2.369693,0.09
58,2,002-201,002,002-020,2,0.91,1.328151,-1.236308,6.575733,0.91
59,1,020,020,020,1,1,2.664103,8.713243,-1.587736,1
60,2,020-102,102,020-102-200,2,0.79,0.327024,0.295803,6.349008,0.79
60,2,020-102,020,020-102-200,2,0.21,-1.422809,6.509284,1.175527,0.21
61,2,002-021,002,002-020,2,0.56,1.073092,1.043748,6.649988,0.56
61,2,002-021,021,002-020,2,0.44,-0.084844,6.450504,1.708576,0.44
62,1,210,210,-1,1,1,7.148374,3.506903,-3.971451,1
63,2,002-020,002,002-020-200,2,0.06,0.196412,1.359844,4.473318,0.06
63,2,002-020,020,002-020-200,2,0.94,-1.608171,6.470958,-0.937002,0.94
64,2,200-202,200,020-200,2,0.56,6.938333,-0.890766,-0.289412,0.56
64,2,200-202,202,020-200,2,0.44,2.725845,-2.854858,2.985125,0.44
65,2,012-020,020,012-020-200,2,0.23,-1.403495,5.895144,2.005087,0.23
65,2,012-020,012,012-020-200,2,0.77,-2.182671,1.159878,6.467373,0.77
66,1,002,002,002-201,1,1,-0.648128,0.881966,7.584555,1
67,2,020-200,020,012-020-200,2,0.64,2.536293,7.236463,-0.690921,0.64
67,2,020-200,200,012-020-200,2,0.36,8.574706,1.285964,-0.058868,0.36
68,2,002-020,002,002-020-201,2,0.5,-1.399375,0.175683,6.511722,0.5
68,2,002-020,020,002-020-201,2,0.5,-0.468862,5.925605,0.140425,0.5
69,1,200,200,120-200,1,1,7.636122,0.729402,1.123263,1
70,1,200,200,102-200,1,1,7.201414,2.981957,-0.305446,1
71,2,012-220,220,002,2,0.34,3.8375,4.470527,1.585221,0.34
71,2,012-220,012,002,2,0.66,1.168934,0.859033,4.270781,0.66
72,2,002-200,200,002-200,2,0.56,6.526964,-0.515768,2.284985,0.56
72,2,002-200,002,002-200,2,0.44,1.103441,0.362584,6.292099,0.44
73,2,002-202,002,002,2,0.92,1.326543,2.028363,8.489715,0.92
73,2,002-202,202,002,2,0.08,5.263122,1.130903,3.269807,0.08
74,1,002,002,002,1,1,0.60114,-1.518574,9.218534,1
75,2,120-210,210,120,2,0.66,5.693932,2.616473,-1.529469,0.66
75,2,120-210,120,120,2,0.34,1.076838,6.977387,0.264016,0.34
76,2,012-020,012,012-020-200,2,0.14,-1.662801,1.282476,6.005442,0.14
76,2,012-020,020,012-020-200,2,0.86,-0.493893,7.456867,0.510027,0.86
77,2,002-201,002,002-201,2,0.55,1.800353,-1.808553,6.622693,0.55
77,2,002-201,201,002-201,2,0.45,7.32131,-2.97032,1.315281,0.45
78,3,002-021-201,201,002-201,3,0.11,5.578644,0.590057,1.21323,0.11
78,3,002-021-201,021,002-201,3,0.21,-0.615734,5.55453,1.300969,0.21
78,3,002-021-201,002,002-201,3,0.68,-0.132332,1.280913,6.341957,0.68
79,1,002,002,002,1,1,1.835815,-1.375297,6.385892,1
80,2,120-200,200,120-200,2,0.63,7.902608,2.587967,-4.355662,0.63
80,2,120-200,120,120-200,2,0.37,2.548284,6.97734,-10.020155,0.37
81,2,002-021,002,002-021,2,0.12,-2.65437,2.010577,6.166161,0.12
81,2,002-021,021,002-021,2,0.88,-0.707965,7.2117000000000004,-0.331903,0.88
82,2,002-200,200,002-020-200,2,0.84,6.128086,1.690083,0.892396,0.84
82,2,002-200,002,002-020-200,2,0.16,0.641708,1.234497,6.483156,0.16
83,1,200,200,200,1,1,7.164447,0.302794,-1.136392,1
84,2,201-202,201,201,2,0.23,6.512819,-2.980634,1.17588,0.23
84,2,201-202,202,201,2,0.77,2.524576,-4.471456,4.224447,0.77
85,1,210,210,012-210,1,1,3.03049,1.246827,1.545154,1
86,2,102-200,200,102-200,2,0.16,6.666617,-1.459744,1.554259,0.16
86,2,102-200,102,102-200,2,0.84,1.285596,-7.191879,7.668567,0.84
87,2,102-220,220,120,2,0.91,6.656475,3.186388,-1.863713,0.91
87,2,102-220,102,120,2,0.09,1.792983,1.75533,7.000132,0.09
88,2,020-202,202,020-102,2,0.88,4.660493,0.206778,4.850112,0.88
88,2,020-202,020,020-102,2,0.12,1.112425,7.913161,1.595629,0.12
89,2,021-022,021,021,2,0.7,-3.220269,6.4009219999999996,2.586272,0.7
89,2,021-022,022,021,2,0.3,-3.414408,1.595422,6.253545,0.3
90,1,120,120,120-201-210,1,1,0.569214,5.857732,-0.945354,1
91,1,120,120,002-020,1,1,1.657791,6.281318,-0.152146,1
92,2,012-200,200,012-200,2,0.08,6.794054,1.097273,0.595384,0.08
92,2,012-200,012,012-200,2,0.92,-2.7645,3.063186,6.789657,0.92
93,1,020,020,020,1,1,-4.000409,7.844194,-1.052266,1
94,2,002-200,002,002-200,2,0.7,1.892526,-0.224721,7.237968,0.7
94,2,002-200,200,002-200,2,0.3,6.913626,1.146091,2.684323,0.3
95,1,200,200,200,1,1,8.944685,2.496193,-0.83306,1
96,2,102-210,102,102-201-210,2,0.3,1.130609,-3.589311,6.707059,0.3
96,2,102-210,210,102-201-210,2,0.7,6.989965,1.22839,-1.26376,0.7
97,2,021-200,200,002-020-200,2,0.37,7.337595,-0.308864,-3.813972,0.37
97,2,021-200,021,002-020-200,2,0.63,1.904506,5.619244,-2.068802,0.63
98,1,200,200,-1,1,1,7.508558,0.605281,-1.419096,1
99,3,002-020-202,202,002-020,3,0.16,6.393356,0.866236,4.122164,0.16
