parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,020-200,020,020-200,2,0.26,2.168974,5.64295,-3.410026,0.26
1,2,020-200,200,020-200,2,0.74,6.105167,-0.471475,-3.86901,0.74
2,1,002,002,002,1,1,0.778402,0.73058,6.516399,1
3,1,002,002,002,1,1,0.7784,0.73058,6.516399,1
4,1,201,201,201,1,1,6.24847,-6.622839,3.446909,1
5,1,020,020,020,1,1,1.229715,6.208122,-1.231945,1
6,2,120-200,120,120-200,2,0.43,0.802195,6.325266,-3.512455,0.43
6,2,120-200,200,120-200,2,0.57,6.567176,0.135014,-0.268633,0.57
7,3,002-120-201,002,002-201,3,0.13,-0.594979,1.480438,6.409653,0.13
7,3,002-120-201,120,002-201,3,0.04,1.982632,4.091514,-0.373893,0.04
7,3,002-120-201,201,002-201,3,0.83,6.154743,-0.886509,0.180786,0.83
8,1,002,002,002,1,1,1.010938,1.404915,7.049274,1
9,2,120-210,210,120-200,2,0.23,6.29715,0.310016,-3.21214,0.23
9,2,120-210,120,120-200,2,0.77,3.4,5.237398,-3.51595,0.77
10,2,002-200,200,002-200,2,0.92,6.552514,0.213533,-0.206594,0.92
10,2,002-200,002,002-200,2,0.08,0.697007,0.025488,6.064221,0.08
11,2,120-200,120,020-200,2,0.02,1.66222,4.7745,0.067187,0.02
11,2,120-200,200,020-200,2,0.98,5.822103,1.85818,0.38634,0.98
12,1,220,220,202-220,1,1,0.465953,5.814865,-3.42487,1
13,1,020,020,020-200,1,1,-1.272557,6.974701,0.672427,1
14,1,200,200,200,1,1,7.778722,-1.547181,-3.559675,1
15,1,220,220,120,1,1,4.976183,4.025367,-1.859065,1
16,2,102-120,120,102-120,2,0.09,2.109265,5.993638,0.553583,0.09
16,2,102-120,102,102-120,2,0.91,1.644564,0.686756,5.359244,0.91
17,1,020,020,-1,1,1,2.007196,6.663822,-2.446179,1
18,1,021,021,021,1,1,-0.914958,7.010094,1.624735,1
