parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-020,002,002-020-200,2,0.65,0.696125,0.824892,5.964853,0.65
1,2,002-020,020,002-020-200,2,0.35,-0.870374,6.854881,1.013907,0.35
2,1,200,200,102-200,1,1,6.854605,0.35473,-0.213485,1
3,3,002-020-200,200,002-020-200,3,0.1,6.041451,-1.28693,1.767612,0.1
3,3,002-020-200,020,002-020-200,3,0.28,0.772087,5.001889,0.501856,0.28
3,3,002-020-200,002,002-020-200,3,0.62,0.925177,-1.085403,7.017777,0.62
4,2,002-020,020,-1,2,0.92,2.296065,7.737009,0.375197,0.92
4,2,002-020,002,-1,2,0.08,2.353106,1.576374,4.405948,0.08
5,1,200,200,002-200,1,1,7.153186,1.493055,-1.255236,1
6,1,002,002,002,1,1,-2.048021,0.45852,4.364302,1
7,2,002-200,002,002-020-200,2,0.84,0.652866,-1.0422,7.233082,0.84
7,2,002-200,200,002-020-200,2,0.16,6.201834,-1.67799,2.755657,0.16
8,1,012,012,012-102,1,1,-3.499199,1.932873,6.910671,1
9,2,002-201,002,002-020-201,2,0.21,0.466807,-3.597554,6.6391540000000004,0.21
9,2,002-201,201,002-020-201,2,0.79,6.661142,-3.245063,1.722463,0.79
10,2,012-201,012,012-201,2,0.8,-4.533991,2.424742,6.021229,0.8
10,2,012-201,201,012-201,2,0.2,5.306315,-1.083036,2.019351,0.2
11,1,200,200,002-020-200,1,1,5.499064,1.501268,0.760783,1
12,2,002-020,020,-1,2,0.79,-2.029576,6.96754,1.300228,0.79
12,2,002-020,002,-1,2,0.21,-1.742788,0.746759,6.534038,0.21
13,1,120,120,120,1,1,1.770108,6.057993,-4.269079,1
14,1,020,020,012-020,1,1,-0.690289,8.011139,-0.133796,1
15,1,002,002,002-210,1,1,0.12138,-0.49764,7.610581,1
16,2,020-102,102,020-102,2,0.18,0.865922,-0.351716,6.131728,0.18
16,2,020-102,020,020-102,2,0.82,-0.259953,5.857652,0.507485,0.82
17,1,021,021,002-021-210,1,1,-3.399731,6.814751,2.027575,1
18,1,200,200,002-200,1,1,7.746313,-0.491074,0.848588,1
19,1,020,020,012-020,1,1,0.141557,7.607583,-1.513999,1
20,1,200,200,120-200,1,1,6.637104,0.268012,0.67424,1
21,2,120-210,210,-1,2,0.58,6.376024,3.20357,0.063913,0.58
21,2,120-210,120,-1,2,0.42,2.483528,7.962732,-2.558945,0.42
22,1,200,200,020-200,1,1,5.975335,0.394196,-0.743487,1
23,1,002,002,002-020,1,1,2.040699,1.365589,6.4453,1
24,2,002-200,200,002,2,0.47,7.692361,2.817467,0.466992,0.47
24,2,002-200,002,002,2,0.53,2.941305,0.855703,6.203319,0.53
25,1,020,020,012-020-102,1,1,0.909303,7.228745,-0.035153,1
26,2,002-020,020,002-020,2,0.11,0.851678,5.375169,-0.788011,0.11
26,2,002-020,002,002-020,2,0.89,0.704925,0.208369,5.716529,0.89
27,2,002-211,211,002-021-210,2,0.17,5.512659,2.412328,-0.168834,0.17
27,2,002-211,002,002-021-210,2,0.83,1.55603,0.913342,6.726353,0.83
28,2,002-020,020,002-020,2,0.14,0.851677,5.375168,-0.788011,0.14
28,2,002-020,002,002-020,2,0.86,0.704925,0.208369,5.716529,0.86
29,3,002-020-200,002,002-020-200,3,0.49,1.042486,2.060735,5.319726,0.49
29,3,002-020-200,200,002-020-200,3,0.13,5.54715,1.04523,0.072102,0.13
29,3,002-020-200,020,002-020-200,3,0.38,0.982526,6.540032,-0.734321,0.38
