Phase,Count,Frequency
0002,1,1e-4
0002-0021,1,1e-4
0002-2020,7,7e-4
0012,1,1e-4
0012-0021,2,2e-4
0012-0021-0202-1020,2,2e-4
0012-0021-0202-2020,2,2e-4
0012-0021-0202-2021,1,1e-4
0012-0021-2020,1,1e-4
0012-0022-0202-2020,1,1e-4
0012-0022-2020,2,2e-4
0012-0102-2011-2021-2101,1,1e-4
0012-0102-2020,2,2e-4
0012-0202,4,4e-4
0012-0202-1020,1,1e-4
0012-0202-2011-2020,3,3e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2020,104,0.0104
0012-0202-2020-2200,1,1e-4
0012-0212-2020,1,1e-4
0012-2012-2020,1,1e-4
0012-2020,20,0.002
0020-0022-0202,1,1e-4
0020-0202,15,0.0015
0020-0202-0210,2,2e-4
0021,1,1e-4
0021-0022-0202,1,1e-4
0021-0202,18,0.0018
0021-0202-0211-2020,10,0.001
0021-0202-2020,82,0.0082
0021-0211,1,1e-4
0021-0211-2020,1,1e-4
0021-0212-1020,1,1e-4
0021-2020,10,0.001
0022,2,2e-4
0022-0102,1,1e-4
0022-0102-2020,3,3e-4
0022-0122-0202-1020,1,1e-4
0022-0202,17,0.0017
0022-0202-0212,1,1e-4
0022-0202-1020,1,1e-4
0022-0202-1021-2020,1,1e-4
0022-0202-1022-2020,1,1e-4
0022-0202-2020,72,0.0072
0022-0202-2021,6,6e-4
0022-0202-2022,1,1e-4
0022-0212,3,3e-4
0022-0212-1020,1,1e-4
0022-0212-2020,5,5e-4
0022-2020,20,0.002
0022-2021,3,3e-4
0102,2,2e-4
0102-1002-2001-2020,1,1e-4
0102-1022-2020,1,1e-4
0102-1102-2020,1,1e-4
0102-2001,1,1e-4
0102-2001-2020,1,1e-4
0102-2011-2020,1,1e-4
0102-2020,19,0.0019
0102-2021,1,1e-4
0102-2100,1,1e-4
0112,1,1e-4
0112-0120-0202,2,2e-4
0112-0120-0202-2020,4,4e-4
0112-0121-0202-1120-2020,2,2e-4
0112-0121-0202-2020,2,2e-4
0112-0121-0202-2021,1,1e-4
0112-0121-0212-2020,1,1e-4
0112-0122-0202-1022-2020,1,1e-4
0112-0122-0202-2020,2,2e-4
0112-0202,1,1e-4
0112-0202-1012,1,1e-4
0112-0202-1012-2020,1,1e-4
0112-0202-1120-2020,1,1e-4
0112-0202-2011,1,1e-4
0112-0202-2011-2020,2,2e-4
0112-0202-2012-2020,1,1e-4
0112-0202-2020,29,0.0029
0112-0202-2020-2022,1,1e-4
0112-2020,6,6e-4
0120,2,2e-4
0120-0201-2020,1,1e-4
0120-0202,13,0.0013
