74.853,4.023	0.008,110.329
81.129,1.831	0.012,87.945
0.479,3.849	38.750,0.092
38.803,3.963	0.036,97.511	1.763,97.511
75.282,0.585
61.740,0.218	0.009,18.503	0.761,18.503
66.018,0.654	0.022,63.654
0.010,125.403
40.016,1.904	0.045,86.117
0.174,30.653	8.312,2.022
38.485,1.095	0.008,59.438
101.321,2.188	0.024,108.238
52.745,1.884	0.292,96.213
28.881,1.305	0.040,120.613
62.395,9.586	0.176,84.272
2.102,1.136	157.144,1.136	0.024,73.651
59.109,4.574	0.014,115.936
142.766,3.865	0.424,187.196
1.727,3.168	168.195,3.168	0.069,114.920
1.727,3.168	168.195,3.168	0.069,114.920
8.772,3.045	0.016,150.720	1.060,150.720
227.017,0.312	1.400,24.270
79.951,3.380	0.030,138.682
5.529,3.163	103.777,3.163	0.150,166.830
0.215,162.985
112.336,17.727	0.051,234.563
64.957,6.283	0.009,240.194
1.740,0.752	130.213,0.752	0.030,34.060
99.689,8.337	0.060,68.873
114.412,0.150
91.786,1.550	0.143,131.613
7.544,1.696	0.009,69.618
5.240,2.755	0.031,115.236
162.978,0.949	0.021,86.823
2.661,6.283	59.109,6.283	0.092,303.091
171.783,3.851	0.473,166.151
42.547,23.159	0.026,154.688
172.213,4.111	0.020,319.763
116.234,0.746	0.037,66.028
73.966,0.392	0.018,24.007	1.274,24.007
116.978,4.044	0.036,205.333
40.683,1.744	0.021,70.629
97.581,3.609
1.051,19.449	50.321,19.449
0.021,80.972
49.684,1.772	0.039,100.504
17.255,1.795	0.004,30.018
1.892,9.730	183.655,9.730	0.033,82.145
4.085,1.398	243.199,1.398	0.071,98.174
48.197,1.402	0.052,84.489
216.961,0.947	0.101,65.165
0.068,64.524
0.012,372.276
30.173,2.015	0.016,180.518
75.637,9.881	0.373,473.106	2.138,473.106
1.499,434.326
104.046,4.416	0.047,153.950	2.428,153.950
10.389,2.606	0.001,69.609
101.628,1.747	0.168,84.342
331.382,5.617	0.187,254.100
76.813,0.996	0.013,73.455
0.080,118.846
169.612,5.396	0.084,163.345
1.038,2.455	62.874,2.455	0.012,131.022
8.808,1.229	0.011,70.842
103.478,0.542	0.060,34.997
198.771,3.733	0.044,186.787
261.244,1.797	0.220,82.943
281.689,2.281	2.835,106.495
104.947,23.211	0.101,566.971
22.077,6.497	0.003,495.538
0.052,106.130
43.417,0.817	0.005,72.341
181.432,0.360
295.187,2.869	0.042,226.795	3.102,226.795
87.616,0.467	0.026,26.932
0.761,1.489	66.447,1.489
20.055,0.885	0.041,75.660
82.853,0.557	0.509,37.958	2.107,37.958
96.765,15.810	1.726,457.551
456.925,2.006	0.214,106.860
99.930,0.569	0.095,51.138	2.184,51.138
1.784,6.515	98.184,6.515	0.021,212.763
68.286,4.138	0.018,121.567	1.420,121.567
233.106,5.083	0.620,112.436
169.945,1.269
53.793,1.998	0.027,193.170
41.763,0.879	0.091,57.642
2.284,0.550	121.754,0.550	0.036,42.523
85.719,0.590	0.279,53.995
3.150,2.817	157.931,2.817
69.622,2.765	0.022,97.687
0.464,6.495	46.414,0.120
86.974,0.247
0.366,11.882	29.259,0.141
0.073,39.343	3.896,39.343
308.910,1.167	0.704,98.155
20.906,1.105	0.027,106.439	0.641,106.439
188.793,2.560	0.032,235.346
1.278,1.138	77.526,1.138	0.018,71.434
47.496,1.959	0.012,163.281
0.115,226.366	7.684,24.863
52.324,9.099	0.449,303.913
0.138,156.530	10.238,4.129
37.079,0.866	0.163,33.412
65.179,5.035	0.022,39.418
26.774,2.026	0.006,68.371
222.200,1.213
848.741,1.039	0.265,95.518
125.941,4.367	0.046,94.999
0.029,178.716
0.853,59.002
138.333,1.798	0.041,103.977
20.532,1.139	0.006,113.639
172.827,0.659	0.058,45.391
144.001,6.407
2.836,0.876	138.873,0.876	0.125,62.482
54.249,0.690	0.249,47.340
8.599,1.533	0.003,74.625
179.439,2.164	0.042,96.503
110.602,12.998	0.044,501.189
0.562,2.875	49.830,2.875	0.006,103.207
64.403,2.137	0.089,133.665	1.082,133.665
10.562,6.400	0.004,315.880
124.961,0.207	0.773,7.661
141.286,3.065	0.158,149.832
0.833,375.454	63.713,9.404
1.906,2.081	78.792,2.081	0.031,174.222
1.446,10.313	71.614,10.313	0.066,709.801
59.282,0.678	0.016,54.832
1.660,4.460	52.809,4.460	0.021,305.941
13.550,1.017	0.004,89.165
396.416,3.956	0.065,205.244
47.991,0.272	0.015,12.263	1.289,12.263
75.509,0.655	0.030,44.838
12.601,3.165	0.131,70.904	2.336,70.904
179.647,1.729	0.049,62.112
2.883,10.665	36.845,10.665	0.032,536.288
178.189,3.317
1.174,0.542	113.387,0.542	0.902,34.057
72.052,0.888	0.134,85.718
114.587,0.959	0.232,60.293
241.150,3.393	0.679,233.814
208.568,2.280	0.069,206.503
