Phase,Count,Frequency
0002,1,1e-4
0002-0021,2,2e-4
0002-0021-2020,1,1e-4
0002-2000,2,2e-4
0002-2001-2020,1,1e-4
0002-2010,1,1e-4
0002-2011,1,1e-4
0002-2020,44,0.0044
0002-2021,1,1e-4
0012,2,2e-4
0012-0020-0202,1,1e-4
0012-0021-0202,3,3e-4
0012-0021-0202-1020,1,1e-4
0012-0021-0202-2020,3,3e-4
0012-0102-2020,2,2e-4
0012-0202,7,7e-4
0012-0202-1020,2,2e-4
0012-0202-2010,1,1e-4
0012-0202-2011-2020,2,2e-4
0012-0202-2012,1,1e-4
0012-0202-2020,41,0.0041
0012-0212-2020,1,1e-4
0012-1020,2,2e-4
0012-1021,1,1e-4
0012-2020,22,0.0022
0020,6,6e-4
0020-0102,2,2e-4
0020-0200,1,1e-4
0020-0202,45,0.0045
0020-0202-0210,1,1e-4
0020-0210,2,2e-4
0020-0212,1,1e-4
0021,2,2e-4
0021-0022,1,1e-4
0021-0102,3,3e-4
0021-0202,35,0.0035
0021-0202-0211-2020,1,1e-4
0021-0202-0221-2020,1,1e-4
0021-0202-2020,43,0.0043
0021-0202-2021,1,1e-4
0021-0212,1,1e-4
0021-2020,4,4e-4
0022,3,3e-4
0022-0102-2020,2,2e-4
0022-0202,13,0.0013
0022-0202-2020,18,0.0018
0022-0212,3,3e-4
0022-0212-2020,1,1e-4
0022-1021,1,1e-4
0022-2020,15,0.0015
0102,13,0.0013
0102-0120-2020,1,1e-4
0102-1002,1,1e-4
0102-1020,1,1e-4
0102-2001-2020,4,4e-4
0102-2001-2021,1,1e-4
0102-2010,4,4e-4
0102-2011,2,2e-4
0102-2020,75,0.0075
0112-0202,2,2e-4
0112-0202-1022-2020,1,1e-4
0112-0202-2020,11,0.0011
0112-2020,6,6e-4
0120,7,7e-4
0120-0200,1,1e-4
0120-0201-2020,2,2e-4
0120-0202,31,0.0031
0120-0202-0210-2020,1,1e-4
0120-0202-1020,4,4e-4
0120-0202-1120,1,1e-4
0120-0202-2020,33,0.0033
0120-0202-2120,1,1e-4
0120-0210-2020,1,1e-4
0120-2020,2,2e-4
0121,1,1e-4
0121-0201-2020,1,1e-4
0121-0202,5,5e-4
0121-0202-0211-2020,1,1e-4
0121-0202-1021-2020,1,1e-4
0121-0202-2020,23,0.0023
0121-0211-2020,2,2e-4
0121-2020,2,2e-4
0122,1,1e-4
0122-0202,3,3e-4
0122-0202-1020,1,1e-4
0122-0202-2020,20,0.002
0122-2020,2,2e-4
0200,7,7e-4
0200-1020,2,2e-4
0200-2000,1,1e-4
0200-2010,3,3e-4
0200-2020,42,0.0042
0200-2100,2,2e-4
0200-2110,1,1e-4
0201,11,0.0011
0201-0210-2020,1,1e-4
0201-0220-2120,1,1e-4
0201-1020,4,4e-4
0201-1200-2020,1,1e-4
0201-2000,2,2e-4
0201-2001-2020,1,1e-4
0201-2010,2,2e-4
0201-2020,85,0.0085
0201-2020-2100,3,3e-4
0201-2020-2200,1,1e-4
0201-2100,1,1e-4
0201-2200,2,2e-4
0202,1056,0.1056
0202-0210,13,0.0013
0202-0210-0220-2020,2,2e-4
0202-0210-1020,2,2e-4
0202-0210-1220,1,1e-4
0202-0210-2020,35,0.0035
0202-0210-2020-2110,2,2e-4
0202-0210-2020-2210,1,1e-4
0202-0211,1,1e-4
0202-0211-0221-2020,1,1e-4
0202-0211-1120,1,1e-4
0202-0211-2020,13,0.0013
0202-0212-2020,1,1e-4
0202-0212-2110,1,1e-4
0202-0220,12,0.0012
0202-0220-1020,1,1e-4
