00	20	02
00	20
00	10
00	20	01
00	20	01
20	02
20	02
00	20	02
00	20	02
00	20	21	02
20	01	02
00	02
00	20	02
20	02
10	20	02
00	20	02
20	02
20	02
00	20
20	01	02
00	20	02
20
00	10	02
00	20	02
00	20	01
00	20	02
20	02
10	20	02
00	20	02
00	02
20	02
20
00	20	02
00	10	02
00	20	02
00	20	02
00	02
20	01	02
02
00	20	02
00	20	02
20	02
00	20	02
00	20	02
20	02
00	02
20	02	12
02
00	20	02
00	20	02
20	02
20	01	02
00	20	02
10	20	02
00	20	02
00	10	02
02
10	20	11	21	02
00	20	02
00	20	02
00	20	02
00	20	02
20	02	12
00	20	02
00	20	02
00	20
20	01	02
20	02
20	02
00	20	02
00	20	02
00	20	01
00	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	21	02
00	20	02	12
00	20	02
20	02	12
00	20	02
00	20	02
02
00	20	02
20	02
00	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
20	02
00	20	02
00	20	02
00	20	02
00	20	02
20	01	02
20	21	02
00	20	01
00	10	02
00	20	21	02
00	20	02
00	20	02
00	20	02
00
20	01	02
00	20	02
10	20	02
20	21	02
00	20	02
00	20
00	20	02
00	20	02
20	01	02
00	20	02
20	01	02
00	20	02
00	20	02
00	20	02
00	10	02
20	02	12
00	20	02
00
20	01	02
20
20
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20
00	20	02
00	20	02
00	20	02
00	20	02
20	01	02
02
00	20	02
10	20	02
00	02
00	20	02
00	20	02
00	20	02
00	20	02
20	21	02
00	02
20	21	02
20	02
00	20	02
00	20	02
00	10	02
00	20	21	02
20	02
00	20	02
02
00	20
00	20	02
00	20	02
20	02
00	20	02
20	02
00	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
20	02	12
20	02	12
00	20	02
00	20
00	20	02
00	02
10	20	11	21	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	21	02
20	02
00	20	02
00	20	02
00	20	02
00	20	02	12
20	21	02
02
00	20	02	12
00	20	02
00	20
20	02
00	02
00	20	02
00	20	02
20	02
20	02
20	02
00	20	02
10	20
00	20	02
00	20	02
20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	02
00	20	01
00	02
20	02
00	20	02	12
00	20	02
20	02
00	20	02
10	20	02
20	02	12
00	20	02
00	20
00	20	02
00	20	21	02
20	02	12
20	02
00	20	02	12
20	21	12
00	20	02
00	20	02
00	02
20	01	02
20	21	02
00	20	02	12
00	20	02
00	20	02
00	20
00	20	02
00	20	02
01	02
20	02
20	21	02
20	21	02	12
20	02
10	20	02
00	20	02
10	20	02
00	20	02	12
00	20	02
20	02
20	21	02
00	20	02
10	20	02
00	20	02
20	02	12
00	20	21	02
00	20
00	20	02
00	20	02
00	20	02
00	02
00	20	02
