1	2	90.152300	55.441574	0.902335	0.886140	10.523027	51.000000	0.017145	20.975212	53.000000	0.010260
2	2	90.350287	55.837867	0.833969	0.983605	16.900822	51.000000	0.022217	10.022075	48.000000	0.012104
3	2	30.407400	76.208292	0.997743	0.910475	12.545799	56.000000	0.010025	24.456057	54.000000	0.011092
4	1	72.844379	75.072894	0.598676	0.223419	19.746380	53.000000	0.061564	1.107036	53.000000	0.030343
5	2	63.260477	87.921601	0.959976	0.858392	19.429377	49.000000	0.012374	4.471234	54.000000	0.015146
6	1	21.957178	46.075285	0.971064	0.808563	20.957368	56.000000	0.016450	23.242982	51.000000	0.010053
7	1	80.034927	9.801534	0.568036	0.851373	20.741016	49.000000	0.693240	15.678671	54.000000	0.013122
8	2	17.980554	64.272239	0.708936	0.615878	20.481664	49.000000	0.015395	13.853974	51.000000	0.143153
9	2	49.481224	26.112637	0.534653	0.917706	6.909114	47.000000	0.010933	25.985190	54.000000	0.086105
10	1	7.075690	10.509274	0.948015	0.626605	4.938357	50.000000	0.010040	26.222532	48.000000	0.013562
11	2	99.605804	73.736313	0.736819	0.681225	15.909979	48.000000	0.088539	13.956210	49.000000	0.011067
12	2	68.098786	30.987866	0.615566	0.712212	13.954972	52.000000	0.013122	3.712924	49.000000	0.010025
13	2	21.969465	13.501134	0.777721	0.597440	20.820576	49.000000	0.010270	9.679013	52.000000	0.010449
14	2	50.319837	34.354065	0.706372	0.729459	16.141068	52.000000	0.069435	21.134700	50.000000	0.018491
15	2	39.181033	64.605413	0.928129	0.657319	11.734862	49.000000	0.123632	17.334793	51.000000	0.016050
16	1	48.624942	10.855810	0.739826	0.576492	15.433591	50.000000	0.114599	2.393435	53.000000	0.025523
17	2	16.243372	32.956192	0.416832	0.570577	6.593111	51.000000	0.073842	24.399432	55.000000	0.017476
18	1	16.557480	1.122660	0.420716	0.386313	8.710304	53.000000	0.508681	24.750286	50.000000	0.025090
19	1	29.597514	70.602922	0.650735	0.663062	5.399014	51.000000	0.140773	13.655709	50.000000	0.051653
20	1	70.762770	2.968137	0.483122	0.806599	6.052532	55.000000	0.039760	11.723039	50.000000	0.042871
21	2	20.319836	51.556372	0.413670	0.922867	11.784379	51.000000	0.015221	2.118531	50.000000	0.017880
22	2	77.383472	80.693330	0.948654	0.618827	16.169392	47.000000	0.013015	24.416003	55.000000	0.052203
23	1	92.750331	3.714727	0.507536	0.449696	13.106824	56.000000	0.077818	6.287246	48.000000	0.014834
24	1	64.605413	8.726076	0.447100	0.678231	20.838343	53.000000	0.019284	17.072221	56.000000	0.015807
25	2	93.663036	36.943030	0.621999	0.842746	5.994562	47.000000	0.011646	22.793572	51.000000	0.015681
26	2	23.326058	53.706431	0.352433	0.702585	20.164318	50.000000	0.105297	23.107846	50.000000	0.011762
27	1	24.689411	29.798223	0.243182	0.594092	14.698801	47.000000	0.927627	2.229957	50.000000	0.063595
28	2	11.294511	90.358314	0.534179	0.370976	9.534526	52.000000	0.031792	5.243777	51.000000	0.017393
29	2	40.117602	9.496961	0.863836	0.289201	15.107725	48.000000	0.019173	14.291627	53.000000	0.103473
30	1	73.864464	92.365488	0.303645	0.766663	5.864242	49.000000	0.026644	24.299429	51.000000	0.197721
31	2	35.961517	52.991944	0.273759	0.713482	9.140992	53.000000	0.013538	13.136896	51.000000	0.010827
32	1	1.246463	35.900332	0.885735	0.907042	10.706755	47.000000	0.027446	9.124108	52.000000	0.013176
33	1	37.634299	35.948902	0.405593	0.336965	3.260702	56.000000	0.065723	14.818646	54.000000	0.597991
34	2	30.168733	87.436812	0.627610	0.981174	22.005505	53.000000	0.029064	4.321348	47.000000	0.066499
35	1	31.254396	39.398893	0.458612	0.786424	10.386238	49.000000	0.018757	16.371743	54.000000	0.218965
36	2	38.614167	82.623524	0.653374	0.697953	15.222216	55.000000	0.037763	2.694045	51.000000	0.044435
37	1	38.427221	2.436846	0.237312	0.967295	7.265193	48.000000	0.029389	6.893218	48.000000	0.012454
38	2	29.784707	42.555408	0.384561	0.417832	11.991578	53.000000	0.020859	5.513200	50.000000	0.013538
39	1	44.156126	4.466101	0.636041	0.542391	0.659380	50.000000	0.134205	3.901403	55.000000	0.926982
40	1	7.752044	74.490410	0.692295	0.408974	6.265589	52.000000	0.060397	19.170752	49.000000	0.048026
41	2	36.157600	89.259820	0.997990	0.887437	4.518909	50.000000	0.016174	19.769404	47.000000	0.024869
42	2	52.203618	13.268907	0.493178	0.905254	10.902396	52.000000	0.147119	22.728334	48.000000	0.013107
43	1	4.075639	27.650958	0.159897	0.446888	19.443702	53.000000	0.014762	24.895188	52.000000	0.059277
44	2	39.410053	99.540854	0.598242	0.189295	18.663356	47.000000	0.019415	21.438390	55.000000	0.010190
45	2	76.252399	92.774729	0.628281	0.657984	13.570673	53.000000	0.017404	2.132396	56.000000	0.070128
46	1	33.421934	36.603381	0.560783	0.692876	0.429407	51.000000	0.012859	18.650024	47.000000	0.036516
47	1	56.916231	70.095934	0.360789	0.193586	20.445607	49.000000	0.110705	13.361252	51.000000	0.038512
48	1	26.337711	86.713221	0.967299	0.375618	4.397979	49.000000	0.031932	16.976561	47.000000	0.018375
49	1	99.509852	29.892225	0.237482	0.496817	0.344619	52.000000	0.012805	15.002562	49.000000	0.023433
50	1	71.253838	79.948756	0.154794	0.136423	11.542662	47.000000	0.014499	18.710397	53.000000	0.021943
51	2	76.833313	19.156000	0.828932	0.160800	8.173858	52.000000	0.024757	11.661487	48.000000	0.020859
52	2	95.104011	32.565872	0.681433	0.154414	2.870773	51.000000	0.027489	13.160781	52.000000	0.012831
53	1	8.845858	68.361346	0.412444	0.965872	20.554473	49.000000	0.015990	13.144627	49.000000	0.663498
54	2	87.097043	78.842283	0.510861	0.151686	21.900993	47.000000	0.010744	24.360288	55.000000	0.010099
55	2	56.185689	78.372684	0.462395	0.203186	22.513889	52.000000	0.014344	6.709298	48.000000	0.014830
56	1	83.975814	51.558624	0.221169	0.255898	11.016188	51.000000	0.023073	2.684257	47.000000	0.113592
