parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,01,01,1,100,-0.46257,7.235495,01
2,1,01,01,1,100,1.058808,6.360543,01
3,1,01,01,1,100,4.512189,5.45438,01
4,1,10,10,1,100,6.858777,2.340601,10
5,1,00,10,1,100,5.870075,2.319034,00
6,1,01,01-10,1,100,2.75606,6.055354,01
7,1,10,10,1,100,5.773459,2.192365,10
8,1,00,00,1,100,4.754886,3.484985,00
9,1,10,01-10,1,100,6.452101,0.015147,10
10,1,10,01-10,1,100,6.434323,2.628273,10
11,1,01,01-10,1,100,1.285675,6.201046,01
12,1,10,10,1,100,5.126644,1.034524,10
13,2,01-10,01-10,2,88,5.843815,1.479088,10
13,2,01-10,01-10,2,12,2.675724,5.744104,01
14,1,01,01,1,100,1.254766,6.964179,01
15,1,01,01,1,100,-0.553895,7.138718,01
16,1,01,01-10,1,100,2.67957,6.388858,01
17,1,01,01-10,1,100,4.415662,7.090278,01
18,1,10,10,1,100,7.706847,1.974707,10
19,1,10,10,1,100,6.597158,1.647343,10
20,1,10,01-10,1,100,5.461465,-1.668993,10
21,1,10,10,1,100,7.354933,0.880043,10
22,1,01,01-10,1,100,0.513848,7.462769,01
23,1,10,10,1,100,7.80367,-0.509922,10
24,1,10,10,1,100,8.028458,1.661055,10
25,1,01,01-10,1,100,4.23825,5.712015,01
26,1,10,01-10,1,100,6.951889,0.222978,10
27,1,01,01-10,1,100,4.459703,7.322788,01
28,1,10,01-10,1,100,6.801334,3.256906,10
29,1,01,01-10,1,100,1.782522,6.200655,01
30,1,01,01-10,1,100,0.341077,5.83355,01
31,1,01,01,1,100,-1.480144,7.184608,01
32,1,10,01-10,1,100,6.73614,4.355616,10
33,1,01,01-10,1,100,1.131563,5.742212,01
34,1,10,01-10,1,100,5.614378,0.73938,10
35,1,01,01-10,1,100,4.998799,5.912912,01
36,1,10,01-10,1,100,7.023948,3.247207,10
37,1,10,01-10,1,100,7.767384,2.147486,10
38,1,01,01-10,1,100,2.43983,6.632546,01
39,1,01,01,1,100,5.041411,7.507786,01
40,1,10,10,1,100,6.501896,1.009126,10
41,1,01,01-10,1,100,0.958209,6.489251,01
42,1,10,01-10,1,100,7.264105,3.463295,10
43,1,10,10,1,100,7.118079,0.38803,10
44,1,01,01,1,100,3.578642,8.417196,01
45,1,01,01-10,1,100,4.369391,4.733238,01
46,1,10,10,1,100,8.203607,-0.466882,10
47,1,01,01-10,1,100,4.520081,3.635069,01
48,1,01,01-10,1,100,5.215036,6.12212,01
49,1,10,01-10,1,100,7.639357,3.306959,10
