parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,002,002,002,1,1,0.252396,-0.209211,6.195969,1
2,1,210,210,210,1,1,4.935136,0.173261,-1.940908,1
3,2,002-200,200,002-200,2,0.08,4.987836,-2.545935,-1.582721,0.08
3,2,002-200,002,002-200,2,0.92,-1.40212,-1.405498,4.571459,0.92
4,1,002,002,002,1,1,1.521456,-2.262251,6.695958,1
5,3,022-120-201,022,022-120-201,3,0.54,-4.081401,3.731163,2.803888,0.54
5,3,022-120-201,120,022-120-201,3,0.32,0.534973,7.158821,-3.673792,0.32
5,3,022-120-201,201,022-120-201,3,0.14,5.325376,-2.544354,-0.088803000000000007,0.14
6,3,022-102-210,210,022-102-210,3,0.23,6.92354,0.955722,-4.87013,0.23
6,3,022-102-210,022,022-102-210,3,0.23,-3.751946,1.805685,1.469066,0.23
6,3,022-102-210,102,022-102-210,3,0.54,0.792373,-4.006818,6.944075,0.54
7,1,200,200,200,1,1,6.332933,-2.611052,-0.806223,1
8,2,120-200,200,120-200,2,0.84,7.265789,0.420661,1.170667,0.84
8,2,120-200,120,120-200,2,0.16,1.34969,6.889845,-2.526955,0.16
9,3,201-210-220,220,201-210,3,0.17,0.983767,4.007992,-5.448911,0.17
9,3,201-210-220,210,201-210,3,0.19,6.703688,1.426914,-4.450399,0.19
9,3,201-210-220,201,201-210,3,0.64,6.703688,-3.880171,1.095043,0.64
10,1,200,200,-1,1,1,5.981695,-5.395007,-1.460837,1
11,2,020-202,202,020-202,2,0.2,3.361062,-2.873897,1.469732,0.2
11,2,020-202,020,020-202,2,0.8,0.555341,6.837172,0.77794,0.8
12,1,012,012,012,1,1,-6.369987,0.742791,7.213703,1
13,2,120-201,120,120-201,2,0.32,1.114984,6.315687,-6.7269,0.32
13,2,120-201,201,120-201,2,0.68,7.005834,-2.95419,-0.552129,0.68
14,3,022-202-220,202,022-202-220,3,0.52,1.907106,-1.582696,1.55195,0.52
14,3,022-202-220,022,022-202-220,3,0.34,-4.482755,2.8481900000000002,1.104739,0.34
14,3,022-202-220,220,022-202-220,3,0.14,1.088472,1.338669,-4.6018,0.14
15,2,022-200,022,022-200,2,0.54,-0.697291,2.474325,0.925812,0.54
15,2,022-200,200,022-200,2,0.46,4.547302,-0.109435,-0.146032,0.46
16,2,021-202,021,021-202,2,0.09,-0.644417,3.265385,0.491951,0.09
16,2,021-202,202,021-202,2,0.91,1.985991,-5.777151,1.922645,0.91
17,1,102,102,102,1,1,-0.775586,-4.880321,6.723159,1
18,2,022-201,022,022-201,2,0.07,-1.407957,2.87726,0.924757,0.07
18,2,022-201,201,022-201,2,0.93,7.988287,-3.398257,-1.967934,0.93
19,1,002,002,002,1,1,1.186891,-3.457423,6.180294,1
20,2,012-102,102,012-102,2,0.54,0.404177,-3.041955,7.573875,0.54
20,2,012-102,012,012-102,2,0.46,-5.500901,0.129948,7.573875,0.46
21,1,202,202,202,1,1,2.499695,-5.180727,4.990077,1
22,2,022-201,201,022-201,2,0.91,7.988287,-3.398257,-1.967934,0.91
22,2,022-201,022,022-201,2,0.09,-1.407977,2.87726,0.924757,0.09
23,2,120-201,120,120-201,2,0.94,0.224887,7.017882,-5.481746,0.94
23,2,120-201,201,120-201,2,0.06,4.212287,-3.889584,0.073118,0.06
24,1,201,201,201,1,1,1.250245,-1.737732,1.132477,1
25,1,020,020,020,1,1,-0.040267,7.764847,-2.524306,1
26,1,220,220,220,1,1,6.937562,5.049672,-6.348619,1
27,1,220,220,220,1,1,3.052347,4.56063,-5.999495,1
28,2,020-200,020,020-200,2,0.55,-0.897178,5.711484,-1.582158,0.55
28,2,020-200,200,020-200,2,0.45,5.612767,0.206496,-1.431168,0.45
29,2,022-202,022,022-202,2,0.64,-1.988193,2.074949,2.878365,0.64
29,2,022-202,202,022-202,2,0.36,0.796553,-3.079018,3.052348,0.36
30,1,022,022,022,1,1,-3.583149,2.824312,0.878229,1
31,1,220,220,220,1,1,1.956744,2.320796,-7.185635,1
32,1,020,020,020,1,1,-2.214657,5.693478,-4.61652,1
33,2,022-102,102,022-102,2,0.55,-0.087953,-1.385817,7.111731,0.55
33,2,022-102,022,022-102,2,0.45,-4.981517,2.281964,0.70391,0.45
34,1,202,202,202,1,1,1.724528,-5.28008,4.435428,1
35,1,102,102,102,1,1,0.359623,-6.168801,8.270121,1
36,1,220,220,220,1,1,1.660073,2.638583,-5.742994,1
37,1,220,220,220,1,1,4.04313,0.882654,-5.482618,1
38,2,020-210,020,020-210,2,0.63,0.985121,6.146312,-0.541612,0.63
38,2,020-210,210,020-210,2,0.37,6.520492,0.572983,-6.751887,0.37
39,2,022-202,202,022-202,2,0.21,5.962812,-4.897973,1.611171,0.21
39,2,022-202,022,022-202,2,0.79,0.077547,1.517117,2.231556,0.79
40,1,200,200,200,1,1,7.87571,-2.261913,-0.36166,1
41,1,220,220,220,1,1,3.068937,4.092324,-3.608746,1
42,1,022,022,022,1,1,-8.56223,0.313004,1.627715,1
43,1,002,002,002,1,1,-0.823799,-3.82071,7.466386,1
44,2,202-220,202,202-220,2,0.78,2.632749,-3.886996,0.427164,0.78
44,2,202-220,220,202-220,2,0.22,2.243334,2.361511,-2.46706,0.22
45,2,022-202,022,022-202,2,0.24,-3.917215,2.012705,1.668582,0.24
45,2,022-202,202,022-202,2,0.76,1.198793,-4.369916,1.842566,0.76
46,2,022-220,220,022-220,2,0.25,1.988476,3.031493,-2.093615,0.25
46,2,022-220,022,022-220,2,0.75,-4.589145,2.435078,3.757424,0.75
47,2,021-120,120,021-120,2,0.77,0.653962,6.671332,-6.642758,0.77
47,2,021-120,021,021-120,2,0.23,-2.773696,6.671283,-0.143506,0.23
48,3,002-020-200,200,002-020-200,3,0.37,3.92244,-1.748742,-0.62898,0.37
48,3,002-020-200,002,002-020-200,3,0.42,-0.950168,-0.140226,5.880141,0.42
48,3,002-020-200,020,002-020-200,3,0.21,-2.37248,3.782436,0.395467,0.21
49,2,102-220,102,102-220,2,0.32,1.152149,0.74132,1.488919,0.32
49,2,102-220,220,102-220,2,0.68,1.674866,2.946934,-4.522553,0.68
50,3,120-202-210,202,120-202-210,3,0.73,1.336306,-5.155374,4.925706,0.73
50,3,120-202-210,210,120-202-210,3,0.23,7.035667,0.580903,-0.130628,0.23
50,3,120-202-210,120,120-202-210,3,0.04,0.7153,5.439469,-0.13063,0.04
51,2,020-200,020,020-200,2,0.8,-1.666973,7.268501,-2.034745,0.8
51,2,020-200,200,020-200,2,0.2,4.895958,0.729667,-1.821402,0.2
52,2,102-201,201,102-201,2,0.17,5.672529,-6.173137,-0.116858,0.17
52,2,102-201,102,102-201,2,0.83,1.317998,-6.332135,5.396893,0.83
53,1,220,220,220,1,1,1.202586,2.270772,-5.725577,1
54,1,200,200,200,1,1,6.830852,-3.040624,-0.919683,1
55,2,021-201,201,021-201,2,0.2,5.843274,-3.782876,-0.386658,0.2
55,2,021-201,021,021-201,2,0.8,-0.554301,2.329957,-0.801885,0.8
56,2,022-210,022,022-210,2,0.88,-2.110883,1.305165,3.498504,0.88
56,2,022-210,210,022-210,2,0.12,6.705047,0.969339,-3.102119,0.12
57,1,102,102,012-102,1,1,1.143872,-5.456032,6.863287,1
58,1,002,002,002,1,1,0.073902,-0.734497,7.399806,1
59,1,201,201,201,1,1,5.413233,-0.560178,0.543426,1
60,2,102-220,102,102-220,2,0.37,1.040172,-3.873465,6.456485,0.37
60,2,102-220,220,102-220,2,0.63,1.656938,2.720796,-2.305436,0.63
61,1,021,021,021,1,1,-5.2127,6.863155,1.3852,1
62,2,201-210,201,201-210,2,0.62,7.344671,-5.756894,-0.034107,0.62
62,2,201-210,210,201-210,2,0.38,7.370504,0.002006,-3.767683,0.38
63,1,022,022,022,1,1,-6.678302,3.689646,3.993354,1
64,1,220,220,220,1,1,1.849599,7.218171,-7.908499,1
65,2,020-200,020,020-200,2,0.33,-0.534862,6.012324,-3.053309,0.33
65,2,020-200,200,020-200,2,0.67,6.072107,-0.528472,-2.612665,0.67
66,2,021-120,120,021-120-210,2,0.11,0.793999,5.916962,-2.711156,0.11
66,2,021-120,021,021-120-210,2,0.89,-4.660491,5.916962,1.130105,0.89
67,3,022-202-220,022,022-202-220,3,0.35,-3.264453,1.396562,1.713639,0.35
67,3,022-202-220,202,022-202-220,3,0.35,2.146287,-3.033799,4.317383,0.35
67,3,022-202-220,220,022-202-220,3,0.3,2.407789,2.167027,-2.241756,0.3
68,1,022,022,022,1,1,-0.50848,4.45312,3.534593,1
69,1,021,021,021,1,1,-5.447925,8.890243,0.307884,1
70,1,210,210,210,1,1,6.454859,0.118988,-8.626882,1
71,2,022-220,022,022-220,2,0.54,-4.483479,2.35453,4.536164,0.54
71,2,022-220,220,022-220,2,0.46,2.120183,5.874649,-0.29736,0.46
72,3,022-202-220,220,022-202-220,3,0.02,2.362281,2.518008,0.115197,0.02
72,3,022-202-220,022,022-202-220,3,0.38,-3.725966,1.663637,2.396352,0.38
72,3,022-202-220,202,022-202-220,3,0.6,2.778183,-2.577702,4.857275,0.6
73,1,020,020,-1,1,1,-1.565119,6.70585,-0.297871,1
74,2,022-102,022,022-102,2,0.6,-5.441504,4.696282,4.64366,0.6
74,2,022-102,102,022-102,2,0.4,0.761783,-1.574877,7.693402,0.4
75,1,020,020,020-102,1,1,-1.546765,9.181259,-0.70613,1
76,1,202,202,202,1,1,2.327654,-5.657072,3.098211,1
77,2,202-220,220,202-220,2,0.08,6.03683,-0.03239,0.117773,0.08
77,2,202-220,202,202-220,2,0.92,2.03487,-4.807466,3.55917,0.92
78,1,220,220,220,1,1,0.444173,2.943736,-9.054797,1
79,2,202-220,202,202-220,2,0.27,2.608731,0.119508,3.778435,0.27
79,2,202-220,220,202-220,2,0.73,2.621569,5.741309,-2.505097,0.73
80,1,002,002,002,1,1,-1.563571,0.196954,6.442875,1
81,1,012,012,012,1,1,-4.994567,-1.372468,8.673046,1
82,3,022-102-220,102,022-102-220,3,0.12,-0.113985,-0.885637,6.561204,0.12
82,3,022-102-220,022,022-102-220,3,0.45,-2.96937,2.673751,4.124886,0.45
82,3,022-102-220,220,022-102-220,3,0.43,2.831818,4.3468,-1.948927,0.43
83,2,120-200,200,120-200,2,0.37,5.829214,0.438873,-0.874516,0.37
83,2,120-200,120,120-200,2,0.63,1.041498,6.780609,-6.772296,0.63
84,1,021,021,021,1,1,-5.058523,7.400721,0.736277,1
85,1,200,200,200,1,1,8.167364,-1.950069,-1.699913,1
86,1,020,020,020,1,1,-1.516624,8.724726,-1.181221,1
87,1,022,022,022,1,1,-5.953905,2.166457,3.467176,1
