parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-020,002,002-020,2,0.05,-1.519219,0.732409,3.136875,0.05
1,2,002-020,020,002-020,2,0.95,-0.954912,7.096979,-2.833172,0.95
2,1,012,012,012,1,1,-3.942746,0.633299,8.195781,1
3,1,012,012,012,1,1,-7.954015,-0.206666,5.299683,1
4,3,012-201-220,201,012-201,3,0.04,4.217931,-5.143602,1.075842,0.04
4,3,012-201-220,012,012-201,3,0.44,-1.871377,-4.036575,1.857963,0.44
4,3,012-201-220,220,012-201,3,0.52,2.041578,1.269748,-4.524332,0.52
5,1,220,220,220,1,1,3.081575,-0.068117,-4.534818,1
6,1,021,021,021,1,1,-6.323109,6.817831,0.765694,1
7,1,102,102,102,1,1,0.702841,-6.224544,6.135712,1
8,2,021-201,021,021-201,2,0.67,-0.858124,2.161759,0.823831,0.67
8,2,021-201,201,021-201,2,0.33,4.217931,-2.332021,1.202311,0.33
9,2,021-102,102,021-102,2,0.24,1.540476,-2.811662,6.285687,0.24
9,2,021-102,021,021-102,2,0.76,-5.017656,6.655321,-0.333606,0.76
10,1,012,012,012,1,1,0.292664,1.664709,1.639072,1
11,1,210,210,210,1,1,4.998781,0.564019,-1.035578,1
12,1,201,201,201,1,1,2.030642,-1.139843,1.624163,1
13,2,201-220,220,201-220,2,0.73,2.865732,1.636424,-5.698973,0.73
13,2,201-220,201,201-220,2,0.27,6.656186,-3.557447,0.295119,0.27
14,2,021-202,202,021-202,2,0.58,1.503061,-5.762187,2.055643,0.58
14,2,021-202,021,021-202,2,0.42,-4.394321,6.633577,-0.391311,0.42
15,2,022-112,112,022-112,2,0.17,0.389648,-1.160838,3.111629,0.17
15,2,022-112,022,022-112,2,0.83,-5.019503,3.261055,2.000764,0.83
16,2,202-210,210,202-210,2,0.29,7.168875,0.044224,-4.41735,0.29
16,2,202-210,202,202-210,2,0.71,2.668517,-6.261795,1.017466,0.71
17,1,220,220,220,1,1,4.103181,1.503061,-6.295246,1
18,3,012-021-200,200,012-021-102-200,3,0.06,2.845079,-2.052268,-1.34551,0.06
18,3,012-021-200,021,012-021-102-200,3,0.07,-4.457618,4.371656,-0.215792,0.07
18,3,012-021-200,012,012-021-102-200,3,0.87,-4.457618,-0.899109,4.95032,0.87
19,2,012-201,012,012-201,2,0.87,-6.254276,0.675057,6.718353,0.87
19,2,012-201,201,012-201,2,0.13,5.890764,-5.839309,1.19431,0.13
20,1,220,220,220,1,1,4.300219,2.308646,-6.389477,1
21,2,021-102,102,021-102,2,0.6,0.96188,-4.503067,7.005908,0.6
21,2,021-102,021,021-102,2,0.4,-5.43803,4.150096,1.532574,0.4
22,2,022-200,022,022-200,2,0.24,-3.727793,2.66875,3.836683,0.24
22,2,022-200,200,022-200,2,0.76,7.139756,-0.269863,-1.01669,0.76
