parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,20,20,00-20,1,1,5.656269,-0.602817,1
2,2,01-20,01,01-20,2,0.975,-8.606217,6.615546,0.975
2,2,01-20,20,01-20,2,0.025,3.643613,1.577422,0.025
3,1,01,01,01-20,1,1,-8.261549,5.573139,1
4,2,01-20,01,01-20,2,0.645,-3.480237,6.126124,0.645
4,2,01-20,20,01-20,2,0.355,6.027073,1.352066,0.355
5,2,01-20,01,01-20,2,0.506,-3.962753,6.188027,0.506
5,2,01-20,20,01-20,2,0.494,6.577055,-0.40784,0.494
6,2,01-20,20,01-20,2,0.206,6.165501,0.956227,0.206
6,2,01-20,01,01-20,2,0.794,-6.168003,6.526533,0.794
7,2,01-20,01,01-20,2,0.826,-6.025152,7.488773,0.826
7,2,01-20,20,01-20,2,0.174,4.949382,1.651062,0.174
8,2,01-20,01,01-20,2,0.711,-3.484542,5.4187,0.711
8,2,01-20,20,01-20,2,0.289,4.383347,-1.01242,0.289
9,2,11-20,20,01-11-20,2,0.784,6.611789,1.975663,0.784
9,2,11-20,11,01-11-20,2,0.216,0.883116,4.719422,0.216
10,2,10-20,20,10-20,2,0.226,4.371201,1.552648,0.226
10,2,10-20,10,10-20,2,0.774,0.065914,1.561297,0.774
11,3,01-11-20,11,01-11-20,3,0.125,0.852425,6.978223,0.125
11,3,01-11-20,01,01-11-20,3,0.527,-5.405679,7.010164,0.527
11,3,01-11-20,20,01-11-20,3,0.348,5.595268,3.70214,0.348
12,1,01,01,01,1,1,-8.653584,7.841457,1
13,2,01-20,20,01-20,2,0.892,5.222592,0.051137,0.892
13,2,01-20,01,01-20,2,0.108,-0.304078,6.286121,0.108
14,1,01,01,01,1,1,-5.612421,6.450078,1
15,2,01-20,20,01-20,2,0.381,6.130308,0.850217,0.381
15,2,01-20,01,01-20,2,0.619,-3.373092,5.155506,0.619
16,1,20,20,20,1,1,6.278159,-1.413883,1
17,1,01,01,01,1,1,-2.105169,6.931568,1
18,2,01-20,20,01-10-20,2,0.14,6.303845,0.406899,0.14
18,2,01-20,01,01-10-20,2,0.86,-5.495929,6.814101,0.86
19,2,01-20,01,01-20,2,0.518,-2.778363,3.62768,0.518
19,2,01-20,20,01-20,2,0.482,5.460092,1.175247,0.482
20,2,01-20,01,01-20,2,0.615,-5.790489,7.701427,0.615
