parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
2,0303-1003,0300-0303-1003-1010,2,4,1
3,0300-0303-1000-1003,0300-0303-1000-1003,4,4,1
4,0303-1010-1013,0303-1010-1013,3,3,1
5,0110-0300,0110-0300,2,2,1
6,0311,0311-0313,1,2,1
7,0303-1013,0303-1010-1013,2,3,1
8,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
9,0310-0313-1010,0310-0313-1010-1013,3,4,1
10,0300-0303,0300-0303,2,2,1
11,1010-1012,1010-1012,2,2,1
12,0300-1010,0300-1010,2,2,1
13,0300-1010,0300-1010,2,2,1
14,0300-1010,0112-0300-0302-1010-1012,2,5,1
15,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
16,0300-0303-1010-1013,0300-0303-1010-1013-1113,4,5,1
17,0303-1010,0300-0303-1010,2,3,1
18,0300-1010,0300-1010,2,2,1
19,0010-0303,0010-0303,2,2,1
20,0010-0100-0300,0010-0011-0100-0101-0300-0301,3,6,1
21,0300-0303-1010,0300-0303-1010,3,3,1
22,0300-0303-1010-1103,0303-1003-1010,4,3,0.5
23,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
24,1010-1303,1010-1303,2,2,1
25,0010-0300,0010-0300,2,2,1
26,1002-1010,1002-1010,2,2,1
27,0300-0303-1010,0300-0303-1010-1013,3,4,1
28,0300-1010,0300-1010,2,2,1
29,0110-0300-1010,0300-0302-1010-1012,3,4,0.6666666666666666
30,0303-1010-1013,0303-1010-1013,3,3,1
31,1010,1010,1,1,1
32,1010-1303,1010-1103-1300-1303,2,4,1
33,0300-0303-1003-1010,0303-1003-1010-1103,4,4,0.75
34,0303-0310-1010,0303-0310-1010,3,3,1
35,0303-1013,0113-0303-1013,2,3,1
36,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
37,1010,1010,1,1,1
38,1010,1010,1,1,1
39,0310-1010,0310-1010,2,2,1
40,1010-1300-1303,1010-1203-1303,3,3,0.6666666666666666
41,0303-1010-1013,0303-1010-1013,3,3,1
42,0310-0313-1010-1013,0213-0310-0313-1010-1013,4,5,1
43,0110-0303-0310-1010,0110-0303-0310-1010,4,4,1
44,0010,0010,1,1,1
45,0303-1010-1113,0303-0310-1010-1013-1113,3,5,1
46,0303-1010-1013,0303-1010-1013,3,3,1
47,0303-1013,0303-1013,2,2,1
48,1010,1010,1,1,1
49,0300-1010,0300-1010,2,2,1
50,1010,0303-1010-1013,1,3,1
51,0300-0303-1010,0300-0303-1010,3,3,1
52,0310-1010,0310-1010,2,2,1
53,0303-1010-1013,0303-1010-1013,3,3,1
