parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1010-1013,0303-1010-1013,3,3,1
2,0303-1010-1013,0303-1010-1013,3,3,1
3,0303-0310-1010,0303-0310-1010-1013,3,4,1
4,0302-0303-1002,0302-0303-1002-1003,3,4,1
5,0303-1003,0303-1003,2,2,1
6,0010-0300-0303,0010-0300-0303,3,3,1
7,0300-0303-1010,0300-0303-1010,3,3,1
8,0300-1010,0300-1010,2,2,1
9,0300-1010,0300-0303-1010,2,3,1
10,1010-1013,0303-1010-1013,2,3,1
11,0310-1010,1010,2,1,0.5
12,0301-1010-1011-1111,1010-1011,4,2,0.5
13,0300-1010,0300-1010,2,2,1
14,0303-1010-1013,0303-1010-1013,3,3,1
15,1010,1010,1,1,1
16,0010-0300,0010-0300,2,2,1
17,0303-1010-1013,0203-0303-1003-1010,3,4,0.6666666666666666
18,0300-0303-1010,0300-0303-1003-1010,3,4,1
19,0303-1010-1013,0303-1010-1013,3,3,1
20,1010,1010,1,1,1
21,0310-1010,0310-0311-1010-1011,2,4,1
22,0300-0301-1010-1011,0300-0302-1010-1012,4,4,0.5
23,1010,1010,1,1,1
24,1010-1200,0300-1010,2,2,0.5
25,0010,0002-0010-0300-0302,1,4,1
26,0303-1003,0300-0303-1003-1010,2,4,1
27,1013-1303,1013-1303,2,2,1
28,0300-0301,0300-0301-1010-1011-1200-1201,2,6,1
29,0303-1010-1013,0303-1010-1013,3,3,1
30,0303-1003-1010,0303-1003-1010-1203,3,4,1
31,0300-0303-1010,0300-0303-1010,3,3,1
32,0300-1010,0300-1010,2,2,1
33,0303,0300-0303-1003-1010,1,4,1
34,0300-1010,0300-1010,2,2,1
35,1010,-1,1,2,0
36,0303-1010-1013,0303-1010-1013,3,3,1
37,0300-1010,0300-0303-1003-1010,2,4,1
38,0303-1013,0211-0303-1003-1011,2,4,0.5
39,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
40,0303,0300-0303-1010-1200,1,4,1
41,0303-1010,0303-1003-1010-1203,2,4,1
42,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
43,1000,0300-1000,1,2,1
44,0300-1010,0300-0303-1010-1013,2,4,1
45,0300-0302-1010,0300-0302-1002-1010,3,4,1
46,0302-1010-1012,0302-1010-1012,3,3,1
47,1010,1010,1,1,1
48,0300-0303-1010,0300-0303-1003-1010-1200,3,5,1
49,0300-0303-1003-1010-1103,0300-0303-1003-1010-1103,5,5,1
50,0313-1013,-1,2,2,0
51,1010,0300-1010,1,2,1
52,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
53,1010,0203-0303-1003-1010,1,4,1
54,1010,0300-1010,1,2,1
55,0300-0303-1000-1003,0203-0303-1000-1003,4,4,0.75
56,0300-0303-1010,0300-0303-1003-1010,3,4,1
57,0303,0300-0303-1010,1,3,1
58,0303-1013,0303-1010-1013,2,3,1
59,0300-0303-1010,0300-0303-1003-1010,3,4,1
60,0010-0300,0010-0300,2,2,1
61,0303,0010-0110-0300-0303,1,4,1
62,0303-1010,0303-1003-1010,2,3,1
63,0010-0300,0010-0300-0303,2,3,1
64,0303,0010-0110-0300-0303,1,4,1
65,1010,0300-0303-1010,1,3,1
66,1010,1010,1,1,1
67,0010,0010-0013-0303,1,3,1
68,0010-0303,0003-0010-0303,2,3,1
69,0010-0303,0010-0303,2,2,1
70,0303-1010-1013,0303-1010-1013,3,3,1
71,1010,-1,1,2,0
72,0300-0302-1010-1012,0300-0302-1010-1012-1112,4,5,1
73,0310-1010,0300-1010,2,2,0.5
74,0300-1010,0300-0302-1010-1012,2,4,1
75,0303-1010-1013,0303-1010-1013,3,3,1
76,0303,0300-0303-1003-1010,1,4,1
77,0012-0302,0010-0012-0102-0300-0302,2,5,1
78,0300-1010,0300-1010,2,2,1
79,0300-1010,0300-0302-1002-1010,2,4,1
80,0300-1010,0300-0303-1010,2,3,1
81,0001-0301,0010-0303,2,2,0
82,1010-1011,1010-1011,2,2,1
83,0010-0300,0010-0300-0303,2,3,1
84,0303-1003-1203,0301-0303-1003-1011-1201-1203,3,6,1
85,1010,1010,1,1,1
86,0303,0303,1,1,1
87,0300-0303-1010-1013,0303-1003-1010,4,3,0.5
88,1010-1011,1010-1011,2,2,1
89,1010,1010,1,1,1
90,1010,1010,1,1,1
91,1010-1013,0303-1010-1013,2,3,1
92,1010,0300-1010,1,2,1
93,0303-1003-1010,0303-1003-1010,3,3,1
94,0303-1003-1010,0303-1003-1010,3,3,1
95,0301-0311,0301-1011,2,2,0.5
96,0303-1013,0301-0303-1011-1013,2,4,1
97,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
98,0300-1010,0200-0300-1010,2,3,1
99,0300-1010,0300-1010,2,2,1
100,0300-1010,0300-0303-1003-1010,2,4,1
101,0010-0300,0010-0300-0303,2,3,1
102,0303,0303-1013,1,2,1
103,0010,0010,1,1,1
104,0303,0010-0300-0303,1,3,1
105,1010-1200-1300,1010-1200-1303,3,3,0.6666666666666666
106,0300-0303-1010,0300-0303-1010-1013-1110,3,5,1
107,0303-1003,0303-1003-1010,2,3,1
108,0303-1013,0303-1010-1013,2,3,1
109,0300-0303-1010,0300-0303-1010,3,3,1
110,0302-1010-1012-1302,0300-0302-1010-1012,4,4,0.75
111,0300-0303-1010,0300-0303-1010-1013,3,4,1
112,0010,0010-0012-0200-0302,1,4,1
113,0300-0303-1010-1013,0213-0300-0303-1010-1013,4,5,1
114,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
115,0011-0301,0001-0301-0303,2,3,0.5
116,1010-1011,1010-1011,2,2,1
117,0303-1010-1013,0303-1010-1013,3,3,1
118,0312-1010,0312-1010-1012,2,3,1
119,0303-1003,0300-0303-1003-1010,2,4,1
120,0303-1003,0303-1003,2,2,1
121,1010,1010,1,1,1
122,0303-1010,0300-0303-1010,2,3,1
123,0303-1010-1013,0203-0303-1010-1013,3,4,1
124,0010-0300,0010-0300-0303,2,3,1
125,0303,0010-0013-0300-0303,1,4,1
126,0303-1013,0300-0303-1003-1010,2,4,0.5
127,1010-1011,0300-0301-1010-1011,2,4,1
128,0300-0303-1010,0300-0303-1010,3,3,1
129,1010,1010-1012,1,2,1
130,0303-1013,0203-0303-1003,2,3,0.5
131,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
132,0101-0301-0303,0101-0301-0303,3,3,1
133,0303-1013,0300-0303-1010-1013,2,4,1
134,0300-1010,0300-1010,2,2,1
135,0303-1013,0300-0303-1003-1010,2,4,0.5
136,1010-1303,1010-1103-1303,2,3,1
137,0010-0300-0303,0010-0300-0303,3,3,1
138,1011,0301-0303-1003-1011,1,4,1
139,0303-1010-1013,0113-0303-1010-1013,3,4,1
140,0303-1013,0113-0303-1010-1013,2,4,1
141,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
142,1010,0303-1010-1013,1,3,1
143,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
144,0303-1003,0303-1003,2,2,1
145,0303-1010-1013,0303-1010-1013,3,3,1
146,0010,0010,1,1,1
147,1010,1010,1,1,1
