parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0010-0013-0303,0010-0013-0203-0303,3,4,1
2,0303-1010-1013,0303-1010-1013,3,3,1
3,0300-1010,0300-0303-1003-1010,2,4,1
4,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
5,0300-0303,0300-0303,2,2,1
6,0313,0110-0113-0310-0313-1010,1,5,1
7,0300-0303-1010,0300-0303-1010,3,3,1
8,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
9,1010,0310-1010,1,2,1
10,0300-0303-1010,0300-0303-1010-1110,3,4,1
11,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
12,0303,0303-1010-1013,1,3,1
13,0010-0303,0010-0300-0303,2,3,1
14,0303-1013,0303-1010-1013,2,3,1
15,0303-1003-1010,0303-1003-1010,3,3,1
16,0213-1013,0213-1010-1013,2,3,1
17,1010,1010,1,1,1
18,0301-0303-1011,0301-0303-1003-1011,3,4,1
19,1010-1303,-1,2,2,0
20,1010,0300-1010,1,2,1
21,0303-1013,0303-1013,2,2,1
22,0303,0010-0110-0300-0303,1,4,1
23,0010-0303,0010-0103-0300-0303,2,4,1
24,0303-1010-1013,0300-0303-1003-1010,3,4,0.6666666666666666
25,0313,0010-0113-0313,1,3,1
26,0303-1011-1013,0301-0303-1011-1013,3,4,1
27,1010,0310-1010,1,2,1
28,0300-1010,0300-0303-1010-1013-1113,2,5,1
29,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
30,0300-1010,0300-0302-1002-1010,2,4,1
31,0010,0010-0300,1,2,1
32,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
33,0303,0303-1003-1010,1,3,1
34,1003-1010-1303,1003-1010-1303,3,3,1
35,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
36,0300-0303,0210-0300-0303-1010,2,4,1
37,0010-0300-0303,0010-0300-0303,3,3,1
38,0301-0303,0301-0303-1001-1003,2,4,1
39,0303-1013,0300-0303-1010-1013,2,4,1
40,1010,0300-1010,1,2,1
41,0303-1003-1010,0300-0303-1003-1010,3,4,1
42,1010,1010-1012,1,2,1
43,0303-1010,0303-1010,2,2,1
44,0301-1010-1011,1010-1011,3,2,0.6666666666666666
45,0302-1010-1012,0302-1010-1012,3,3,1
46,0303-1003,0303-1003,2,2,1
47,1010,1010,1,1,1
48,0303-1003-1010,0300-0303-1003-1010,3,4,1
49,0303,0303-1003,1,2,1
50,0300-1010,0300-0302-1010-1012,2,4,1
51,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
52,0010-0310,0010-0310,2,2,1
53,0303-1003-1010,0303-1003-1010,3,3,1
54,0300-0303-1010,0300-0303-1003-1010-1203,3,5,1
55,0303-1003-1010,0303-1003-1010-1203,3,4,1
56,0303-1003,0302-0303-1002-1003,2,4,1
57,0300-0303-1010,0300-0303-1003-1010,3,4,1
58,0303-1010-1013,0300-0303-1003-1010,3,4,0.6666666666666666
59,0000-0300,0000-0300-0303,2,3,1
60,1010-1303,1010-1303,2,2,1
61,0103-0303,0010-0103-0303,2,3,1
62,0303-1010,0300-0303-1003-1010,2,4,1
63,1010,0300-1010,1,2,1
64,0312-1012,0302-1012,2,2,0.5
65,0303,0010-0300-0303,1,3,1
66,0310-0313-1010-1013,0110-0303-0310-1010,4,4,0.5
67,0010-0300-0303,0010-0300-0303,3,3,1
68,0303-1013,0303-1013,2,2,1
69,0300-1010,0303-1003-1010,2,3,0.5
70,0300-1000,0300-0302-1000-1002,2,4,1
71,1010,0300-0302-1002-1010,1,4,1
72,0300-0303-1010-1013,0303-1003-1010,4,3,0.5
73,0303-1013,0303-1010-1013,2,3,1
74,0300-1010,0300-1010,2,2,1
75,0302-1010-1012,0302-1010-1012,3,3,1
76,0303,0302-0303-1002-1003,1,4,1
77,0300-1010,0300-0303-1010,2,3,1
78,0303-1003-1010-1303,0300-0303-1003-1010,4,4,0.75
79,0301-0303-1001,0301-0303-1001-1003,3,4,1
80,0300-0303,0300-0303-1010,2,3,1
81,0010-0013-0303,0010-0013-0303,3,3,1
82,0300-1010,0300-1010,2,2,1
83,0301-1011,0301-1011,2,2,1
84,0300-0301-1010,-1,3,2,0
85,0300-1010,-1,2,2,0
86,0300-1010,0210-0300-1010,2,3,1
87,0303-1003,0302-0303-1002-1003,2,4,1
88,0303,0010-0013-0300-0303,1,4,1
89,1010-1013-1303,1010-1013-1303,3,3,1
90,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
91,0303-1010-1013,-1,3,2,0
92,0301-1011,0300-0303-1003-1010,2,4,0
93,1010,0302-1010-1012,1,3,1
94,1003-1010,-1,2,2,0
95,1010,0303-1010-1013,1,3,1
96,0301-0303-1011,0301-0303-1001-1003,3,4,0.6666666666666666
97,0010,0010-0300-0303,1,3,1
98,0010,0003-0010-0303,1,3,1
99,0300-0303-1010,0300-0303-1010,3,3,1
100,0301-0303-1011,0111-0301-0303-1011,3,4,1
101,0300-1010,0300-1010,2,2,1
102,0300-1010,0300-0303-1010,2,3,1
103,0301-0303-1003-1011,0301-0303-1001-1003,4,4,0.75
104,1010,1010,1,1,1
105,0303-1010-1013,0303-1010-1013,3,3,1
106,0010-0300-0303,0010-0300-0303,3,3,1
107,1010,1010,1,1,1
108,0303-1010-1013,0303-1010-1013,3,3,1
109,1010-1012-1302,1010-1012-1302,3,3,1
110,0303-1010-1013,0113-0303-1010-1013,3,4,1
111,1003-1010,0303-1003-1010,2,3,1
112,0010-0300,0010-0300,2,2,1
113,1003-1010-1303,1003-1010-1303,3,3,1
114,1010-1300-1303,1010-1303,3,2,0.6666666666666666
115,0301-0303,0301-0303,2,2,1
116,0210-1010,0210-0212-0302-1010-1012,2,5,1
117,0303-1010-1013,0300-0303-1003-1010,3,4,0.6666666666666666
118,0311-1010-1011,1010-1011,3,2,0.6666666666666666
119,0303,0303-1010,1,2,1
120,1010-1013,1010-1013,2,2,1
121,0300-0303-1010,0300-0303-1010,3,3,1
122,0010-0300,0010-0300,2,2,1
123,0303-1013,0300-0303-1003-1010,2,4,0.5
124,0303-1003,0303-1003,2,2,1
125,0300-0303-1010,0300-0303-1010-1100-1200,3,5,1
126,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
127,1010,1010,1,1,1
128,0303,0303-1010-1013,1,3,1
129,0303,0010-0300-0303,1,3,1
130,1010,0303-1003-1010,1,3,1
131,0300-1010,0300-0302-1010-1012,2,4,1
132,0300-0303-1010,0300-0303-1010-1200,3,4,1
133,0300-1010,0300-1010,2,2,1
134,0303-0311-1003-1011,0303-0311-1003-1011-1111,4,5,1
135,0300-1010,0300-0303-1003-1010,2,4,1
136,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
137,1010,1010,1,1,1
138,0303-1003-1010,0300-0303-1003-1010,3,4,1
