Phase,Count,Frequency
0000,5,5e-4
0000-0003-0303,2,2e-4
0000-0100,1,1e-4
0000-0103-0303,1,1e-4
0000-0300,5,5e-4
0000-0300-0302,1,1e-4
0000-0300-0303,2,2e-4
0001,1,1e-4
0001-0003-0301-0303,1,1e-4
0001-0301,1,1e-4
0001-0303,1,1e-4
0003-0010-0300-0303,1,1e-4
0003-0010-0303,3,3e-4
0003-0303,8,8e-4
0010,205,0.0205
0010-0011,6,6e-4
0010-0011-0110-0111-0300-0301,1,1e-4
0010-0011-0111,1,1e-4
0010-0011-0211-0300-0301,1,1e-4
0010-0011-0211-0301,1,1e-4
0010-0011-0300-0301,4,4e-4
0010-0011-0300-0301-0310-0311,1,1e-4
0010-0011-0301,5,5e-4
0010-0011-0311,2,2e-4
0010-0012,2,2e-4
0010-0012-0112-0300-0302,1,1e-4
0010-0012-0212-0302,2,2e-4
0010-0012-0300,1,1e-4
0010-0012-0300-0302,8,8e-4
0010-0012-0302,12,0.0012
0010-0013,6,6e-4
0010-0013-0103-0303,1,1e-4
0010-0013-0110-0313,1,1e-4
0010-0013-0113-0303,2,2e-4
0010-0013-0300-0303,23,0.0023
0010-0013-0303,70,0.007
0010-0013-0303-0310,3,3e-4
0010-0013-0313,10,0.001
0010-0100-0300-0302,1,1e-4
0010-0100-0300-0303,1,1e-4
0010-0100-0303,1,1e-4
0010-0102-0302,1,1e-4
0010-0103-0303,3,3e-4
0010-0110,5,5e-4
0010-0110-0300,2,2e-4
0010-0110-0300-0301,1,1e-4
0010-0110-0300-0303,1,1e-4
0010-0110-0301,1,1e-4
0010-0110-0303,2,2e-4
0010-0110-0310,1,1e-4
0010-0110-0313,2,2e-4
0010-0112-0302,1,1e-4
0010-0112-0312,1,1e-4
0010-0113-0303,3,3e-4
0010-0200,2,2e-4
0010-0200-0300,1,1e-4
0010-0200-0303,1,1e-4
0010-0210,4,4e-4
0010-0210-0300,1,1e-4
0010-0210-0303,1,1e-4
0010-0210-0303-0310,1,1e-4
0010-0210-0313,1,1e-4
0010-0213,1,1e-4
0010-0213-0303,2,2e-4
0010-0213-0313,1,1e-4
0010-0300,160,0.016
0010-0300-0302,8,8e-4
0010-0300-0303,161,0.0161
0010-0300-0303-0310,1,1e-4
0010-0300-0310,2,2e-4
0010-0301,2,2e-4
0010-0302,2,2e-4
0010-0303,157,0.0157
0010-0303-0310,18,0.0018
0010-0303-0313,2,2e-4
0010-0310,19,0.0019
0010-0310-0313,4,4e-4
0010-0313,5,5e-4
0011,6,6e-4
0011-0012-0301-0302-0311-0312,1,1e-4
0011-0013-0111-0113-0303,1,1e-4
0011-0013-0111-0303,1,1e-4
0011-0013-0301-0303,4,4e-4
0011-0013-0303,2,2e-4
0011-0013-0313,1,1e-4
0011-0111,1,1e-4
0011-0111-0301,1,1e-4
0011-0111-0303,1,1e-4
0011-0301,8,8e-4
0011-0301-0303,21,0.0021
0011-0303-0311,2,2e-4
0011-0311,1,1e-4
0012,1,1e-4
0012-0302,5,5e-4
0012-0302-0312,2,2e-4
0012-0312,3,3e-4
0013,3,3e-4
0013-0110-0303,1,1e-4
0013-0213-0303,1,1e-4
0013-0303,58,0.0058
0013-0313,7,7e-4
0100-0300-1000,1,1e-4
0103-0303,2,2e-4
0103-0303-1003-1010,3,3e-4
0110,3,3e-4
0110-0112-0300-0302,1,1e-4
0110-0210-0303-0310,1,1e-4
0110-0300,4,4e-4
0110-0300-0303,7,7e-4
0110-0300-0303-1010,1,1e-4
0110-0300-1010,2,2e-4
0110-0302-0310,1,1e-4
0110-0303,2,2e-4
0110-0303-0310,2,2e-4
0110-0310,1,1e-4
0110-0310-1010,2,2e-4
0110-0312,1,1e-4
0111,1,1e-4
0111-0301,1,1e-4
0111-0303-0313-1011-1013,1,1e-4
0112-0300-0302-1010-1012,1,1e-4
0112-0302,1,1e-4
0112-0302-1010,1,1e-4
0113-0300-0303-1010-1013,4,4e-4
0113-0302-0303-1012-1013,1,1e-4
0113-0303,10,0.001
0113-0303-1010,4,4e-4
0113-0303-1010-1013,7,7e-4
0113-0303-1013,5,5e-4
0113-1010-1013,2,2e-4
0200-0300-0303,1,1e-4
0200-0300-0303-1000,1,1e-4
0200-0300-0303-1010,1,1e-4
0200-0300-1010,1,1e-4
0200-0303-1000,1,1e-4
0200-1010,1,1e-4
0202-0302,1,1e-4
0203-0303-1003,1,1e-4
0203-0303-1010-1013,1,1e-4
0210,1,1e-4
0210-0300-0303,3,3e-4
0210-0300-0303-1010,6,6e-4
0210-0300-0303-1010-1013,1,1e-4
0210-0300-1010,7,7e-4
0210-0300-1110,1,1e-4
0210-0302,1,1e-4
0210-0303-0310-1010-1013,1,1e-4
0210-0303-1010,1,1e-4
0210-0303-1010-1013,2,2e-4
0210-0312-1010-1012,1,1e-4
0210-0313-1010-1013,1,1e-4
0210-1010,6,6e-4
0211-0301,1,1e-4
0211-0301-0303,1,1e-4
0211-0301-0303-1011,2,2e-4
0211-0301-0303-1011-1013,1,1e-4
0211-0301-1010-1011,1,1e-4
0211-1010-1011,1,1e-4
0212-1010-1012,2,2e-4
0212-1012,1,1e-4
0213-0300-0303-1010-1013,1,1e-4
0213-0303,1,1e-4
0213-0303-1010-1013,6,6e-4
0213-0303-1013,2,2e-4
0213-1010-1013,1,1e-4
0300,27,0.0027
0300-0301,2,2e-4
0300-0301-0310,1,1e-4
0300-0301-0310-1010-1011,1,1e-4
0300-0301-1000-1001,1,1e-4
0300-0301-1010,2,2e-4
0300-0301-1010-1011,27,0.0027
0300-0301-1010-1011-1110-1111,1,1e-4
0300-0302,1,1e-4
0300-0302-1000,2,2e-4
0300-0302-1000-1002-1100-1102,1,1e-4
0300-0302-1000-1100,1,1e-4
0300-0302-1002-1010,8,8e-4
0300-0302-1010,15,0.0015
0300-0302-1010-1012,48,0.0048
0300-0302-1010-1012-1100,1,1e-4
0300-0302-1010-1012-1112,1,1e-4
0300-0302-1010-1012-1302,1,1e-4
0300-0302-1100,1,1e-4
0300-0303,50,0.005
0300-0303-0310,2,2e-4
0300-0303-0310-1010,5,5e-4
