1	2	18.682582	23.873246	0.501287	0.792633	0.479235	33.000000	0.013977	2.317833	35.000000	89.814036	4.208372	31.000000	0.014028
2	2	26.952985	10.044870	0.923744	0.769596	4.643612	31.000000	0.011683	0.924665	35.000000	19.150861	4.385443	39.000000	0.021634
3	2	56.769609	73.534335	0.875099	0.724620	6.128277	33.000000	0.013395	3.206820	31.000000	19.406978	1.079897	40.000000	0.010860
4	2	92.938829	4.615714	0.992435	0.849955	0.903541	38.000000	0.010789	0.884587	34.000000	45.214685	1.815372	38.000000	0.017183
5	2	92.842847	17.429112	0.686347	0.634744	7.626249	32.000000	0.010954	1.532748	37.000000	43.754369	1.615860	36.000000	0.011226
6	3	31.331466	49.125840	0.596322	0.975217	22.838851	34.000000	0.027595	0.288142	34.000000	92.319987	3.523962	39.000000	0.016129
7	2	33.173750	65.150779	0.551207	0.841280	7.246838	32.000000	0.010650	0.970431	37.000000	5.297606	3.030487	33.000000	0.023837
8	2	86.630061	10.023411	0.725630	0.548176	14.825853	31.000000	0.015130	1.679398	37.000000	23.552442	2.152452	35.000000	0.011344
9	3	75.712666	81.627872	0.769386	0.601602	16.982859	34.000000	0.011257	4.345378	34.000000	63.282531	1.168295	38.000000	0.043337
10	2	18.697713	2.939058	0.669318	0.480956	13.252338	31.000000	0.011873	4.019906	36.000000	25.353529	2.689240	31.000000	0.018827
11	2	2.721290	62.407124	0.448083	0.610904	16.037367	39.000000	0.011842	2.979055	38.000000	68.806637	2.049895	40.000000	0.066904
12	2	18.406988	21.287024	0.542764	0.906905	5.457367	32.000000	0.589639	1.052463	31.000000	51.017157	3.404019	40.000000	0.059284
13	2	70.800550	36.237813	0.930182	0.654555	20.736095	38.000000	0.247574	2.732105	33.000000	73.946260	0.192836	36.000000	0.038617
14	1	12.807652	96.311733	0.435711	0.642392	0.721225	39.000000	0.016687	4.456810	32.000000	28.317973	2.967563	40.000000	0.026264
15	3	41.417074	80.915709	0.474573	0.790907	17.752547	31.000000	0.024262	1.063487	38.000000	36.237813	2.180184	34.000000	0.010832
16	2	8.781921	62.219615	0.911934	0.553743	3.949194	35.000000	0.075786	2.277442	33.000000	23.886051	2.277438	31.000000	0.034686
17	2	23.426153	91.416154	0.391505	0.719152	5.556644	39.000000	0.024325	4.236772	35.000000	43.435835	1.282788	39.000000	0.015017
18	2	92.687461	45.214685	0.619964	0.830082	13.393602	33.000000	0.011151	2.630608	36.000000	8.118784	2.075917	32.000000	0.011242
19	1	16.868010	2.939058	0.594584	0.858222	13.505195	36.000000	0.011873	0.592655	31.000000	25.353529	0.508806	31.000000	0.018827
20	1	1.662271	72.148450	0.399319	0.402696	10.316656	40.000000	0.015187	4.029030	38.000000	1.150786	1.033828	31.000000	0.065790
21	1	99.057379	42.718790	0.882241	0.807759	11.469907	34.000000	0.067983	0.232040	40.000000	35.506049	0.783526	39.000000	0.033555
22	2	99.057379	42.718790	0.882241	0.807759	11.469907	34.000000	0.011842	0.232040	31.000000	14.709525	0.783526	36.000000	0.028164
