Phase,Count,Frequency
0002-2000,1,1e-4
0002-2020,2,2e-4
0012-0021-0202-2020,8,8e-4
0012-0022-0202-2020,1,1e-4
0012-0102-2021,1,1e-4
0012-0202,6,6e-4
0012-0202-1020,1,1e-4
0012-0202-2011-2020,4,4e-4
0012-0202-2020,96,0.0096
0012-0202-2021,1,1e-4
0012-2020,6,6e-4
0020,1,1e-4
0020-0202,6,6e-4
0021,2,2e-4
0021-0022-0202-1020,1,1e-4
0021-0022-0202-2020,6,6e-4
0021-0022-2020,1,1e-4
0021-0102-2020,1,1e-4
0021-0202,9,9e-4
0021-0202-0211,1,1e-4
0021-0202-0211-1210-2020,1,1e-4
0021-0202-0211-2020,5,5e-4
0021-0202-0221,1,1e-4
0021-0202-0221-2020,2,2e-4
0021-0202-1020,1,1e-4
0021-0202-2020,90,0.009
0021-0202-2021,1,1e-4
0021-0212-2020,1,1e-4
0021-1020,1,1e-4
0021-2020,8,8e-4
0022-0202,15,0.0015
0022-0202-1020,1,1e-4
0022-0202-1021,1,1e-4
0022-0202-2020,123,0.0123
0022-0202-2020-2021,3,3e-4
0022-0202-2020-2110,1,1e-4
0022-0202-2020-2200,1,1e-4
0022-0202-2021,5,5e-4
0022-0202-2022,1,1e-4
0022-0212,1,1e-4
0022-0212-2020,3,3e-4
0022-0212-2021,1,1e-4
0022-0222-2020,1,1e-4
0022-2020,18,0.0018
0022-2021,1,1e-4
0102,1,1e-4
0102-1021-2020,1,1e-4
0102-2001-2020,2,2e-4
0102-2002-2020,1,1e-4
0102-2010,1,1e-4
0102-2020,18,0.0018
0111-0201-2010,1,1e-4
0112-0120-0202-2020,5,5e-4
0112-0121-0202-1021-2020,1,1e-4
0112-0121-0202-2020,5,5e-4
0112-0122-0202-2012-2020,1,1e-4
0112-0122-0202-2020,2,2e-4
0112-0202,3,3e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2011-2020-2201,1,1e-4
0112-0202-1012-2020,5,5e-4
0112-0202-1020,1,1e-4
0112-0202-1120,1,1e-4
0112-0202-1120-2020,3,3e-4
0112-0202-2011-2020,7,7e-4
0112-0202-2012-2020,1,1e-4
0112-0202-2012-2022,1,1e-4
0112-0202-2020,21,0.0021
0112-0202-2020-2022,1,1e-4
0112-0202-2020-2200,1,1e-4
0112-0202-2020-2201,1,1e-4
0112-0202-2021,1,1e-4
0112-0212-2020,4,4e-4
0112-2020,11,0.0011
0112-2120,1,1e-4
0120-0201-2020,4,4e-4
0120-0202,12,0.0012
0120-0202-0210-2020,7,7e-4
0120-0202-0211-2020,1,1e-4
0120-0202-0220-2020,1,1e-4
0120-0202-2020,83,0.0083
0120-0202-2120,2,2e-4
0120-0210,1,1e-4
0120-0210-2020,1,1e-4
0120-0212-2020,1,1e-4
0120-2020,4,4e-4
0121,1,1e-4
0121-0122-0202-1021-1022-2020,1,1e-4
0121-0122-0202-2020,4,4e-4
0121-0202,3,3e-4
0121-0202-0211-2020,8,8e-4
0121-0202-0221-2020,2,2e-4
0121-0202-1021,1,1e-4
0121-0202-1021-1022-2020,1,1e-4
0121-0202-1021-2020,2,2e-4
0121-0202-1120-2020,4,4e-4
0121-0202-2020,103,0.0103
0121-0202-2021,1,1e-4
0121-0202-2120,1,1e-4
0121-0211-2020,1,1e-4
0121-0212-2020,4,4e-4
0121-0221-2020,1,1e-4
0121-2020,7,7e-4
0122-0202,6,6e-4
0122-0202-0212-2020,1,1e-4
0122-0202-1022,1,1e-4
0122-0202-1022-2020,9,9e-4
0122-0202-1120-2020,1,1e-4
0122-0202-1122-2120,1,1e-4
0122-0202-1210-2020,1,1e-4
0122-0202-2020,60,0.006
0122-0202-2020-2021,1,1e-4
0122-0202-2020-2022,1,1e-4
0122-0202-2020-2120,1,1e-4
0122-0202-2020-2201,1,1e-4
0122-0202-2021,2,2e-4
0122-0202-2120,3,3e-4
0122-0212-2020,5,5e-4
0122-0212-2021-2121,1,1e-4
0122-0222-2020,2,2e-4
0122-1120-2020,1,1e-4
0122-2020,9,9e-4
0122-2120,1,1e-4
0200-2020,5,5e-4
0201,2,2e-4
0201-0211-2020,1,1e-4
0201-0220,1,1e-4
0201-0220-2020,3,3e-4
0201-1021-2020,1,1e-4
0201-1200-2020,1,1e-4
0201-2020,15,0.0015
0201-2020-2100,2,2e-4
0201-2100,1,1e-4
0202,545,0.0545
0202-0210,4,4e-4
0202-0210-0220-2020,4,4e-4
0202-0210-1020,1,1e-4
0202-0210-1120-2020,1,1e-4
0202-0210-1220,1,1e-4
0202-0210-2020,73,0.0073
0202-0210-2020-2102,1,1e-4
0202-0210-2020-2110,6,6e-4
0202-0210-2020-2210,1,1e-4
0202-0210-2120,1,1e-4
0202-0211,1,1e-4
0202-0211-0221,1,1e-4
0202-0211-0221-1210-1220-2020,1,1e-4
0202-0211-0221-2020,2,2e-4
0202-0211-1021-2020,5,5e-4
0202-0211-1210-2020,3,3e-4
0202-0211-2002-2020,1,1e-4
0202-0211-2020,37,0.0037
0202-0211-2020-2110,5,5e-4
0202-0211-2020-2210,8,8e-4
0202-0211-2021,1,1e-4
0202-0212,1,1e-4
0202-0212-0221-1012-1021-2020,1,1e-4
0202-0212-1012-2020,1,1e-4
0202-0212-1022-2020,1,1e-4
0202-0212-1220-2020,2,2e-4
0202-0212-2020,3,3e-4
0202-0212-2021,1,1e-4
0202-0220,22,0.0022
0202-0220-1020,1,1e-4
0202-0220-2011-2020,1,1e-4
0202-0220-2020,134,0.0134
0202-0220-2020-2102,1,1e-4
0202-0220-2020-2120,2,2e-4
0202-0220-2120,10,0.001
0202-0221,5,5e-4
0202-0221-1002-2020,1,1e-4
0202-0221-1021-2020,5,5e-4
0202-0221-1220-2020,8,8e-4
0202-0221-1220-2120,2,2e-4
0202-0221-2020,71,0.0071
0202-0221-2020-2220,1,1e-4
0202-0221-2021,1,1e-4
0202-0221-2120,4,4e-4
0202-0222,2,2e-4
0202-0222-1022-2020,1,1e-4
0202-0222-2020,11,0.0011
0202-1002,6,6e-4
0202-1002-1021-2020,8,8e-4
0202-1002-1021-2021,1,1e-4
0202-1002-2000,1,1e-4
0202-1002-2001-2020,6,6e-4
0202-1002-2001-2021,1,1e-4
0202-1002-2002-2020,2,2e-4
0202-1002-2011-2020,1,1e-4
0202-1002-2020,75,0.0075
0202-1002-2021,1,1e-4
0202-1011,1,1e-4
0202-1012,5,5e-4
0202-1012-1021,1,1e-4
0202-1012-1021-2020,7,7e-4
0202-1012-1022-2020,3,3e-4
0202-1012-1102,2,2e-4
0202-1012-1102-2020,3,3e-4
0202-1012-1102-2020-2101,1,1e-4
0202-1012-2011-2020,5,5e-4
0202-1012-2012-2020,1,1e-4
0202-1012-2020,77,0.0077
0202-1012-2021,2,2e-4
0202-1020,20,0.002
0202-1021,11,0.0011
0202-1021-1022-2020,1,1e-4
0202-1021-2020,41,0.0041
0202-1021-2020-2210,1,1e-4
0202-1021-2021,2,2e-4
0202-1022,9,9e-4
0202-1022-1102-2020,3,3e-4
0202-1022-1102-2020-2101,1,1e-4
0202-1022-2020,64,0.0064
0202-1022-2020-2201,1,1e-4
0202-1022-2021,2,2e-4
0202-1102-2020,26,0.0026
0202-1102-2020-2100,3,3e-4
0202-1102-2020-2101,1,1e-4
0202-1102-2020-2101-2110,1,1e-4
0202-1102-2020-2110,3,3e-4
0202-1102-2120,1,1e-4
0202-1112-2020,1,1e-4
0202-1120,8,8e-4
0202-1120-1200,1,1e-4
0202-1120-1200-2020,6,6e-4
0202-1120-1201-2020,3,3e-4
0202-1120-1210,1,1e-4
0202-1120-1210-2020,3,3e-4
0202-1120-2012-2020,1,1e-4
0202-1120-2020,40,0.004
0202-1121,1,1e-4
0202-1121-2020,2,2e-4
0202-1122-2020,1,1e-4
0202-1200,4,4e-4
0202-1200-1201-2020-2101,1,1e-4
0202-1200-1220-2020,1,1e-4
0202-1200-2000,1,1e-4
0202-1200-2010,2,2e-4
0202-1200-2020,79,0.0079
0202-1200-2020-2100,4,4e-4
0202-1200-2100-2120,1,1e-4
0202-1201,3,3e-4
0202-1201-1210-2020,5,5e-4
0202-1201-1220,2,2e-4
0202-1201-1220-2120,1,1e-4
0202-1201-2001-2020,6,6e-4
0202-1201-2011-2020,1,1e-4
0202-1201-2020,35,0.0035
0202-1201-2020-2100,1,1e-4
0202-1201-2020-2101,6,6e-4
0202-1201-2120,1,1e-4
0202-1202,1,1e-4
0202-1202-2020,10,0.001
0202-1202-2020-2102,1,1e-4
0202-1202-2020-2201,1,1e-4
0202-1202-2020-2210,2,2e-4
0202-1210,4,4e-4
0202-1210-1220-2020,3,3e-4
0202-1210-2001-2020,1,1e-4
0202-1210-2020,77,0.0077
0202-1210-2020-2110,2,2e-4
0202-1210-2120,3,3e-4
0202-1211-2020,1,1e-4
0202-1220,2,2e-4
0202-1220-2020,72,0.0072
0202-1220-2020-2102,1,1e-4
0202-1220-2020-2120,1,1e-4
0202-1220-2020-2220,2,2e-4
0202-1220-2120,7,7e-4
0202-1221-2020,1,1e-4
0202-1221-2021,1,1e-4
0202-2000,7,7e-4
0202-2001,9,9e-4
0202-2001-2002-2020,1,1e-4
