parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1010,1010,1,1,1
2,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
3,0300-0303-1010,0300-0303-1010-1110,3,4,1
4,0303-1010-1013,0303-1010-1013,3,3,1
5,0010-0300-0303,0010-0300-0303,3,3,1
6,0300-0303-1010-1013-1200,0300-0303-1010-1013-1200,5,5,1
7,0300-0303-1010,0300-0303-1010,3,3,1
8,1010,1010,1,1,1
9,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
10,0112-0113-0302-0303,0112-0113-0302-0303,4,4,1
11,1003-1010-1303,1003-1010-1303,3,3,1
12,0303-1010-1013,0303-1010-1013,3,3,1
13,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
14,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
15,1010,1010,1,1,1
16,0303-1010-1013,0303-1010-1013,3,3,1
17,1010-1303,1010-1303,2,2,1
18,1003-1011-1301-1303,-1,4,2,0
19,0300-1010,0300-1010,2,2,1
20,1010,1010,1,1,1
21,0303-1010-1013,0303-1010-1013,3,3,1
22,0303-1010-1013,0303-1010-1013,3,3,1
23,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
24,0300-0303-1010,0300-0303-1010,3,3,1
25,0303-0310-1003-1010,0303-0310-1003-1010,4,4,1
26,1010,1010,1,1,1
27,0301-0303-1011-1013-1103,0301-0303-1011-1013-1103,5,5,1
28,0113-0303-1010-1013,0113-0303-1010-1013,4,4,1
29,0303-0310-1010,0303-0310-1010,3,3,1
30,0303-1010-1013,0303-1010-1013,3,3,1
31,1010,1010,1,1,1
32,0303-1010-1013,0303-1010-1013,3,3,1
33,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
34,0010-0300-0303,0010-0300-0303,3,3,1
35,0300-0303-1010-1013,0300-0303-1010-1013-1113,4,5,1
36,0311-0313-1011-1013,0311-0313-1011-1013,4,4,1
37,1010,1010,1,1,1
38,1010-1013-1303,1010-1013-1113-1303,3,4,1
39,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
40,0302-1010-1012,0302-1010-1012,3,3,1
41,0313-1010-1013,0313-1010-1013,3,3,1
42,1010-1013-1303,1010-1013-1303,3,3,1
43,0303-1003,0303-1003,2,2,1
44,0303-1010-1013,0303-1010-1013-1113,3,4,1
45,0300-0303-1010-1013,0300-0303-1010-1013-1113,4,5,1
46,0110-0300-0303-1010,0110-0300-0303-1010,4,4,1
47,1010,1010,1,1,1
48,0300-0303-1010-1100,0300-0303-1010-1100,4,4,1
49,0300-0303-1010-1013,0113-0300-0303-1010-1013,4,5,1
50,0303,0303,1,1,1
51,0303-1010-1013,0303-1010-1013,3,3,1
52,0300-0303-1010,0300-0303-1010,3,3,1
53,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
54,0211-0303-0311-1011-1013,0211-0303-0311-1011-1013,5,5,1
55,0303-0311-1011-1013,0111-0113-0303-0311-1011-1013,4,6,1
56,0303-1010-1013,0303-1010-1013,3,3,1
57,0303-0310-1010,0303-0310-1010,3,3,1
58,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
59,0303-1010-1013,0303-1010-1013,3,3,1
60,0303-1010-1013,0303-1010-1013,3,3,1
61,1010-1013-1303,1010-1013-1303,3,3,1
62,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
63,0300-0303-1010-1013-1103,0300-0303-1010-1013-1103,5,5,1
64,0300-1010,0300-1010,2,2,1
65,0010-0303,0010-0303,2,2,1
66,0303-1013,0303-1013,2,2,1
67,1010-1303,1010-1303,2,2,1
68,0300-0303-1010,0300-0303-1010,3,3,1
69,0303-1010-1013,0303-1010-1013,3,3,1
70,0303-1010-1013,0303-1010-1013,3,3,1
71,0303-1010-1013,0303-1010-1013-1113,3,4,1
72,0303-0310-1010,0303-0310-1010,3,3,1
73,0300-1010,0300-1010,2,2,1
74,1010,1010,1,1,1
75,1010,1010,1,1,1
76,0303-1003-1010,0303-1003-1010,3,3,1
77,0313-1010-1013,0313-1010-1013,3,3,1
78,1010,1010,1,1,1
79,0303-1010-1013,0303-1010-1013,3,3,1
80,1010-1013-1303,1010-1013-1303,3,3,1
81,0303-1010-1013,0303-1010-1013,3,3,1
82,0301-0303-1011,0301-0303-1011,3,3,1
83,0010-0300-0303,0010-0300-0303,3,3,1
84,0303-1003-1010,0303-1003-1010,3,3,1
85,0313-1010-1013,0313-1010-1013,3,3,1
86,0300-1010,0210-0300-1010,2,3,1
87,0303-1010-1013,0113-0303-1010-1013,3,4,1
88,1011-1013,1011-1013,2,2,1
89,0301-0303-1001,0301-0303-1001,3,3,1
90,0303-0310-1010-1013,0110-0303-0310-1010-1013,4,5,1
91,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
92,1010,1010,1,1,1
93,1010,0312-1010-1012-1212,1,4,1
94,0300-0303-1010,0300-0303-1010,3,3,1
95,0303-1010-1013,0303-1010-1013,3,3,1
96,0300-0303-1010,0300-0303-1003-1010,3,4,1
97,0300-1010,0300-1010,2,2,1
98,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
99,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
100,0303,0303,1,1,1
101,0113-0303-1010-1013,0113-0203-0303-1010-1013,4,5,1
102,0303-1010-1013,0303-1010-1013-1103,3,4,1
103,0113-0303-1010-1013,-1,4,2,0
104,1303,1303,1,1,1
105,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
106,0303,0303,1,1,1
107,1003-1010-1303,1003-1010-1303,3,3,1
108,0300-0303-1010,0300-0303-1010-1110,3,4,1
109,0303-1013,0303-1013,2,2,1
110,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
111,0303-0310-1010,0303-0310-1010,3,3,1
112,0300-0303-1010,0300-0303-1010,3,3,1
113,1010-1013-1213-1303,1010-1013-1213-1303,4,4,1
114,0303-1010-1013,0303-1010-1013,3,3,1
115,0303-0310-1010,0303-0310-1010,3,3,1
116,1010-1013-1303,1010-1013-1303,3,3,1
117,0300-1010,0300-1010,2,2,1
118,1010,1010,1,1,1
119,0110-0300-0303,0010-0110-0300-0303,3,4,1
120,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
121,0300-1010,0300-1010,2,2,1
122,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
123,1010,1010,1,1,1
124,1010-1303,1010-1303,2,2,1
125,0210-0300-0302-1002-1010,0210-0300-0302-1002-1010,5,5,1
126,0303,0300-0303-1010,1,3,1
127,0303-1010,0303-1010,2,2,1
128,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
129,0303-1010-1013,0303-1010-1013,3,3,1
130,1010-1013-1300-1303,1010-1013-1300-1303,4,4,1
131,0303-1010-1113,0303-1010-1013-1113,3,4,1
132,0303-1010-1013,0303-1010-1013,3,3,1
133,0313-1010-1013,0313-1010-1013,3,3,1
134,0300-0303-1010,0300-0303-1010,3,3,1
135,0303-0310-1010-1013,0113-0303-0310-1010-1013,4,5,1
136,1010-1013-1303,1010-1013-1303,3,3,1
137,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
138,0303-1010-1013,0113-0303-1010-1013,3,4,1
139,0303-1003,0303-1003,2,2,1
140,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
141,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
142,0303-1010,0303-1010,2,2,1
143,1010,1010,1,1,1
144,0300-0303,0300-0303,2,2,1
145,0303-1010,0303-1010,2,2,1
146,1003-1010-1303,1003-1010-1303,3,3,1
147,0300-0303-1010,0300-0303-1010,3,3,1
148,0303-1010-1013,0303-1010-1013,3,3,1
149,1010,1010,1,1,1
150,0303,0303,1,1,1
151,0303-1010-1013,0303-1010-1013-1113,3,4,1
152,0300-0303,0300-0303,2,2,1
153,0303-1010,0303-1010-1013,2,3,1
154,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
155,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
