parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,1,10,10,1,100,6.193642,-1.75839,10
2,2,01-10,01-10,2,57,6.637166,2.449928,10
2,2,01-10,01-10,2,43,2.465804,6.681723,01
3,1,01,01-10,1,100,0.292071,8.077598,01
4,1,10,10,1,100,6.151326,0.751081,10
5,1,10,10,1,100,6.578528,0.297804,10
6,2,01-10,01-10,2,91,1.146559,4.189641,01
6,2,01-10,01-10,2,9,7.224765,-1.314766,10
7,1,01,01-10,1,100,-0.321038,6.718882,01
8,1,01,01-10,1,100,-0.666697,5.751217,01
9,1,10,10,1,100,7.287514,-0.838396,10
10,1,01,01-10,1,100,-3.413652,7.168175,01
11,1,10,10,1,100,7.107713,0.81166,10
12,1,01,01-10,1,100,0.047238,7.312644,01
13,1,10,01-10,1,100,5.625937,4.771182,10
14,1,10,01-10,1,100,7.480577,0.25709,10
15,1,10,10,1,100,7.262014,-1.999377,10
16,1,01,01-10,1,100,2.079206,6.367414,01
17,1,10,10,1,100,5.541565,1.409801,10
18,1,00,00,1,100,3.16112,0.936196,00
19,1,01,01-10,1,100,0.206069,7.279084,01
20,1,01,01-10,1,100,1.666598,7.030732,01
21,1,10,01-10,1,100,7.221464,1.35962,10
22,1,10,10,1,100,6.489835,-2.685536,10
23,1,10,10,1,100,7.166828,0.313902,10
24,1,01,01-10,1,100,1.176752,6.092644,01
25,1,10,10,1,100,6.696056,-0.476256,10
26,2,01-10,01-10,2,81,6.661448,2.229067,10
26,2,01-10,01-10,2,19,2.960909,7.263792,01
27,1,10,10,1,100,4.354453,3.555785,10
28,2,01-10,01-10,2,76,6.854301,3.324483,10
28,2,01-10,01-10,2,24,1.445455,7.057284,01
29,1,10,01-10,1,100,6.523941,0.738513,10
30,1,01,01,1,100,-3.256678,7.164363,01
31,1,10,10,1,100,5.106167,1.899224,10
32,1,01,01-10,1,100,3.675637,6.385592,01
33,1,10,01-10,1,100,5.824272,4.973538,10
34,1,10,01-10,1,100,6.576692,0.213207,10
35,1,10,10,1,100,7.816917,2.35323,10
36,1,01,01-10,1,100,0.373396,7.615431,01
37,2,01-10,01-10,2,89,8.129632,-0.90168,10
37,2,01-10,01-10,2,11,3.246462,5.459193,01
38,1,01,01-10,1,100,-0.047833,6.88982,01
39,1,10,01-10,1,100,6.204213,0.229311,10
40,1,10,10,1,100,7.255362,4.169534,10
41,2,01-10,01-10,2,42,3.652489,3.522225,10
41,2,01-10,01-10,2,58,-1.275787,7.315648,01
42,2,01-10,01-10,2,86,3.628257,5.867577,01
42,2,01-10,01-10,2,14,6.632701,2.888626,10
43,1,10,10,1,100,5.407616,2.40717,10
44,1,01,01,1,100,-2.493512,8.434848,01
45,1,10,01-10,1,100,7.413111,-1.20076,10
46,1,01,01,1,100,-1.47868,6.321631,01
47,1,00,01,1,100,2.374487,5.500886,00
48,1,01,01-10,1,100,1.001437,7.116749,01
49,1,10,10,1,100,8.955032,-0.302632,10
50,1,00,00,1,100,5.483093,4.973693,00
51,1,01,01,1,100,-0.999519,6.647472,01
52,2,01-10,01-10,2,75,2.48583,7.081536,01
52,2,01-10,01-10,2,25,6.867207,4.329342,10
53,1,10,01-10,1,100,5.001058,2.615329,10
54,1,10,10,1,100,5.469876,2.544277,10
55,1,01,01-10,1,100,0.323273,6.416964,01
56,1,10,10,1,100,6.800995,3.488203,10
57,2,10-11,10,2,86,7.912733,3.027475,10
57,2,10-11,10,2,14,4.120535,6.50145,11
58,1,01,01-10,1,100,0.317367,6.246451,01
59,1,10,01-10,1,100,6.148025,1.271191,10
60,2,01-10,01-10,2,72,0.291205,6.82632,01
60,2,01-10,01-10,2,28,6.562551,0.892398,10
61,2,01-10,01-10,2,37,3.277849,7.827536,01
61,2,01-10,01-10,2,63,8.290469,2.710815,10
62,2,01-10,01-10,2,28,7.864573,2.460323,10
62,2,01-10,01-10,2,72,2.110162,7.589806,01
63,1,01,01-10,1,100,1.770212,8.204606,01
64,2,01-10,01-10,2,37,7.870616,2.088583,10
64,2,01-10,01-10,2,63,2.110164,7.589801,01
65,1,01,01,1,100,-0.936523,8.329808,01
66,1,10,01-10,1,100,7.447804,1.794436,10
67,1,10,10,1,100,7.915099,-1.310492,10
68,1,10,10,1,100,4.613647,-1.207775,10
69,1,01,01-10,1,100,2.387146,6.625946,01
70,1,01,01,1,100,3.015777,6.20942,01
71,1,01,01,1,100,1.782541,7.410784,01
72,1,01,01,1,100,2.957556,8.6202,01
73,1,10,01-10,1,100,6.047129,-0.23126,10
74,1,01,01-10,1,100,0.515822,6.39765,01
75,1,01,01-10,1,100,1.23012,6.775839,01
76,2,01-10,01-10,2,60,7.802594,-1.460752,10
76,2,01-10,01-10,2,40,2.991392,5.105478,01
77,1,01,01-10,1,100,2.429402,6.96064,01
78,1,10,01-10,1,100,5.592582,-0.553539,10
79,1,10,01-10,1,100,4.898222,0.108439,10
80,1,10,10,1,100,5.54356,0.453988,10
81,2,01-10,01-10,2,29,1.861303,7.278279,01
81,2,01-10,01-10,2,71,7.510401,1.979154,10
82,1,01,01-10,1,100,-0.417784,9.122255,01
83,1,01,01,1,100,-2.613232,8.094137,01
84,1,01,01-10,1,100,2.616369,7.053003,01
85,2,01-10,01-10,2,93,1.37025,6.87517,01
85,2,01-10,01-10,2,7,6.49033,3.579823,10
86,1,10,10,1,100,6.742058,-1.08129,10
87,1,10,01-10,1,100,7.468032,2.850056,10
88,1,10,01-10,1,100,7.957668,2.550066,10
89,1,01,01-10,1,100,0.905628,7.152167,01
90,1,01,01-10,1,100,0.257566,7.377257,01
91,1,10,01-10,1,100,8.480203,2.13617,10
92,1,10,10,1,100,6.440274,0.927232,10
93,2,01-10,01-10,2,52,6.252553,4.014604,10
93,2,01-10,01-10,2,48,2.1649,6.970875,01
94,1,11,11,2,73,2.733209,6.63811,11
94,1,11,11,2,27,6.512547,3.143251,11
95,1,10,01-10,1,100,7.485641,1.328218,10
96,1,00,00,1,100,4.707509,4.786425,00
97,1,01,01-10,1,100,3.814421,4.802785,01
98,1,01,01-10,1,100,1.32879,9.051098,01
99,1,10,01-10,1,100,8.95905,2.024182,10
100,1,01,01-10,1,100,0.057426,7.634743,01
101,1,10,01-10,1,100,8.029329,4.141984,10
102,2,01-10,01-10,2,93,1.439284,7.689406,01
102,2,01-10,01-10,2,7,7.892615,1.664123,10
103,2,01-10,01-10,2,28,2.993333,7.572288,01
103,2,01-10,01-10,2,72,7.945361,1.803254,10
104,1,01,01,1,100,1.735863,4.926847,01
105,1,01,01-10,1,100,2.768432,7.330573,01
106,1,10,10,1,100,9.055622,-0.803139,10
107,1,10,01-10,1,100,9.620612,-0.077477,10
108,1,10,10,1,100,7.213028,0.819579,10
109,2,01-10,01-10,2,93,3.998858,1.363415,10
109,2,01-10,01-10,2,7,-1.036189,7.126532,01
110,1,01,01,1,100,-1.38267,9.633187,01
111,2,01-10,01-10,2,13,6.906194,2.339404,10
111,2,01-10,01-10,2,87,2.718473,5.370458,01
112,1,01,01-10,1,100,3.303258,7.198462,01
113,1,10,01-10,1,100,8.514959,1.627958,10
114,2,01-10,01-10,2,78,8.400023,1.408608,10
114,2,01-10,01-10,2,22,4.298903,7.496892,01
115,1,01,01,1,100,0.802368,8.031366,01
116,1,10,01-10,1,100,7.085884,-0.33148,10
117,2,01-10,01-10,2,59,6.902866,1.312893,10
117,2,01-10,01-10,2,41,1.186514,6.691919,01
118,1,10,10,1,100,6.97663,1.022753,10
119,2,01-10,01-10,2,75,0.99036,6.598158,01
119,2,01-10,01-10,2,25,5.356783,1.025073,10
120,2,01-10,01-10,2,87,0.646615,6.58953,01
120,2,01-10,01-10,2,13,5.313926,1.835185,10
121,1,10,10,1,100,6.622691,0.704883,10
122,1,01,01,1,100,3.258004,5.716654,01
123,1,10,10,1,100,4.891106,2.746752,10
124,1,10,01-10,1,100,6.965043,1.7885,10
125,2,01-10,01-10,2,60,7.898036,3.197754,10
125,2,01-10,01-10,2,40,4.974714,8.310508,01
126,1,01,01-10,1,100,-0.673695,6.372648,01
127,1,10,10,1,100,6.364773,1.17986,10
128,1,01,01-10,1,100,-0.28514,5.10491,01
129,1,01,01,1,100,1.377922,6.321484,01
130,1,10,10,1,100,8.185127,4.333882,10
131,1,10,10,1,100,8.664981,-0.519092,10
132,1,10,01-10,1,100,7.166736,1.263614,10
133,1,10,01-10,1,100,8.086964,2.592901,10
134,1,10,10,1,100,8.231429,-2.780624,10
135,2,01-10,01-10,2,66,7.728101,1.013713,10
135,2,01-10,01-10,2,34,2.373816,7.253347,01
136,1,01,01-10,1,100,4.554502,7.394429,01
137,1,01,01,1,100,0.703194,7.010993,01
138,1,10,10,1,100,8.077466,0.212641,10
139,1,01,01-10,1,100,2.473032,6.583626,01
140,1,01,01,1,100,1.861297,7.59419,01
141,1,01,01,1,100,-0.918998,7.472767,01
142,1,10,01-10,1,100,7.156344,2.654946,10
143,1,10,01-10,1,100,8.474721,1.286148,10
144,1,01,01-10,1,100,0.572993,7.018486,01
145,1,01,01-10,1,100,2.686677,9.700872,01
146,1,01,01-10,1,100,-0.245568,7.884663,01
147,1,10,10,1,100,7.45537,2.407205,10
148,1,10,10,1,100,7.973341,2.727294,10
149,1,01,01-10,1,100,3.658548,7.387454,01
150,1,01,01-10,1,100,1.333481,6.192207,01
151,1,01,01-10,1,100,1.496142,7.231714,01
152,1,01,01,1,100,2.317288,6.927123,01
153,1,10,01-10,1,100,7.4896,1.509698,10
154,1,10,01-10,1,100,6.146098,2.17013,10
155,1,01,01,1,100,-0.683467,9.0009,01
156,1,10,10,1,100,7.588044,-1.419982,10
157,1,01,01-10,1,100,4.009546,6.182308,01
158,2,01-10,01-10,2,50,6.796245,1.799705,10
158,2,01-10,01-10,2,50,1.792835,7.897017,01
159,1,10,01-10,1,100,4.543208,-0.069589,10
160,2,01-10,01-10,2,67,6.30024,2.114343,10
160,2,01-10,01-10,2,33,0.872767,7.75072,01
161,1,01,01,1,100,4.232928,7.157517,01
162,1,01,01,1,100,-1.014426,5.578231,01
163,1,10,10,1,100,8.036072,0.125566,10
164,1,01,01,1,100,0.297729,6.54776,01
165,1,01,01,1,100,0.349424,7.134967,01
166,1,10,01-10,1,100,5.962074,-0.733567,10
167,2,01-10,01-10,2,95,2.80288,6.243846,01
167,2,01-10,01-10,2,5,5.37659,3.577264,10
168,1,01,01,1,100,1.505443,6.725472,01
169,1,01,01,1,100,1.268439,6.426965,01
170,1,10,10,1,100,8.452239,-2.066534,10
171,1,10,01-10,1,100,5.186602,-0.196603,10
172,2,01-10,01-10,2,71,7.573434,2.823068,10
172,2,01-10,01-10,2,29,1.420124,8.748977,01
173,2,01-10,01-10,2,49,4.152018,6.421959,01
