parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0000,0000,1,1,1
2,0010-0300,0010-0300-0303,2,3,1
3,1010,1010,1,1,1
4,0300-1010,0300-0303-1003-1010,2,4,1
5,0303-1003-1010,0303-1003-1010,3,3,1
6,0300-1010,0300-1010,2,2,1
7,1010,0303-1003-1010,1,3,1
8,0300,0300-0303,1,2,1
9,0300-1010,0300-0303-1003-1010,2,4,1
10,0300-1010,0200-0300-1010,2,3,1
11,0000-0300,0000-0300,2,2,1
12,0300-1010,0200-0300-0303-1003-1010,2,5,1
13,0300-1010,0300-1010,2,2,1
14,0000-0300,0000-0001-0300-0301,2,4,1
15,0303-1010-1013,0303-1010-1013-1103,3,4,1
16,0300-0303-1010-1013,0300-0303-1010,4,3,0.75
17,0311-1010-1011,1010-1011,3,2,0.6666666666666666
18,0303,0010-0303,1,2,1
19,0010,0010,1,1,1
20,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
21,0300-0303-1000-1103,0300-0303-1000,4,3,0.75
22,0010-0300,0010-0013-0300-0303,2,4,1
23,0303-1010,0303-1003-1010,2,3,1
24,0303-1003-1010-1103,0303-1003-1010-1103,4,4,1
25,0303-1003-1010,0300-0303-1003-1010,3,4,1
26,0013-0313,-1,2,2,0
27,0303,0303,1,1,1
28,0300-0303-1010,0300-0303-1010,3,3,1
29,1010-1303,1010-1303,2,2,1
30,0300-1010,0300-1010,2,2,1
31,0300-0303-1010,0300-0303-1010,3,3,1
32,0303-1003-1010,0303-1003-1010,3,3,1
33,0303-1013,0303-0311-1011-1013,2,4,1
34,0303-1010-1013,0303-1010-1013,3,3,1
35,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
36,0010,0010,1,1,1
37,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
38,0010-0303,0010-0303,2,2,1
39,0300-1010,0300-1010,2,2,1
40,1003-1010,1003-1010-1203,2,3,1
41,0303-1010-1013,0303-1010-1013,3,3,1
42,0010,0010-0303,1,2,1
43,1010,1010,1,1,1
44,0312-1010-1012,0312-1010-1012,3,3,1
45,0010-0303,0010-0303,2,2,1
46,0300-0303-1010,0300-0303-1010,3,3,1
47,0010-0300-0303,0010-0300-0303,3,3,1
48,0010-0300-0303,0010-0300-0303,3,3,1
49,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
50,1010-1012-1302,1010-1012,3,2,0.6666666666666666
51,0303-1010,0300-0303-1010-1013,2,4,1
52,0300-0303-1003-1010,-1,4,2,0
53,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
54,1010,1010,1,1,1
55,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
56,1010-1013-1303,1010-1013-1303,3,3,1
57,0303-1003,0303-1003,2,2,1
58,0010,0010-0103-0303,1,3,1
59,1010,1010,1,1,1
60,0303-1010-1013,0303-1010-1013,3,3,1
61,0310-1010,1010,2,1,0.5
62,1010,0300-0303-1010-1013,1,4,1
63,0010-0303,0010-0303,2,2,1
64,0010-0300-0303,0010-0300-0303,3,3,1
65,0303,0303-1003-1203,1,3,1
66,0303-1010-1013,0303-1010-1013,3,3,1
67,0301-0303-1001,0301-0303-1001,3,3,1
68,1003-1010-1303,1003-1010-1303,3,3,1
69,0303-1010-1013,0303-1010-1013,3,3,1
70,1303,1010-1303,1,2,1
71,0303-1003,0300-0303-1003-1010,2,4,1
72,0303-1003,0303-1003,2,2,1
73,0303-1003-1010,0303-1003-1010,3,3,1
74,0303-1010-1013,0303-1010-1013,3,3,1
75,0300-1010,0300-1010,2,2,1
76,1010,0303-1003-1010,1,3,1
77,0010,0010-0203-0303,1,3,1
78,0300-0302-1010-1012,0102-0300-0302-1002-1010,4,5,0.75
79,0010-0300-0303,0010-0300-0303,3,3,1
80,0110-0303-1010-1013,0110-0303-0310-1010-1013,4,5,1
81,1010-1013-1303,1010-1013-1303,3,3,1
82,0010-0011,0010-0011,2,2,1
83,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
84,0312-1010-1012,0312-1010-1012,3,3,1
85,0303,0303-1003,1,2,1
86,0303-1010,0300-0303-1010-1013-1103,2,5,1
87,1011-1013-1313,1011-1013,3,2,0.6666666666666666
88,0010-0300-0303,0010-0300-0303,3,3,1
89,0300-0303-1010,0300-0303-1010,3,3,1
90,1010,1003-1010,1,2,1
91,1010,0300-0303-1010-1013,1,4,1
92,0303-1003,0303-1003-1010,2,3,1
93,1010,1010,1,1,1
94,1010-1013-1303,1010-1013,3,2,0.6666666666666666
95,0300-1010,0300-0303-1003-1010,2,4,1
96,0300-1010,0300-1010,2,2,1
97,0010-0213-0303,0010-0303,3,2,0.6666666666666666
98,0302-1012,0302-1012,2,2,1
99,0113-0303-1013,0113-0303-1013,3,3,1
100,0303,0303,1,1,1
101,0010-0300,0010-0011-0300-0301,2,4,1
102,0303-1010,0303-1010-1013,2,3,1
103,0300-0303-1010,0300-0303-1003-1010,3,4,1
104,0010-0300-0303,0010-0100-0300-0303,3,4,1
105,1003-1010-1300-1303,1003-1010-1303,4,3,0.75
106,0303,0303-1003,1,2,1
107,0303-1010-1013,0303-1010-1013,3,3,1
108,0310-1010,0310-1010,2,2,1
109,0303,0303-1003,1,2,1
110,0300-0303-1010,0110-0300-0303-1010-1013,3,5,1
111,0303-1010-1013,0300-0303-1003-1010,3,4,0.6666666666666666
112,0301-0303-1001,0301-0303-1001-1103,3,4,1
113,1010,1010,1,1,1
114,1011-1301-1303,1001-1201-1303,3,3,0.3333333333333333
115,1010,1010-1013-1213-1303,1,4,1
116,1013,0303-1010-1013,1,3,1
117,0303-0310-1010,0303-0310-1010,3,3,1
118,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
119,0300-0303-1010,0300-0303-1010,3,3,1
120,0300-0303-1010,0300-0303-1010,3,3,1
121,0302-0303,0302-0303,2,2,1
122,0303-1003-1010,0303-1003-1010,3,3,1
123,0303-1003,0303-1003,2,2,1
124,1010,1010,1,1,1
125,0300-0303-1010,0300-0303-1003-1010,3,4,1
126,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
127,0300-0303-1010,0300-0303-1003-1010,3,4,1
128,0013-0313,-1,2,2,0
129,0303-0310-1010,0303-1010,3,2,0.6666666666666666
130,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
131,0303-1003,0303-1003,2,2,1
132,1013-1303,1003-1011-1301-1303,2,4,0.5
133,0300-1010,0300-1010,2,2,1
134,0303,0303-1010,1,2,1
135,0300-1010,0300-0303-1003-1010,2,4,1
136,0303-1010,0303-1010,2,2,1
137,1010,1010,1,1,1
138,0300-1010,0300-1010,2,2,1
139,0303-1010-1013,0303-1010-1013,3,3,1
140,0303-1010-1013,0303-1010-1013-1203,3,4,1
141,0303-1010-1013,0303-1010-1013,3,3,1
142,0302-0303-1012-1013,0302-0303-1012-1013,4,4,1
143,0301-0303,0301-0303,2,2,1
144,0010-0303-0310,0010-0303-0310,3,3,1
145,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
146,0300-1010,0300-1010,2,2,1
147,0301-1011,0301-0303-1011-1013,2,4,1
148,0303-1003-1010,0303-1003-1010,3,3,1
149,0303-1010-1013,0303-1010-1013,3,3,1
150,1010,1010,1,1,1
151,0300-0303-1010,0300-0303-1010,3,3,1
152,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
153,0000-0300-0303,0000-0300-0303,3,3,1
154,0303-1003-1010,0303-1003-1010,3,3,1
155,1003-1010-1303,1003-1010-1303,3,3,1
156,0303-1013,0303-1010-1013,2,3,1
157,0300-1010,0300-1010,2,2,1
158,0300-1010,0300-1010,2,2,1
159,0300-0303-1010,0300-0303-1010-1103,3,4,1
160,0010-0012,0010-0012,2,2,1
161,1010-1011,1010-1011,2,2,1
162,1003-1303,1003-1303,2,2,1
163,0313-1010-1013,0313-1010-1013,3,3,1
164,0303-1010,0303-1003-1010,2,3,1
165,0302-1112,0300-0302-1010-1012-1100,2,5,0.5
166,0013-0303,0103-0303,2,2,0.5
167,0300-1010,0300-1010,2,2,1
