parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-1013,0300-0303-1010-1013,2,4,1
2,0010-0013-0303,0003-0010-0303,3,3,0.6666666666666666
3,0300-1010,0300-1010,2,2,1
4,0303-1010-1013,0300-0303-1010-1013,3,4,1
5,0303-1010-1013,0303-1010-1013,3,3,1
6,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
7,0300-1000,0300-0303-1000-1003,2,4,1
8,0010,0010,1,1,1
9,0303-1010,0303-1010,2,2,1
10,1010,1010,1,1,1
11,0312-1010-1012,0312-1010-1012,3,3,1
12,1010,1010,1,1,1
13,0303-1003-1010,-1,3,2,0
14,0303-1003,0300-0303-1003-1010,2,4,1
15,0303-1013,0303-1013,2,2,1
16,1010,1010,1,1,1
17,1010-1013-1303,1010-1013-1113-1303,3,4,1
18,0303-1003,0300-0303-1003-1010,2,4,1
19,0303-1003,0301-0303-1001-1003,2,4,1
20,0303-1013,0303-1013,2,2,1
21,0302-1010-1012,0300-0302-1010-1012,3,4,1
22,0300-0303-1010-1013,0300-0303-1010-1013-1103,4,5,1
23,0300-1010,0300-0301-1010-1011,2,4,1
24,0301,0301-1101,1,2,1
25,1013-1303,1010-1013-1303,2,3,1
26,0303-0310-1010,0303-1010-1103,3,3,0.6666666666666666
27,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
28,0300-0301,0300-0301-1010-1011,2,4,1
29,0300-1010,0300-0303-1003-1010,2,4,1
30,1010,0300-0302-1002-1010,1,4,1
31,0303-1013,0303-1013,2,2,1
32,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
33,0300-1010,0200-0300-1010,2,3,1
34,0303-0311-1011-1013,0211-0303-0311-1011-1013,4,5,1
35,0300,0300-0303-1010-1200,1,4,1
36,1010,0303-1003-1010,1,3,1
37,0303,0300-0303-1003-1010,1,4,1
38,0300-1010,0203-0300-0303-1003-1010,2,5,1
39,0300-0303-1010,0300-0303-1010,3,3,1
