1	2	46.788965	30.880064	0.995028	0.892440	14.381530	87.000000	0.032989	4.109517	88.000000	32.567200	4.268220	88.000000	0.027068
2	1	5.498656	78.211130	0.819967	0.827194	0.243963	82.000000	0.054030	2.622790	83.000000	29.664350	4.367211	81.000000	0.022879
3	2	5.043238	53.836718	0.812769	0.836297	13.544864	81.000000	0.024917	0.592546	87.000000	56.522007	2.761637	85.000000	0.014397
4	2	29.584641	61.495635	0.816891	0.739048	9.177327	82.000000	0.017028	1.184104	82.000000	16.787103	2.542814	85.000000	0.016618
5	3	86.668872	82.813393	0.857658	0.774504	6.989708	86.000000	0.015891	1.697192	86.000000	75.327769	0.434718	83.000000	0.016837
6	3	40.112925	25.042380	0.783051	0.792057	19.924540	84.000000	0.029435	1.277516	90.000000	38.933439	2.766910	82.000000	0.012961
7	2	24.437927	52.658989	0.826513	0.703054	18.863434	85.000000	0.022387	3.611472	85.000000	58.870149	1.486443	90.000000	0.052518
8	2	40.144117	39.685559	0.936006	0.936006	14.758570	88.000000	0.015846	4.188412	84.000000	21.877531	3.354965	82.000000	0.029015
9	2	67.850621	86.964883	0.844607	0.908018	9.688470	87.000000	0.012181	2.603227	85.000000	99.402900	0.842303	85.000000	0.021666
10	3	98.504878	55.930946	0.629608	0.705889	18.146910	88.000000	0.023299	2.358783	90.000000	87.995733	4.154156	81.000000	0.024078
11	3	15.874807	36.359875	0.867047	0.688946	18.958262	84.000000	0.072989	0.743916	82.000000	57.682267	3.043153	86.000000	0.022915
12	3	96.239187	28.274320	0.668348	0.981321	13.725055	90.000000	0.026318	2.873316	82.000000	79.316400	0.945957	88.000000	0.018277
13	3	62.038229	80.237200	0.718384	0.514979	16.172451	83.000000	0.021996	0.896593	86.000000	79.285345	3.686532	89.000000	0.014377
14	1	85.621756	2.482751	0.649320	0.938847	16.634789	90.000000	0.113885	0.903060	88.000000	48.486052	0.193044	86.000000	0.197735
15	2	53.525230	39.000777	0.648876	0.845296	12.241673	84.000000	0.015700	1.800288	87.000000	63.102450	2.090030	85.000000	0.010947
16	2	71.374243	73.871402	0.720718	0.484298	16.774188	87.000000	0.045883	4.204399	90.000000	37.196807	0.113862	87.000000	0.017857
17	2	19.041204	65.976154	0.473838	0.540414	21.557243	84.000000	0.010557	2.041102	90.000000	4.806076	1.775309	87.000000	0.051141
18	2	54.356173	54.924876	0.576284	0.618860	13.985776	85.000000	0.076991	2.891108	84.000000	32.065870	0.423776	81.000000	0.011526
