Phase,Count,Frequency
0000-0300-0303,1,1e-4
0001-0301-0303,4,4e-4
0003-0010-0300-0303,1,1e-4
0003-0010-0303,1,1e-4
0010,35,0.0035
0010-0011,4,4e-4
0010-0011-0100-0101-0300-0301,1,1e-4
0010-0011-0300-0301,2,2e-4
0010-0012-0302,2,2e-4
0010-0012-0302-0310,1,1e-4
0010-0012-0312,3,3e-4
0010-0013-0100-0300-0303,1,1e-4
0010-0013-0210-0303,1,1e-4
0010-0013-0210-0313,1,1e-4
0010-0013-0213-0303,2,2e-4
0010-0013-0300-0303,11,0.0011
0010-0013-0303,57,0.0057
0010-0013-0303-0310,4,4e-4
0010-0013-0313,4,4e-4
0010-0100-0300,1,1e-4
0010-0100-0300-0303,4,4e-4
0010-0103-0303,1,1e-4
0010-0110-0300-0303,2,2e-4
0010-0110-0303-0310,1,1e-4
0010-0112-0300-0302,1,1e-4
0010-0113-0300-0303,2,2e-4
0010-0113-0303,11,0.0011
0010-0113-0303-0310,3,3e-4
0010-0113-0313,1,1e-4
0010-0200-0300-0303,3,3e-4
0010-0210,2,2e-4
0010-0210-0300,2,2e-4
0010-0210-0300-0303,9,9e-4
0010-0210-0303,12,0.0012
0010-0210-0310,1,1e-4
0010-0210-0312,1,1e-4
0010-0210-0313,1,1e-4
0010-0300,32,0.0032
0010-0300-0301,1,1e-4
0010-0300-0302,5,5e-4
0010-0300-0303,133,0.0133
0010-0300-0303-0310,1,1e-4
0010-0302,1,1e-4
0010-0303,88,0.0088
0010-0303-0310,45,0.0045
0010-0310,21,0.0021
0010-0310-0312,4,4e-4
0010-0310-0313,2,2e-4
0010-0312,1,1e-4
0010-0313,2,2e-4
0011-0013,1,1e-4
0011-0013-0101-0301-0303,1,1e-4
0011-0013-0301-0303,2,2e-4
0011-0013-0303-0311,5,5e-4
0011-0101-0301-0303,1,1e-4
0011-0113-0301-0303,1,1e-4
0011-0301,3,3e-4
0011-0301-0303,9,9e-4
0011-0303-0311,3,3e-4
0011-0313,1,1e-4
0012-0013-0302-0303,2,2e-4
0012-0302,3,3e-4
0013-0110-0300-0303,1,1e-4
0013-0303,16,0.0016
0013-0313,2,2e-4
0100-0110-0300,1,1e-4
0100-0300-0303,2,2e-4
0101-0301-0303-1001,3,3e-4
0101-0301-0303-1001-1003,2,2e-4
0101-0301-1001,1,1e-4
0102-0300-0302-1002-1010,1,1e-4
0103-0303-1003-1010,1,1e-4
0110,1,1e-4
0110-0111-1010-1011,1,1e-4
0110-0112-0310-0312-1010-1012,1,1e-4
0110-0113-0300-0303-1010-1013,1,1e-4
0110-0113-0303-0310-1010-1013,2,2e-4
0110-0200-0300-0302,1,1e-4
0110-0200-0300-0303-1010,1,1e-4
0110-0210-0300-0303-1010,1,1e-4
0110-0210-0303,2,2e-4
0110-0300,3,3e-4
0110-0300-0302,1,1e-4
0110-0300-0302-1002-1010,1,1e-4
0110-0300-0302-1010,2,2e-4
0110-0300-0302-1010-1012,1,1e-4
0110-0300-0303,7,7e-4
0110-0300-0303-1010,20,0.002
0110-0300-0303-1010-1013,1,1e-4
