parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,022-201,022,022-201,2,0.79,-5.014471,1.364554,1.09919,0.79
1,2,022-201,201,022-201,2,0.21,6.633221,-4.051559,0.172389,0.21
2,1,220,220,220,1,1,1.64011,3.588574,-5.508131,1
3,2,012-210,012,012-210,2,0.95,-2.924038,0.423533,2.886495,0.95
3,2,012-210,210,012-210,2,0.05,3.125667,0.480694,-3.598814,0.05
4,1,022,022,022,1,1,-5.625099,0.072163,3.301273,1
5,1,002,002,002,1,1,0.434994,-2.443886,5.788875,1
6,1,202,202,202,1,1,1.495357,-4.112488,2.122575,1
7,3,022-102-201,102,022-102-201,3,0.2,0.895458,-3.424018,5.884177,0.2
7,3,022-102-201,201,022-102-201,3,0.27,5.7514709999999996,-3.424005,0.325538,0.27
7,3,022-102-201,022,022-102-201,3,0.53,-4.46656,2.611242,1.152774,0.53
8,3,002-020-200,200,-1,3,0.02,1.290216,0.179796,-0.333895,0.02
8,3,002-020-200,002,-1,3,0.28,-3.378544,0.179795,4.913386,0.28
8,3,002-020-200,020,-1,3,0.7,-3.596822,6.805632,-0.52715,0.7
9,2,002-021,021,002-021,2,0.78,-8.349291,7.187297,-3.425529,0.78
9,2,002-021,002,002-021,2,0.22,-3.484504,0.882851,3.176749,0.22
10,1,202,202,202,1,1,4.719697,-9.82522,2.133521,1
11,2,012-020,020,012-020,2,0.53,-1.568765,6.337767,-0.106463,0.53
11,2,012-020,012,012-020,2,0.47,-7.588985,-0.226653,6.181941,0.47
12,1,200,200,200,1,1,6.726257,0.927137,-1.112098,1
13,2,120-202,202,120-202,2,0.98,2.856888,-6.954295,0.814115,0.98
13,2,120-202,120,120-202,2,0.02,0.910209,2.343807,-5.207005,0.02
14,2,021-200,021,021-200,2,0.01,-4.289903,3.125667,1.287696,0.01
14,2,021-200,200,021-200,2,0.99,7.43217,-2.265239,0.31414,0.99
15,2,022-202,202,022-202,2,0.28,2.613075,-4.181938,0.63854,0.28
15,2,022-202,022,022-202,2,0.72,-3.37485,2.030161,0.869289,0.72
16,2,012-220,012,012-220,2,0.47,-1.486228,1.369117,6.426932,0.47
16,2,012-220,220,012-220,2,0.53,4.814832,2.415349,-4.058669,0.53
17,2,020-201,201,020-201,2,0.68,1.948926,-0.77509,-0.247171,0.68
17,2,020-201,020,020-201,2,0.32,0.770946,5.403589,-3.396644,0.32
18,2,002-200,002,002-200,2,0.13,0.685529,-0.831172,4.910038,0.13
18,2,002-200,200,002-200,2,0.87,7.16902,-1.000721,-0.960358,0.87
19,2,022-201,201,022-201,2,0.86,6.551623,-4.533969,0.5303,0.86
19,2,022-201,022,022-201,2,0.14,-4.1207,1.497653,4.087721,0.14
20,3,012-020-200,020,-1,3,0.24,-0.225599,3.88313,0.280629,0.24
20,3,012-020-200,012,-1,3,0.52,-6.569995,1.282968,6.726039,0.52
20,3,012-020-200,200,-1,3,0.24,6.149172,-2.46124,0.280629,0.24
21,2,202-220,220,202-220,2,0.74,1.824868,0.21415,-0.878542,0.74
21,2,202-220,202,202-220,2,0.26,1.549207,-4.416354,5.6774,0.26
22,3,120-201-210,210,120-201-210,3,0.02,5.38444,1.565121,-3.507324,0.02
22,3,120-201-210,201,120-201-210,3,0.87,5.384691,-3.80779,0.779569,0.87
22,3,120-201-210,120,120-201-210,3,0.11,0.128203,6.481171,-3.507344,0.11
23,3,022-120-202,120,022-120-202,3,0.29,1.140157,6.762933,-3.271336,0.29
23,3,022-120-202,202,022-120-202,3,0.42,4.370647,-5.927024,2.940207,0.42
23,3,022-120-202,022,022-120-202,3,0.29,-1.146492,0.558286,1.376732,0.29
24,2,201-220,220,201-220,2,0.82,0.420098,2.72568,-3.121957,0.82
24,2,201-220,201,201-220,2,0.18,6.336538,-4.203716,1.488146,0.18
25,3,120-202-210,202,120-202-210,3,0.64,4.514339,-4.763107,2.713617,0.64
25,3,120-202-210,120,120-202-210,3,0.06,0.956882,4.921814,-3.082646,0.06
25,3,120-202-210,210,120-202-210,3,0.3,6.532792,0.670142,-3.219143,0.3
26,1,102,102,102,1,1,0.802525,-7.570565,8.134372,1
27,1,020,020,020,1,1,-1.524989,5.760818,0.706726,1
