Phase,Count,Frequency
002,346,0.0346
002-011-020-021-111-120-201,1,1e-4
002-012,1,1e-4
002-012-020-102,1,1e-4
002-012-021-022-202-210,1,1e-4
002-012-022-102,1,1e-4
002-012-022-102-120-200,1,1e-4
002-012-022-202-220-221,1,1e-4
002-012-102,2,2e-4
002-012-102-112,1,1e-4
002-012-102-120,1,1e-4
002-012-102-200,1,1e-4
002-012-102-202,1,1e-4
002-012-102-202-211,1,1e-4
002-012-201-220,1,1e-4
002-012-202-210,1,1e-4
002-020,74,0.0074
002-020-021-120,1,1e-4
002-020-021-202-220,1,1e-4
002-020-200,88,0.0088
002-020-200-201-210,1,1e-4
002-020-201,9,9e-4
002-020-201-210,1,1e-4
002-020-210,10,0.001
002-020-220,1,1e-4
002-021,65,0.0065
002-021-120,2,2e-4
002-021-120-200,1,1e-4
002-021-120-200-201-210-220,1,1e-4
002-021-200,11,0.0011
002-021-201,1,1e-4
002-021-210,7,7e-4
002-021-220,5,5e-4
002-022,6,6e-4
002-022-102-121,2,2e-4
002-022-120,1,1e-4
002-022-120-200,1,1e-4
002-022-200,1,1e-4
002-022-201,1,1e-4
002-022-201-202-220,1,1e-4
002-022-201-202-220-221,1,1e-4
002-022-210,1,1e-4
002-120,20,0.002
002-120-200,11,0.0011
002-120-200-210-220,1,1e-4
002-120-201,8,8e-4
002-120-210,1,1e-4
002-120-210-220,1,1e-4
002-200,79,0.0079
002-200-201-210-220,1,1e-4
002-200-210,1,1e-4
002-200-220,1,1e-4
002-201,92,0.0092
002-201-210,5,5e-4
002-201-220,5,5e-4
002-202,4,4e-4
002-210,17,0.0017
002-220,32,0.0032
012,268,0.0268
012-020,84,0.0084
012-020-021-120-200,1,1e-4
012-020-022-112-220,1,1e-4
012-020-102,5,5e-4
012-020-102-200,1,1e-4
012-020-102-201,1,1e-4
012-020-200,9,9e-4
012-020-201,6,6e-4
012-020-201-202-211,1,1e-4
012-020-202,6,6e-4
012-020-210,2,2e-4
012-021,45,0.0045
012-021-022-102-112,1,1e-4
012-021-022-102-211-220,1,1e-4
012-021-022-111-112-121,1,1e-4
012-021-022-111-112-202-220,1,1e-4
012-021-022-111-220,1,1e-4
012-021-022-112-120-121-210,1,1e-4
012-021-022-112-121-202-220,1,1e-4
012-021-022-112-201,1,1e-4
012-021-022-112-210,1,1e-4
012-021-022-120-121-201,1,1e-4
012-021-022-120-210,1,1e-4
012-021-022-121-212-220-221,1,1e-4
012-021-022-202-210,1,1e-4
012-021-102,8,8e-4
012-021-102-112-200-201-202-210,1,1e-4
012-021-102-200,1,1e-4
012-021-102-220,3,3e-4
012-021-120,14,0.0014
012-021-120-121-210,1,1e-4
012-021-120-121-211-220,1,1e-4
012-021-120-201-202-211,1,1e-4
012-021-120-202,3,3e-4
012-021-120-210-220,1,1e-4
012-021-200,1,1e-4
012-021-201,2,2e-4
012-021-202,12,0.0012
012-021-202-220,3,3e-4
012-021-210,7,7e-4
012-021-211,1,1e-4
012-021-220,15,0.0015
012-022,1,1e-4
012-022-102,1,1e-4
012-022-102-112,1,1e-4
012-022-102-112-121-201,1,1e-4
012-022-102-112-201,1,1e-4
012-022-102-120,1,1e-4
012-022-102-120-122,1,1e-4
012-022-102-121,1,1e-4
012-022-102-121-200,1,1e-4
012-022-102-121-201,1,1e-4
012-022-102-220,1,1e-4
012-022-111-112-120,1,1e-4
012-022-112,1,1e-4
012-022-112-120-202,1,1e-4
012-022-112-121-202,1,1e-4
012-022-112-202-211-212,1,1e-4
012-022-112-210,2,2e-4
012-022-112-211-212,1,1e-4
012-022-120-201-220,1,1e-4
012-022-121-200,1,1e-4
012-022-121-201-202-210-211,1,1e-4
012-022-201,2,2e-4
012-022-210,1,1e-4
012-022-211-212-221,1,1e-4
012-102,59,0.0059
012-102-112-202-211,1,1e-4
012-102-120,4,4e-4
012-102-200,6,6e-4
012-102-201,11,0.0011
012-102-202,1,1e-4
012-102-210,3,3e-4
012-102-220,6,6e-4
012-111-120-201,10,0.001
012-111-121-211-220,1,1e-4
012-111-201,2,2e-4
012-112,1,1e-4
012-112-200-202-210,1,1e-4
012-112-202-210,1,1e-4
012-112-202-211,2,2e-4
012-120,69,0.0069
012-120-121-202-220,1,1e-4
012-120-121-210-211-220,1,1e-4
012-120-200,8,8e-4
012-120-201,5,5e-4
012-120-202,15,0.0015
012-120-202-220,1,1e-4
012-120-210,3,3e-4
012-120-210-220-221,1,1e-4
012-121-210-211-220,1,1e-4
012-200,22,0.0022
012-201,62,0.0062
012-201-210,7,7e-4
012-201-210-220,1,1e-4
012-201-220,20,0.002
012-202,127,0.0127
012-202-210,1,1e-4
012-202-210-220,1,1e-4
012-202-220,34,0.0034
012-210,91,0.0091
012-210-220,1,1e-4
012-211,1,1e-4
012-220,70,0.007
020,345,0.0345
020-021-022-102-112-120,1,1e-4
020-021-022-202,1,1e-4
020-021-120-202-211-220,1,1e-4
020-021-201-210-220,1,1e-4
020-021-202-211,1,1e-4
020-021-211-220,1,1e-4
020-022,4,4e-4
020-022-200-201-210-220,1,1e-4
020-102,15,0.0015
020-102-120-202,1,1e-4
020-102-200,6,6e-4
020-102-201,3,3e-4
020-102-201-210,1,1e-4
020-102-202,1,1e-4
020-102-210,2,2e-4
020-120-200,1,1e-4
020-200,72,0.0072
020-200-202,1,1e-4
020-201,26,0.0026
020-201-210,2,2e-4
020-201-220,1,1e-4
020-202,17,0.0017
020-202-210,1,1e-4
020-210,67,0.0067
020-220,5,5e-4
021,282,0.0282
021-022,3,3e-4
021-022-102,1,1e-4
021-022-102-112-121,1,1e-4
021-022-102-112-201-202,1,1e-4
021-022-102-121,1,1e-4
021-022-102-121-201,2,2e-4
021-022-102-121-210,1,1e-4
021-022-112-120-121,2,2e-4
021-022-112-120-122,1,1e-4
021-022-112-120-210,1,1e-4
021-022-112-121,2,2e-4
021-022-112-121-201,1,1e-4
021-022-112-202-211-212-221,1,1e-4
021-022-120,1,1e-4
021-022-120-121-210,1,1e-4
021-022-120-202,1,1e-4
021-022-120-202-211-220,1,1e-4
021-022-121,1,1e-4
021-022-121-201,2,2e-4
021-022-121-202-211-221,1,1e-4
021-022-121-220,1,1e-4
021-022-122-202-211-212-220-221,1,1e-4
021-022-200,1,1e-4
021-022-202,1,1e-4
021-022-202-220,1,1e-4
021-022-210,1,1e-4
021-022-211-212-221,1,1e-4
021-022-211-220,1,1e-4
021-022-220,2,2e-4
021-102,67,0.0067
021-102-111-210,8,8e-4
021-102-112-201-202-211,1,1e-4
021-102-112-201-202-220,1,1e-4
021-102-120,4,4e-4
021-102-120-201,1,1e-4
021-102-200,1,1e-4
021-102-201,2,2e-4
021-102-210,6,6e-4
021-102-220,14,0.0014
021-111-120,1,1e-4
021-111-120-121-211-220,1,1e-4
021-111-121-201-210-211-220,1,1e-4
021-111-121-201-211,1,1e-4
021-112-120-210-211-220,1,1e-4
021-112-121-122-202-211-221,1,1e-4
021-112-201-202-211,1,1e-4
021-112-202,1,1e-4
021-112-202-211,1,1e-4
021-120,61,0.0061
021-120-121-202-220,1,1e-4
021-120-121-210-220,1,1e-4
021-120-121-220,1,1e-4
021-120-200,3,3e-4
021-120-201,5,5e-4
021-120-201-211-220,2,2e-4
021-120-202,9,9e-4
021-120-202-210,1,1e-4
021-120-202-220,1,1e-4
021-120-210,10,0.001
021-120-211-220,1,1e-4
021-120-220,3,3e-4
021-121-202-220-221,1,1e-4
021-121-210-211-220,2,2e-4
021-122-202-220,1,1e-4
021-200,22,0.0022
021-201,122,0.0122
021-201-202,3,3e-4
021-201-202-211,2,2e-4
021-201-210,5,5e-4
021-201-210-211-220,1,1e-4
021-201-220,1,1e-4
021-202,53,0.0053
021-202-210,14,0.0014
021-202-211,2,2e-4
021-202-220,30,0.003
021-210,71,0.0071
021-210-211-220,1,1e-4
021-210-220,1,1e-4
021-211,1,1e-4
021-220,137,0.0137
022,661,0.0661
022-102,128,0.0128
022-102-112,1,1e-4
022-102-112-120-201-202,1,1e-4
022-102-112-202-220,1,1e-4
022-102-112-202-221,1,1e-4
022-102-120-210-220,1,1e-4
022-102-121,1,1e-4
022-102-121-201,1,1e-4
022-102-121-202-221,1,1e-4
022-102-121-211-220,1,1e-4
022-102-200,6,6e-4
022-102-201,11,0.0011
022-102-201-202-220,1,1e-4
022-102-201-210,5,5e-4
022-102-201-220,7,7e-4
022-102-202,2,2e-4
022-102-202-220,2,2e-4
022-102-210,12,0.0012
022-102-210-211-220,1,1e-4
022-102-220,41,0.0041
022-110-112-201,1,1e-4
022-110-120,1,1e-4
022-111-112-121,1,1e-4
022-111-121-202-220,1,1e-4
022-111-121-210-211-220,1,1e-4
022-112,6,6e-4
022-112-120-121,1,1e-4
022-112-120-121-202-210,1,1e-4
022-112-120-121-210,1,1e-4
022-112-120-122-202-220,1,1e-4
022-112-120-201-202,1,1e-4
022-112-120-210-220,1,1e-4
022-112-121,1,1e-4
022-112-121-122,1,1e-4
022-112-121-122-202-212-220,1,1e-4
022-112-121-201,2,2e-4
022-112-121-202-211-221,2,2e-4
022-112-122-202-211-220,1,1e-4
022-112-201-202-220,1,1e-4
022-112-211,1,1e-4
022-112-211-212-220-221,1,1e-4
022-112-212-220,1,1e-4
022-112-220,2,2e-4
022-120,131,0.0131
022-120-121-201-211-220,1,1e-4
022-120-121-220,1,1e-4
022-120-122-202-210-220,1,1e-4
022-120-200,6,6e-4
022-120-201,14,0.0014
022-120-201-210,3,3e-4
022-120-202,39,0.0039
022-120-202-210,7,7e-4
022-120-202-211,2,2e-4
022-120-202-220,1,1e-4
022-120-202-220-221,1,1e-4
022-120-210,9,9e-4
022-120-210-220,1,1e-4
022-120-220,1,1e-4
022-121,9,9e-4
022-121-122-202-221,1,1e-4
022-121-201,1,1e-4
022-121-202,6,6e-4
022-121-202-220-221,1,1e-4
022-121-212,1,1e-4
022-121-212-221,1,1e-4
022-121-220,1,1e-4
022-121-220-221,1,1e-4
022-122,1,1e-4
022-122-200-202-220,2,2e-4
022-122-201-202-220,1,1e-4
022-122-202-211-212-220-221,1,1e-4
022-122-202-221,2,2e-4
022-122-210,1,1e-4
022-122-210-212-220,1,1e-4
022-200,17,0.0017
022-200-202,1,1e-4
022-201,89,0.0089
022-201-202,2,2e-4
022-201-210,9,9e-4
022-201-220,33,0.0033
022-202,290,0.029
022-202-210,26,0.0026
022-202-210-220,1,1e-4
022-202-211,4,4e-4
022-202-211-212-221,1,1e-4
022-202-220,202,0.0202
022-202-221,1,1e-4
022-210,72,0.0072
022-211,3,3e-4
022-211-212-220-221,1,1e-4
022-211-220,2,2e-4
022-212,2,2e-4
022-220,268,0.0268
022-221,2,2e-4
102,245,0.0245
102-110-200-201-202-210,1,1e-4
102-111-112-120-202-210,1,1e-4
102-111-112-201-202-211,1,1e-4
102-112-201-202-211,2,2e-4
102-112-202,2,2e-4
102-112-202-210-211,1,1e-4
102-112-202-211,2,2e-4
102-112-202-212,1,1e-4
102-112-202-212-220,1,1e-4
102-120,103,0.0103
102-120-121-211-220,1,1e-4
102-120-121-220,2,2e-4
102-120-200,1,1e-4
102-120-201,1,1e-4
102-120-201-202,1,1e-4
102-120-201-202-210,2,2e-4
102-120-201-210-220,1,1e-4
102-120-202,1,1e-4
102-120-210,4,4e-4
102-120-210-211-220,1,1e-4
102-120-210-220,1,1e-4
102-120-211-220,1,1e-4
102-121,2,2e-4
102-121-210-220,1,1e-4
102-121-211-220,1,1e-4
102-121-220,4,4e-4
102-200,76,0.0076
102-201,53,0.0053
102-201-202-220-221,1,1e-4
102-201-210,4,4e-4
102-201-210-211-220,1,1e-4
102-201-220,14,0.0014
102-202,5,5e-4
102-202-220,1,1e-4
102-210,79,0.0079
102-220,104,0.0104
110-200,1,1e-4
111-120-201,1,1e-4
111-120-201-210-211-220,1,1e-4
111-121-211-220,1,1e-4
111-200-201-202-210,1,1e-4
111-200-201-210,1,1e-4
112,13,0.0013
112-120,2,2e-4
112-120-122-211-220,1,1e-4
112-120-201-202-210,1,1e-4
112-120-202,1,1e-4
112-120-202-210,1,1e-4
112-120-202-211,3,3e-4
112-120-210-220,1,1e-4
112-120-220,1,1e-4
112-121-122-202-211-220,1,1e-4
112-121-122-202-212-220,1,1e-4
112-121-202-211,1,1e-4
112-121-202-212,1,1e-4
112-121-220,1,1e-4
112-201-202,1,1e-4
112-201-202-210,1,1e-4
112-201-202-211,3,3e-4
112-201-202-211-220-221,1,1e-4
112-202,6,6e-4
112-202-210,2,2e-4
112-202-211,3,3e-4
112-202-212-220,1,1e-4
112-202-220,4,4e-4
112-210,2,2e-4
112-220,2,2e-4
120,269,0.0269
120-121-122-201-220,1,1e-4
120-121-201-211-220,1,1e-4
120-121-201-220,1,1e-4
120-121-210-211-220,4,4e-4
120-121-210-220,2,2e-4
120-121-211-220,2,2e-4
120-122,1,1e-4
120-200,79,0.0079
120-200-201-210-220,1,1e-4
120-201,64,0.0064
120-201-210,16,0.0016
120-201-210-220,1,1e-4
120-201-220,1,1e-4
120-202,81,0.0081
120-202-210,15,0.0015
120-202-220,1,1e-4
120-210,43,0.0043
120-220,1,1e-4
121,4,4e-4
121-200,1,1e-4
121-201-202-221,1,1e-4
121-202,6,6e-4
121-202-210-211-220,1,1e-4
121-202-211,2,2e-4
121-202-220,7,7e-4
121-210-211-220,2,2e-4
121-211-220,4,4e-4
121-211-220-221,1,1e-4
121-220,12,0.0012
122,1,1e-4
122-202,3,3e-4
122-202-212-220-221,1,1e-4
122-202-220,1,1e-4
122-220,7,7e-4
200,310,0.031
200-201-210,1,1e-4
200-202,3,3e-4
200-220,4,4e-4
201,262,0.0262
201-202,8,8e-4
201-202-211-220,1,1e-4
201-202-220,2,2e-4
201-210,63,0.0063
201-210-220,3,3e-4
201-220,122,0.0122
202,605,0.0605
202-210,137,0.0137
202-211,8,8e-4
202-211-212,1,1e-4
202-211-220,1,1e-4
202-211-220-221,1,1e-4
