1	2	71.972720	50.386400	44.347479	29.342774	0.988819	0.786431	0.949897	0.585603	0.888951	9.000000	0.182215	1.045746	8.000000	0.145160	0.313040	9.000000	34.660460	0.784526	8.000000	0.010754	0.952303	9.000000	0.029230	1.405335	9.000000	91.850271	1.138035	9.000000	0.044029	1.534717	9.000000	0.014713	0.270297	8.000000	7.921322	0.731585	8.000000	0.015265	1.319440	10.000000	0.019842	0.476079	8.000000	40.223792
2	4	96.947157	69.616109	45.855199	23.914823	0.736005	0.973190	0.794250	0.618368	0.806553	10.000000	0.017285	1.458384	8.000000	0.010471	0.325661	9.000000	70.920797	0.407834	9.000000	0.010221	0.317701	10.000000	0.036378	1.468184	9.000000	62.982411	0.257210	9.000000	0.029365	0.955153	8.000000	0.026729	0.897807	10.000000	76.867114	0.080067	9.000000	0.024901	0.846672	10.000000	0.065130	0.583239	9.000000	12.985508
3	2	76.032897	23.964840	85.974041	45.242610	0.686151	0.435783	0.640932	0.794527	0.983758	10.000000	0.031490	1.416096	8.000000	0.045265	0.971753	9.000000	8.290274	0.849770	8.000000	0.015432	0.829426	8.000000	0.016123	1.547085	9.000000	77.971705	0.433246	8.000000	0.069012	1.060082	10.000000	0.023623	0.833673	8.000000	94.046279	0.591632	10.000000	0.022840	0.517443	9.000000	0.014085	1.357001	8.000000	38.755153
4	4	22.776583	50.432301	35.453546	18.019150	0.696400	0.493102	0.610059	0.631483	1.200031	10.000000	0.024966	0.495614	8.000000	0.038138	0.117565	8.000000	10.789623	0.774600	8.000000	0.010793	0.726576	10.000000	0.079616	0.889596	10.000000	54.258963	1.316825	10.000000	0.035099	1.441643	10.000000	0.011687	0.595177	9.000000	29.658633	0.651708	8.000000	0.011687	0.422560	10.000000	0.033717	0.879949	8.000000	28.880147
5	4	94.060510	77.570896	12.486269	26.466108	0.532048	0.679166	0.495613	0.474253	1.240819	8.000000	0.122198	1.200959	10.000000	0.041581	0.376971	9.000000	58.364114	1.181204	9.000000	0.233910	0.931245	10.000000	0.027222	0.460121	9.000000	20.952010	0.174173	9.000000	0.013843	0.128788	8.000000	0.138165	0.389138	9.000000	96.050316	0.944148	10.000000	0.011541	0.069488	8.000000	0.076383	0.577568	8.000000	53.600848
6	2	92.140060	38.584112	75.384884	12.895847	0.991070	0.713872	0.475731	0.636018	1.151523	9.000000	0.012156	0.922785	9.000000	0.021960	1.269088	9.000000	80.363177	1.494225	10.000000	0.012444	0.624226	8.000000	0.016444	1.217861	8.000000	9.406903	1.168712	9.000000	0.011723	0.490983	10.000000	0.012448	0.971978	9.000000	82.265154	0.042924	8.000000	0.021960	0.840552	10.000000	0.012444	0.368753	10.000000	60.811237
7	4	42.898970	2.611671	5.272297	83.848499	0.500990	0.411623	0.746237	0.906210	1.406501	9.000000	0.010353	0.590549	8.000000	0.014298	0.593920	10.000000	66.275977	0.516421	10.000000	0.556784	0.910177	8.000000	0.033221	0.187906	8.000000	66.213225	0.973822	10.000000	0.017042	0.146770	10.000000	0.012327	0.478462	9.000000	1.211364	0.878300	8.000000	0.032748	0.607068	9.000000	0.011413	0.293753	9.000000	74.674644
8	5	12.486269	26.466108	48.525237	64.708270	0.495613	0.474253	0.789147	0.785421	0.375528	9.000000	0.017036	1.144993	10.000000	0.012779	0.933610	9.000000	47.289513	0.461889	9.000000	0.103332	0.174399	8.000000	0.013823	0.132353	9.000000	31.226780	0.388634	8.000000	0.016643	0.917528	9.000000	0.378257	0.069311	8.000000	51.827413	0.594325	8.000000	0.042643	0.339905	9.000000	0.134682	1.135641	10.000000	40.048114
9	5	68.708835	74.499407	76.478411	59.677356	0.385036	0.834657	0.385036	0.834657	0.083539	10.000000	0.019679	0.233830	8.000000	0.019559	1.508061	8.000000	42.294101	0.804005	10.000000	0.012742	1.221817	9.000000	0.020491	0.647174	9.000000	10.645532	0.423702	10.000000	0.010415	0.169751	10.000000	0.011193	1.498696	9.000000	84.734887	0.203315	8.000000	0.034043	0.879980	10.000000	0.013998	0.447975	10.000000	11.505744
10	3	15.250361	93.505445	9.191772	4.981409	0.753479	0.986556	0.234856	0.944484	0.917986	10.000000	0.039374	0.544947	9.000000	0.010266	0.032164	10.000000	1.325112	1.443478	8.000000	0.037697	1.137948	8.000000	0.012077	0.952080	10.000000	97.896097	0.952095	8.000000	0.012828	0.803128	9.000000	0.010363	0.201644	9.000000	18.247131	1.543994	10.000000	0.020911	1.180937	10.000000	0.012511	1.538911	9.000000	26.402733
