Phase,Count,Frequency
002,358,0.0358
002-012,2,2e-4
002-012-020-102-210,1,1e-4
002-012-020-202,1,1e-4
002-012-021-102-201,1,1e-4
002-012-022-102,2,2e-4
002-012-022-102-120-200,1,1e-4
002-012-102-120,1,1e-4
002-012-102-201-210,1,1e-4
002-012-120,1,1e-4
002-012-200-202-220,1,1e-4
002-012-202,2,2e-4
002-012-202-211,1,1e-4
002-020,75,0.0075
002-020-021-201-220,1,1e-4
002-020-022-102-202-210,1,1e-4
002-020-200,100,0.01
002-020-201,8,8e-4
002-020-201-210,1,1e-4
002-020-210,10,0.001
002-020-220,3,3e-4
002-021,66,0.0066
002-021-022-102-202,1,1e-4
002-021-120,8,8e-4
002-021-200,7,7e-4
002-021-201,4,4e-4
002-021-201-210-220,1,1e-4
002-021-210,4,4e-4
002-021-220,3,3e-4
002-022,5,5e-4
002-022-101-102-121,1,1e-4
002-022-102,1,1e-4
002-022-102-121-201,1,1e-4
002-022-120,1,1e-4
002-022-200,3,3e-4
002-120,19,0.0019
002-120-200,11,0.0011
002-120-201,4,4e-4
002-120-202,2,2e-4
002-120-210-211-220,1,1e-4
002-121,1,1e-4
002-200,75,0.0075
002-201,90,0.009
002-201-210,4,4e-4
002-201-220,4,4e-4
002-202,9,9e-4
002-202-210,1,1e-4
002-202-220,1,1e-4
002-210,23,0.0023
002-210-220,1,1e-4
002-220,23,0.0023
011-020,1,1e-4
011-020-021-201-220,1,1e-4
011-021-120,1,1e-4
012,261,0.0261
012-020,79,0.0079
012-020-021-022-111-120-220,1,1e-4
012-020-021-022-220,1,1e-4
012-020-021-112-220,1,1e-4
012-020-022-102-112-120,1,1e-4
012-020-022-102-202,1,1e-4
012-020-022-112,1,1e-4
012-020-102-200,2,2e-4
012-020-200,11,0.0011
012-020-200-201-210,1,1e-4
012-020-201,5,5e-4
012-020-202,5,5e-4
012-020-202-210,1,1e-4
012-020-210,2,2e-4
012-021,53,0.0053
012-021-022-102-111-121-211-220,1,1e-4
