parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,022,022,022,1,1,-6.011299,3.692068,4.052341,1
2,1,102,102,102,1,1,0.702259,-5.139612,5.676785,1
3,1,210,210,210,1,1,6.517248,0.450579,-1.56719,1
4,1,102,102,102,1,1,0.702259,-5.139612,5.676785,1
5,2,022-202,022,202,2,0.08,-5.602706,4.095642,0.865834,0.08
5,2,022-202,202,202,2,0.92,0.236481,-5.829116,4.200682,0.92
6,2,020-201,020,020-201,2,0.25,-0.586847,6.015178,-3.727576,0.25
6,2,020-201,201,020-201,2,0.75,5.333701,-6.04271,0.567736,0.75
7,1,120,120,120,1,1,0.372575,5.264017,-4.974178,1
8,1,210,210,210,1,1,6.449702,0.358652,-4.191889,1
9,1,020,020,020,1,1,0.708478,6.526392,0.329029,1
10,1,021,021,021,1,1,-6.626281,6.726326,1.110976,1
11,2,012-021,021,012-021,2,0.4,-5.49338,5.966748,-0.054865,0.4
11,2,012-021,012,012-021,2,0.6,-6.101958,0.17134,4.746994,0.6
12,1,021,021,021,1,1,-0.734914,3.053275,0.408221,1
13,2,021-210,021,021-210,2,0.98,-9.107069,5.691511,-0.456124,0.98
13,2,021-210,210,021-210,2,0.02,2.414695,-0.889761,-6.770655,0.02
14,2,002-201,002,002-201,2,0.54,-0.207892,-2.068925,6.152077,0.54
14,2,002-201,201,002-201,2,0.46,6.412646,-8.337367,0.878152,0.46
15,1,210,210,210,1,1,5.46615,-0.350135,-0.021738,1
16,2,022-220,220,022-220,2,0.09,2.554005,6.202182,-5.427097,0.09
16,2,022-220,022,022-220,2,0.91,-3.578347,5.93134,1.165675,0.91
17,1,220,220,220,1,1,2.005262,0.375608,-6.806443,1
18,3,012-202-220,202,012-202,3,0.48,2.01561,-4.497278,1.726171,0.48
18,3,012-202-220,220,012-202,3,0.01,1.638141,1.93041,-0.927834,0.01
18,3,012-202-220,012,012-202,3,0.51,-4.229122,0.985201,7.614417,0.51
19,1,202,202,202,1,1,3.048378,-3.908498,2.53411,1
20,2,021-202,202,021-202,2,0.98,1.769275,-4.51665,1.025193,0.98
20,2,021-202,021,021-202,2,0.02,-0.994794,5.384794,0.357717,0.02
21,1,102,102,102,1,1,0.703119,-3.077368,4.792341,1
22,2,022-202,202,022-202,2,0.32,0.636882,-2.862627,3.098426,0.32
22,2,022-202,022,022-202,2,0.68,-5.081111,2.567659,2.508414,0.68
23,2,120-202,202,120-202,2,0.69,4.93853,-1.582395,6.546226,0.69
23,2,120-202,120,120-202,2,0.31,-0.085922,6.021546,0.445667,0.31
24,3,012-201-220,201,012-201-220,3,0.59,6.085356,-4.482684,1.531318,0.59
24,3,012-201-220,012,012-201-220,3,0.07,-4.781497,-0.3717,6.302146,0.07
24,3,012-201-220,220,012-201-220,3,0.34,1.450092,1.778914,-3.721135,0.34
25,2,202-210,202,202-210,2,0.98,2.510771,-4.407843,3.850754,0.98
25,2,202-210,210,202-210,2,0.02,7.2816,0.362876,-1.620219,0.02
26,2,022-220,220,022-220,2,0.46,-0.334397,4.7272,0.426915,0.46
26,2,022-220,022,022-220,2,0.54,-1.665888,4.017564,2.064366,0.54
