parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,65,6.542929,0.647331,10
1,2,01-10,01-10,2,35,1.184927,7.288483,01
2,1,01,01,1,100,-0.277611,6.216909,01
3,2,01-10,01-10,2,20,1.417366,5.012988,01
3,2,01-10,01-10,2,80,5.77141,1.439597,10
4,2,01-10,01-10,2,65,0.455434,6.383532,01
4,2,01-10,01-10,2,35,6.059414,1.613996,10
5,1,10,10,1,100,7.223217,-2.702062,10
6,2,01-10,01-10,2,99,-0.328154,6.692148,01
6,2,01-10,01-10,2,1,6.113259,1.675047,10
7,1,00,00,1,100,2.519017,4.069499,00
8,2,01-10,01-10,2,96,6.695781,1.479861,10
8,2,01-10,01-10,2,4,1.151346,6.18356,01
9,2,01-10,01-10,2,24,6.199821,3.865739,10
9,2,01-10,01-10,2,76,1.867926,6.86739,01
10,2,01-10,01-10,2,34,5.587646,2.468103,10
10,2,01-10,01-10,2,66,1.306662,7.208293,01
11,1,10,10,1,100,6.852206,-2.208293,10
12,2,01-10,01-10,2,93,6.668853,1.555793,10
12,2,01-10,01-10,2,7,2.284533,5.404953,01
13,2,01-10,01-10,2,79,7.251306,0.233885,10
13,2,01-10,01-10,2,21,0.753893,6.417163,01
14,2,01-10,01-10,2,69,6.797122,1.02221,10
14,2,01-10,01-10,2,31,1.503394,6.742457,01
15,2,01-10,01-10,2,86,5.761166,0.531031,10
15,2,01-10,01-10,2,14,1.639012,6.241076,01
16,1,01,01,1,100,-1.413574,6.6218070000000004,01
17,2,01-10,01-10,2,38,5.811656,0.689496,10
17,2,01-10,01-10,2,62,0.917216,6.803295,01
18,2,01-10,01-10,2,87,6.391523,0.71046,10
18,2,01-10,01-10,2,13,-0.155772,6.177452,01
19,1,01,01,1,100,-0.002092,6.635781,01
20,1,01,01,1,100,-1.110843,4.727705,01
21,2,01-10,01-10,2,75,0.607126,6.884538,01
21,2,01-10,01-10,2,25,6.538159,0.82249,10
22,2,01-10,01-10,2,35,0.951747,6.788584,01
22,2,01-10,01-10,2,65,6.753897,0.290021,10
23,2,01-10,01-10,2,86,6.480391,-0.471286,10
23,2,01-10,01-10,2,14,1.505355,5.401923,01
24,1,10,10,1,100,5.766142,-1.143164,10
25,2,01-10,01-10,2,91,0.926287,6.771752,01
25,2,01-10,01-10,2,9,5.929203,1.30572,10
26,2,01-10,01-10,2,80,7.572116,-1.769647,10
26,2,01-10,01-10,2,20,1.444762,4.391357,01
27,2,01-10,01-10,2,59,3.320079,6.666833,01
27,2,01-10,01-10,2,41,7.509645,2.330185,10
28,1,01,01,1,100,-1.98048,6.97528,01
29,1,01,01,1,100,1.905955,6.596105,01
30,2,01-10,01-10,2,93,-0.562446,6.576298,01
30,2,01-10,01-10,2,7,4.775854,0.380928,10
31,1,01,01,1,100,0.757712,7.770064,01
32,2,01-10,01-10,2,76,5.959995,1.647029,10
32,2,01-10,01-10,2,24,0.734613,5.496121,01
33,1,10,10,1,100,7.883143,-2.989111,10
