parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-0303-1010,0300-0303-1003-1010,3,4,1
2,1010,1010,1,1,1
3,0300-0303-1010,0300-0303-1010,3,3,1
4,0303-1010-1013,0113-0303-1010-1013,3,4,1
5,0303-1010-1013,0300-0303-1010-1013,3,4,1
6,0312-1010-1012,0302-1010-1012,3,3,0.6666666666666666
7,0303-1010,0303-1003-1010,2,3,1
8,1010,1010-1012-1302,1,3,1
9,0010-0303,0010-0303,2,2,1
10,1010,0303-1003-1010,1,3,1
11,1010-1013,0303-1010-1013,2,3,1
12,1010,1010,1,1,1
13,0303-1003,0303-1001-1003,2,3,1
14,1010,0300-0303-1010,1,3,1
15,0303-1013,0303-1010-1013,2,3,1
16,1010,1010,1,1,1
17,0303-1010,0300-0303-1003-1010,2,4,1
18,0303-1010-1013,0303-1010-1013,3,3,1
19,1010,1010-1013-1303,1,3,1
20,0011-0301-0303,0011-0013-0301-0303,3,4,1
21,0303-1003,0302-0303-1002-1003,2,4,1
22,1010-1011,0300-0301-1010-1011,2,4,1
23,1010-1013-1303,1010-1013-1303,3,3,1
24,0303-1013,0303-1013,2,2,1
25,0303,0303,1,1,1
26,1010-1303,1010-1303,2,2,1
27,0303-1003,0303-1003-1010,2,3,1
28,0013-0303,0013-0303,2,2,1
29,1010,1010-1012,1,2,1
30,0300-1010,0300-1010,2,2,1
31,0303-0310-1010,0303-1003-1010,3,3,0.6666666666666666
32,0300-0303-1010,0300-0303-1010,3,3,1
33,0303-1010-1013,0303-1010-1013,3,3,1
34,0301-1011,0201-1001,2,2,0
35,0303,0301-0303-1003-1011,1,4,1
36,0303,0303,1,1,1
37,0300-0303-1010-1013,0303-1003-1010,4,3,0.5
38,0300-1010,0300-1010,2,2,1
39,0303-1013-1203,-1,3,2,0
40,0010-0300-0303,0010-0300-0303,3,3,1
41,0303-1003-1010,0300-0303-1003-1010,3,4,1
42,0300-1010,0300-1010,2,2,1
43,0303-1010-1013,0303-1010,3,2,0.6666666666666666
44,0010-0303,0010-0203-0303,2,3,1
45,0303-1011,0303-0311-1003-1011,2,4,1
46,1010,0300-0303-1010-1013,1,4,1
47,0010-0300,0010-0300,2,2,1
48,0303-1010-1013,0303-1010-1013-1113,3,4,1
49,0303,0303-1003,1,2,1
50,0303,0203-0303,1,2,1
51,0302-1012,0300-0302-1010-1012,2,4,1
52,0303,0010-0300-0303,1,3,1
53,0300-1010,0300-1010,2,2,1
54,0300-0303-1010,0300-0303-1010-1103,3,4,1
55,1010,1010,1,1,1
56,1003,1003,1,1,1
57,1010,1010,1,1,1
58,0303,0301-0303-1011-1013,1,4,1
59,0303-1010,0303-1010,2,2,1
60,0300-0303-1010-1013,0300-0303-1003-1010,4,4,0.75
61,0300-1010,0300-1010,2,2,1
62,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
63,0303-1003,0303-1003,2,2,1
64,0300-0303-1010,0300-0303-1003-1010,3,4,1
65,0303,0303-1003,1,2,1
66,0303-0310,0303-0310,2,2,1
67,1010,0303-1010-1013,1,3,1
68,0300-1010,0300-0302-1002-1010,2,4,1
69,0300-1010,0300-1010,2,2,1
70,0300-0310-1010,0300-1010,3,2,0.6666666666666666
71,0301-0303,0001-0301-0303,2,3,1
72,0010-0303,0010-0013-0100-0300-0303,2,5,1
73,0312-1010-1012,1010-1012,3,2,0.6666666666666666
74,0010-0303,0010-0300-0303,2,3,1
75,0300-1010,0300-1010,2,2,1
76,0001-0301-0303,0001-0301-0303,3,3,1
77,0303-1013,0303-1010-1013,2,3,1
78,1010,0302-1010-1012,1,3,1
79,1010,1010,1,1,1
80,0303-1010-1013,0303-1010-1013,3,3,1
81,0010-0300,0010-0200-0300-0303,2,4,1
82,0303,0300-0303-1010,1,3,1
83,0303,0303-1010,1,2,1
84,0303,0010-0210-0300-0303,1,4,1
85,0303-1003,0303-1003,2,2,1
86,0300-1010,0300-1010,2,2,1
87,0300-0302-1010-1012,0300-0302-1002-1010,4,4,0.75
88,0301-0303-1003-1011,0301-0303-1003-1011,4,4,1
89,1010,0310-1010,1,2,1
90,1003-1303,1003-1010-1303,2,3,1
91,0010-0303,0010-0300-0303,2,3,1
92,0300-0303-1000,0300-0303-1000-1003,3,4,1
93,0300-1010,0300-0303-1003-1010,2,4,1
94,0303,0303-1013-1103,1,3,1
95,1010,0300-1010,1,2,1
96,1013,0303-1013,1,2,1
97,1010,1010,1,1,1
98,0010-0310,0010-0013-0313,2,3,0.5
99,0300-1010,0300-0301-1010-1011,2,4,1
100,0302-1012,0302-1012,2,2,1
101,0303-1010-1013,0300-0303-1010-1013,3,4,1
102,0303,0300-0303-1003-1010,1,4,1
103,0303-0311-1011,0303-0311-1003-1011,3,4,1
104,0303,0010-0013-0300-0303,1,4,1
105,0300-0303-1010,0210-0300-0303-1010,3,4,1
106,0300-0303-1010-1200,0300-0303-1003-1010-1200,4,5,1
107,0010-0300-0303,-1,3,2,0
108,0303-1003,0300-0303-1003-1010,2,4,1
109,0303-1003,0303-1003-1010,2,3,1
110,0010-0013-0303,0010-0303,3,2,0.6666666666666666
111,0303,0303,1,1,1
112,1010,0303-1003-1010,1,3,1
113,0303-1013,0300-0303-1010,2,3,0.5
114,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
115,0303-1013-1203,0303-1010-1013-1203,3,4,1
116,0300-0303-1010,0300-0303-1010,3,3,1
117,0303,0303-1003,1,2,1
118,0303-1010,0303-1003-1010,2,3,1
119,0303,0300-0303-1010,1,3,1
120,0300-0303-1010,0300-0303-1010-1200,3,4,1
121,0303-1010,0303-1010-1013,2,3,1
122,0303-1013,0303-1013,2,2,1
123,0303-1003,0303-1003,2,2,1
124,1003-1303,1003-1010-1303,2,3,1
125,0303-1010-1013,0303-1010,3,2,0.6666666666666666
126,1010,1010,1,1,1
127,1010,1010,1,1,1
128,0303-1003,0300-0303-1000-1003,2,4,1
129,0300-0302-1002-1010,0300-0302-1002-1010,4,4,1
130,0303-1003,0303-1003,2,2,1
131,1010,0300-1010,1,2,1
132,0303-1010-1013,0300-0303-1003-1010,3,4,0.6666666666666666
133,0010,0010,1,1,1
134,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
135,1010,1010,1,1,1
136,0303-1013,0303-1010-1013,2,3,1
137,0303,0303-1010-1013,1,3,1
138,0303-1010-1013,0300-0303-1010-1013,3,4,1
139,1010-1303,1010-1303,2,2,1
140,0300-1010,0103-0300-0303-1003-1010,2,5,1
141,1010,0300-0303-1010,1,3,1
142,1010,1010,1,1,1
143,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
144,0303-1010,0303-1010,2,2,1
145,0300-0303-1010,0300-0303-1003-1010,3,4,1
146,1010,1010,1,1,1
147,0303-1010-1013,0103-0303-1003-1010,3,4,0.6666666666666666
148,0011,0001-0103-0303,1,3,0
149,0301-1010-1011,0300-0301-1010-1011,3,4,1
150,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
151,0302-1002,0300-0302-1002-1010,2,4,1
152,0303-1013,0303-1010-1103,2,3,0.5
153,0303-0310-1003-1010,0303-1003-1010,4,3,0.75
154,1011,1011,1,1,1
155,0303-0310,0010-0303-0310,2,3,1
156,1010,1010,1,1,1
157,1003-1303,1003-1010-1303,2,3,1
158,0303-1013,0300-0303-1010-1013,2,4,1
159,0300,0010-0300-0303,1,3,1
160,0303-1013,0303-1013,2,2,1
161,0300-0303-1010,0300-0303-1003-1010,3,4,1
162,1010,1003-1010-1303,1,3,1
163,0303,0303,1,1,1
164,0303-1003-1010,0303-1003-1010,3,3,1
165,0303-1013,0303-1013,2,2,1
166,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
167,1010,0300-1010,1,2,1
168,0303-1010-1103,0303-1010-1103,3,3,1
169,0300-1010,0300-1010,2,2,1
170,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
171,0010-0300-0303,0010-0300-0303,3,3,1
172,0303-1003,0303-1003,2,2,1
173,0301-1011,0301-1011,2,2,1
174,1010-1013-1303,1010-1013-1303,3,3,1
175,1010,1010,1,1,1
176,1010,0303-1010-1013,1,3,1
177,0303-1013,0300-0303-1003-1010,2,4,0.5
178,0303-1003-1010,0300-0303-1003-1010,3,4,1
179,0300-0303-1010-1110,0210-0300-0303-1010-1110,4,5,1
180,0300-1010,0300-0301-1010-1011,2,4,1
181,0300-0303-1010,0300-0303-1003-1010,3,4,1
182,0303,0010-0300-0303,1,3,1
183,0303-1013,0303-1013,2,2,1
184,0210-0300-0303-1010,0210-0300-0303-1010-1013,4,5,1
185,0303-1003-1010,0300-0303-1003-1010,3,4,1
186,0303-1010,0300-0303-1010-1103,2,4,1
187,0010-0300-0303,0010-0300-0303,3,3,1
188,0303-1013,0303-1010-1013,2,3,1
189,1010,1010,1,1,1
190,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
191,0310-1010,0303-1003-1010,2,3,0.5
192,1010-1013,1003-1010,2,2,0.5
193,0300-1010,0300-1010,2,2,1
194,0303-1000-1003,0303-1000-1003,3,3,1
195,0300-0302-1010-1012,0300-0302-1002-1010,4,4,0.75
196,0303-1010-1013,0303-1010-1013,3,3,1
197,1010-1013,1010-1013,2,2,1
198,0300-0303-1000,0300-0303-1000-1003,3,4,1
199,1010,0300-1010,1,2,1
200,0303-1003,0303-1003,2,2,1
201,0303,0303-1010,1,2,1
202,0303-1013,0303-1013,2,2,1
