parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1010,0103-0303-1003-1010,1,4,1
2,0303-1013,0300-0303-1003-1010,2,4,0.5
3,0010,0010-0300,1,2,1
4,0300-1010,0300-1010,2,2,1
5,1010,0303-1003-1010,1,3,1
6,1010,0103-0303-1003-1010,1,4,1
7,1010,1010,1,1,1
8,1012,0300-0303-1003-1010-1103,1,5,0
9,0010-0300,0010-0300,2,2,1
10,1010,1010,1,1,1
11,1013,0303-1003-1010,1,3,0
12,0303,0300-0303-1003-1010,1,4,1
13,0312-1012,0303-1010-1013,2,3,0
14,1012,0303-1003-1010,1,3,0
15,1010,1010-1011,1,2,1
16,0300-1010,0300-0303-1003-1010,2,4,1
17,1010,1010,1,1,1
18,0010,0010,1,1,1
19,0313,0303-1010-1013,1,3,0
20,1010,1010-1011,1,2,1
21,1010,0303-1010,1,2,1
22,0303,0303-1003,1,2,1
23,1010,1010,1,1,1
24,1010,1010,1,1,1
25,0303,0010-0300-0303,1,3,1
26,1010,1010,1,1,1
27,1003-1103,0303-1000-1003-1203,2,4,0.5
28,0010-0300,0010-0100-0300,2,3,1
29,0302-1012,0302-1002-1010,2,3,0.5
30,1010,1010-1011,1,2,1
31,0010,0010-0300,1,2,1
32,0303,0300-0303-1010-1103,1,4,1
33,0302,0300-0302-1002-1010,1,4,1
34,0302-1012,0302-1002-1010,2,3,0.5
35,0010,0010-0013-0303,1,3,1
36,1003-1010-1103,1003-1010-1103,3,3,1
37,1010,0300-0303-1010,1,3,1
38,0303-1013,0303-1010-1013,2,3,1
39,0303-1010-1013,0303-1003-1010-1103,3,4,0.6666666666666666
40,0303-1013,0303-1003-1010,2,3,0.5
41,0303-1013,0303-1003-1010,2,3,0.5
42,0300-1010,0300-1010,2,2,1
43,0302-1000,0300-0303-1000,2,3,0.5
44,0303,0300-0303-1010,1,3,1
45,0303,0300-0303-1003-1010,1,4,1
46,1010,1010-1011,1,2,1
47,0302-1012,1002-1010,2,2,0
48,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
49,1013,1010-1013,1,2,1
50,1010,1010,1,1,1
51,1003-1303,0303-1000-1003,2,3,0.5
52,0303,0010-0100-0300-0303,1,4,1
53,1011,1010,1,1,0
54,0000-0300,0000-0300,2,2,1
55,0303-1010,0103-0303-1003-1010,2,4,1
56,1010,0300-0303-1003-1010,1,4,1
57,0303-1013,0303-1003-1010,2,3,0.5
58,0010-0303,0010-0300-0303,2,3,1
59,1000-1003,0303-1000-1003,2,3,1
60,0303,0303,1,1,1
61,0300-1010,0300-1010,2,2,1
62,1010,1010,1,1,1
63,0303,0303,1,1,1
64,1010,0300-1010,1,2,1
65,1000,0300-1000,1,2,1
66,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
67,0301,0203-0300-0303-1003-1010,1,5,0
68,0303-1010-1013,0303-1003-1010,3,3,0.6666666666666666
69,0013-0303,0203-0303-1003-1010,2,4,0.5
70,0302-1012,0103-0303-1003-1010,2,4,0
71,1010-1110,0300-0303-1003-1010-1103,2,5,0.5
72,0302-1002,0203-0303-1000-1003,2,4,0
73,1010,0113-0300-0303-1010-1013,1,5,1
74,0010-0303,0010-0103-0303,2,3,1
75,0303-1010-1013,0213-0303-1010-1013,3,4,1
76,0300-1000,0300-0303-1000-1003,2,4,1
77,0303,0303-1003-1010-1103,1,4,1
78,1010,0303-1003-1010,1,3,1
79,1010,0300-1010,1,2,1
80,0303,0303-1013,1,2,1
81,1010-1013-1303,1003-1010-1303,3,3,0.6666666666666666
82,0313-1013,0303-1003-1010-1203,2,4,0
83,0302-1002,0103-0303-1003-1010,2,4,0
84,1010,-1,1,2,0
85,0301-1011,0300-0303-1003-1010,2,4,0
86,1010,0303-1003-1010,1,3,1
87,0302-1010,0300-0303-1003-1010,2,4,0.5
88,1010,0300-1010,1,2,1
89,0303,0300-0303-1010,1,3,1
90,1002,0303-1003-1010,1,3,0
91,0300-1010,0300-0302-1002-1010,2,4,1
92,1010,1010,1,1,1
93,0303,0303-1003,1,2,1
94,1010,1010,1,1,1
95,0302-1010-1012,0300-0302-1002-1010,3,4,0.6666666666666666
96,0303-1003,0301-0303-1003-1011,2,4,1
97,0303,0301-0303-1003-1011,1,4,1
98,0303,0303-1003,1,2,1
99,0010-0303,0010-0303,2,2,1
100,1010,0300-1010,1,2,1
101,0303,0303,1,1,1
102,0303,0103-0300-0303-1000-1003,1,5,1
103,0300,0000-0300-0303,1,3,1
104,0303,0301-0303-1001-1003,1,4,1
105,0300-1010,0300-1010,2,2,1
106,0113,0010-0013-0303,1,3,0
107,0303,0303,1,1,1
108,0010,0010-0300,1,2,1
109,0011,1010-1011,1,2,0
110,1010,0300-1010,1,2,1
111,1010-1013,0303-1003-1010,2,3,0.5
112,0302-1012,1002-1010,2,2,0
113,1010,1010-1011,1,2,1
114,0302,0303-1003-1010,1,3,0
115,0303,0303-1003-1010,1,3,1
116,0300-1010,-1,2,2,0
117,1010,1010,1,1,1
118,0303-0310,0200-0303-1010,2,3,0.5
119,0303-1003,0211-0301-0303-1003-1011,2,5,1
120,0303-0310-1010,0300-0303-1003-1010,3,4,0.6666666666666666
121,0303,0303-1003-1010,1,3,1
122,1010,1010,1,1,1
123,1010,1010,1,1,1
124,1010-1113,1010-1103,2,2,0.5
125,0303,0300-0303-1010-1103,1,4,1
126,1010,1002-1010,1,2,1
127,0013-0303,0010-0013-0113-0303,2,4,1
128,0303-1013,0301-0303-1003-1011,2,4,0.5
129,0303-1013,0203-0301-0303-1011-1013,2,5,1
