Phase,Count,Frequency
0002-0021-2020,1,1e-4
0012-0021-0202,1,1e-4
0012-0021-0202-2020,9,9e-4
0012-0021-0202-2020-2200,1,1e-4
0012-0202,8,8e-4
0012-0202-1201-2011-2020,1,1e-4
0012-0202-2011-2020,9,9e-4
0012-0202-2011-2020-2201,1,1e-4
0012-0202-2012-2020-2102,1,1e-4
0012-0202-2020,58,0.0058
0012-2011-2020,1,1e-4
0012-2020,2,2e-4
0021,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0102-2020,1,1e-4
0021-0202,4,4e-4
0021-0202-0211-2020,11,0.0011
0021-0202-2020,65,0.0065
0021-2020,6,6e-4
0022,1,1e-4
0022-0122-0202-2020,1,1e-4
0022-0202,15,0.0015
0022-0202-0212-2020,1,1e-4
0022-0202-2020,139,0.0139
0022-0202-2020-2101,1,1e-4
0022-0202-2020-2210,1,1e-4
0022-0202-2021,3,3e-4
0022-0212-2020,7,7e-4
0022-0212-2021,1,1e-4
0022-0222-2020,1,1e-4
0022-1020,1,1e-4
0022-2020,19,0.0019
0022-2021,3,3e-4
0102-2001,1,1e-4
0102-2001-2020,1,1e-4
0102-2020,8,8e-4
0112,1,1e-4
0112-0120-0202-2020,5,5e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2012-2020,1,1e-4
0112-0121-0202-2020,7,7e-4
0112-0121-2020,2,2e-4
0112-0202,6,6e-4
0112-0202-1012,2,2e-4
0112-0202-1012-2011-2020,1,1e-4
0112-0202-1012-2020,5,5e-4
0112-0202-1120,1,1e-4
0112-0202-1120-2012-2020,1,1e-4
0112-0202-1120-2020,3,3e-4
0112-0202-2011-2020,3,3e-4
0112-0202-2012,4,4e-4
0112-0202-2012-2020,15,0.0015
0112-0202-2020,28,0.0028
0112-0202-2020-2201,1,1e-4
0112-0202-2021,1,1e-4
0112-1021-2020,1,1e-4
0112-2011-2020,2,2e-4
0112-2012-2020,1,1e-4
0112-2020,11,0.0011
0120-0200,1,1e-4
0120-0202,4,4e-4
0120-0202-0210-2020,10,0.001
0120-0202-1020,1,1e-4
0120-0202-2020,60,0.006
0120-0210-2020,1,1e-4
0120-2020,12,0.0012
0121,1,1e-4
0121-0122-0202-2020,2,2e-4
0121-0202,4,4e-4
0121-0202-0211-1021-2020,2,2e-4
0121-0202-0211-2020,10,0.001
0121-0202-0211-2020-2210,1,1e-4
0121-0202-1021-2020,11,0.0011
0121-0202-1120-2020,6,6e-4
0121-0202-2020,85,0.0085
0121-0202-2020-2200,1,1e-4
0121-0202-2021,1,1e-4
0121-0202-2120,1,1e-4
0121-0211-2020,2,2e-4
0121-0212-2020,1,1e-4
0121-2020,9,9e-4
0122,3,3e-4
0122-0202,20,0.002
0122-0202-0212-2020,1,1e-4
0122-0202-1022,1,1e-4
0122-0202-1022-2020,15,0.0015
0122-0202-1022-2021,1,1e-4
0122-0202-1120-1201-2020,3,3e-4
0122-0202-1120-1220-2020,1,1e-4
0122-0202-1120-2020,10,0.001
0122-0202-1121-1201-2021,1,1e-4
0122-0202-1121-2021,2,2e-4
0122-0202-1201-2020,1,1e-4
0122-0202-2020,132,0.0132
0122-0202-2020-2022,2,2e-4
0122-0202-2020-2200,2,2e-4
0122-0202-2020-2210,3,3e-4
0122-0202-2021,7,7e-4
0122-0202-2022,6,6e-4
0122-0202-2120,3,3e-4
0122-0202-2120-2201-2210,1,1e-4
0122-0212-1120-2020,1,1e-4
0122-0212-2020,7,7e-4
0122-0212-2021,3,3e-4
0122-1022-2020,1,1e-4
0122-1120-2020,2,2e-4
0122-2020,21,0.0021
0122-2021,1,1e-4
0200-2020,3,3e-4
0200-2020-2100,1,1e-4
0201-0210-2020,1,1e-4
0201-0220-2020,1,1e-4
0201-1020,1,1e-4
0201-2020,4,4e-4
0201-2020-2100,1,1e-4
0201-2020-2200,1,1e-4
0202,671,0.0671
0202-0210,8,8e-4
0202-0210-0220-2020,1,1e-4
0202-0210-1020,1,1e-4
0202-0210-2020,51,0.0051
0202-0210-2020-2101-2110,1,1e-4
0202-0210-2020-2102-2110,1,1e-4
0202-0210-2020-2110,11,0.0011
0202-0210-2110,1,1e-4
0202-0211,7,7e-4
0202-0211-0221-2020,2,2e-4
0202-0211-1021-1102-1111-2020-2110,1,1e-4
0202-0211-1021-2020,5,5e-4
0202-0211-1021-2020-2210,1,1e-4
0202-0211-1210-2020,8,8e-4
0202-0211-1210-2020-2110,1,1e-4
0202-0211-2020,29,0.0029
0202-0211-2020-2110,5,5e-4
0202-0211-2020-2210,16,0.0016
0202-0211-2021,1,1e-4
0202-0211-2120-2210,1,1e-4
0202-0211-2210,1,1e-4
0202-0212-0220-2020,1,1e-4
0202-0212-2020,7,7e-4
0202-0220,16,0.0016
0202-0220-1020,1,1e-4
0202-0220-1102-2020-2101,1,1e-4
0202-0220-1220,1,1e-4
0202-0220-2011-2020,1,1e-4
0202-0220-2020,140,0.014
0202-0220-2120,7,7e-4
0202-0221,16,0.0016
0202-0221-1021-2020,12,0.0012
0202-0221-1121-2120,2,2e-4
0202-0221-1220,7,7e-4
0202-0221-1220-2020,10,0.001
0202-0221-1220-2120,2,2e-4
0202-0221-2012-2020,2,2e-4
0202-0221-2020,120,0.012
0202-0221-2021,1,1e-4
0202-0221-2120,11,0.0011
0202-0221-2220,10,0.001
0202-0222-1220-2020,2,2e-4
0202-0222-2020,1,1e-4
0202-1002,9,9e-4
0202-1002-1021,1,1e-4
0202-1002-1021-2020,4,4e-4
0202-1002-1022-2020,1,1e-4
0202-1002-2001-2020,9,9e-4
0202-1002-2020,70,0.007
0202-1012,4,4e-4
0202-1012-1021,1,1e-4
0202-1012-1021-2020,7,7e-4
0202-1012-1102,3,3e-4
0202-1012-1102-2012-2020-2102,1,1e-4
0202-1012-1102-2020,1,1e-4
0202-1012-2011,2,2e-4
