parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,002,002,002,1,1,-1.439725,-3.47122,6.55903,1
2,1,021,021,021,1,1,-4.43749,5.501021,0.657554,1
3,1,210,210,210,1,1,2.095071,-1.113879,0.50419,1
4,2,120-201,201,120-201,2,0.56,6.869383,-1.085751,-2.018936,0.56
4,2,120-201,120,120-201,2,0.44,0.336956,6.322209,-8.094058,0.44
5,2,012-210,012,012-210,2,0.99,-0.475768,0.245961,1.261814,0.99
5,2,012-210,210,012-210,2,0.01,1.898848,0.736257,-4.69613,0.01
6,1,202,202,202,1,1,1.866211,-8.51954,4.144088,1
7,3,012-102-120,120,012-102-120,3,0.89,1.261419,4.071413,-0.245343,0.89
7,3,012-102-120,012,012-102-120,3,0.06,-4.53384,1.244969,4.832247,0.06
7,3,012-102-120,102,012-102-120,3,0.05,0.965438,-0.261534,4.832253,0.05
8,2,012-220,220,012-220,2,0.94,2.655753,2.629438,-9.181357,0.94
8,2,012-220,012,012-220,2,0.06,-3.302193,0.848637,3.835843,0.06
9,1,220,220,220,1,1,1.72962,1.347177,-9.655229,1
10,1,210,210,210,1,1,1.768583,-2.162873,-0.627948,1
11,1,201,201,201,1,1,1.862606,-3.493492,0.95214,1
12,1,202,202,202,1,1,0.748451,-5.89464,1.465823,1
13,1,022,022,022-102,1,1,-2.25133,1.261814,1.705635,1
14,4,012-020-201-210,012,020-201-210,4,0.23,-0.996719,-0.250706,3.854778,0.23
14,4,012-020-201-210,210,020-201-210,4,0.44,5.265205,1.620736,-5.795917,0.44
14,4,012-020-201-210,020,020-201-210,4,0.2,-1.334276,6.363583,-0.203322,0.2
14,4,012-020-201-210,201,020-201-210,4,0.13,5.280014,-2.365192,0.480814,0.13
15,2,002-220,220,002-220,2,0.33,3.292498,2.107475,-3.240491,0.33
15,2,002-220,002,002-220,2,0.67,-1.51581,0.636057,6.821635,0.67
16,2,020-201,201,020-201,2,0.89,7.581306,-5.284562,-0.401044,0.89
16,2,020-201,020,020-201,2,0.11,1.025187,4.890206,-1.036906,0.11
17,2,201-220,220,201-220,2,0.83,3.5395,2.336314,-4.836804,0.83
17,2,201-220,201,201-220,2,0.17,8.277984,-0.960572,1.008142,0.17
