parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,1010,1010,1,1,1
2,0300-1010,0300-0303-1010-1013,2,4,1
3,1010-1013-1303,1010-1013-1303,3,3,1
4,0303-1010,0303-1010,2,2,1
5,1010-1013,0303-1010-1013,2,3,1
6,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
7,1010-1300-1303,1003-1010-1300-1303,3,4,1
8,1010,1010,1,1,1
9,0302-0310-1002-1010,0302-0310-1002-1010-1110,4,5,1
10,1010-1013-1303,1010-1013-1303,3,3,1
11,1010-1013-1303,1010-1013-1303,3,3,1
12,1010-1013-1303,1010-1013-1303,3,3,1
13,1010-1013-1303,1010-1013-1303,3,3,1
14,0300-0303-1010,0300-0303-1010,3,3,1
15,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
16,0303-0310-1010,0303-0310-1010,3,3,1
17,1010-1113-1303,1010-1013-1113-1303,3,4,1
18,1010,0303-1010,1,2,1
19,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
20,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
21,0310-0312-1010-1012,0310-0312-1010-1012,4,4,1
22,1010,1010,1,1,1
23,0303-1013,0113-0303-1013,2,3,1
24,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
25,0010-0303-0310,0010-0303-0310,3,3,1
26,0303-1013,0303-1013,2,2,1
27,0303-1010-1013,0303-1010-1013,3,3,1
28,0310-1010-1210,0310-1010-1210,3,3,1
29,0303-1010-1013,0303-1010-1013,3,3,1
30,0300-1010,0300-1010,2,2,1
31,0010-0210-0303,0010-0210-0303,3,3,1
32,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
33,0303-0311-1013,0303-0311-1011-1013,3,4,1
34,0301-0303-1001,0301-0303-1001,3,3,1
35,0313-1010-1013,0313-1010-1013,3,3,1
36,1010-1103-1303,-1,3,2,0
37,0200-0300-0303-1010,0200-0300-0303-1010,4,4,1
38,1010,1010,1,1,1
39,0301-0303-1001,0301-0303-1001-1101,3,4,1
40,0303-0310-1010-1013,0303-0310-1010-1013-1103,4,5,1
41,0300-0303-1010,0300-0303-1010,3,3,1
42,1010,1010,1,1,1
43,0303-1010-1013,-1,3,2,0
44,0300-0303,0300-0303,2,2,1
45,1010-1013,1010-1013,2,2,1
46,0303-0310-1010-1013-1113,0303-0310-1010-1013-1113,5,5,1
47,0300-0303-1010,0300-0303-1010,3,3,1
48,0303-1010-1013,0303-1010-1013,3,3,1
49,0303-1010,0303-1010,2,2,1
50,0303-1103,0303-1103,2,2,1
51,0313-1013,0313-1013,2,2,1
52,0303-1010,-1,2,2,0
53,1010,1010,1,1,1
54,0310-1010,0310-1010,2,2,1
55,0201-0301-0303-1001,0201-0301-0303-1001,4,4,1
56,0300-1010,0300-1010,2,2,1
57,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
58,1010,1010,1,1,1
59,1013,1013,1,1,1
60,0302-0303-1002-1003,0302-0303-1002-1003,4,4,1
61,0300-0303-1010,0300-0303-1010,3,3,1
62,0300-1010,-1,2,2,0
63,0210-0300-1010,0210-0300-1010,3,3,1
64,1010-1300,1010-1300,2,2,1
65,0303-1013,0303-1013,2,2,1
66,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
67,1010-1300-1303,1010-1300-1303,3,3,1
68,0310-1010,0310-1010,2,2,1
69,0303-1010-1013,0303-1010-1013,3,3,1
70,0010-0303,0010-0013-0303,2,3,1
71,0301-0303-1011-1013,0301-0303-1011-1013-1201,4,5,1
72,0303,0303,1,1,1
73,0303-1010-1013,0303-1010-1013,3,3,1
74,0303-1003-1010,0303-1003-1010,3,3,1
75,0303-1003-1010,0303-1003-1010,3,3,1
76,0300-0303-1000,0300-0303-1000-1100,3,4,1
77,0303-0310-1010-1013,0113-0303-0310-1010-1013,4,5,1
78,0300-1003-1010,0300-0303-1003-1010,3,4,1
79,0300-0303-1010,0300-0303-1010,3,3,1
80,0303-1010-1013,0303-1010-1013,3,3,1
81,0303-1001-1003-1203,0303-1001-1003-1203,4,4,1
82,0303-1003-1010,0303-1003-1010,3,3,1
83,0303-1013-1103,0303-1013-1103,3,3,1
84,0303-0310-1010,0303-0310-1010,3,3,1
85,0113-0303-1013,0113-0303-0310-1010-1013,3,5,1
86,0210-1010,0210-1010,2,2,1
87,1010,1010,1,1,1
88,0303-0310-1010-1013,-1,4,2,0
89,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
90,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
91,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
92,0110-0113-0310-0313-1010-1013,0110-0113-0310-0313-1010-1013,6,6,1
93,1013-1303,1013-1303,2,2,1
94,1010-1013-1300-1303,1010-1013-1300-1303,4,4,1
95,0303-1010,0303-1010,2,2,1
96,0110-0300-0303,0110-0300-0303-1010,3,4,1
