parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
2,0300-0303-1010,0300-0303-1010,3,3,1
3,1010-1013-1303,1010-1013-1303,3,3,1
4,0300-1010,0300-1010,2,2,1
5,1010-1013-1303,1010-1013-1303,3,3,1
6,0300-0303-1010,0300-0303-1010,3,3,1
7,0010-0303,0010-0210-0303,2,3,1
8,0303-1013,0300-0303-1010-1013,2,4,1
9,1012,1012,1,1,1
10,0303-1010,0303-1010,2,2,1
11,0300-1010,0300-1010,2,2,1
12,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
13,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
14,0300-1010,0300-1010,2,2,1
15,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
16,1010-1103-1303,1010-1103-1303,3,3,1
17,0210-0303-1010-1013,0210-0303-1010-1013,4,4,1
18,0101-0301-0303-1001,-1,4,2,0
19,0300-0303-1010,0300-0303-1010,3,3,1
20,0303,0303,1,1,1
21,0303-1003-1010,0303-1003-1010,3,3,1
22,1010-1013-1113-1303,1010-1013-1113-1303,4,4,1
23,0300-0303-1010,0303-1010,3,2,0.6666666666666666
24,0313-1013,0313-1013,2,2,1
25,1010-1303,1010-1303,2,2,1
26,0303-1003,0303-1003,2,2,1
27,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
28,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
29,1110-1303,1010-1110-1303,2,3,1
30,0303-1010-1013,0303-1010-1013,3,3,1
31,0302-0303-1012-1013,0302-0303-1012-1013,4,4,1
32,1010-1013-1300-1303,1010-1013-1213-1300-1303,4,5,1
33,0300-0303-1010,0300-0303-1010,3,3,1
34,0303-1013,0303-1013,2,2,1
35,0300-1010,0300-1010,2,2,1
36,1010-1013,1010-1013-1303,2,3,1
37,0303-0310,0210-0303-0310,2,3,1
38,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
39,0300-0303-1010,0200-0300-0303-1010,3,4,1
40,1010,0310-1010-1110,1,3,1
41,1010-1013-1303,1010-1013-1303,3,3,1
42,0303-1010-1013,0303-1010-1013,3,3,1
43,1010-1300,1010-1300,2,2,1
44,0303-0310-1010,0303-0310-1010,3,3,1
45,0303,0303,1,1,1
46,0313-1010-1013,0313-1010-1013,3,3,1
47,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
48,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
49,1010-1013-1303,1010-1013-1303,3,3,1
50,1303,1303,1,1,1
51,0010-0303,0010-0110-0303,2,3,1
52,0010-0303,0010-0110-0303,2,3,1
53,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
54,1010-1013-1303,1010-1013-1303,3,3,1
55,0303-1010-1013,0303-1010-1013,3,3,1
56,1010-1013-1303,1010-1013-1103-1303,3,4,1
57,0300-0303-0310-1010,0300-0303-1010,4,3,0.75
58,0303-1010,0303-1010,2,2,1
59,1010-1013-1303,1010-1013-1303,3,3,1
60,0303-0310-1010-1013,0303-0310-1010-1013-1113,4,5,1
61,1101-1303,1101-1303,2,2,1
62,0303-1013,0113-0303-1013,2,3,1
63,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
64,0300-0303-1010-1103,0300-0303-1010,4,3,0.75
65,1013-1303,1013-1103-1303,2,3,1
66,0303-0311-1003-1011,0303-0311-1003-1011,4,4,1
67,0300-0303-1010,0300-0303-1010,3,3,1
68,0303-1013,0303-0310-1010-1013,2,4,1
69,0010,0010,1,1,1
70,0213-0313-1013,0213-0313-1013,3,3,1
71,0303,0303,1,1,1
72,0210-0303-1010,0210-0303-1010-1013,3,4,1
73,0303-1010-1013,0303-1010-1013,3,3,1
74,1010,1010,1,1,1
75,0300-1010,0300-1010,2,2,1
