parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,002-020-200,002,002-020-200,3,0.43,0.596814,1.168155,6.774169,0.43
1,3,002-020-200,020,002-020-200,3,0.3,2.072607,6.023959,1.150455,0.3
1,3,002-020-200,200,002-020-200,3,0.27,5.857613,0.784049,1.462731,0.27
2,2,002-021,002,002-021,2,0.54,-1.443716,0.389871,6.167486,0.54
2,2,002-021,021,002-021,2,0.46,-0.46224,6.641295,1.144867,0.46
3,2,020-200,020,020-200,2,0.16,0.702707,6.134225,0.869658,0.16
3,2,020-200,200,020-200,2,0.84,6.157167,0.062458,0.659565,0.84
4,1,120,120,120,1,1,0.260447,5.0020810000000004,-4.547612,1
5,1,002,002,002,1,1,-2.324994,-0.130026,7.230558,1
6,2,002-201,002,002-201,2,0.82,-1.643232,-1.59437,6.360106,0.82
6,2,002-201,201,002-201,2,0.18,4.696342,-8.212386,1.937283,0.18
7,1,210,210,210,1,1,6.361294,1.54721,-0.545479,1
8,1,002,002,002-210,1,1,0.750806,-0.347659,7.459338,1
9,1,120,120,120,1,1,1.821514,6.174025,-2.421541,1
10,2,021-210,210,021-210,2,0.3,6.306968,1.517394,-2.68083,0.3
10,2,021-210,021,021-210,2,0.7,-0.216949,6.939388,1.722954,0.7
11,1,022,022,022,1,1,0.236412,3.258981,4.637868,1
12,2,120-201,201,120-201,2,0.84,7.599037,-4.05503,1.339268,0.84
12,2,120-201,120,120-201,2,0.16,1.633398,5.735374,-4.605523,0.16
13,1,102,102,102,1,1,2.253921,-0.674764,1.854366,1
14,3,002-120-200,002,002-120-200,3,0.29,1.222597,0.441847,7.168405,0.29
14,3,002-120-200,120,002-120-200,3,0.36,2.005486,6.375145,-0.390589,0.36
14,3,002-120-200,200,002-120-200,3,0.35,7.475193,0.010385,1.565972,0.35
15,2,201-202,201,201,2,0.55,5.471367,0.849971,0.6613,0.55
15,2,201-202,202,201,2,0.45,2.409322,-3.443037,3.968459,0.45
16,2,012-020,012,012-020,2,0.52,-1.35247,2.293487,7.453163,0.52
16,2,012-020,020,012-020,2,0.48,2.116471,7.010559,1.186337,0.48
17,2,120-210,210,120-210,2,0.05,2.701102,1.669503,-2.370649,0.05
17,2,120-210,120,120-210,2,0.95,-1.945539,7.00432,-2.962738,0.95
18,1,200,200,200,1,1,6.459601,-0.212798,-4.176854,1
19,1,020,020,020,1,1,-2.032687,6.916744,-0.264006,1
20,2,201-220,220,201-220,2,0.9,3.110251,4.826444,-3.5225,0.9
20,2,201-220,201,201-220,2,0.1,7.730377,0.25024,2.022605,0.1
21,2,020-202,202,020-202,2,0.23,4.58841,-0.579947,5.201995,0.23
21,2,020-202,020,020-202,2,0.77,1.694414,7.199733,0.200619,0.77
22,2,002-210,002,210,2,0.14,0.051794,0.122991,6.214291,0.14
22,2,002-210,210,210,2,0.86,6.25241,0.820179,-2.328957,0.86
23,1,200,200,200,1,1,6.33864,-1.526253,-2.037542,1
24,3,002-020-201,002,002-020-210,3,0.06,1.340932,-0.3644,2.823814,0.06
24,3,002-020-201,201,002-020-210,3,0.22,2.791886,-1.443188,-0.36979,0.22
24,3,002-020-201,020,002-020-210,3,0.72,-2.938234,5.329452,-3.050865,0.72
25,2,012-201,012,012-201,2,0.9,0.644913,2.588629,5.615457,0.9
25,2,012-201,201,012-201,2,0.1,5.045844,-1.19407,1.884066,0.1
26,1,012,012,012,1,1,-5.352187,0.356319,8.355077,1
27,3,012-020-200,200,012-020-200,3,0.14,5.385948,0.994148,0.959013,0.14
27,3,012-020-200,012,012-020-200,3,0.78,-2.440741,2.692762,6.121808,0.78
27,3,012-020-200,020,012-020-200,3,0.08,0.374409,6.96739,0.806129,0.08
28,2,002-200,200,002-020-200,2,0.31,6.795702,-0.665118,-0.138466,0.31
28,2,002-200,002,002-020-200,2,0.69,0.343427,-1.611875,6.127151,0.69
29,2,002-201,201,002-200,2,0.13,5.189324,0.22678,2.06819,0.13
29,2,002-201,002,002-200,2,0.87,-1.15835,0.708545,7.513711,0.87
30,1,012,012,012,1,1,-8.770377,-0.094167,7.864601,1
31,1,210,210,021-210,1,1,6.019639,2.327032,-2.277961,1
32,2,201-220,220,-1,2,0.21,2.938289,4.254192,-5.062021,0.21
32,2,201-220,201,-1,2,0.79,8.015413,-5.058638,1.013583,0.79
33,1,202,202,202,1,1,3.074778,-5.363194,4.734522,1
34,1,012,012,012-210,1,1,-3.076886,1.09811,6.922218,1
35,2,002-200,200,002-200,2,0.4,5.079388,-2.266019,2.471144,0.4
35,2,002-200,002,002-200,2,0.6,-0.234999,-1.512622,6.13302,0.6
36,3,120-201-210,120,120-201-210,3,0.26,2.914272,6.877096,-2.840543,0.26
36,3,120-201-210,210,120-201-210,3,0.71,8.302446,1.966571,-2.967596,0.71
36,3,120-201-210,201,120-201-210,3,0.03,8.520063,-0.821599,2.0928,0.03
37,3,002-020-200,200,002-020-200,3,0.1,5.53038,1.242563,-0.837777,0.1
37,3,002-020-200,020,002-020-200,3,0.65,-1.078544,6.607767,-0.326416,0.65
37,3,002-020-200,002,002-020-200,3,0.25,-0.416588,0.796867,5.530206,0.25
38,1,202,202,202,1,1,3.961755,-6.259611,3.531954,1
39,2,002-021,021,002,2,0.32,0.414673,3.912597,1.597688,0.32
39,2,002-021,002,002,2,0.68,-0.552481,0.628719,7.106854,0.68
40,1,200,200,021-200,1,1,7.057273,-0.544882,-0.944231,1
41,1,012,012,012,1,1,0.64981,0.852895,4.932732,1
42,1,002,002,002,1,1,-0.734875,0.322135,5.889578,1
43,2,020-200,200,020-200,2,0.86,7.628588,-1.145373,-0.542687,0.86
43,2,020-200,020,020-200,2,0.14,1.176207,5.482223,-0.871456,0.14
44,1,210,210,210,1,1,7.978356,1.433341,-6.010197,1
45,2,102-201,201,102-201,2,0.49,7.09702,-3.667093,-0.682603,0.49
45,2,102-201,102,102-201,2,0.51,1.423024,-5.217241,5.537378,0.51
46,1,020,020,012-020,1,1,-0.70446,7.125135,-2.8872,1
47,2,202-210,202,202-210,2,0.34,4.265981,-6.653895,4.241368,0.34
47,2,202-210,210,202-210,2,0.66,8.239814,-0.503033,-0.222676,0.66
48,2,020-200,020,020-200,2,0.35,1.956908,6.704824,-0.543368,0.35
48,2,020-200,200,020-200,2,0.65,6.388753,1.861934,1.198473,0.65
49,3,012-120-201,120,012-111-120-201,3,0.61,1.7676,7.487068,-1.724744,0.61
49,3,012-120-201,012,012-111-120-201,3,0.04,-0.170555,2.087372,5.714717,0.04
49,3,012-120-201,201,012-111-120-201,3,0.35,6.431428,-0.995943,2.04566,0.35
50,2,202-220,220,202,2,0.06,3.180764,2.993644,0.945486,0.06
50,2,202-220,202,202,2,0.94,3.124654,-3.390796,6.786033,0.94
51,1,120,120,120,1,1,-0.350059,7.682132,-0.014471,1
52,2,002-200,200,002-200,2,0.74,6.235098,1.611498,1.769742,0.74
52,2,002-200,002,002-200,2,0.26,0.368769,1.467659,7.106947,0.26
53,1,012,012,012-102,1,1,-1.606311,1.210579,6.592112,1
54,3,012-020-200,020,012-020-200,3,0.57,-1.81937,5.302715,2.277593,0.57
54,3,012-020-200,200,012-020-200,3,0.07,4.471214,-1.008178,1.820164,0.07
54,3,012-020-200,012,012-020-200,3,0.36,-4.066801,2.550425,7.55819,0.36
55,2,002-202,002,002,2,0.9,-0.916157,2.099174,8.655999,0.9
55,2,002-202,202,002,2,0.1,5.277009,-0.299276,2.549997,0.1
56,2,102-200,200,102-200,2,0.92,4.404525,0.284984,-0.500168,0.92
56,2,102-200,102,102-200,2,0.08,-0.385847,-5.276635,4.46143,0.08
57,3,020-102-200,102,002-020-200,3,0.64,0.778014,-1.940095,4.55006,0.64
57,3,020-102-200,020,002-020-200,3,0.18,-1.967688,5.233268,-0.551241,0.18
57,3,020-102-200,200,002-020-200,3,0.18,4.137941,-1.298751,-0.227551,0.18
58,1,202,202,202-220,1,1,4.637908,-4.050213,5.096955,1
59,2,012-120,012,012-120,2,0.05,-1.087916,1.466199,4.519226,0.05
59,2,012-120,120,012-120,2,0.95,1.340558,7.182801,-3.29808,0.95
60,1,022,022,022,1,1,-4.932615,6.306837,1.503831,1
61,2,102-200,102,200,2,0.04,1.47476,-0.754482,4.48217,0.04
61,2,102-200,200,200,2,0.96,7.100789,-0.014896,-0.046815,0.96
62,2,002-021,021,002-021,2,0.71,-5.761156,7.827893,0.419127,0.71
62,2,002-021,002,002-021,2,0.29,0.254023,1.734246,6.718805,0.29
63,2,020-200,020,020-102-200,2,0.38,1.975918,6.610193,-1.300939,0.38
63,2,020-200,200,020-102-200,2,0.62,8.471876,0.751796,-1.485533,0.62
64,2,002-020,020,002-020,2,0.36,-0.037806,5.710221,-0.390117,0.36
64,2,002-020,002,002-020,2,0.64,-0.333799,-0.647482,5.587023,0.64
65,1,210,210,210,1,1,6.272978,1.150106,-5.879171,1
66,1,220,220,012-210,1,1,1.964237,3.916396,-3.621283,1
67,2,020-200,020,020-200,2,0.68,-2.056501,5.095002,-3.654337,0.68
67,2,020-200,200,020-200,2,0.32,4.093014,-0.97027,-2.07057,0.32
68,1,021,021,021,1,1,-2.161895,8.13174,1.834414,1
69,1,022,022,022,1,1,-6.505545,2.627116,5.795095,1
70,1,202,202,202,1,1,4.445367,-3.165635,3.869887,1
71,2,022-102,022,102,2,0.1,-3.728503,4.751498,2.898037,0.1
71,2,022-102,102,102,2,0.9,-1.008734,-1.176187,7.19568,0.9
72,1,210,210,210,1,1,6.512491,1.272714,-0.741121,1
73,1,002,002,002,1,1,-4.534488,-1.148138,5.667225,1
74,3,020-200-202,020,020-200,3,0.14,1.224201,4.084276,0.007772,0.14
74,3,020-200-202,202,020-200,3,0.29,2.984041,-2.690408,4.064249,0.29
74,3,020-200-202,200,020-200,3,0.57,6.786191,-1.197983,-0.054598,0.57
75,2,002-200,002,002-200,2,0.39,1.102915,-0.556207,6.474072,0.39
75,2,002-200,200,002-200,2,0.61,6.301226,1.340949,1.222532,0.61
76,2,021-102,102,021-102,2,0.15,-0.961453,-4.042863,6.060468,0.15
76,2,021-102,021,021-102,2,0.85,-6.40302,6.236401,2.561294,0.85
77,2,102-200,200,012-102-200,2,0.38,7.672892,0.898129,0.134874,0.38
77,2,102-200,102,012-102-200,2,0.62,1.761856,-2.656164,6.296853,0.62
78,2,021-210,021,021-210,2,0.99,-4.361247,6.521207,2.053908,0.99
78,2,021-210,210,021-210,2,0.01,5.009329,1.740386,-1.132656,0.01
79,2,012-120,120,012-120,2,0.76,2.565388,6.794073,-3.201543,0.76
79,2,012-120,012,012-120,2,0.24,-3.704849,1.97079,7.83948,0.24
80,1,012,012,012-202,1,1,1.351062,0.887285,6.542441,1
81,1,202,202,202,1,1,3.748871,-4.699657,3.508307,1
82,1,022,022,022,1,1,-6.099197,5.948403,6.576401,1
83,2,022-201,022,021-201,2,0.81,-0.641461,-0.260602,3.399776,0.81
83,2,022-201,201,021-201,2,0.19,6.464023,-6.143399,0.859043,0.19
84,2,021-210,021,021-210,2,0.89,-0.946573,8.093268,0.816462,0.89
84,2,021-210,210,021-210,2,0.11,6.522738,2.477251,-5.55742,0.11
85,2,012-220,220,012,2,0.17,2.610747,3.817634,-0.780263,0.17
85,2,012-220,012,012,2,0.83,0.424828,-0.564262,5.941617,0.83
86,2,102-200,102,102-200,2,0.18,2.065664,-6.556423,4.473945,0.18
86,2,102-200,200,102-200,2,0.82,7.207195,-3.050399,-1.902177,0.82
87,2,102-120,120,102-120,2,0.98,0.041492,5.087127,1.106634,0.98
87,2,102-120,102,102-120,2,0.02,1.031057,-0.77599,5.313593,0.02
88,2,002-020,002,002-020,2,0.92,0.10622,-0.855988,8.618703,0.92
88,2,002-020,020,002-020,2,0.08,1.320967,5.121716,2.484113,0.08
89,1,202,202,202,1,1,7.021751,-1.390939,0.613331,1
90,2,012-201,012,201-210,2,0.35,-1.182661,0.469397,4.678677,0.35
90,2,012-201,201,201-210,2,0.65,5.036392,-5.437813,1.125224,0.65
91,1,220,220,210,1,1,3.018343,3.666222,-1.58557,1
92,2,002-220,220,002-220,2,0.89,3.712103,5.494595,-6.472227,0.89
92,2,002-220,002,002-220,2,0.11,-0.21271,0.341667,6.138443,0.11
93,3,021-102-201,201,021-102-201,3,0.06,4.169225,-0.845346,0.687379,0.06
93,3,021-102-201,102,021-102-201,3,0.25,1.636521,-0.482954,7.058999,0.25
93,3,021-102-201,021,021-102-201,3,0.69,-0.958276,3.764351,2.055052,0.69
94,1,200,200,200,1,1,9.254988,0.018269,0.865718,1
95,2,012-020,020,012-020,2,0.55,1.348495,5.731399,-0.017038,0.55
95,2,012-020,012,012-020,2,0.45,-3.169735,1.59117,6.207799,0.45
96,3,002-020-200,002,002-020-200,3,0.53,0.9632,0.285095,5.372495,0.53
96,3,002-020-200,020,002-020-200,3,0.21,1.029131,6.620091,-0.898373,0.21
96,3,002-020-200,200,002-020-200,3,0.26,6.872387,0.46213,-0.214062,0.26
97,2,012-201,012,012-201,2,0.61,-0.719436,-0.01834,4.538822,0.61
97,2,012-201,201,012-201,2,0.39,7.096064,-3.636597,-1.42988,0.39
98,1,202,202,202,1,1,4.036664,-3.378955,2.872844,1
99,1,022,022,-1,1,1,-5.228236,4.615086,2.24238,1
100,2,002-021,021,002-021,2,0.11,-3.509567,6.252424,1.938355,0.11
100,2,002-021,002,002-021,2,0.89,-2.35611,1.445222,7.915027,0.89
101,3,002-020-200,020,002-020-200,3,0.16,1.053226,5.507451,0.55133,0.16
101,3,002-020-200,200,002-020-200,3,0.18,6.152821,-0.256015,2.076775,0.18
101,3,002-020-200,002,002-020-200,3,0.66,-0.394811,-0.118704,7.376147,0.66
102,1,202,202,201,1,1,3.253555,-9.684406,4.188294,1
103,4,021-022-120-201,022,021-120,4,0.2,-4.477883,3.137435,4.71339,0.2
103,4,021-022-120-201,120,021-120,4,0.4,0.490825,6.329683,-3.946578,0.4
103,4,021-022-120-201,201,021-120,4,0.17,4.53358,-0.118947,0.715027,0.17
103,4,021-022-120-201,021,021-120,4,0.23,-5.363523,6.325391,1.858023,0.23
104,2,002-020,002,002-020,2,0.46,0.157316,0.90905,6.24129,0.46
104,2,002-020,020,002-020,2,0.54,0.728101,6.583529,0.53479,0.54
105,1,201,201,201,1,1,7.680964,-0.020476,1.333553,1
106,2,012-201,012,012-201,2,0.21,-1.319819,-0.498549,6.430658,0.21
106,2,012-201,201,012-201,2,0.79,6.371291,-7.060821,0.84818,0.79
107,2,012-021,012,021,2,0.69,-4.186663,0.611706,5.718951,0.69
107,2,012-021,021,021,2,0.31,-7.153954,5.303697,1.754894,0.31
108,1,012,012,012-120,1,1,-3.328106,2.107899,8.186414,1
109,2,120-200,200,021-120-200,2,0.17,5.675896,0.905219,0.772082,0.17
109,2,120-200,120,021-120-200,2,0.83,0.049802,7.385808,-1.418272,0.83
110,1,021,021,021,1,1,-0.877153,6.094579,2.480116,1
111,1,210,210,210,1,1,4.506948,0.714313,-3.21713,1
112,2,002-200,200,002-200,2,0.8,5.738058,-0.813202,-1.090745,0.8
112,2,002-200,002,002-200,2,0.2,-0.264963,0.364124,3.851336,0.2
113,1,020,020,020-202,1,1,0.805814,6.266208,1.565891,1
114,2,012-022,022,012,2,0.77,-3.41227,6.011901,2.295422,0.77
114,2,012-022,012,012,2,0.23,-3.516213,1.755063,4.095424,0.23
115,1,020,020,020,1,1,-3.420291,6.490805,1.537989,1
116,3,012-020-200,012,012-020-200,3,0.59,-1.135329,0.865634,7.052009,0.59
116,3,012-020-200,020,012-020-200,3,0.05,1.866517,3.910533,1.805765,0.05
116,3,012-020-200,200,012-020-200,3,0.36,8.383479,-0.787481,1.547473,0.36
117,1,202,202,202,1,1,6.999061,-4.844224,2.055863,1
118,1,202,202,120-202,1,1,2.290055,-4.653452,5.22174,1
119,2,102-220,102,102-220,2,0.02,1.471188,-0.377355,5.248432,0.02
119,2,102-220,220,102-220,2,0.98,7.473646,5.935503,-6.720936,0.98
120,1,012,012,012,1,1,-7.664431,1.816662,8.9292840000000009,1
121,1,020,020,020,1,1,-1.807545,7.432497,0.832229,1
122,2,020-210,020,020-210,2,0.39,1.539403,3.442293,0.783169,0.39
122,2,020-210,210,020-210,2,0.61,6.053659,-2.369257,-5.580619,0.61
123,1,002,002,-1,1,1,-4.120716,-0.728041,8.003491,1
124,2,120-200,120,120-200,2,0.68,1.459338,6.745104,-7.143989,0.68
124,2,120-200,200,120-200,2,0.32,6.238374,0.325909,-2.185116,0.32
125,2,102-210,210,102-201-210,2,0.23,7.49443,2.093099,-0.691762,0.23
125,2,102-210,102,102-201-210,2,0.77,2.761143,-3.99872,7.902392,0.77
126,1,020,020,020,1,1,-0.086485,6.972798,0.939515,1
127,1,220,220,220,1,1,3.424868,2.858991,-6.106248,1
128,2,012-020,020,012-020,2,0.83,-0.925055,6.375507,-0.005083,0.83
128,2,012-020,012,012-020,2,0.17,-5.97467,-0.124662,6.355889,0.17
129,2,002-201,201,002-201,2,0.21,4.000794,-4.005675,2.257724,0.21
129,2,002-201,002,002-201,2,0.79,-0.61467,-0.479365,6.820846,0.79
130,2,202-210,202,202-210,2,0.55,2.585983,-4.990054,3.919474,0.55
