parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,4,022-120-201-210,022,022-120-201-210,4,0.34,-4.778235,2.963494,4.166266,0.34
1,4,022-120-201-210,120,022-120-201-210,4,0.45,-1.228383,7.960747,-2.1863,0.45
1,4,022-120-201-210,201,022-120-201-210,4,0.17,5.40682,-2.761374,0.624914,0.17
1,4,022-120-201-210,210,022-120-201-210,4,0.04,5.189903,1.87153,-2.198502,0.04
2,1,020,020,020,1,1,-0.561683,6.588729,0.488607,1
3,2,102-200,102,102-200,2,0.46,-0.447409,-0.845429,7.552299,0.46
3,2,102-200,200,102-200,2,0.54,5.616059,-1.669527,1.521487,0.54
4,2,002-110,002,002-110,2,0.15,-4.281671,-3.465615,5.491577,0.15
4,2,002-110,110,002-110,2,0.85,2.27711,2.122585,-2.797982,0.85
5,1,120,120,120-200,1,1,1.591855,6.622933,-0.580799,1
6,2,102-201,201,102-201,2,0.39,7.141772,-0.756766,0.66339,0.39
6,2,102-201,102,102-201,2,0.61,2.106889,-4.710551,5.908384,0.61
7,2,002-020,002,002-020,2,0.14,-1.327834,0.085328,6.849601,0.14
7,2,002-020,020,002-020,2,0.86,-1.658934,6.6344900000000004,0.539033,0.86
8,1,210,210,012-210,1,1,4.951154,1.014214,-3.718402,1
9,2,120-210,120,120,2,0.68,0.540506,5.689321,0.082792,0.68
9,2,120-210,210,120,2,0.32,5.192566,1.750432,0.750819,0.32
10,2,002-200,200,002-200,2,0.85,6.724664,-1.211494,1.159165,0.85
10,2,002-200,002,002-200,2,0.15,0.586132,-3.06158,4.838101,0.15
11,2,020-200,020,020-200,2,0.43,-0.218792,7.385376,0.114932,0.43
11,2,020-200,200,020-200,2,0.57,6.290717,0.620889,1.635606,0.57
12,1,102,102,-2,1,1,1.841452,-0.613096,5.722345,1
13,1,210,210,210,1,1,7.135546,1.946989,-7.989373,1
14,1,102,102,102,1,1,0.941165,-3.106083,6.870125,1
15,1,020,020,020,1,1,-0.721265,6.893575,0.683454,1
16,2,102-220,220,012-102-220,2,0.86,6.21813,2.565547,0.822177,0.86
16,2,102-220,102,012-102-220,2,0.14,2.003361,0.940697,6.345479,0.14
17,1,021,021,021,1,1,-6.343917,6.455858,1.394528,1
18,2,021-201,201,021-201,2,0.13,6.58749,-1.374854,0.020982,0.13
18,2,021-201,021,021-201,2,0.87,0.106559,5.101407,-0.084434,0.87
19,2,120-210,210,210,2,0.18,3.857921,0.125053,-1.998616,0.18
19,2,120-210,120,210,2,0.82,0.139214,4.901811,0.514352,0.82
20,2,020-200,200,020-200,2,0.83,7.631299,0.462803,-0.33767200000000003,0.83
20,2,020-200,020,020-200,2,0.17,1.30324,6.245749,0.121892,0.17
21,2,021-210,021,021-210,2,0.88,-2.630866,6.619142,1.06933,0.88
21,2,021-210,210,021-210,2,0.12,5.303433,1.268299,-5.373416,0.12
22,1,022,022,022-102,2,0.37,-3.003256,1.93516,5.154009,1
22,1,022,022,022-102,2,0.63,-4.166078,6.333334,1.812235,1
23,1,200,200,120-200,1,1,7.802615,-0.500684,1.747305,1
24,1,200,200,200,1,1,6.805493,-3.977773,2.517533,1
25,1,200,200,201,1,1,4.485084,1.576046,0.996015,1
26,3,002-020-200,002,002-020-200,3,0.01,1.582317,0.748664,4.952723,0.01
26,3,002-020-200,200,002-020-200,3,0.54,6.618609,1.820591,-1.539247,0.54
26,3,002-020-200,020,002-020-200,3,0.45,2.142035,6.667722,-1.653863,0.45
27,1,102,102,021-102-120,1,1,-0.04582,-0.629164,5.814292,1
28,3,002-020-200,200,002-020-200,3,0.14,5.192446,-1.023992,0.756974,0.14
28,3,002-020-200,020,002-020-200,3,0.75,-0.062726,4.228255,-1.80318,0.75
28,3,002-020-200,002,002-020-200,3,0.11,-0.089898,0.362994,3.793615,0.11
29,1,002,002,002,1,1,-0.679178,-0.747326,7.785083,1
30,1,020,020,020,1,1,-0.11823,7.633139,0.142746,1
31,3,012-120-210,210,002-120,3,0.3,4.580802,0.445856,0.171677,0.3
31,3,012-120-210,120,002-120,3,0.59,2.517141,5.881973,-3.110718,0.59
31,3,012-120-210,012,002-120,3,0.11,-0.310536,0.428464,5.474375,0.11
32,1,210,210,102-210,1,1,5.213539,1.791102,-0.84285,1
33,2,120-202,120,102-120,2,0.1,2.139611,5.525565,-3.718617,0.1
33,2,120-202,202,102-120,2,0.9,3.427416,-5.419534,1.384658,0.9
34,1,200,200,200,1,1,7.793099,0.95107,-1.960381,1
35,2,012-210,210,012-201,2,0.27,4.8520200000000004,1.112758,1.510441,0.27
35,2,012-210,012,012-201,2,0.73,-1.71175,1.435555,7.882884,0.73
36,2,102-200,102,102-200,2,0.63,0.765821,-4.138049,5.457593,0.63
36,2,102-200,200,102-200,2,0.37,5.913487,1.680275,0.043281,0.37
37,2,002-020,020,002-020,2,0.95,0.444504,5.587634,-2.265717,0.95
37,2,002-020,002,002-020,2,0.05,0.966297,0.528846,3.590589,0.05
38,2,022-120,022,022-120,2,0.56,-3.989383,7.321748,1.873213,0.56
38,2,022-120,120,022-120,2,0.44,1.506795,8.236473,-4.554085,0.44
39,1,012,012,012-210,1,1,-1.034474,1.053636,7.303981,1
40,3,020-102-200,200,020-200,3,0.19,6.087335,-0.935097,0.297299,0.19
40,3,020-102-200,020,020-200,3,0.63,-0.404753,5.490448,0.005468,0.63
40,3,020-102-200,102,020-200,3,0.18,0.319065,0.244167,4.396272,0.18
41,1,220,220,220,1,1,3.063164,1.568991,-0.819281,1
42,3,002-020-200,002,002-020-200,3,0.6,-0.658566,-2.227096,6.631396,0.6
42,3,002-020-200,020,002-020-200,3,0.05,-1.171536,4.38052,0.4264,0.05
42,3,002-020-200,200,002-020-200,3,0.35,5.408963,1.077111,0.145375,0.35
43,1,120,120,102-120,1,1,1.683309,2.697335,1.821944,1
44,2,022-120,120,022-120,2,0.46,2.826393,7.155656,0.51244,0.46
44,2,022-120,022,022-120,2,0.54,-1.257307,2.592889,5.176604,0.54
45,1,012,012,012,1,1,0.131753,0.907541,4.40833,1
46,2,201-220,220,201,2,0.1,2.300573,5.193718,-3.288756,0.1
46,2,201-220,201,201,2,0.9,7.806778,-5.674025,2.501276,0.9
47,1,202,202,202,1,1,3.103399,-1.082503,1.946643,1
48,1,020,020,020,1,1,-0.769896,7.395183,-0.360122,1
49,1,020,020,020,1,1,-0.538325,7.192575,0.308923,1
50,2,002-021,002,002-021,2,0.5,-0.195819,-1.062143,5.040799,0.5
50,2,002-021,021,002-021,2,0.5,-6.685284,4.95694,-0.747074,0.5
51,1,200,200,200,1,1,8.882506,0.468556,-0.670977,1
52,1,102,102,102,1,1,1.298515,-1.426147,4.129501,1
53,3,002-020-201,002,002-020-201,3,0.07,-0.038651,0.47366,3.978638,0.07
53,3,002-020-201,020,002-020-201,3,0.13,1.404706,6.238294,-1.430703,0.13
53,3,002-020-201,201,002-020-201,3,0.8,6.530727,-1.04513,-0.397249,0.8
54,2,022-202,022,202,2,0.2,0.175725,2.926216,3.917735,0.2
54,2,022-202,202,202,2,0.8,4.511572,-1.937401,2.705476,0.8
55,2,002-120,120,002-120,2,0.57,1.859292,5.311312,-0.516004,0.57
55,2,002-120,002,002-120,2,0.43,0.529342,0.636156,5.904363,0.43
56,2,002-201,002,002-201,2,0.16,0.916577,0.322906,6.231883,0.16
56,2,002-201,201,002-201,2,0.84,6.803761,-5.845363,0.395809,0.84
57,1,220,220,012-220,1,1,3.218385,3.562085,-2.02153,1
58,1,220,220,220,1,1,2.108728,7.952418,-5.810493,1
59,2,002-210,210,021-210,2,0.45,6.45678,2.151143,0.891098,0.45
59,2,002-210,002,021-210,2,0.55,1.429146,-0.239371,7.757499,0.55
60,2,021-210,210,021-111-210,2,0.53,8.514909,0.766256,-6.599042,0.53
60,2,021-210,021,021-111-210,2,0.47,-3.886561,6.64079,-1.057231,0.47
61,1,200,200,002,1,1,6.226929,1.235255,-1.429611,1
62,1,200,200,200,1,1,6.959135,1.180778,-0.003943,1
63,2,012-020,012,012-020,2,0.26,-2.999567,1.59611,6.297799,0.26
63,2,012-020,020,012-020,2,0.74,0.717671,6.489293,0.697185,0.74
64,3,002-020-200,020,002-020-200,3,0.7,-1.076056,7.232953,-0.607437,0.7
64,3,002-020-200,002,002-020-200,3,0.16,-0.224656,1.018557,4.974278,0.16
64,3,002-020-200,200,002-020-200,3,0.14,5.211258,0.985432,-1.151531,0.14
65,1,002,002,002,1,1,-5.843802,-0.152291,8.89278,1
66,1,022,022,022,1,1,-8.636405,5.921159,2.690991,1
67,1,220,220,220,1,1,4.041363,3.364825,-4.803832,1
68,1,021,021,021,1,1,-6.284221,6.215708,2.647847,1
69,3,022-201-220,201,022-201-220,3,0.51,7.586058,-3.602924,1.679883,0.51
69,3,022-201-220,220,022-201-220,3,0.35,3.486464,4.07251,-2.513356,0.35
69,3,022-201-220,022,022-201-220,3,0.14,1.145251,-0.021606,3.369447,0.14
70,2,020-202,202,020-202,2,0.04,1.985236,-1.4735,3.365121,0.04
70,2,020-202,020,020-202,2,0.96,0.246003,6.417558,0.229216,0.96
71,3,002-020-202,020,002-020,3,0.16,1.342703,6.857395,1.286619,0.16
71,3,002-020-202,002,002-020,3,0.45,1.746052,1.036168,7.258101,0.45
71,3,002-020-202,202,002-020,3,0.39,6.626082,-2.025007,1.75866,0.39
72,1,020,020,020,1,1,-2.752988,6.721012,-1.445134,1
73,2,002-020,002,002-020-200,2,0.83,-2.178688,-2.644341,4.985721,0.83
73,2,002-020,020,002-020-200,2,0.17,-1.889681,3.884098,-1.304289,0.17
74,2,120-201,120,120-201,2,0.22,0.66181,6.32772,-3.788877,0.22
74,2,120-201,201,120-201,2,0.78,6.192837,-0.567549,1.784576,0.78
75,2,002-200,002,002-020-200,2,0.17,0.098844,-2.059043,5.182267,0.17
75,2,002-200,200,002-020-200,2,0.83,6.439512,-1.615909,-0.388128,0.83
76,2,012-021,012,012-021,2,0.3,-5.676687,2.230147,7.239442,0.3
76,2,012-021,021,012-021,2,0.7,-5.675467,6.972495,1.951514,0.7
77,2,120-210,120,120-210,2,0.45,2.026399,6.369575,-0.325199,0.45
77,2,120-210,210,120-210,2,0.55,8.51811,1.506092,-4.509038,0.55
78,2,002-201,201,002-020-201,2,0.46,7.360634,-3.377389,2.285415,0.46
78,2,002-201,002,002-020-201,2,0.54,2.00576,-1.59368,7.455681,0.54
79,1,200,200,200,1,1,6.883743,-0.540954,-0.036426,1
80,2,012-020,012,020,2,0.13,-2.055729,2.664255,4.045975,0.13
80,2,012-020,020,020,2,0.87,-0.716194,9.258884,0.468328,0.87
81,2,020-200,200,020-200,2,0.24,5.298104,-0.361262,-3.700334,0.24
