parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,76,2.625443,7.151776,01
1,2,01-10,01-10,2,24,5.681424,0.93652,10
2,1,01,01,1,100,-1.297208,6.834401,01
3,2,01-10,01-10,2,75,-0.091036,5.968705,01
3,2,01-10,01-10,2,25,6.194909,0.845065,10
4,1,10,10,1,100,3.393866,-3.505712,10
5,1,01,01,1,100,0.226868,5.879069,01
6,1,10,10,1,100,5.016334,-1.206042,10
7,2,01-10,01-10,2,66,0.535062,4.279926,01
7,2,01-10,01-10,2,34,4.905759,-1.328263,10
8,1,01,01-10,1,100,-0.366918,7.227238,01
9,2,01-10,01-10,2,89,-0.728317,6.901077,01
9,2,01-10,01-10,2,11,5.698502,2.270127,10
10,2,01-10,01-10,2,20,6.938333,0.987085,10
10,2,01-10,01-10,2,80,0.433971,6.536483,01
11,2,01-10,01-10,2,77,1.24765,7.027405,01
11,2,01-10,01-10,2,23,6.713299,1.227473,10
12,1,10,10,1,100,6.157849,-2.431531,10
13,2,01-10,01-10,2,83,0.979778,6.786555,01
13,2,01-10,01-10,2,17,7.185222,2.191514,10
14,1,00,00,1,100,2.770973,3.076955,00
15,2,01-10,01-10,2,86,6.377529,0.092255,10
15,2,01-10,01-10,2,14,0.733293,6.148996,01
16,2,01-11,01,2,25,5.115552,0.122487,11
16,2,01-11,01,2,75,1.408669,6.022592,01
17,1,01,01,1,100,2.521957,7.220936,01
18,2,01-10,01-10,2,95,-0.523507,7.604287,01
18,2,01-10,01-10,2,5,5.935812,3.164581,10
19,1,01,01,1,100,-2.24577,6.428318,01
20,1,01,01,1,100,-0.620262,7.2496,01
21,2,01-10,01-10,2,85,7.749835,0.828277,10
21,2,01-10,01-10,2,15,1.361164,6.518762,01
22,1,01,01,1,100,-2.229557,5.968667,01
23,2,01-10,01-10,2,18,4.895231,7.488384,01
23,2,01-10,01-10,2,82,7.79855,2.040592,10
24,2,01-10,01-10,2,81,1.020779,6.650632,01
24,2,01-10,01-10,2,19,7.23792,0.875067,10
25,1,10,10,1,100,6.068394,-0.78207,10
26,1,01,01-10,1,100,-0.851605,6.106132,01
27,2,01-10,01-10,2,77,5.946106,-0.845604,10
27,2,01-10,01-10,2,23,0.522056,5.217274,01
28,1,01,01,1,100,-5.270482,6.467261,01
29,2,01-10,01-10,2,79,1.046938,6.09497,01
29,2,01-10,01-10,2,21,6.088305,0.946098,10
30,1,10,10,1,100,7.743125,-2.223737,10
31,1,10,10,1,100,5.785773,0.258705,10
32,1,10,10,1,100,7.039984,2.831398,10
33,1,10,10,1,100,7.048919,1.814769,10
34,2,01-10,01-10,2,88,6.068394,1.262502,10
34,2,01-10,01-10,2,12,1.012158,5.035415,01
35,1,01,01,1,100,1.033511,8.131239,01
36,1,01,01,1,100,-2.313021,5.776829,01
37,2,01-10,01-10,2,59,6.692549,3.01956,10
37,2,01-10,01-10,2,41,1.711411,7.1503,01
38,1,01,01,1,100,-0.116213,8.144518,01
39,1,01,01,1,100,2.644623,7.483058,01
40,1,10,10,1,100,7.754265,-3.207344,10
41,2,01-10,01-10,2,98,-0.267277,8.529616,01
41,2,01-10,01-10,2,2,6.320701,2.159712,10
42,2,01-10,01-10,2,60,7.371489,0.346499,10
42,2,01-10,01-10,2,40,0.763688,6.908665,01
43,1,01,01,1,100,-2.686364,6.172473,01
44,1,10,01-10,1,100,7.154471,0.704841,10
45,2,01-10,01-10,2,94,-0.105758,8.4105,01
45,2,01-10,01-10,2,6,5.9069140000000004,2.949397,10
46,1,10,10,1,100,8.116855,1.4179060000000001,10
47,2,01-10,01-10,2,69,0.430334,7.679774,01
47,2,01-10,01-10,2,31,7.013756,1.334246,10
48,2,01-10,01-10,2,84,2.557088,8.383206,01
48,2,01-10,01-10,2,16,7.241915,3.272604,10
49,2,01-10,01-10,2,12,7.9307,0.496067,10
49,2,01-10,01-10,2,88,2.151015,6.411969,01
50,1,01,01,1,100,0.565393,6.448387,01
51,1,01,01,1,100,-0.661706,7.062283,01
52,1,01,01-10,1,100,0.151219,8.663286,01
53,1,10,10,1,100,6.802398,-0.327884,10
54,1,01,01,1,100,-1.635883,6.509249,01
55,2,01-10,01-10,2,50,1.845449,4.011946,01
55,2,01-10,01-10,2,50,6.9121,-1.27745,10
56,1,10,10,1,100,7.351744,-1.397098,10
57,2,01-10,01-10,2,53,7.442604,2.306267,10
57,2,01-10,01-10,2,47,1.739745,5.822553,01
58,2,01-10,01-10,2,40,0.499171,6.56198,01
58,2,01-10,01-10,2,60,6.449507,2.290885,10
59,2,01-10,01-10,2,84,6.711455,2.430775,10
59,2,01-10,01-10,2,16,1.512606,6.187513,01
60,1,01,01-10,1,100,-0.940578,7.867333,01
61,1,01,01,1,100,-2.694185,6.196758,01
62,1,01,01-10,1,100,-1.469495,5.657401,01
63,1,10,10,1,100,6.287576,-3.135374,10
64,2,01-10,01-10,2,89,6.617219,0.044423,10
64,2,01-10,01-10,2,11,2.192815,5.72098,01
65,2,01-10,01-10,2,89,0.917403,7.056541,01
65,2,01-10,01-10,2,11,5.977461,1.160072,10
66,2,01-10,01-10,2,82,5.81068,1.041697,10
66,2,01-10,01-10,2,18,0.003406,4.769649,01
67,2,01-10,01-10,2,59,0.53355,7.284381,01
67,2,01-10,01-10,2,41,6.849391,1.944277,10
68,2,01-10,01-10,2,96,2.011529,7.971314,01
68,2,01-10,01-10,2,4,6.389013,2.348665,10
69,1,01,01,1,100,-2.220115,6.503445,01
70,2,01-10,01-10,2,93,6.948368,0.179046,10
70,2,01-10,01-10,2,7,3.967949,6.206256,01
71,2,01-10,01-10,2,36,6.918737,-0.33366,10
71,2,01-10,01-10,2,64,0.59779,5.601345,01
72,2,01-10,01-10,2,72,6.207315,1.185356,10
72,2,01-10,01-10,2,28,3.301015,6.029634,01
73,2,01-10,01-10,2,61,7.018614,1.218333,10
73,2,01-10,01-10,2,39,3.658403,6.564172,01
74,1,10,10,1,100,7.750143,-0.995891,10
75,2,01-10,01-10,2,89,-1.097886,5.088596,01
75,2,01-10,01-10,2,11,4.175953,-0.098744,10
76,1,01,01,1,100,1.688796,7.300621,01
77,1,01,01,1,100,0.714632,5.87026,01
78,1,10,01-10,1,100,8.325805,-0.528132,10
79,2,01-10,01-10,2,61,8.303116,1.965064,10
