62.898,0.697
182.402,1.950	2.134,65.227
0.523,46.277
0.365,21.754
0.578,41.410
136.890,0.030
61.096,1.567	4.205,129.237
45.720,1.044	0.463,68.434
135.126,2.032	3.234,91.018
49.026,0.082
77.129,2.066	0.806,140.304
160.794,1.111	9.924,94.786
41.375,1.414	0.628,102.912
81.387,2.099
33.684,2.514	0.619,164.746
32.317,5.044	0.325,113.797
64.057,2.833
1.413,138.871
80.587,19.676	0.824,255.144
88.494,1.270	20.094,56.727
99.660,1.518
119.656,1.589	1.984,99.406
112.386,8.924
107.687,0.406
189.522,2.632	5.232,136.885
161.240,3.985	6.974,92.117
59.736,0.578	1.299,46.310
21.902,1.871	2.072,28.950
58.523,0.490	1.211,39.782
55.144,3.500	0.912,76.587
296.476,3.730	4.402,168.821
68.916,0.895	0.802,76.890
204.487,2.241	7.654,144.173
43.453,0.171	1.463,8.947
68.667,1.792	1.294,96.978
145.573,5.623	3.244,131.356
52.541,0.793	4.740,41.997
167.380,0.154
113.521,3.051	3.838,230.804
95.176,5.868	3.980,336.626
38.910,2.810	0.463,235.165
298.444,2.900	3.300,124.985
106.108,1.143	9.213,97.517
86.704,0.260
75.965,4.339	1.005,139.136
64.349,3.767	0.724,295.662
66.283,1.635	0.752,99.655
61.491,0.979	1.629,87.904
248.020,3.705	4.056,324.370
36.281,1.184	1.108,45.164
0.100,62.498
6.721,225.919
133.469,1.274	5.110,106.989
0.260,60.662
85.082,0.676	1.252,64.343
130.906,2.573	1.361,51.218
51.408,4.562	0.649,126.550
56.253,1.117
27.933,3.296	0.608,49.638
0.440,39.838
82.497,4.730	8.930,305.332
350.718,2.705	4.248,110.023
359.509,1.135
53.376,2.136	0.774,189.865
284.629,4.171	3.528,273.412
67.524,2.510	2.987,247.431
159.499,1.872	3.367,87.902
16.143,1.365
274.694,2.476	12.772,142.236
73.025,4.557	0.844,242.065
445.677,10.378	15.807,47.090
491.077,3.265
143.133,0.296
108.056,0.302	17.010,28.446
75.601,3.059	2.126,118.045
40.252,0.304
2.398,220.590
208.848,3.410	7.064,210.809
139.006,1.309	3.705,82.278
535.669,3.537	7.710,135.398
1.408,56.254
2.365,318.082
0.566,186.048
0.167,30.038
0.033,38.146
66.983,1.411	1.237,72.566
342.914,14.960	3.638,330.806
155.925,0.191
305.152,3.199	3.736,171.568
33.924,0.843	5.155,31.640
42.430,1.750	0.452,71.812
0.909,70.971
113.577,3.847	5.254,186.248
38.712,23.304	0.453,621.645
9.124,297.383
0.082,220.324
214.106,0.140
0.047,110.834
20.319,2.209
136.660,0.691	2.892,55.337
21.888,2.461
18.220,30.368	0.610,156.535
1.131,129.614
139.006,1.927
0.262,61.327
42.881,4.549	4.911,140.304
44.488,3.754	0.492,45.739
158.849,0.982	2.278,77.128
45.748,1.268	0.506,116.451
71.969,1.321	1.175,59.992
4.476,270.315
1.600,190.539
214.417,0.691	3.488,43.453
2.237,131.832
82.059,1.190	1.972,114.750
223.766,5.309	4.322,155.091
70.644,0.931	1.954,83.460
315.309,1.129	12.412,96.899
172.451,2.527	3.945,106.776
122.216,0.556	1.517,35.730
432.155,1.594
66.888,1.518	8.154,92.801
91.694,1.411	1.124,83.535
