Phase,Count,Frequency
0002-2020,1,1e-4
0012,1,1e-4
0012-0021-0202-2020,8,8e-4
0012-0021-0202-2021,1,1e-4
0012-0021-2020,2,2e-4
0012-0022-0202-2020,2,2e-4
0012-0202,12,0.0012
0012-0202-1200-2020,1,1e-4
0012-0202-1201-2011-2020,1,1e-4
0012-0202-2011,2,2e-4
0012-0202-2011-2020,5,5e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2012-2020,1,1e-4
0012-0202-2020,54,0.0054
0012-2020,2,2e-4
0020,1,1e-4
0021-0022-0202-2020,1,1e-4
0021-0202,3,3e-4
0021-0202-0211,1,1e-4
0021-0202-0211-2020,8,8e-4
0021-0202-0211-2021,1,1e-4
0021-0202-1020,1,1e-4
0021-0202-2020,61,0.0061
0021-0202-2020-2110,1,1e-4
0021-0212-2020,1,1e-4
0021-0221-2020,1,1e-4
0021-2020,8,8e-4
0022,4,4e-4
0022-0102-2020,1,1e-4
0022-0202,19,0.0019
0022-0202-2020,144,0.0144
0022-0202-2020-2021,2,2e-4
0022-0202-2020-2101,1,1e-4
0022-0202-2020-2201,1,1e-4
0022-0202-2021,5,5e-4
0022-0212,1,1e-4
0022-0212-2020,11,0.0011
0022-1020,1,1e-4
0022-2020,29,0.0029
0022-2021,1,1e-4
0102-1002-2001-2020,1,1e-4
0102-2001-2020,1,1e-4
0102-2020,6,6e-4
0112,3,3e-4
0112-0120-0202,1,1e-4
0112-0120-0202-1012-2020,1,1e-4
0112-0120-0202-2020,4,4e-4
0112-0120-2020,1,1e-4
0112-0121-0202-1120-2020,1,1e-4
0112-0121-0202-2020,5,5e-4
0112-0121-2020,1,1e-4
0112-0122-0202,2,2e-4
0112-0122-0202-1012-1022-2020,1,1e-4
0112-0122-0202-1120-2020,1,1e-4
0112-0202,6,6e-4
0112-0202-1012-1021,1,1e-4
0112-0202-1012-2011-2020,2,2e-4
0112-0202-1012-2020,4,4e-4
0112-0202-1120,1,1e-4
0112-0202-1120-2012-2020,1,1e-4
0112-0202-1120-2020,5,5e-4
0112-0202-2011,1,1e-4
0112-0202-2011-2020,6,6e-4
0112-0202-2012,1,1e-4
0112-0202-2012-2020,11,0.0011
0112-0202-2012-2021,1,1e-4
0112-0202-2020,39,0.0039
0112-0202-2020-2200,1,1e-4
0112-2012-2020,1,1e-4
0112-2020,12,0.0012
0120,1,1e-4
0120-0122-0202-2020,1,1e-4
0120-0202,5,5e-4
0120-0202-0210,1,1e-4
0120-0202-0210-2020,12,0.0012
0120-0202-0211-2020,1,1e-4
0120-0202-2020,67,0.0067
0120-0212-2020,1,1e-4
0120-2020,4,4e-4
0121,1,1e-4
0121-0122-0202-2020,1,1e-4
0121-0202,5,5e-4
0121-0202-0211,1,1e-4
0121-0202-0211-1021,1,1e-4
0121-0202-0211-1021-2020,2,2e-4
0121-0202-0211-1021-2020-2210,1,1e-4
0121-0202-0211-2020,7,7e-4
0121-0202-0221-2020,2,2e-4
0121-0202-1002-2020,1,1e-4
0121-0202-1021-2020,6,6e-4
0121-0202-1120-2020,7,7e-4
0121-0202-2002-2020,1,1e-4
0121-0202-2020,88,0.0088
0121-0202-2021,2,2e-4
0121-0211-2020,3,3e-4
0121-0212-2020,1,1e-4
0121-2020,5,5e-4
0121-2120,1,1e-4
0122,1,1e-4
0122-0202,11,0.0011
0122-0202-0212-2020,2,2e-4
0122-0202-1022,1,1e-4
0122-0202-1022-2020,12,0.0012
0122-0202-1120-2020,16,0.0016
0122-0202-1200-2020,1,1e-4
0122-0202-1201-2021,1,1e-4
0122-0202-2020,93,0.0093
0122-0202-2020-2022,3,3e-4
0122-0202-2020-2120-2200,1,1e-4
0122-0202-2020-2201,1,1e-4
0122-0202-2021,4,4e-4
0122-0202-2022,6,6e-4
0122-0212,3,3e-4
0122-0212-1022-2020,1,1e-4
0122-0212-1022-2021,1,1e-4
0122-0212-1120-1210-2020,1,1e-4
0122-0212-1120-2020,2,2e-4
0122-0212-2020,4,4e-4
0122-0212-2020-2022,1,1e-4
0122-0212-2021,4,4e-4
0122-1022-2020,1,1e-4
0122-1022-2021,1,1e-4
0122-1120-2020,4,4e-4
0122-2020,17,0.0017
0122-2021,5,5e-4
0200,2,2e-4
0200-2020,1,1e-4
0201-0210-2020-2110,1,1e-4
0201-0220,1,1e-4
0201-1200-2020,1,1e-4
0201-2020,4,4e-4
0202,708,0.0708
0202-0210,4,4e-4
0202-0210-0220-2020,1,1e-4
0202-0210-2001-2020,1,1e-4
0202-0210-2020,77,0.0077
0202-0210-2020-2101-2110,1,1e-4
0202-0210-2020-2110,6,6e-4
0202-0210-2020-2210,2,2e-4
0202-0211,8,8e-4
0202-0211-0221-2020,2,2e-4
0202-0211-1021,1,1e-4
0202-0211-1021-2020-2210,3,3e-4
0202-0211-1210-2020,7,7e-4
0202-0211-1210-2020-2110,2,2e-4
0202-0211-1210-2020-2210,1,1e-4
0202-0211-2020,41,0.0041
0202-0211-2020-2102-2110,1,1e-4
0202-0211-2020-2110,2,2e-4
0202-0211-2020-2210,11,0.0011
0202-0211-2210,1,1e-4
0202-0212,1,1e-4
0202-0212-0220-2020,2,2e-4
0202-0212-0221-2020,1,1e-4
0202-0212-1220-2020,1,1e-4
