parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,00-20,00,00-20,2,0.617,-0.22689,2.017046,0.617
1,2,00-20,20,00-20,2,0.383,6.239561,-2.62807,0.383
2,2,01-20,20,01-20,2,0.375,5.861708,-0.416707,0.375
2,2,01-20,01,01-20,2,0.625,-4.583587,5.744542,0.625
3,2,01-20,20,01-20,2,0.331,5.098033,-0.765265,0.331
3,2,01-20,01,01-20,2,0.669,-6.879553,4.674812,0.669
4,2,01-20,20,01-20,2,0.047,2.697347,2.549523,0.047
4,2,01-20,01,01-20,2,0.953,-5.820734,5.43589,0.953
5,2,01-20,20,01-20,2,0.886,6.513418,2.271826,0.886
5,2,01-20,01,01-20,2,0.114,-3.309952,5.962483,0.114
6,2,01-20,01,01-20,2,0.782,-4.758407,6.069963,0.782
6,2,01-20,20,01-20,2,0.218,5.322478,1.746811,0.218
7,2,01-20,01,01-20,2,0.575,-3.669941,6.833246,0.575
7,2,01-20,20,01-20,2,0.425,6.213436,1.011084,0.425
8,2,01-20,01,01-20,2,0.957,-5.768146,6.59849,0.957
8,2,01-20,20,01-20,2,0.043,2.883874,0.061094,0.043
9,2,01-20,20,01-20,2,0.389,5.926484,0.107822,0.389
9,2,01-20,01,01-20,2,0.611,-3.988439,6.61778,0.611
10,3,01-11-20,20,01-11-20,3,0.567,7.404584,0.564181,0.567
10,3,01-11-20,11,01-11-20,3,0.055,1.240283,5.736524,0.055
10,3,01-11-20,01,01-11-20,3,0.378,-5.297413,5.736526,0.378
11,2,01-20,20,01-20,2,0.345,6.533869,-0.385591,0.345
11,2,01-20,01,01-20,2,0.655,-5.430308,5.685959,0.655
12,2,01-20,01,01-20,2,0.481,-4.705409,6.984056,0.481
12,2,01-20,20,01-20,2,0.519,6.853328,1.878703,0.519
13,2,00-20,00,00-20,2,0.481,1.136287,3.325579,0.481
13,2,00-20,20,00-20,2,0.519,7.330134,-1.179604,0.519
14,2,01-20,20,01-20,2,0.449,7.568065,0.620547,0.449
14,2,01-20,01,01-20,2,0.551,-3.934715,6.109845,0.551
15,2,01-20,01,01-20,2,0.682,-3.992997,4.021353,0.682
15,2,01-20,20,01-20,2,0.318,5.787722,-1.191537,0.318
16,2,01-20,01,01-20,2,0.474,-3.313036,5.629333,0.474
16,2,01-20,20,01-20,2,0.526,7.222096,-0.310821,0.526
17,2,01-20,01,01-20,2,0.897,-7.091845,6.659389,0.897
17,2,01-20,20,01-20,2,0.103,2.181648,0.35638,0.103
18,3,01-11-20,11,01-11-20,3,0.13,0.395729,4.930935,0.13
18,3,01-11-20,01,01-11-20,3,0.134,-5.494019,4.930935,0.134
18,3,01-11-20,20,01-11-20,3,0.736,5.95458,2.139369,0.736
19,2,01-20,20,01-20,2,0.567,8.071202,2.036243,0.567
19,2,01-20,01,01-20,2,0.433,-3.325802,6.683311,0.433
20,2,01-20,01,01-20,2,0.593,-6.214317,5.195554,0.593
20,2,01-20,20,01-20,2,0.407,6.38638,-1.445464,0.407
21,2,01-20,20,01-20,2,0.7,7.025847,0.114028,0.7
21,2,01-20,01,01-20,2,0.3,-2.498179,6.442698,0.3
22,2,01-20,20,01-20,2,0.94,5.494663,1.754459,0.94
22,2,01-20,01,01-20,2,0.06,-0.162087,7.652771,0.06
23,1,21,21,21,1,1,5.445356,3.770184,1
24,2,01-20,01,01-20,2,0.609,-5.920352,5.973326,0.609
24,2,01-20,20,01-20,2,0.391,5.998058,-0.524513,0.391
25,2,01-20,20,01-20,2,0.378,6.92079,1.635122,0.378
25,2,01-20,01,01-20,2,0.622,-4.638716,6.874751,0.622
26,2,01-21,21,01,2,0.164,6.176571,0.996071,0.164
26,2,01-21,01,01,2,0.836,-5.531369,7.309925,0.836
27,2,01-21,21,01-21,2,0.793,5.51055,4.645964,0.793
27,2,01-21,01,01-21,2,0.207,-0.602675,5.82,0.207
28,2,01-20,01,01-20,2,0.965,-7.080133,7.330186,0.965
28,2,01-20,20,01-20,2,0.035,4.961455,1.00762,0.035
29,2,01-20,01,01-20,2,0.191,-3.737308,4.984882,0.191
29,2,01-20,20,01-20,2,0.809,4.237309,0.00289,0.809
30,2,01-20,20,01-10-20,2,0.257,4.631154,0.949619,0.257
30,2,01-20,01,01-10-20,2,0.743,-1.937502,5.979545,0.743
31,2,01-20,01,01-20,2,0.945,-7.926365,7.051743,0.945
31,2,01-20,20,01-20,2,0.055,2.849885,0.953744,0.055
32,2,01-20,20,01-20,2,0.393,6.348158,1.677881,0.393
32,2,01-20,01,01-20,2,0.607,-3.878463,7.632776,0.607
33,2,01-21,21,01-21,2,0.711,2.380542,4.63355,0.711
33,2,01-21,01,01-21,2,0.289,-7.197397,6.783699,0.289
34,1,20,20,20,1,1,7.250751,-3.25067,1
35,2,01-21,21,01,2,0.017,3.964623,1.198756,0.017
35,2,01-21,01,01,2,0.983,-5.019643,7.460395,0.983
36,2,01-20,20,01-11-20,2,0.822,5.965303,0.893673,0.822
36,2,01-20,01,01-11-20,2,0.178,-6.437864,4.672371,0.178
37,2,01-20,20,01-20,2,0.436,6.99725,-0.654678,0.436
37,2,01-20,01,01-20,2,0.564,-4.393601,5.07467,0.564
38,2,01-20,01,01-20,2,0.703,-6.258667,7.051091,0.703
38,2,01-20,20,01-20,2,0.297,6.064391,0.603555,0.297
39,3,01-11-20,01,01-11-20,3,0.067,-1.724711,3.565064,0.067
39,3,01-11-20,11,01-11-20,3,0.144,1.706352,3.564436,0.144
39,3,01-11-20,20,01-11-20,3,0.789,6.908364,0.288377,0.789
40,2,01-20,20,01-20,2,0.398,6.789225,2.026978,0.398
40,2,01-20,01,01-20,2,0.602,-5.685814,7.650421,0.602
41,2,01-20,01,01-20,2,0.353,-3.177387,5.381987,0.353
41,2,01-20,20,01-20,2,0.647,5.984333,0.397448,0.647
42,1,20,20,20,1,1,8.195975,0.232085,1
43,1,21,21,21,1,1,2.809705,1.186207,1
44,3,01-11-20,20,01-11-20,3,0.609,7.836648,0.702035,0.609
44,3,01-11-20,11,01-11-20,3,0.064,1.294579,6.275634,0.064
44,3,01-11-20,01,01-11-20,3,0.327,-4.414096,6.285237,0.327
45,2,01-20,01,01-20,2,0.5,-1.688798,7.401817,0.5
45,2,01-20,20,01-20,2,0.5,6.829327,0.913251,0.5
46,2,01-20,01,01-20,2,0.577,-8.356826,5.97759,0.577
46,2,01-20,20,01-20,2,0.423,4.36606,0.042037,0.423
47,2,01-20,20,01-11-20,2,0.428,4.909277,0.863788,0.428
47,2,01-20,01,01-11-20,2,0.572,-7.232909,5.840355,0.572
48,2,01-21,21,01-11,2,0.019,4.579784,2.045888,0.019
48,2,01-21,01,01-11,2,0.981,-4.925253,8.483733,0.981
49,2,01-20,20,01-20,2,0.669,5.985661,2.005053,0.669
49,2,01-20,01,01-20,2,0.331,-2.123327,7.574813,0.331
50,1,01,01,01-11,1,1,-5.3673,6.90387,1
51,2,01-20,01,01-20,2,0.395,-4.704961,5.120072,0.395
51,2,01-20,20,01-20,2,0.605,8.062579,0.234886,0.605
52,2,01-20,01,01-20,2,0.276,-2.865769,7.477716,0.276
52,2,01-20,20,01-20,2,0.724,8.181189,1.806216,0.724
53,1,01,01,01,1,1,-4.8112,7.206155,1
54,2,01-20,20,01-20,2,0.391,6.544789,0.890778,0.391
54,2,01-20,01,01-20,2,0.609,-4.407025,7.177423,0.609
55,2,01-20,20,01-20,2,0.99,6.781191,-1.43812,0.99
55,2,01-20,01,01-20,2,0.01,-2.4437160000000002,4.947279,0.01
56,1,01,01,01,1,1,-4.837348,6.443546,1
57,2,01-20,01,01-20,2,0.76,-7.915653,6.386855,0.76
57,2,01-20,20,01-20,2,0.24,3.402609,0.919613,0.24
58,3,01-10-20,01,01-10-20,3,0.089,-5.080044,6.298278,0.089
58,3,01-10-20,10,01-10-20,3,0.526,0.302721,0.399584,0.526
58,3,01-10-20,20,01-10-20,3,0.385,6.207403,0.399583,0.385
59,1,20,20,01-20,1,1,5.457717,-1.871359,1
60,1,01,01,01,1,1,-6.189921,6.664845,1
61,3,01-11-20,01,01-11-20,3,0.449,-4.889576,7.257212,0.449
61,3,01-11-20,11,01-11-20,3,0.045,1.572798,7.245293,0.045
61,3,01-11-20,20,01-11-20,3,0.506,7.850368,2.109826,0.506
62,2,01-20,01,01-10-20,2,0.173,0.155135,6.564092,0.173
62,2,01-20,20,01-10-20,2,0.827,7.884088,0.261711,0.827
63,2,01-21,21,01-21,2,0.457,2.041424,2.625598,0.457
63,2,01-21,01,01-21,2,0.543,-4.9155,7.158355,0.543
64,2,01-20,01,01-20,2,0.238,-0.833307,7.546007,0.238
64,2,01-20,20,01-20,2,0.762,8.402293,1.019526,0.762
65,2,01-20,01,01-20,2,0.839,-6.717497,7.042027,0.839
65,2,01-20,20,01-20,2,0.161,4.904923,3.44003,0.161
66,2,01-20,01,01-20,2,0.724,-4.209859,8.698259,0.724
66,2,01-20,20,01-20,2,0.276,5.687319,2.27694,0.276
67,2,01-20,01,01-20,2,0.858,-4.808259,8.101236,0.858
67,2,01-20,20,01-20,2,0.142,6.066949,2.135483,0.142
68,3,01-11-20,01,01-11-20,3,0.259,-3.817851,6.669682,0.259
68,3,01-11-20,11,01-11-20,3,0.093,2.198175,6.431602,0.093
68,3,01-11-20,20,01-11-20,3,0.648,7.834226,0.910764,0.648
69,2,01-20,20,01-20,2,0.03,4.581586,1.218389,0.03
69,2,01-20,01,01-20,2,0.97,-4.101369,7.516075,0.97
70,2,01-20,20,01-20,2,0.127,4.770121,1.467175,0.127
70,2,01-20,01,01-20,2,0.873,-5.297443,7.2537,0.873
71,2,01-20,20,01-20,2,0.363,6.739549,0.250902,0.363
71,2,01-20,01,01-20,2,0.637,-5.333358,6.367705,0.637
