parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,00-20,00,00-20,2,0.467,-1.227145,3.916046,0.467
1,2,00-20,20,00-20,2,0.533,5.07994,1.289865,0.533
2,2,01-20,01,01-20,2,0.878,-3.067985,4.480765,0.878
2,2,01-20,20,01-20,2,0.122,3.786961,2.032033,0.122
3,2,00-20,00,00-20,2,0.524,-0.040175,4.40342,0.524
3,2,00-20,20,00-20,2,0.476,6.637776,-1.969702,0.476
4,2,00-20,20,00-20,2,0.062,2.335117,-3.61485,0.062
4,2,00-20,00,00-20,2,0.938,-3.982932,2.702801,0.938
5,2,01-20,20,01-20,2,0.374,5.306339,2.578827,0.374
5,2,01-20,01,01-20,2,0.626,-5.314841,6.294522,0.626
6,2,01-20,01,01-20,2,0.117,-2.725312,5.306339,0.117
6,2,01-20,20,01-20,2,0.883,7.025105,-0.449132,0.883
7,2,01-20,01,01-11-20,2,0.459,-4.768324,5.299401,0.459
7,2,01-20,20,01-11-20,2,0.541,6.481945,-1.280227,0.541
8,2,01-20,20,01-20,2,0.484,6.540387,2.293102,0.484
8,2,01-20,01,01-20,2,0.516,-2.977441,6.800532,0.516
9,2,01-20,01,01-20,2,0.15,-2.949444,5.338726,0.15
9,2,01-20,20,01-20,2,0.85,7.230531,3.585553,0.85
10,2,11-21,21,11-21,2,0.747,4.498353,1.526311,0.747
10,2,11-21,11,11-21,2,0.253,0.048298,1.526311,0.253
11,2,01-20,01,01-20,2,0.621,-4.501428,6.468861,0.621
11,2,01-20,20,01-20,2,0.379,5.598802,0.111116,0.379
12,2,11-20,11,01-11-20,2,0.314,0.103405,6.52982,0.314
12,2,11-20,20,01-11-20,2,0.686,6.262689,-0.111066,0.686
13,2,01-20,20,01-20,2,0.592,6.230786,-1.016452,0.592
13,2,01-20,01,01-20,2,0.408,-1.197065,4.77715,0.408
14,2,01-20,20,01-20,2,0.747,5.229933,0.528002,0.747
14,2,01-20,01,01-20,2,0.253,-1.224957,6.413055,0.253
15,1,20,20,20,1,1,7.021667,-1.181658,1
16,2,11-20,11,11-20,2,0.17,0.526365,7.055689,0.17
16,2,11-20,20,11-20,2,0.83,6.294168,0.793344,0.83
17,2,01-20,20,01-20,2,0.133,3.404502,0.881887,0.133
17,2,01-20,01,01-20,2,0.867,-4.218371,7.475324,0.867
18,1,20,20,20,1,1,7.108852,-2.5512,1
19,2,01-20,20,01-20,2,0.965,6.14476,0.750146,0.965
19,2,01-20,01,01-20,2,0.035,-3.172943,4.627153,0.035
20,2,01-20,01,01-20,2,0.787,-7.518966,6.539423,0.787
20,2,01-20,20,01-20,2,0.213,5.074072,1.160838,0.213
21,1,20,20,20,1,1,7.462618,-1.466382,1
22,3,01-10-20,10,01-10-20,3,0.125,1.71002,-0.002487,0.125
22,3,01-10-20,20,01-10-20,3,0.444,7.364226,-0.002489,0.444
22,3,01-10-20,01,01-10-20,3,0.431,-4.775385,6.481945,0.431
23,1,01,01,01,1,1,-7.667738,7.174946,1
24,1,01,01,01,1,1,-3.679316,7.615087,1
25,2,01-20,20,01-20,2,0.434,6.99174,3.647728,0.434
25,2,01-20,01,01-20,2,0.566,-4.767461,6.573479,0.566
26,1,20,20,20,1,1,7.739846,-3.138187,1
27,1,20,20,20,1,1,6.75264,-0.410323,1
28,2,01-21,21,01-21,2,0.627,0.657087,5.004964,0.627
28,2,01-21,01,01-21,2,0.373,-3.8393640000000002,7.565063,0.373
29,2,01-20,20,01-10-20,2,0.178,4.661575,2.580589,0.178
29,2,01-20,01,01-10-20,2,0.822,-3.531508,6.385591,0.822
30,2,01-20,20,01-20,2,0.149,4.400927,0.041002,0.149
30,2,01-20,01,01-20,2,0.851,-6.931827,6.018593,0.851
