Phase,Count,Frequency
0002,10,0.001
0002-0020,2,2e-4
0002-0021-2020,1,1e-4
0002-1020,3,3e-4
0002-1021,1,1e-4
0002-2010,1,1e-4
0002-2020,62,0.0062
0002-2021,1,1e-4
0011-0202-1020,1,1e-4
0012,4,4e-4
0012-0020,1,1e-4
0012-0021,1,1e-4
0012-0021-0202,2,2e-4
0012-0021-2020,1,1e-4
0012-0022,1,1e-4
0012-0022-0202-2020,1,1e-4
0012-0022-2020,1,1e-4
0012-0202,4,4e-4
0012-0202-2020,20,0.002
0012-1020,4,4e-4
0012-2020,26,0.0026
0020,13,0.0013
0020-0102,1,1e-4
0020-0112-0202,1,1e-4
0020-0200,4,4e-4
0020-0201,2,2e-4
0020-0202,65,0.0065
0020-0220,1,1e-4
0021,4,4e-4
0021-0102,1,1e-4
0021-0102-2020,1,1e-4
0021-0201,1,1e-4
0021-0202,25,0.0025
0021-0202-0211,1,1e-4
0021-0202-2020,23,0.0023
0021-2020,2,2e-4
0022,10,0.001
0022-0102-2020,1,1e-4
0022-0202,8,8e-4
0022-0202-2020,18,0.0018
0022-0212-2020,1,1e-4
0022-1021,1,1e-4
0022-2020,5,5e-4
0022-2021,1,1e-4
0101-2020,1,1e-4
0102,29,0.0029
0102-1002,1,1e-4
0102-1002-2020,1,1e-4
0102-1020,2,2e-4
0102-2000,3,3e-4
0102-2001,3,3e-4
0102-2002-2020,2,2e-4
0102-2010,2,2e-4
0102-2020,79,0.0079
0112,2,2e-4
0112-0121-0202-2020,1,1e-4
0112-0202-1120,1,1e-4
0112-0202-1120-2020,1,1e-4
0112-0202-2020,7,7e-4
0112-1020,1,1e-4
0112-2020,9,9e-4
0120,2,2e-4
0120-0201-2020,2,2e-4
0120-0202,31,0.0031
0120-0202-0210,1,1e-4
0120-0202-2020,24,0.0024
0120-0202-2120,1,1e-4
0120-0210-2020,1,1e-4
0120-2020,2,2e-4
0120-2120,1,1e-4
0121,1,1e-4
0121-0122-0202-2020,1,1e-4
0121-0202,4,4e-4
0121-0202-1021-2020,1,1e-4
0121-0202-2020,10,0.001
0121-0212-2020,2,2e-4
0122-0202,1,1e-4
0122-0202-2020,3,3e-4
0122-0202-2021,1,1e-4
0122-2020,1,1e-4
0200,12,0.0012
0200-1020,4,4e-4
0200-2010,2,2e-4
0200-2020,52,0.0052
0200-2220,1,1e-4
0201,19,0.0019
0201-1020,4,4e-4
0201-1120,1,1e-4
0201-1200-2020,2,2e-4
0201-1211-2020,1,1e-4
0201-2000,3,3e-4
0201-2010,4,4e-4
0201-2020,96,0.0096
0201-2020-2200,1,1e-4
0201-2100,1,1e-4
0201-2120,2,2e-4
0202,1369,0.1369
0202-0210,7,7e-4
0202-0210-1020,2,2e-4
0202-0210-2020,23,0.0023
0202-0211,1,1e-4
0202-0211-2020,9,9e-4
0202-0212-2020,1,1e-4
0202-0212-2021,1,1e-4
0202-0220,10,0.001
0202-0220-2020,8,8e-4
0202-0221,1,1e-4
0202-0221-1021,1,1e-4
0202-0221-2020,4,4e-4
0202-1002,5,5e-4
0202-1002-2000,1,1e-4
0202-1002-2001,1,1e-4
0202-1002-2001-2020,1,1e-4
0202-1002-2020,24,0.0024
0202-1012,1,1e-4
0202-1012-2010,1,1e-4
0202-1012-2020,21,0.0021
0202-1020,80,0.008
0202-1021,6,6e-4
0202-1021-1102,1,1e-4
0202-1021-2020,11,0.0011
0202-1022-2020,5,5e-4
0202-1022-2021,1,1e-4
0202-1102,1,1e-4
0202-1102-2001,1,1e-4
0202-1102-2001-2020,2,2e-4
0202-1102-2020,6,6e-4
0202-1120,12,0.0012
0202-1120-1200-2020,1,1e-4
0202-1120-2020,7,7e-4
0202-1120-2120,1,1e-4
0202-1121,1,1e-4
0202-1200,4,4e-4
0202-1200-2000,3,3e-4
0202-1200-2010,2,2e-4
0202-1200-2020,22,0.0022
0202-1201,1,1e-4
0202-1201-2010,1,1e-4
0202-1201-2020,6,6e-4
0202-1202-2020,1,1e-4
0202-1210,1,1e-4
0202-1210-2020,9,9e-4
0202-1210-2120,1,1e-4
0202-1212,1,1e-4
0202-1220,5,5e-4
0202-1220-2020,2,2e-4
0202-2000,51,0.0051
0202-2001,27,0.0027
0202-2001-2010,1,1e-4
0202-2001-2020,15,0.0015
0202-2001-2021,1,1e-4
0202-2002,5,5e-4
0202-2002-2020,9,9e-4
0202-2010,74,0.0074
0202-2010-2100,1,1e-4
0202-2011,6,6e-4
0202-2011-2020,8,8e-4
0202-2012,3,3e-4
0202-2012-2020,10,0.001
0202-2012-2020-2102,1,1e-4
0202-2020,5300,0.53
0202-2020-2021,1,1e-4
0202-2020-2100,16,0.0016
0202-2020-2101,11,0.0011
0202-2020-2102,3,3e-4
0202-2020-2110,10,0.001
0202-2020-2200,10,0.001
0202-2020-2201,4,4e-4
0202-2020-2202,2,2e-4
0202-2020-2210,4,4e-4
0202-2021,41,0.0041
0202-2021-2022,1,1e-4
0202-2021-2102,1,1e-4
0202-2022,4,4e-4
0202-2100,25,0.0025
0202-2101,8,8e-4
0202-2102,4,4e-4
0202-2110,6,6e-4
0202-2120,31,0.0031
0202-2200,7,7e-4
0202-2201,3,3e-4
0202-2210,1,1e-4
0202-2220,3,3e-4
0210,3,3e-4
0210-2020,43,0.0043
0210-2020-2110,1,1e-4
0210-2110,1,1e-4
0211,2,2e-4
0211-2020,3,3e-4
0212,8,8e-4
0212-0220,1,1e-4
0212-1012,1,1e-4
0212-1020,1,1e-4
0212-2012-2020,1,1e-4
0212-2020,27,0.0027
0212-2020-2121,1,1e-4
0212-2021,1,1e-4
0212-2120,2,2e-4
0220,4,4e-4
0220-2020,12,0.0012
0220-2120,1,1e-4
0221,1,1e-4
0221-0222,1,1e-4
0221-2020,3,3e-4
0222-2020,6,6e-4
1002,2,2e-4
1002-1202-2020,3,3e-4
1002-2000,1,1e-4
1002-2001-2020,1,1e-4
1002-2002-2020,1,1e-4
1002-2020,38,0.0038
1012,3,3e-4
1012-1020,1,1e-4
1012-1021-2020,1,1e-4
1012-2020,17,0.0017
1020,14,0.0014
1020-1210,1,1e-4
1022-2020,1,1e-4
1102,2,2e-4
1102-2010,1,1e-4
1102-2020,13,0.0013
1120,1,1e-4
1120-1200-2020,1,1e-4
1200,7,7e-4
1200-1202-2020,1,1e-4
1200-2010,1,1e-4
1200-2020,29,0.0029
1200-2020-2100,3,3e-4
1200-2100,2,2e-4
1200-2200,2,2e-4
1201-2000,2,2e-4
1201-2020,7,7e-4
1201-2020-2201,1,1e-4
1201-2021,1,1e-4
1202,2,2e-4
1202-2000,1,1e-4
