Phase,Count,Frequency
0002,7,7e-4
0002-0020,1,1e-4
0002-0021,1,1e-4
0002-2010,3,3e-4
0002-2020,59,0.0059
0012,2,2e-4
0012-0021,1,1e-4
0012-0021-0202,1,1e-4
0012-0102-2020,1,1e-4
0012-0202,4,4e-4
0012-0202-1020,1,1e-4
0012-0202-2020,24,0.0024
0012-0202-2021,1,1e-4
0012-0212-2020,1,1e-4
0012-2020,38,0.0038
0020,15,0.0015
0020-0102,3,3e-4
0020-0200,3,3e-4
0020-0201,2,2e-4
0020-0202,65,0.0065
0020-0202-0210,1,1e-4
0020-0210,1,1e-4
0021,6,6e-4
0021-0102-1020,1,1e-4
0021-0102-2020,1,1e-4
0021-0202,29,0.0029
0021-0202-0211,1,1e-4
0021-0202-2020,22,0.0022
0021-0202-2021,1,1e-4
0021-0211,1,1e-4
0021-2020,3,3e-4
0022,8,8e-4
0022-0202,8,8e-4
0022-0202-1021-2020,1,1e-4
0022-0202-2020,13,0.0013
0022-0202-2021,3,3e-4
0022-0212,2,2e-4
0022-2020,7,7e-4
0102,20,0.002
0102-0111-2020,1,1e-4
0102-1020,3,3e-4
0102-1021,1,1e-4
0102-1110,1,1e-4
0102-2000,1,1e-4
0102-2001,2,2e-4
0102-2002,1,1e-4
0102-2010,2,2e-4
0102-2020,96,0.0096
0112,1,1e-4
0112-0121-2020,1,1e-4
0112-0202,2,2e-4
0112-0202-2020,7,7e-4
0112-2020,7,7e-4
0120,7,7e-4
0120-0201,1,1e-4
0120-0201-2020,1,1e-4
0120-0202,36,0.0036
0120-0202-0210-2020,1,1e-4
0120-0202-0211,1,1e-4
0120-0202-1020,1,1e-4
0120-0202-2020,22,0.0022
0120-0220,1,1e-4
0120-2020,4,4e-4
0121,1,1e-4
0121-0202,4,4e-4
0121-0202-2020,9,9e-4
0121-0212-2020,1,1e-4
0122,2,2e-4
0122-0202,4,4e-4
0122-0202-2020,4,4e-4
0122-2020,1,1e-4
0200,15,0.0015
0200-0220,1,1e-4
0200-1020,1,1e-4
0200-1120,1,1e-4
0200-2000,3,3e-4
0200-2010,1,1e-4
0200-2020,41,0.0041
0200-2020-2100,1,1e-4
0200-2100,2,2e-4
0201,22,0.0022
0201-1020,1,1e-4
0201-2000,1,1e-4
0201-2010,3,3e-4
0201-2020,74,0.0074
0201-2020-2200,1,1e-4
0201-2110,1,1e-4
0201-2220,1,1e-4
0202,1446,0.1446
0202-0210,2,2e-4
0202-0210-2020,26,0.0026
0202-0211,1,1e-4
0202-0211-2020,8,8e-4
0202-0212-2020,2,2e-4
0202-0220,10,0.001
0202-0220-1020,1,1e-4
0202-0220-2020,10,0.001
0202-0221-2020,6,6e-4
0202-0222-2020,1,1e-4
0202-1002,5,5e-4
0202-1002-1021,1,1e-4
0202-1002-1022,1,1e-4
0202-1002-2001,2,2e-4
0202-1002-2010,1,1e-4
0202-1002-2020,24,0.0024
0202-1012,3,3e-4
0202-1012-2011-2021,1,1e-4
0202-1012-2020,12,0.0012
0202-1020,93,0.0093
0202-1021,10,0.001
0202-1021-2020,7,7e-4
0202-1022,2,2e-4
0202-1022-2020,4,4e-4
0202-1102-2020,10,0.001
0202-1112-2020,1,1e-4
0202-1120,8,8e-4
0202-1120-1200-2020,1,1e-4
0202-1120-2020,12,0.0012
0202-1120-2120,1,1e-4
0202-1200,5,5e-4
0202-1200-2010,2,2e-4
0202-1200-2020,13,0.0013
0202-1200-2110,1,1e-4
0202-1201-2020,8,8e-4
0202-1210,1,1e-4
0202-1210-1220-2020,1,1e-4
0202-1210-2020,18,0.0018
0202-1220,2,2e-4
0202-1220-2020,4,4e-4
0202-2000,51,0.0051
0202-2001,28,0.0028
0202-2001-2020,23,0.0023
0202-2001-2021,1,1e-4
0202-2002,11,0.0011
0202-2002-2020,8,8e-4
0202-2010,92,0.0092
0202-2010-2100,1,1e-4
0202-2011,6,6e-4
0202-2011-2020,9,9e-4
0202-2011-2021,3,3e-4
0202-2012,2,2e-4
0202-2012-2020,4,4e-4
0202-2020,5329,0.5329
0202-2020-2021,1,1e-4
0202-2020-2022,1,1e-4
0202-2020-2100,14,0.0014
0202-2020-2101,17,0.0017
0202-2020-2102,7,7e-4
0202-2020-2110,7,7e-4
0202-2020-2120,2,2e-4
0202-2020-2121,1,1e-4
0202-2020-2200,7,7e-4
0202-2020-2201,5,5e-4
0202-2020-2202,1,1e-4
0202-2020-2210,6,6e-4
0202-2020-2220,1,1e-4
0202-2021,38,0.0038
0202-2022,2,2e-4
0202-2100,28,0.0028
0202-2101,11,0.0011
0202-2110,6,6e-4
0202-2110-2120,1,1e-4
0202-2120,39,0.0039
0202-2120-2210,1,1e-4
0202-2200,16,0.0016
0202-2210,2,2e-4
0202-2220,4,4e-4
0210,4,4e-4
0210-0212,1,1e-4
0210-0212-2020,1,1e-4
0210-0220-2020,1,1e-4
0210-1020,1,1e-4
0210-2020,29,0.0029
