1	1	17.138240	35.305364	4.019548	45.990171	0.872177	0.627303	0.623854	0.955460	0.228469	3.000000	0.075548	2.719568	3.000000	0.012626	16.290221	2.000000	0.020398	2.166568	3.000000	0.010572	2.427923	3.000000	0.018594	2.676976	3.000000	0.014230	5.615730	3.000000	0.321254	4.912627	2.000000	0.019171
2	2	48.845356	59.106478	29.856937	24.420940	0.248290	0.327523	0.875628	0.614389	8.379660	3.000000	0.021008	3.212428	2.000000	0.022658	12.075934	2.000000	0.014100	12.999278	2.000000	0.169611	8.234493	2.000000	0.547182	2.903233	3.000000	0.036665	6.670246	2.000000	0.011110	8.317589	2.000000	0.013210
3	2	54.640646	93.768079	35.721286	83.363569	0.505587	0.367412	0.505587	0.367412	3.755760	3.000000	0.012258	3.871051	2.000000	0.040245	1.428322	2.000000	0.050770	12.547136	3.000000	0.011853	1.685880	2.000000	0.047987	3.300369	2.000000	0.013253	13.590854	2.000000	0.019214	9.578581	3.000000	0.045298
4	2	29.856937	24.420940	17.311905	26.027563	0.875628	0.614389	0.544438	0.270277	11.911796	2.000000	0.014414	0.961104	2.000000	0.025004	0.312875	2.000000	0.045649	4.477674	2.000000	0.011185	15.116822	3.000000	0.010389	12.320185	2.000000	0.018365	0.815883	3.000000	0.046343	6.706707	2.000000	0.595514
5	2	67.491523	42.847276	69.377550	39.994012	0.290056	0.903660	0.965993	0.585924	3.625473	3.000000	0.011043	0.274923	3.000000	0.028436	1.434853	2.000000	0.011357	2.537031	3.000000	0.010610	6.908950	3.000000	0.017785	6.198205	3.000000	0.016172	9.826453	3.000000	0.022568	10.899954	2.000000	0.025099
6	1	49.888177	6.476468	7.490888	66.545513	0.517953	0.704468	0.480430	0.721614	6.718089	2.000000	0.093823	3.566499	2.000000	0.015259	15.222408	3.000000	0.010543	14.673820	3.000000	0.024502	16.166962	3.000000	0.011702	8.862677	3.000000	0.030202	3.542974	2.000000	0.021896	0.287622	3.000000	0.019360
7	3	49.023747	17.830390	40.633993	48.845356	0.628241	0.362336	0.312918	0.248290	4.372640	2.000000	0.021288	14.048517	3.000000	0.014817	9.805118	2.000000	0.023339	8.188979	2.000000	0.014414	3.315132	2.000000	0.025004	11.542765	2.000000	0.045649	0.969263	2.000000	0.011185	0.312875	3.000000	0.010389
8	1	16.440025	34.208445	28.845407	7.692532	0.819593	0.614099	0.503235	0.959444	15.886875	2.000000	0.016919	8.753376	3.000000	0.033493	11.966039	2.000000	0.040948	0.512526	3.000000	0.057764	8.761635	2.000000	0.038421	9.089230	2.000000	0.011585	14.827356	2.000000	0.017366	0.986187	2.000000	0.020045
9	2	6.476468	7.490888	66.545513	46.974777	0.704468	0.480430	0.721614	0.454491	3.680523	2.000000	0.093823	14.550318	2.000000	0.015259	16.389735	3.000000	0.010543	8.937904	3.000000	0.025444	3.625473	3.000000	0.016566	0.274923	3.000000	0.035822	1.383144	2.000000	0.028936	2.631879	3.000000	0.024502
10	2	52.162725	55.843823	48.845356	59.106478	0.362336	0.312918	0.248290	0.327523	14.497658	2.000000	0.011110	4.237174	2.000000	0.013210	14.697428	2.000000	0.201562	9.451760	3.000000	0.025391	8.379660	2.000000	0.020701	3.212428	2.000000	0.021008	11.640740	3.000000	0.022658	10.064530	2.000000	0.026831
11	1	37.827924	59.646635	25.422638	75.218802	0.817251	0.976697	0.303942	0.246711	5.930703	3.000000	0.321254	4.338499	2.000000	0.019171	13.125249	2.000000	0.017907	5.399571	3.000000	0.011070	0.676734	3.000000	0.172938	7.485727	2.000000	0.089068	14.105477	3.000000	0.267020	10.046965	3.000000	0.020467
12	1	94.846433	39.301558	60.365514	27.915505	0.405087	0.461933	0.867746	0.391910	7.671442	2.000000	0.093823	8.407176	2.000000	0.015259	15.222408	3.000000	0.010543	15.799079	3.000000	0.093823	9.146023	3.000000	0.015259	3.513154	3.000000	0.010543	0.277257	2.000000	0.025444	1.434853	3.000000	0.016566
13	2	12.642217	22.191053	40.707599	20.442834	0.532227	0.952772	0.361272	0.209763	4.000713	3.000000	0.021826	12.528885	3.000000	0.010198	4.238268	3.000000	0.021707	9.372877	3.000000	0.011764	6.328835	3.000000	0.024432	14.892638	2.000000	0.015466	11.387887	3.000000	0.051225	7.078463	2.000000	0.014129
14	2	49.023747	17.830390	40.633993	48.845356	0.628241	0.903660	0.965993	0.585924	3.625473	3.000000	0.028936	0.274923	3.000000	0.024502	1.434853	2.000000	0.011702	2.537031	3.000000	0.030202	6.908950	3.000000	0.021896	6.198205	2.000000	0.019360	9.826453	3.000000	0.014774	10.899954	2.000000	0.018860
15	2	79.199047	49.023747	17.830390	40.633993	0.534958	0.628241	0.362336	0.312918	2.908980	2.000000	0.026831	4.237174	3.000000	0.154405	14.697428	2.000000	0.133496	9.451760	3.000000	0.015027	8.379660	2.000000	0.021288	3.212428	2.000000	0.014817	11.640740	2.000000	0.023339	1.005499	2.000000	0.014414
16	1	49.888177	19.730417	45.670947	51.652550	0.706221	0.572917	0.914163	0.410609	14.788347	2.000000	0.012941	15.339337	2.000000	0.775135	9.574588	3.000000	0.012615	10.149647	2.000000	0.010299	8.757051	2.000000	0.014384	5.146235	2.000000	0.055538	10.215554	2.000000	0.512125	11.189837	3.000000	0.018357
17	2	34.559577	40.812619	85.452021	33.110102	0.506100	0.560478	0.706221	0.572917	15.209507	3.000000	0.093823	5.724459	3.000000	0.010543	14.992123	2.000000	0.025444	15.469536	2.000000	0.016566	9.444448	3.000000	0.035822	10.064222	2.000000	0.028936	8.557783	3.000000	0.024502	5.383944	3.000000	0.011702
18	2	19.730417	70.920990	5.895860	1.827547	0.338853	0.586128	0.187803	0.686688	15.929703	2.000000	0.031632	6.397276	3.000000	0.016068	10.278880	3.000000	0.015217	4.582975	3.000000	0.022568	5.805459	2.000000	0.025099	6.643174	3.000000	0.014690	14.025473	3.000000	0.010187	5.638685	3.000000	0.031163
19	2	83.686039	29.907059	15.169333	70.094056	0.228812	0.728128	0.909767	0.909767	7.695985	2.000000	0.011165	15.958617	3.000000	0.068502	10.760413	3.000000	0.051225	0.840469	3.000000	0.014129	7.738166	2.000000	0.013235	13.834337	3.000000	0.016604	6.718937	2.000000	0.028626	11.009523	3.000000	0.016935
20	2	49.023747	1.827547	27.273864	59.865888	0.672851	0.832092	0.722935	0.254598	1.158081	3.000000	0.018860	13.849392	2.000000	0.011043	0.334173	2.000000	0.028436	8.941583	2.000000	0.011357	1.791623	2.000000	0.010610	10.666401	2.000000	0.017785	15.567219	3.000000	0.016172	6.692771	3.000000	0.019181
21	2	60.225438	34.933865	59.048281	21.487675	0.833719	0.905131	0.223619	0.286252	13.723496	3.000000	0.014272	14.576640	2.000000	0.014870	2.487050	3.000000	0.076024	14.372623	2.000000	0.013031	5.640969	2.000000	0.016936	2.933590	2.000000	0.033515	0.439365	2.000000	0.086230	12.332232	3.000000	0.011426
22	1	65.535665	40.812619	85.452021	33.110102	0.506100	0.560478	0.706221	0.572917	15.209507	3.000000	0.057299	5.724459	3.000000	0.020566	14.992123	2.000000	0.015364	15.469536	2.000000	0.012941	9.444448	3.000000	0.775135	10.064222	2.000000	0.012615	8.557783	2.000000	0.010299	5.383944	2.000000	0.024338
23	2	34.559577	40.812619	85.452021	33.110102	0.506100	0.560478	0.706221	0.572917	15.209507	2.000000	0.030202	9.151857	3.000000	0.021896	10.529096	3.000000	0.019360	8.557783	3.000000	0.014774	5.310764	2.000000	0.018860	10.129574	3.000000	0.011043	10.786576	2.000000	0.028436	7.545674	2.000000	0.011357
24	2	39.301558	60.365514	27.915505	34.559577	0.461933	0.867746	0.391910	0.506100	8.675959	3.000000	0.010187	11.016055	3.000000	0.031163	9.028465	2.000000	0.021754	14.863411	3.000000	0.125364	5.907474	3.000000	0.025203	14.330201	2.000000	0.057299	15.469536	2.000000	0.020566	9.574588	3.000000	0.015364
25	3	49.023747	17.830390	40.633993	48.845356	0.628241	0.362336	0.312918	0.248290	4.372640	2.000000	0.021288	14.048517	3.000000	0.014817	9.805118	2.000000	0.023339	8.188979	2.000000	0.014414	3.315132	2.000000	0.025004	11.542765	2.000000	0.045649	0.969263	2.000000	0.011185	0.312875	3.000000	0.010389
