parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0010,0010-0300-0303,1,3,1
2,1010,0300-0302-1010-1012,1,4,1
3,0300,0300-0303-1010-1100-1103,1,5,1
4,1010,0300-1010,1,2,1
5,1010,0300-1010,1,2,1
6,0303-1010,0300-0303-1010-1103,2,4,1
7,0303,0010-0303,1,2,1
8,0303,0303-1003-1010,1,3,1
9,0010,0010-0013-0113-0300-0303,1,5,1
10,0303,0302-0303-1002-1003,1,4,1
11,0303-1010-1013,0303-1010-1013,3,3,1
12,1010,0113-0303-1010-1013,1,4,1
13,0303-1013,0103-0300-0303-1003-1010,2,5,0.5
14,0303-1010,0300-0303-1010-1103,2,4,1
15,0303,0010-0300-0303,1,3,1
16,0013-0303,0010-0013-0303,2,3,1
17,1010,-1,1,2,0
18,0303-1003-1010,0303-1003-1010,3,3,1
19,0303-1010,0303-1003-1010,2,3,1
20,1010,1010,1,1,1
21,0303,0303-1003-1010,1,3,1
22,0303,0103-0301-0303-1001-1003,1,5,1
23,0300-0303-1010,0300-0303-1003-1010,3,4,1
24,1012,0303-1013,1,2,0
25,1300-1303,1000-1300-1303,2,3,1
26,1010,0300-1010,1,2,1
27,1013,1010-1013,1,2,1
28,0303-1013,-1,2,2,0
29,0303-1013,0300-0303-1003-1010,2,4,0.5
30,1010,-1,1,2,0
31,0303,0013-0303,1,2,1
32,0010-0013-0303,0010-0013-0300-0303,3,4,1
33,0303-1013,0203-0303-1011-1013,2,4,1
34,1010,0303-1010-1013,1,3,1
35,0303,0303-1003-1010,1,3,1
36,0303,0301-0303-1001-1003,1,4,1
37,0010,0010,1,1,1
38,1003-1103,1001-1003-1103,2,3,1
39,1010,0303-1010-1013,1,3,1
40,0303-1013,0303-1010-1013,2,3,1
41,0010,0010-0300,1,2,1
42,0300-0303-1010,0300-0303-1003-1010,3,4,1
43,1010,1010,1,1,1
44,0303-1003,0303-1003,2,2,1
45,1012,0302-1010-1012,1,3,1
46,0303-1003,0300-0303-1003-1010,2,4,1
47,0303,0010-0300-0303,1,3,1
48,1010-1013,1010-1013,2,2,1
49,0303,0303-1003-1010,1,3,1
50,1010,0303-1003-1010,1,3,1
51,0300-1010,0300-1010,2,2,1
52,0303-1013,0303-1003-1010,2,3,0.5
53,0303-1013,0300-0303-1010-1013,2,4,1
54,1010,0300-0302-1010-1012,1,4,1
55,0303,0300-0303-1003-1010,1,4,1
56,1010,0303-1003-1010,1,3,1
57,0010,0010,1,1,1
