parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0310-1010,0302-0310-1010-1012,2,4,1
2,0010-0013-0303-0310,0010-0303,4,2,0.5
3,0010-0300-0303,0010-0300-0303,3,3,1
4,0300-1010,0300-0303-1010,2,3,1
5,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
6,0010-0300-0303,0010-0300-0303,3,3,1
7,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
8,0303-1003-1010,0303-1003-1010-1103,3,4,1
9,0300-1010,0300-1010,2,2,1
10,0011-0301-0303,0011-0301-0303,3,3,1
11,0300-1010,0300-0302-1010-1012,2,4,1
12,0010-0300-0303,0010-0300-0303,3,3,1
13,0303,0210-0300-0303-1010,1,4,1
14,0300-0303-1010,0300-0303-1010,3,3,1
15,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
16,0303-1010-1013,0303-1010-1013,3,3,1
17,0300-1010,0300-1010,2,2,1
18,0303-1010-1013,0303-1010-1013,3,3,1
19,1010-1013-1300-1303,1010-1013-1303,4,3,0.75
20,0303-1010,0303-1010-1013,2,3,1
21,0310-1010,-1,2,2,0
22,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
23,0302-1010-1012,0302-1010-1012,3,3,1
24,0303-0310-1010,0303-1010,3,2,0.6666666666666666
25,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
26,0303-1010,0303-1010,2,2,1
27,1010,1010,1,1,1
28,0301-0303-1011-1013,0301-0303-1011-1013,4,4,1
29,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
30,0010-0013-0303,0010-0013-0303,3,3,1
31,0303-1013,0303-1013,2,2,1
32,0303-0310-1010,0303-1010,3,2,0.6666666666666666
33,0010-0300-0303,0010-0300-0303,3,3,1
34,1003-1010-1303,1003-1010-1303,3,3,1
35,0200-0300-0303-1010,0200-0300-0303-1010,4,4,1
36,0303-1010-1013,0303-1010-1013,3,3,1
37,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
38,0303-1010-1013,0303-1010-1013-1103,3,4,1
39,0010-0300-0303,0010-0100-0300-0303,3,4,1
40,0303-1010-1013,0303-1010-1013-1103,3,4,1
41,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
42,1003-1010-1303,1003-1010-1303,3,3,1
43,1010-1300,1010,2,1,0.5
44,1010,1010,1,1,1
45,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
46,0303-1010-1013,0303-1010-1013,3,3,1
47,0010-0300-0303,0010-0300-0303,3,3,1
48,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
49,0300-0303-1010,0300-0303-1010,3,3,1
50,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
51,0303-0310-1010-1013,0303-1010-1013,4,3,0.75
52,1010,1010,1,1,1
53,1010,1010,1,1,1
54,0303-1010-1013,0303-1010-1013,3,3,1
55,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
56,0303-1003,0303-0310-1003-1010,2,4,1
57,0303,0303,1,1,1
58,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
59,0303-1003-1010,0303-1003-1010,3,3,1
60,0303-1010-1013,0303-1010-1013,3,3,1
61,0303-1010-1013,0303-1010-1013,3,3,1
62,0300-0302-1010-1012,0300-0302-1010-1012,4,4,1
63,1010-1303,1003-1010-1303,2,3,1
64,1010,0300-1010,1,2,1
65,0300-1010,0300-1010,2,2,1
66,0302-1010-1012,0302-1010-1012,3,3,1
67,1003-1010-1303,1003-1010-1303,3,3,1
68,1010,1010,1,1,1
69,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
70,0303-1010-1013-1103,0303-1010-1013-1103,4,4,1
71,0303-1010-1013,0303-1010-1013,3,3,1
72,0303-1103,0303-1103,2,2,1
73,0210-0300-0303-1003-1010,0210-0300-0303-1003-1010,5,5,1
74,1010,1010,1,1,1
75,0301-0303-1001-1003,0301-0303-1001-1003,4,4,1
76,0300-1010,0300-0303-1010,2,3,1
77,0300-0303-1010-1200,0300-0303-1010-1200,4,4,1
78,0010-0013-0300-0303,0010-0013-0300-0303,4,4,1
79,1010-1012-1312,1010-1012-1312,3,3,1
80,0313-1010-1013,0313-1010-1013,3,3,1
81,0303-1003,0303-1003,2,2,1
82,0013-0303,0010-0013-0303,2,3,1
83,0303-1010,0303-1010,2,2,1
84,0300-1010,0300-1010,2,2,1
85,0303-1013,0303-1013,2,2,1
86,0303-1010-1013,0303-1010-1013,3,3,1
87,0300-0301-1010-1011,0300-0301-1010-1011,4,4,1
88,0303-1010-1013,0303-1010-1013,3,3,1
89,1010,1010,1,1,1
90,1010,1010,1,1,1
91,0303-1003,0303-1003,2,2,1
92,0303-1013,0303-1013,2,2,1
93,0300-0303-1010,0300-0303-1010,3,3,1
94,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
95,0303-1010-1013,0303-1010-1013,3,3,1
96,0303-1010-1013,0303-1010-1013,3,3,1
97,0300-0303-1010,0300-0303-1003-1010,3,4,1
98,0303-0310-1010-1013,0303-0310-1010-1013,4,4,1
99,0200-0300-0303-1010,0200-0300-0303-1010,4,4,1
100,0300-0303-1010-1210,0300-0303-1010,4,3,0.75
101,1010-1200-1300,1010-1200,3,2,0.6666666666666666
102,0303,0303,1,1,1
103,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
104,0303-0310-1010,0303-0310-1010-1013-1103,3,5,1
105,0010-0113-0303,0010-0113-0303,3,3,1
106,0300-1010,0210-0300-1010,2,3,1
107,0113-0300-0303-1010-1013,0113-0300-0303-1010-1013,5,5,1
108,0110-0303-0310-1010,0110-0303-0310-1010,4,4,1
109,0010-0210-0312,0010-0210-0312,3,3,1
110,0113-0303-1011-1013,0113-0301-0303-1011-1013,4,5,1
111,0303-1003-1010,0303-1003-1010,3,3,1
112,0303-1013,0303-1013,2,2,1
113,0010-0200-0300-0303,-1,4,2,0
114,0303-1003-1010,0303-1003-1010,3,3,1
115,0300-0303-1010-1013,0300-0303-1010,4,3,0.75
116,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
117,0301-0303-1011,0101-0301-0303-1001,3,4,0.6666666666666666
118,0310-0312-1010-1012,0310-0312-1010-1112,4,4,0.75
119,1010,1003-1010-1303,1,3,1
120,0303-1003,0300-0303-1003-1010,2,4,1
121,0303,0011-0303-0311,1,3,1
122,0300-1010,1010,2,1,0.5
123,0301-0303-1013,0303-0311-1011-1013,3,4,0.6666666666666666
124,0300-1010,0300-1010,2,2,1
125,0301-0302-1001-1002,0301-0302-1001-1002,4,4,1
126,0310-0313-1010-1013,0310-0313-1010-1013,4,4,1
127,1003-1010-1303,1003-1010-1303,3,3,1
128,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
