parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,1,210,210,210,1,1,4.454449,1.531782,-6.385821,1
2,1,200,200,200,1,1,5.517927,0.26218,0.086743,1
3,2,012-020,012,012-020,2,0.32,-6.731823,1.114047,4.248419,0.32
3,2,012-020,020,012-020,2,0.68,-0.901162,7.051235,-1.516658,0.68
4,1,120,120,120,1,1,0.652634,6.596649,-4.857501,1
5,2,021-202,021,021-202,2,0.24,-2.767432,6.207381,-1.714377,0.24
5,2,021-202,202,021-202,2,0.76,2.425986,-4.576774,1.685512,0.76
6,1,220,220,220,1,1,1.111718,-1.548776,-6.952107,1
7,3,012-021-102,021,012-021-102,3,0.22,-5.069159,4.832772,-0.023674,0.22
7,3,012-021-102,102,012-021-102,3,0.12,1.152362,-8.107514,5.771806,0.12
7,3,012-021-102,012,012-021-102,3,0.66,-5.069148,-1.591265,5.771806,0.66
8,1,021,021,021,1,1,-1.521022,5.894063,1.506088,1
9,2,201-220,220,201-220,2,0.53,2.042344,2.985734,-4.142064,0.53
9,2,201-220,201,201-220,2,0.47,7.567465,-1.111799,-0.074797,0.47
10,1,200,200,200,1,1,7.506148,-1.361114,0.577983,1
11,1,210,210,210,1,1,7.599754,0.143524,-6.849507,1
12,1,220,220,220,1,1,1.715415,2.966062,-6.877499,1
13,2,102-201,201,102-201,2,0.71,7.242306,-6.77302,0.418106,0.71
13,2,102-201,102,102-201,2,0.29,1.728231,-6.773022,6.063949,0.29
14,1,210,210,210,1,1,7.599754,0.143524,-5.375889,1
15,1,022,022,022,1,1,-3.715695,2.720928,0.608189,1
16,1,022,022,022,1,1,-8.890483,2.610756,1.913015,1
17,1,220,220,220,1,1,1.459438,2.126456,-11.130678,1
18,1,002,002,002,1,1,-0.09314,-3.144399,8.120858,1
19,2,012-210,012,012-210,2,0.83,-0.375584,0.744478,1.727718,0.83
19,2,012-210,210,012-210,2,0.17,5.659526,0.632233,-4.506458,0.17
20,1,220,220,220,1,1,2.953919,3.396201,-5.709808,1
21,2,102-220,102,102-220,2,0.84,0.166871,-5.353772,6.816578,0.84
21,2,102-220,220,102-220,2,0.16,2.903271,-0.291141,-3.328181,0.16
22,2,021-102,102,021-102,2,0.98,1.148501,-0.014296,2.579269,0.98
22,2,021-102,021,021-102,2,0.02,-3.508509,6.042384,1.114227,0.02
23,3,012-202-220,220,012-202-220,3,0.21,2.145814,4.18156,-5.064333,0.21
23,3,012-202-220,012,012-202-220,3,0.14,-3.421252,0.574556,7.641498,0.14
23,3,012-202-220,202,012-202-220,3,0.65,2.234799,-1.267666,1.101494,0.65
24,1,002,002,002,1,1,-0.145379,0.245389,5.300068,1
25,1,220,220,220,1,1,1.865229,4.208667,-7.900601,1
26,1,220,220,220,1,1,2.195398,3.473404,-6.40079,1
27,1,202,202,202,1,1,1.400739,-5.147874,2.876432,1
28,2,022-102,022,022-102,2,0.72,-4.013149,1.749286,2.393306,0.72
28,2,022-102,102,022-102,2,0.28,1.287684,-4.84695,6.706881,0.28
29,1,200,200,200,1,1,5.411422,0.441137,-0.470096,1
30,1,022,022,022,1,1,-6.183079,1.659619,6.145936,1
31,2,021-120,021,021-120,2,0.63,-5.812113,6.092163,0.074133,0.63
31,2,021-120,120,021-120,2,0.37,0.126919,6.092163,-6.216373,0.37
32,1,020,020,020,1,1,-3.013312,4.847714,0.707408,1
33,2,022-120,120,022-120,2,0.18,-0.434759,7.272259,-0.647349,0.18
33,2,022-120,022,022-120,2,0.82,-5.492468,2.079909,4.885569,0.82
34,1,220,220,220,1,1,5.145536,4.140018,-2.517005,1
35,2,012-220,220,012-220,2,0.06,1.786656,1.267468,-3.188897,0.06
35,2,012-220,012,012-220,2,0.94,-2.963039,0.473626,7.89451,0.94
36,3,022-202-220,220,022-202-220,3,0.4,1.82029,2.270222,-1.00621,0.4
36,3,022-202-220,022,022-202-220,3,0.42,-3.487266,3.668907,1.750107,0.42
36,3,022-202-220,202,022-202-220,3,0.18,1.868394,-1.989407,4.013511,0.18
37,2,022-102,022,022-102,2,0.76,-3.402578,2.585788,2.650828,0.76
37,2,022-102,102,022-102,2,0.24,1.786703,-3.090118,8.139616,0.24
38,2,202-210,210,202-210,2,0.31,6.774582,0.077697,-3.332293,0.31
38,2,202-210,202,202-210,2,0.69,2.006334,-5.548711,2.981649,0.69
39,2,022-120,120,120,2,0.94,0.544591,6.490398,-1.32364,0.94
39,2,022-120,022,120,2,0.06,-4.306005,1.154068,3.327512,0.06
40,1,201,201,201,1,1,6.96821,-5.668585,0.328224,1
41,2,022-201,201,022-201,2,0.13,6.419541,-0.752584,1.491303,0.13
41,2,022-201,022,022-201,2,0.87,-6.070441,1.847392,2.21496,0.87
42,1,002,002,002,1,1,0.548289,0.024139,5.608988,1
43,2,202-220,220,202-220,2,0.75,1.456242,1.095928,-2.829121,0.75
43,2,202-220,202,202-220,2,0.25,2.205534,-5.026402,2.516422,0.25
44,2,020-022,020,022,2,0.35,0.231162,7.691898,0.987146,0.35
44,2,020-022,022,022,2,0.65,-4.614204,3.160319,1.725312,0.65
45,2,022-102,022,022-102,2,0.14,-4.989678,1.486177,1.652312,0.14
45,2,022-102,102,022-102,2,0.86,0.850973,-4.730236,8.033408,0.86
46,1,022,022,022,1,1,-6.800945,3.402617,1.820272,1
47,2,020-200,200,020-200,2,0.74,6.791897,0.308867,-1.538928,0.74
47,2,020-200,020,020-200,2,0.26,0.448289,5.072901,-2.135261,0.26
48,2,202-220,202,202-220,2,0.45,2.233612,-3.549735,2.880091,0.45
48,2,202-220,220,202-220,2,0.55,3.4411,2.333349,-0.173634,0.55
49,2,002-022,002,002,2,0.83,-1.635895,-1.200924,6.621979,0.83
49,2,002-022,022,002,2,0.17,-8.056752,2.420313,1.017163,0.17
50,1,120,120,120,1,1,-1.725275,6.056636,-2.070219,1
51,2,120-200,120,120-200,2,0.26,0.737442,5.602885,-6.923568,0.26
51,2,120-200,200,120-200,2,0.74,6.215534,-0.488641,-1.045322,0.74
52,1,200,200,200,1,1,6.751965,-0.282772,0.905717,1
53,2,202-222,222,202,2,0.58,2.46829,0.322174,1.646744,0.58
53,2,202-222,202,202,2,0.42,2.824808,-3.045944,5.722343,0.42
54,1,022,022,022,1,1,-6.654082,2.06474,1.693669,1
55,2,022-220,220,022-220,2,0.77,0.159347,3.43235,-2.888234,0.77
55,2,022-220,022,022-220,2,0.23,-6.431905,3.524265,1.938055,0.23
56,1,020,020,020,1,1,-0.581123,6.657885,-1.132953,1
57,2,020-200,200,020-200,2,0.09,2.607659,-0.611315,-2.928729,0.09
57,2,020-200,020,020-200,2,0.91,-3.256603,3.800373,-4.515106,0.91
58,1,022,022,022,1,1,-4.827283,1.519522,3.11399,1
59,1,022,022,022-121,1,1,-6.302369,4.205428,1.728932,1
60,1,220,220,220,1,1,5.248198,3.152577,-5.906355,1
61,2,202-210,210,202-210,2,0.57,9.100327,-0.681595,-2.712995,0.57
61,2,202-210,202,202-210,2,0.43,6.189906,-7.0142,2.346643,0.43
62,2,002-201,002,002-201,2,0.74,-1.94529,0.272125,2.987291,0.74
62,2,002-201,201,002-201,2,0.26,4.052749,-4.211884,-1.22816,0.26
63,2,021-200,021,021-200,2,0.4,-2.937772,5.516965,1.077984,0.4
63,2,021-200,200,021-200,2,0.6,6.800772,-0.550599,-2.557055,0.6
64,1,021,021,021,1,1,-5.167232,7.148857,0.918339,1
65,1,022,022,022,1,1,-4.722442,1.544796,3.672389,1
66,2,012-020,020,012-020,2,0.66,0.279453,6.711833,0.914,0.66
66,2,012-020,012,012-020,2,0.34,-5.825532,1.356801,6.519604,0.34
67,2,020-202,020,020-202,2,0.38,-0.842715,4.081325,-2.439913,0.38
67,2,020-202,202,020-202,2,0.62,2.345812,-8.521286,0.771953,0.62
68,3,022-120-210,022,022-120-210,3,0.29,-4.059093,2.336889,0.555499,0.29
68,3,022-120-210,120,022-120-210,3,0.38,1.064102,7.361032,-5.480159,0.38
68,3,022-120-210,210,022-120-210,3,0.33,6.799584,0.948316,-5.480158,0.33
69,2,012-202,012,012-202,2,0.14,-2.513718,0.18635,7.748327,0.14
69,2,012-202,202,012-202,2,0.86,2.354605,-5.273107,2.349574,0.86
70,1,102,102,102,1,1,0.044584,-6.783,9.260423,1
71,2,022-220,022,022-220,2,0.31,-3.263976,1.597678,1.504825,0.31
71,2,022-220,220,022-220,2,0.69,3.162337,1.613109,-4.687525,0.69
72,1,022,022,022-112,1,1,-5.163418,1.864135,3.925899,1
73,1,102,102,102,1,1,0.044584,-7.361867,9.260423,1
74,2,202-210,202,022-202-210,2,0.59,3.621341,-4.396273,1.94936,0.59
74,2,202-210,210,022-202-210,2,0.41,4.124132,0.341792,-2.67968,0.41
75,2,022-120,120,022-120,2,0.94,0.726754,6.887316,-1.142922,0.94
75,2,022-120,022,022-120,2,0.06,-3.869528,2.144247,2.739388,0.06
76,1,021,021,021,1,1,-5.01243,8.907185,1.208413,1
77,2,201-220,201,201-220,2,0.11,7.796859,-1.794212,1.693475,0.11
77,2,201-220,220,201-220,2,0.89,1.341152,4.816982,-3.837243,0.89
78,2,012-210,012,012-210,2,0.79,0.260454,1.410447,2.234756,0.79
78,2,012-210,210,012-210,2,0.21,6.156861,-0.869441,-1.440769,0.21
79,1,021,021,021,1,1,-6.014813,8.085684,0.975464,1
80,1,022,022,022,1,1,-2.852865,2.130434,2.660979,1
81,3,022-112-211,211,022-112-211,3,0.37,6.908707,-0.876628,-1.249181,0.37
81,3,022-112-211,112,022-112-211,3,0.15,1.396295,-0.87664,2.581823,0.15
81,3,022-112-211,022,022-112-211,3,0.48,-3.577808,5.369778,2.584224,0.48
82,1,002,002,002,1,1,-0.873121,-0.279269,6.681999,1
83,2,022-202,202,022-202,2,0.36,2.203804,-1.943407,3.434088,0.36
83,2,022-202,022,022-202,2,0.64,-3.698797,4.677253,5.914861,0.64
84,1,012,012,012,1,1,-4.121829,1.379501,7.958831,1
85,2,202-220,202,202-220,2,0.33,2.693514,-4.977315,2.109108,0.33
85,2,202-220,220,202-220,2,0.67,3.102031,1.33752,-4.147742,0.67
86,1,012,012,012,1,1,-3.99784,-0.833564,7.291152,1
87,1,012,012,012,1,1,-6.080054,0.617544,9.486848,1
88,2,012-120,120,012-120,2,0.79,1.759107,6.01118,-5.18257,0.79
88,2,012-120,012,012-120,2,0.21,-3.366039,0.379851,4.264883,0.21
89,2,201-210,210,201-210,2,0.3,7.652994,0.492725,-5.510124,0.3
89,2,201-210,201,201-210,2,0.7,7.021668,-5.719361,0.612784,0.7
90,1,200,200,200,1,1,8.812442,-2.993422,-0.344152,1
91,2,021-120,120,021-120,2,0.14,-0.10601,6.934162,-5.458428,0.14
91,2,021-120,021,021-120,2,0.86,-6.307551,6.944001,-0.774526,0.86
92,2,201-220,220,201-220,2,0.29,1.113833,1.621983,-3.44668,0.29
92,2,201-220,201,201-220,2,0.71,7.7224,-4.058712,1.308542,0.71
93,2,120-210,210,120-210,2,0.31,6.207046,1.045403,-7.616553,0.31
93,2,120-210,120,120-210,2,0.69,0.261775,7.079748,-7.616553,0.69
94,1,201,201,201,1,1,6.886122,-5.455866,1.526485,1
95,2,120-202,202,102-120,2,0.45,3.024499,-4.106388,1.891769,0.45
95,2,120-202,120,102-120,2,0.55,0.288473,7.188429,-3.971106,0.55
96,1,021,021,021,1,1,-6.703541,7.076829,0.786978,1
97,2,020-201,020,020-201,2,0.99,-3.887705,8.211368,-1.414598,0.99
97,2,020-201,201,020-201,2,0.01,1.952841,-2.832117,-0.843104,0.01
98,1,021,021,-1,1,1,-1.343482,2.639953,-0.305544,1
99,2,202-220,220,202-220,2,0.58,2.624282,2.234163,-3.069915,0.58
99,2,202-220,202,202-220,2,0.42,1.831928,-2.124021,3.026605,0.42
100,1,210,210,210,1,1,8.507822,0.75048,-2.134002,1
101,3,012-102-201,102,012-102-201,3,0.09,1.701441,-5.045196,6.406857,0.09
101,3,012-102-201,012,012-102-201,3,0.42,-4.655994,0.900309,6.002851,0.42
101,3,012-102-201,201,012-102-201,3,0.49,7.445436,-5.045196,0.384077,0.49
102,1,002,002,002,1,1,-0.030529,-2.352049,8.255602,1
103,2,021-220,021,021-220,2,0.71,-5.053883,7.44184,1.01122,0.71
103,2,021-220,220,021-220,2,0.29,1.478211,1.763779,-4.880809,0.29
104,2,102-200,102,102-200,2,0.17,0.723684,-7.961723,3.747081,0.17
104,2,102-200,200,102-200,2,0.83,7.202069,-1.366322,-2.115392,0.83
