1	1	14.887676	83.593778	25.682952	0.678663	0.744959	0.923743	3.339004	51.000000	0.112977	2.971472	50.000000	0.157213	1.621437	46.000000	0.025767	3.321133	51.000000	0.010457	1.260798	45.000000	0.032946	2.970133	50.000000	0.013055
2	1	45.698948	70.385344	19.688466	0.997344	0.667090	0.916271	1.954948	45.000000	0.025200	1.894590	48.000000	0.045402	0.133452	48.000000	0.011366	2.121284	48.000000	0.014236	3.222442	42.000000	0.011475	0.730483	46.000000	0.049422
3	2	36.110483	82.762216	14.001098	0.878764	0.624021	0.736646	1.697373	42.000000	0.013121	0.388315	47.000000	0.017401	3.670926	50.000000	0.017717	1.857475	51.000000	0.016320	2.887004	43.000000	0.018388	3.360845	45.000000	0.629803
4	1	20.233716	74.452336	16.874673	0.418916	0.769287	0.683554	3.209174	44.000000	0.032547	3.097760	51.000000	0.070731	2.114313	45.000000	0.172809	3.586768	49.000000	0.639487	2.880073	42.000000	0.010990	0.597014	47.000000	0.127142
5	2	99.189902	58.177847	12.175292	0.584075	0.787318	0.825805	2.671914	48.000000	0.027329	0.113357	48.000000	0.031644	1.952512	44.000000	0.019758	0.943822	48.000000	0.028702	2.345343	45.000000	0.020669	1.494608	48.000000	0.218166
6	1	82.150887	15.675644	23.601975	0.934938	0.464419	0.725430	0.198946	51.000000	0.024594	1.915160	42.000000	0.030349	1.169788	48.000000	0.010126	0.510352	45.000000	0.014913	0.203206	49.000000	0.016206	0.059906	49.000000	0.015318
7	3	91.917808	19.182381	37.024782	0.634333	0.673121	0.677651	0.082537	49.000000	0.013401	0.342370	51.000000	0.015340	1.587827	43.000000	0.010924	1.431764	49.000000	0.011646	0.772441	43.000000	0.018005	3.348885	45.000000	0.010058
8	1	14.808594	89.296227	18.759059	0.707912	0.644925	0.696583	0.776061	48.000000	0.016729	3.159256	51.000000	0.015614	0.754011	47.000000	0.015494	2.539296	47.000000	0.426558	0.690517	47.000000	0.105473	3.795333	45.000000	0.023976
9	2	88.059569	51.140004	60.068506	0.464240	0.395310	0.987086	2.422854	47.000000	0.021716	1.482712	50.000000	0.189630	0.377070	42.000000	0.061231	0.882666	44.000000	0.020429	3.336594	50.000000	0.059653	1.614573	46.000000	0.015602
10	1	92.758847	24.286286	51.077854	0.510233	0.884016	0.552730	1.393180	45.000000	0.021240	1.886362	45.000000	0.057425	0.957203	45.000000	0.014170	2.931392	43.000000	0.026152	1.410281	50.000000	0.041436	1.630597	43.000000	0.016154
11	1	75.739896	69.663445	40.660149	0.390455	0.988645	0.700495	2.163431	46.000000	0.019083	2.355310	42.000000	0.020306	0.870680	45.000000	0.015676	3.402828	50.000000	0.010355	0.910547	49.000000	0.013831	1.346719	42.000000	0.010742
12	1	78.224278	53.398497	11.850457	0.350913	0.908932	0.518396	2.178372	45.000000	0.014732	3.246204	49.000000	0.012940	1.790135	45.000000	0.133008	2.241625	45.000000	0.014732	1.061131	49.000000	0.012408	1.354225	42.000000	0.029985
13	2	75.543746	5.496329	43.950511	0.498934	0.433772	0.518979	1.322415	43.000000	0.050504	1.698908	48.000000	0.021882	0.564013	48.000000	0.014208	0.636438	48.000000	0.050791	2.651657	43.000000	0.010029	3.399062	51.000000	0.015778
14	1	75.739896	69.663445	40.660149	0.390455	0.988645	0.700495	2.163431	46.000000	0.019083	2.355310	42.000000	0.020306	0.870680	45.000000	0.015676	3.402828	50.000000	0.016062	0.910547	49.000000	0.019719	1.346719	42.000000	0.020960
15	1	39.733642	52.284387	25.139201	0.829593	0.456559	0.480289	1.382186	43.000000	0.016154	1.448471	46.000000	0.012268	3.683485	43.000000	0.123657	1.431853	49.000000	0.013698	0.697397	45.000000	0.029123	2.960068	44.000000	0.015988
16	1	1.349674	93.387947	25.542439	0.261868	0.335482	0.477999	2.587872	45.000000	0.010602	2.179088	45.000000	0.038513	1.367956	48.000000	0.028270	1.296474	48.000000	0.021943	2.655342	48.000000	0.070476	2.651825	43.000000	0.024206
17	1	63.925912	10.846566	2.468449	0.616353	0.373530	0.819478	0.443727	42.000000	0.026515	2.308339	49.000000	0.021237	2.617124	47.000000	0.067528	0.992088	49.000000	0.056711	0.635685	46.000000	0.013221	1.727300	46.000000	0.011199
18	1	7.865226	1.349674	93.387947	0.323113	0.261868	0.335482	1.492953	45.000000	0.043733	2.663016	45.000000	0.038513	2.299233	48.000000	0.028270	1.296474	48.000000	0.021943	2.655342	48.000000	0.070476	2.651825	43.000000	0.024206
19	2	32.950015	98.750959	67.054429	0.651881	0.684407	0.298781	3.306809	50.000000	0.016828	0.936987	49.000000	0.015249	1.346719	45.000000	0.010742	1.644263	50.000000	0.011611	0.497749	49.000000	0.014758	1.572756	51.000000	0.013283
20	1	87.241753	50.800327	39.733642	0.566222	0.319447	0.829593	1.410281	43.000000	0.050290	1.545391	50.000000	0.012860	1.500740	43.000000	0.066205	1.448471	46.000000	0.123657	3.392500	43.000000	0.013698	1.510799	45.000000	0.029123
21	2	87.646723	42.104179	29.446034	0.921417	0.878255	0.218331	0.775208	50.000000	0.012967	2.838175	48.000000	0.011802	0.244655	50.000000	0.017047	1.783983	46.000000	0.029922	0.598982	51.000000	0.012800	1.162106	45.000000	0.057671
22	2	67.696611	44.179239	65.528627	0.458290	0.669514	0.567744	2.900346	46.000000	0.039636	1.568952	50.000000	0.015007	2.322622	50.000000	0.013795	2.497064	47.000000	0.016442	2.776235	46.000000	0.018756	1.189925	44.000000	0.051780
23	3	67.054429	61.706931	65.284804	0.298781	0.948405	0.326958	1.240332	49.000000	0.019719	1.644263	42.000000	0.020960	0.540442	47.000000	0.278891	1.490572	46.000000	0.022889	3.015225	48.000000	0.013831	3.636723	48.000000	0.010742
24	1	17.343191	86.112099	12.288254	0.483363	0.934171	0.311694	1.790840	44.000000	0.010334	1.664204	50.000000	0.025199	3.320868	45.000000	0.050290	1.832829	46.000000	0.012860	1.393180	45.000000	0.066205	1.990367	45.000000	0.021240
25	1	54.292597	81.180006	24.582710	0.890374	0.261321	0.904714	1.281764	46.000000	0.059748	0.676546	43.000000	0.045003	3.407524	46.000000	0.016167	1.318982	43.000000	0.020289	3.067068	48.000000	0.014754	1.065337	42.000000	0.010439
26	1	28.463379	43.134120	27.104028	0.950179	0.593775	0.846191	2.243024	50.000000	0.152897	0.781080	42.000000	0.023449	1.805584	49.000000	0.152897	3.049726	49.000000	0.023449	0.542609	43.000000	0.017471	1.634650	46.000000	0.021149
27	1	98.099750	28.032379	88.045989	0.860640	0.441172	0.259941	2.989802	51.000000	0.081379	3.120715	51.000000	0.023164	0.948209	49.000000	0.010781	0.294738	51.000000	0.041176	1.395860	43.000000	0.019578	1.127264	50.000000	0.021680
28	2	58.647256	70.775239	81.910272	0.598391	0.530487	0.784089	1.444142	51.000000	0.025368	0.059209	47.000000	0.024910	1.870729	50.000000	0.010334	1.269349	50.000000	0.025199	2.432994	45.000000	0.050290	3.303449	46.000000	0.012860
29	1	36.466605	28.021318	29.298932	0.851821	0.262048	0.871480	1.508347	46.000000	0.253996	2.197911	50.000000	0.061798	2.415594	45.000000	0.012697	3.530512	47.000000	0.015858	2.860647	49.000000	0.018382	0.232703	49.000000	0.021473
30	1	39.723328	90.768864	71.106523	0.697568	0.674081	0.243522	1.795769	43.000000	0.010951	0.620426	42.000000	0.022070	2.868038	43.000000	0.021829	2.522687	51.000000	0.023462	0.741958	46.000000	0.242516	0.965630	50.000000	0.048919
31	2	73.767751	26.530989	56.744968	0.798970	0.388893	0.565697	2.059841	51.000000	0.011827	0.691668	46.000000	0.016299	2.541929	49.000000	0.043186	1.669426	50.000000	0.012448	2.627758	45.000000	0.010495	0.713427	47.000000	0.012775
32	1	4.096641	19.351354	13.888995	0.585642	0.672054	0.189514	0.086887	49.000000	0.017706	2.085276	44.000000	0.013237	1.183631	43.000000	0.181940	2.891259	46.000000	0.022753	0.443727	42.000000	0.022280	2.435610	49.000000	0.026515
33	2	13.460793	66.876795	72.249141	0.696198	0.432621	0.318807	0.410891	42.000000	0.038264	1.028309	45.000000	0.030025	1.416234	51.000000	0.487956	3.081806	44.000000	0.027349	1.049014	43.000000	0.130436	0.051814	51.000000	0.021599
34	1	69.513952	90.340607	66.303830	0.366954	0.230911	0.732765	2.161061	48.000000	0.186853	0.500966	50.000000	0.062447	1.610762	45.000000	0.045064	2.809077	48.000000	0.017784	0.911936	47.000000	0.063141	2.923393	50.000000	0.030579
35	2	64.541576	85.867324	55.540920	0.994762	0.837735	0.233415	0.827701	42.000000	0.053176	1.482417	42.000000	0.037171	2.656920	51.000000	0.023485	0.204723	42.000000	0.013547	1.861120	51.000000	0.016556	1.169788	44.000000	0.027831
36	3	78.513353	50.428747	42.861147	0.329048	0.210199	0.217376	2.101120	43.000000	0.014801	3.074627	51.000000	0.015302	2.066801	45.000000	0.020107	2.928679	51.000000	0.052206	0.862080	44.000000	0.017060	3.347487	42.000000	0.058005
37	2	10.972229	72.135318	95.698441	0.287114	0.340764	0.332985	1.950945	44.000000	0.027407	0.824052	45.000000	0.090284	2.267332	47.000000	0.019561	0.835754	44.000000	0.028360	1.203229	50.000000	0.021852	3.759496	46.000000	0.010029
38	2	84.525553	81.150342	37.961153	0.772033	0.777089	0.479536	1.568605	45.000000	0.012038	2.721854	51.000000	0.036696	0.872258	44.000000	0.010106	0.745504	46.000000	0.020243	0.433099	43.000000	0.012569	2.622901	47.000000	0.099781
39	2	96.769111	39.684301	19.884732	0.797838	0.228224	0.518915	0.610787	42.000000	0.012026	2.546057	49.000000	0.034660	1.455768	45.000000	0.074678	0.870913	48.000000	0.012798	2.170391	43.000000	0.010426	3.102757	46.000000	0.014612
40	1	87.003402	17.647202	80.312881	0.694858	0.433312	0.797806	2.212846	44.000000	0.012305	2.818679	48.000000	0.010944	0.613286	47.000000	0.012282	1.039676	51.000000	0.039236	2.532842	47.000000	0.094854	0.190520	43.000000	0.012471
