parIndex,nStates,Phase,DSGRNPhase,nStatesRAC,basin,A,B,State
1,2,01-10,01-10,2,17,5.770892,0.701777,10
1,2,01-10,01-10,2,83,0.076007,6.490723,01
2,2,01-10,01-10,2,86,0.485252,7.155499,01
2,2,01-10,01-10,2,14,6.06755,2.518327,10
3,1,10,10,1,100,8.657092,-0.883901,10
4,1,10,01-10,1,100,8.451039,0.818986,10
5,2,01-10,01-10,2,86,0.265789,7.437564,01
5,2,01-10,01-10,2,14,6.849665,2.752037,10
6,1,01,01,1,100,1.191066,8.519684,01
7,1,01,01,1,100,-0.532101,8.301588,01
8,1,10,10,1,100,7.709367,0.661467,10
9,2,01-10,01-10,2,19,7.419641,3.277199,10
9,2,01-10,01-10,2,81,1.293429,8.628951,01
10,2,01-10,01-10,2,76,8.064952,2.575246,10
10,2,01-10,01-10,2,24,3.004931,6.708967,01
11,1,01,01,1,100,1.34817,8.240521,01
12,2,01-10,01-10,2,55,1.963645,6.407758,01
12,2,01-10,01-10,2,45,7.017619,0.433735,10
13,1,01,01,1,100,0.774637,6.136932,01
14,2,01-10,01-10,2,86,0.221847,5.947721,01
14,2,01-10,01-10,2,14,6.711566,1.186591,10
15,2,01-10,01-10,2,74,7.251604,0.360277,10
15,2,01-10,01-10,2,26,2.407904,6.833076,01
16,2,01-10,01-10,2,31,6.342024,2.07453,10
16,2,01-10,01-10,2,69,1.503247,6.328623,01
17,1,01,01,1,100,-0.55121,7.382742,01
18,2,01-10,01-10,2,57,1.667271,7.118259,01
18,2,01-10,01-10,2,43,7.894814,1.155673,10
19,1,01,01,1,100,2.856318,6.158584,01
20,2,01-10,01-10,2,93,1.666896,7.335429,01
20,2,01-10,01-10,2,7,5.545365,3.909731,10
21,1,01,01,1,100,-4.364235,3.673705,01
22,2,01-10,01-10,2,95,0.387768,8.161552,01
22,2,01-10,01-10,2,5,6.136926,2.946243,10
23,2,01-10,01-10,2,89,5.993302,-0.666332,10
23,2,01-10,01-10,2,11,0.330675,5.477111,01
24,2,01-10,01-10,2,20,5.460667,1.988864,10
24,2,01-10,01-10,2,80,-0.235626,7.30374,01
25,2,01-10,01-10,2,72,2.95478,6.798597,01
25,2,01-10,01-10,2,28,5.489625,1.275674,10
26,1,10,10,1,100,7.650571,1.835724,10
