Phase,Count,Frequency
0012-0021-0202-2020,9,9e-4
0012-0022-0202,1,1e-4
0012-0202,11,0.0011
0012-0202-1020,1,1e-4
0012-0202-2011,1,1e-4
0012-0202-2011-2020,8,8e-4
0012-0202-2011-2020-2101,1,1e-4
0012-0202-2011-2020-2201,1,1e-4
0012-0202-2020,48,0.0048
0012-2011-2020,1,1e-4
0012-2020,5,5e-4
0020-0202,1,1e-4
0021,3,3e-4
0021-0202,4,4e-4
0021-0202-0211-2020,11,0.0011
0021-0202-0211-2020-2110,1,1e-4
0021-0202-1200-2020,1,1e-4
0021-0202-2020,51,0.0051
0021-0202-2021,1,1e-4
0021-2020,5,5e-4
0022,6,6e-4
0022-0102-2020,1,1e-4
0022-0202,24,0.0024
0022-0202-1020,1,1e-4
0022-0202-1200-2020,1,1e-4
0022-0202-2020,118,0.0118
0022-0202-2020-2110,1,1e-4
0022-0202-2020-2200,1,1e-4
0022-0202-2021,11,0.0011
0022-0202-2022,1,1e-4
0022-0212-1020,1,1e-4
0022-0212-2020,5,5e-4
0022-2020,21,0.0021
0102,1,1e-4
0102-2001-2020,1,1e-4
0102-2002,1,1e-4
0102-2002-2020,1,1e-4
0102-2020,5,5e-4
0102-2021,1,1e-4
0112,1,1e-4
0112-0120-0202-2011-2020,1,1e-4
0112-0120-0202-2020,5,5e-4
0112-0121-0202-1012-1021-2020,2,2e-4
0112-0121-0202-2020,3,3e-4
0112-0122-0202-2020,1,1e-4
0112-0202,9,9e-4
0112-0202-1012,1,1e-4
0112-0202-1012-2012-2020,1,1e-4
0112-0202-1012-2020,5,5e-4
0112-0202-1012-2021,1,1e-4
0112-0202-1022-2020,1,1e-4
0112-0202-1111-1201-2011,1,1e-4
0112-0202-1120-1201,1,1e-4
0112-0202-1120-2020,3,3e-4
0112-0202-2011-2020,7,7e-4
0112-0202-2012,4,4e-4
0112-0202-2012-2020,13,0.0013
0112-0202-2012-2021,2,2e-4
0112-0202-2020,28,0.0028
0112-0202-2120,1,1e-4
0112-2012-2020,3,3e-4
0112-2020,6,6e-4
0120,2,2e-4
0120-0122-0202-2020,1,1e-4
0120-0202,1,1e-4
0120-0202-0210,1,1e-4
0120-0202-0210-2020,8,8e-4
0120-0202-1020,1,1e-4
0120-0202-2020,75,0.0075
0120-0210-2020,1,1e-4
0120-2020,14,0.0014
0121-0122-0202-1120-2020,1,1e-4
0121-0202,7,7e-4
0121-0202-0211,1,1e-4
