59.994,1.033	3.305,80.914
39.101,0.760
48.705,0.762	0.497,71.620
4.229,19.884
18.445,4.449
13.467,16.617
67.982,0.911
100.028,6.997	24.509,56.511
65.957,1.511	1.276,102.524
35.352,0.045	0.689,3.264
9.917,3.240	0.439,100.610
83.127,0.294
9.855,0.056
80.736,1.358	1.045,96.570
75.223,3.340	2.489,117.091
123.982,2.004	1.951,49.207
12.983,1.860	0.377,168.398
175.915,1.978	1.962,125.303
255.134,0.213
16.311,40.633
36.787,1.111	0.401,62.357
108.557,0.582	1.162,57.658
0.453,201.170
257.675,0.666	3.689,53.827
88.854,0.111
239.439,0.131
137.756,0.895	1.852,89.325
60.082,0.786	0.638,48.161
13.081,42.678
86.700,5.389	1.070,244.147
75.917,2.363
115.200,14.828	4.396,131.007
119.609,3.586	2.189,50.761
0.290,341.144
209.706,0.294
2.126,112.071
142.248,2.413	2.054,88.361
117.751,0.128
2.879,183.580
72.832,10.954	0.873,171.420
51.291,1.001	2.933,29.250
1.510,42.382
124.275,1.014	1.415,58.858
57.563,1.110	2.470,68.547
97.287,1.086
0.403,80.942
52.351,1.393	0.618,68.031
186.941,2.559
158.895,1.953	2.282,119.089
70.867,0.043
104.489,13.621	1.494,58.913
85.165,7.101	0.922,197.892
127.601,0.490	1.451,43.335
52.252,0.545	3.194,53.457
3.404,114.591
356.056,1.231	5.565,72.486
102.012,5.109
50.133,0.512	3.322,43.222
83.642,4.773	3.656,147.259
277.837,1.285	3.961,6.442
154.971,2.393	10.825,209.945
57.189,22.118
185.168,0.176
73.340,1.104	0.765,98.315
102.188,1.263
2.718,77.330
73.161,2.999	2.421,284.770
0.341,60.343
293.814,0.495	4.149,32.991
145.708,1.346	2.941,118.606
206.277,4.370	10.073,243.946
115.222,20.823	1.429,366.317
17.132,556.073
63.103,0.669
96.004,2.418	2.952,119.430
58.306,2.560	0.731,85.003
214.820,15.050	2.610,63.157
0.459,150.128
53.267,7.356	0.983,92.699
135.431,0.613
109.224,0.634	12.004,32.951
111.157,0.873	1.752,44.977
12.464,330.705
232.887,6.106
137.818,0.886	6.698,73.560
105.246,0.456
72.001,1.170	5.080,95.982
439.377,29.071	7.987,270.420
0.359,196.011
58.444,2.681	1.551,68.937
72.831,0.594
124.115,6.605
147.620,0.372	47.596,26.704
120.333,3.923	1.673,83.498
126.514,1.241	5.203,92.644
367.901,5.961	10.089,181.916
166.619,3.533	15.181,134.529
42.381,8.300	4.454,636.577
104.726,0.904	1.153,51.946
47.653,2.858	0.843,84.871
63.027,2.786	0.832,69.189
213.043,4.588	2.321,42.782
0.353,159.453
109.574,3.393	10.216,19.572
321.021,6.277	8.441,106.008
94.321,0.857
128.420,0.190
70.256,5.286	4.026,92.443
65.015,1.739
0.303,387.442
331.470,0.589	5.336,16.697
7.665,27.002
213.911,1.640	2.240,158.198
42.110,1.069	3.499,82.503
6.526,22.995
110.903,0.721	1.432,61.742
26.466,18.037	10.300,307.353
52.281,0.854	1.403,64.139
134.769,15.948	4.811,749.701
237.251,9.727	3.346,457.466
126.122,0.587	2.329,33.929
20.730,2.472	0.225,52.390
100.577,5.593	2.905,82.386
349.084,4.798
105.479,0.925
522.907,6.041	5.379,350.870
53.080,0.693	1.168,51.818
358.884,0.848	4.478,63.665
0.328,102.434
168.380,1.518
238.067,2.827	5.129,150.903
164.198,11.140	10.156,286.010
126.583,1.516
26.532,0.164
79.629,1.306	11.423,83.277
0.345,107.393
109.220,6.567	9.909,441.431
97.727,1.280	1.485,62.709
249.287,0.850	2.638,66.271
196.587,0.345
0.048,50.372
77.238,4.094	6.459,292.526
726.903,1.716	13.952,99.019
108.074,0.650	2.227,64.884
27.973,0.659	0.326,49.062
64.427,0.344
285.619,1.788	3.310,93.715
9.150,309.251
236.205,2.488	3.597,138.106
85.785,2.329	4.491,122.975
88.432,2.824	2.307,147.507
0.815,58.993
11.724,1.350
84.987,3.495	0.929,64.399
63.025,1.985
132.747,3.605	4.448,299.636
115.701,3.465	3.028,69.631
0.250,59.538
139.559,0.658	1.824,58.081
119.814,12.088	4.212,80.628
106.221,1.688	3.115,105.400
95.098,0.645	2.259,64.326
137.665,1.434
85.122,1.873	3.733,164.030
410.947,1.295	4.427,43.309
92.567,4.286	1.579,67.134
354.882,1.811
287.128,16.266	2.960,96.222
46.985,1.015	1.838,87.458
163.917,0.243
63.915,8.357	0.912,148.772
8.667,65.520
0.492,72.717
151.450,15.158	2.658,169.634
76.504,2.506	2.793,66.823
0.704,169.172
193.526,0.690
26.062,1.084	0.279,63.670
44.030,11.919
300.213,5.577	7.032,347.793
61.240,1.390	1.027,128.374
1.808,88.462
145.143,2.697	3.096,176.827
83.009,18.500	1.123,201.437
28.602,0.932
115.271,0.403	1.462,22.495
313.360,1.753	6.942,79.648
96.595,1.803	1.163,89.159
157.314,6.282	2.830,313.360
0.096,58.142
167.003,0.177	3.087,5.696
99.163,34.399	1.365,195.494
77.193,0.812	1.509,48.801
0.236,32.444
168.073,1.278	4.809,113.175
0.879,66.392
160.557,2.399	2.446,53.234
396.301,0.520	5.244,29.318
95.032,0.325
48.025,0.399
126.906,13.180	21.099,298.341
15.848,1.198	0.380,40.950
21.995,1.454	0.234,116.327
87.130,37.214	0.925,91.453
142.392,0.115	3.193,8.026
0.332,86.178
174.041,1.447	3.676,89.883
166.062,0.525	8.523,44.894
141.106,4.572	1.548,257.969
80.731,1.235	2.722,76.100
204.147,3.415	5.757,41.586
48.494,1.610	0.927,90.660
639.495,30.624
25.349,2.149	0.331,199.430
13.120,2.009	0.461,73.920
28.887,8.457	0.801,206.501
0.446,398.003
1.457,52.281
156.792,9.507	2.053,372.055
97.065,1.295
0.237,132.495
1.394,103.904
39.318,0.300
0.813,134.522
211.067,0.042
284.878,5.697	3.960,409.291
128.237,1.813	1.879,51.229
174.485,0.152
0.805,184.583
2.884,69.348
185.487,2.685
3.682,175.901
128.553,3.001	1.328,281.158
92.280,2.158	1.957,202.093
61.219,1.167
130.606,1.319	1.415,98.066
27.269,0.093
0.543,48.302
44.466,2.977	4.165,43.372
589.479,0.121
631.512,0.595
67.526,0.620	0.900,48.925
0.069,40.202
97.544,0.830	1.620,35.688
104.919,3.072	3.493,160.244
2.451,190.730
48.342,0.907	1.258,30.109
4.432,378.170
1.226,185.337
0.173,128.322
217.345,6.363	2.986,256.171
631.512,3.862	8.742,42.968
133.143,1.686	7.073,162.656
159.332,10.580
0.219,67.609
53.747,0.276
71.912,0.747
258.025,1.593	4.473,110.244
350.046,1.695	24.724,118.320
2.321,638.929
0.120,103.824
45.457,6.856	0.686,239.372
41.556,1.295	0.860,98.442
12.355,31.191
1.872,33.152
146.044,2.837	9.770,41.374
4.166,256.596
90.072,0.401
70.490,3.018	1.885,293.896
105.812,0.159
131.178,1.437
96.259,1.636	2.197,131.708
349.606,1.923	4.106,164.093
56.051,0.753	1.028,63.109
103.833,0.483
243.309,5.580	13.839,116.502
0.724,140.085
40.806,4.137	2.882,56.720
282.350,0.460
375.329,1.609	9.172,90.381
78.293,0.953	1.364,68.414
0.404,72.115
54.358,3.789	0.718,81.103
533.996,3.002
118.822,3.783	1.273,170.409
217.309,2.969	3.720,63.110
66.246,0.092
0.161,132.494
0.406,78.733
253.303,2.911	4.171,56.196
99.941,2.368	5.157,192.427
134.536,1.827	2.975,89.585
374.048,7.762	13.024,168.179
4.777,820.872
108.408,0.419	2.190,36.756
50.512,8.036	2.251,128.614
254.321,6.542	10.785,206.877
176.285,6.053	4.810,289.326
28.746,2.275	0.330,94.437
68.555,14.321	1.717,211.603
78.827,0.374	2.749,32.208
374.516,1.651
82.513,1.148	0.850,84.878
182.734,2.604	3.900,227.757
204.031,1.823	2.657,96.657
0.360,174.519
206.245,0.404	4.703,17.560
39.650,6.922	1.369,121.712
131.246,1.541
143.094,1.603
21.669,3.422
116.373,1.170	4.126,62.385
210.787,0.645	3.526,35.980
