Phase,Count,Frequency
002,367,0.0367
002-011-012-020,1,1e-4
002-011-012-020-202-211,1,1e-4
002-012,5,5e-4
002-012-020-022-102-200,1,1e-4
002-012-020-102-112-210,1,1e-4
002-012-020-102-202-210,1,1e-4
002-012-020-200,1,1e-4
002-012-021-022-102-120-200,1,1e-4
002-012-021-022-102-120-220,1,1e-4
002-012-021-201-202,1,1e-4
002-012-022-102-121,2,2e-4
002-012-102-112-120,1,1e-4
002-012-102-210,1,1e-4
002-012-201-202-211,1,1e-4
002-012-201-210,1,1e-4
002-012-202-210,1,1e-4
002-020,71,0.0071
002-020-021-111-120-220,1,1e-4
002-020-021-200,1,1e-4
002-020-021-201-210-220,1,1e-4
002-020-200,88,0.0088
002-020-201,14,0.0014
002-020-201-210,2,2e-4
002-020-202,2,2e-4
002-020-210,14,0.0014
002-021,74,0.0074
002-021-022-102-121,1,1e-4
002-021-102-120-210,1,1e-4
002-021-120,5,5e-4
002-021-120-200,1,1e-4
002-021-120-210,1,1e-4
002-021-120-220,1,1e-4
002-021-200,16,0.0016
002-021-201,3,3e-4
002-021-210,7,7e-4
002-021-220,3,3e-4
002-022,8,8e-4
002-022-102,1,1e-4
002-022-200,2,2e-4
002-022-210,1,1e-4
002-022-220,2,2e-4
002-102-122-202-220-221,1,1e-4
002-120,24,0.0024
002-120-200,8,8e-4
002-120-201,8,8e-4
002-120-210,2,2e-4
002-200,94,0.0094
002-200-201-220,1,1e-4
002-200-220,1,1e-4
002-201,77,0.0077
002-201-210,7,7e-4
002-201-220,2,2e-4
002-202,7,7e-4
002-210,19,0.0019
002-220,23,0.0023
011-020-200-201-210,1,1e-4
011-020-201-202-210,1,1e-4
012,277,0.0277
012-020,86,0.0086
012-020-022-102-111-120,1,1e-4
012-020-022-112-210,1,1e-4
012-020-102,2,2e-4
012-020-102-200,1,1e-4
012-020-200,14,0.0014
012-020-201,4,4e-4
012-020-201-210,1,1e-4
012-020-202,2,2e-4
012-020-210,5,5e-4
012-021,51,0.0051
012-021-022-102-112-121-200,1,1e-4
012-021-022-111-112-121-202-211,1,1e-4
012-021-022-112-120-202-210,1,1e-4
012-021-022-112-201,1,1e-4
012-021-022-112-210,1,1e-4
012-021-022-112-220,1,1e-4
012-021-022-120-121-201,1,1e-4
012-021-022-120-121-202-211-221,1,1e-4
012-021-022-120-201,1,1e-4
012-021-022-121,1,1e-4
012-021-022-201,1,1e-4
012-021-022-210,1,1e-4
012-021-102,5,5e-4
012-021-102-112-201-202-211,2,2e-4
012-021-102-112-202-211,1,1e-4
012-021-102-220,1,1e-4
012-021-112-202-211,2,2e-4
012-021-120,10,0.001
012-021-120-202,3,3e-4
012-021-120-202-220-221,1,1e-4
012-021-120-211-220,1,1e-4
012-021-121-211-220-221,1,1e-4
012-021-200,5,5e-4
012-021-201,5,5e-4
012-021-202,12,0.0012
012-021-202-220,5,5e-4
012-021-210,3,3e-4
012-021-210-220,1,1e-4
012-021-220,8,8e-4
012-022,4,4e-4
012-022-102,1,1e-4
012-022-102-110-120,1,1e-4
012-022-102-112-121,1,1e-4
012-022-102-121,1,1e-4
012-022-102-121-202,1,1e-4
012-022-102-210,1,1e-4
012-022-102-220,1,1e-4
012-022-112,1,1e-4
012-022-112-120-122,1,1e-4
012-022-112-121,1,1e-4
012-022-112-121-202-220,1,1e-4
012-022-112-121-220,1,1e-4
012-022-112-201-220,1,1e-4
012-022-112-202-211-220-221,1,1e-4
012-022-112-202-220,1,1e-4
012-022-120,5,5e-4
012-022-121-202,1,1e-4
012-022-122-202,1,1e-4
012-022-201-202,1,1e-4
012-022-202,3,3e-4
012-022-202-212,1,1e-4
012-022-202-220,1,1e-4
012-022-210,2,2e-4
012-022-220,2,2e-4
012-102,65,0.0065
012-102-112-120-202,1,1e-4
012-102-112-202,1,1e-4
012-102-112-202-210,1,1e-4
012-102-112-202-210-211,1,1e-4
012-102-120,5,5e-4
012-102-120-201,1,1e-4
012-102-200,4,4e-4
012-102-201,11,0.0011
012-102-201-220,2,2e-4
012-102-202,4,4e-4
012-102-202-210,1,1e-4
012-102-202-211,1,1e-4
012-102-202-212-220,1,1e-4
012-102-210,1,1e-4
012-102-220,10,0.001
012-111-120,1,1e-4
012-111-120-201,11,0.0011
012-111-201,3,3e-4
012-111-201-202,1,1e-4
012-112-202-210-211,1,1e-4
012-112-202-211-220,1,1e-4
012-120,78,0.0078
012-120-121-210-211-220,1,1e-4
012-120-121-211-220,1,1e-4
012-120-200,4,4e-4
012-120-201,8,8e-4
012-120-201-210,2,2e-4
012-120-202,11,0.0011
012-120-202-220,1,1e-4
012-120-210,5,5e-4
012-121,1,1e-4
012-200,33,0.0033
012-200-220,1,1e-4
012-201,65,0.0065
012-201-210,5,5e-4
012-201-210-211,1,1e-4
012-201-220,11,0.0011
012-202,112,0.0112
012-202-210,1,1e-4
012-202-210-211,1,1e-4
012-202-211-220,1,1e-4
012-202-220,30,0.003
012-210,94,0.0094
012-210-220,2,2e-4
012-211,2,2e-4
012-220,68,0.0068
020,355,0.0355
020-021-022-102-120,1,1e-4
020-021-022-120,1,1e-4
020-021-022-120-202-220,1,1e-4
020-021-022-201,1,1e-4
020-021-102,1,1e-4
020-021-111-120-201-220,1,1e-4
020-021-120-201-202,1,1e-4
020-021-120-202-211-220,1,1e-4
020-021-201,1,1e-4
020-021-201-211-220,1,1e-4
020-022,7,7e-4
020-022-200,1,1e-4
020-102,32,0.0032
020-102-200,9,9e-4
020-102-201,1,1e-4
020-102-210,7,7e-4
020-102-220,1,1e-4
020-110,1,1e-4
020-120,1,1e-4
020-200,82,0.0082
020-200-202,2,2e-4
020-201,25,0.0025
020-201-202,1,1e-4
020-201-210,4,4e-4
020-201-220,1,1e-4
020-202,25,0.0025
020-202-210,4,4e-4
020-210,86,0.0086
020-220,4,4e-4
021,266,0.0266
021-022,8,8e-4
021-022-102,3,3e-4
021-022-102-111-200,1,1e-4
021-022-102-112-121,1,1e-4
021-022-102-112-121-201,2,2e-4
021-022-102-112-121-202-211-221,1,1e-4
021-022-102-120-121,1,1e-4
021-022-102-121,2,2e-4
021-022-102-220,1,1e-4
021-022-111-112-121,1,1e-4
021-022-112-120-121,1,1e-4
021-022-112-120-210,1,1e-4
021-022-112-121,1,1e-4
021-022-112-121-201,2,2e-4
021-022-112-121-202-211,1,1e-4
021-022-112-121-202-220,2,2e-4
021-022-112-121-220,1,1e-4
021-022-112-202-220,1,1e-4
021-022-112-210,1,1e-4
021-022-120-121,1,1e-4
021-022-120-122,1,1e-4
021-022-120-122-202-210,1,1e-4
021-022-120-210,1,1e-4
021-022-121,1,1e-4
021-022-121-201,1,1e-4
021-022-121-202,2,2e-4
021-022-121-202-211,1,1e-4
021-022-121-220,1,1e-4
021-022-122,1,1e-4
021-022-202-210,2,2e-4
021-022-210,1,1e-4
021-022-220,3,3e-4
021-022-220-221,1,1e-4
021-102,82,0.0082
021-102-111,1,1e-4
021-102-111-120,1,1e-4
021-102-111-210,6,6e-4
021-102-112-201-202-211,1,1e-4
021-102-120,8,8e-4
021-102-200,3,3e-4
021-102-201,4,4e-4
021-102-201-210,1,1e-4
021-102-210,3,3e-4
021-102-220,12,0.0012
021-111-210,1,1e-4
021-112-201-202-211,1,1e-4
021-112-202-220,1,1e-4
021-120,48,0.0048
021-120-121,1,1e-4
021-120-121-201-220,1,1e-4
021-120-121-210-211-220,1,1e-4
021-120-200,2,2e-4
021-120-201,8,8e-4
021-120-201-202,1,1e-4
021-120-201-210-220,1,1e-4
021-120-201-211-220,1,1e-4
021-120-201-220,1,1e-4
021-120-202,5,5e-4
