parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-201,002,002-201,2,0.59,-0.375212,-2.360451,6.794479,0.59
1,2,002-201,201,002-201,2,0.41,5.613589,-8.064246,0.625024,0.41
2,2,020-210,210,020-210,2,0.5,6.172589,-0.450782,-4.5301,0.5
2,2,020-210,020,020-210,2,0.5,1.272553,5.574035,-0.787086,0.5
3,2,020-210,210,020-210,2,0.53,6.172589,-0.450782,-4.5301,0.53
3,2,020-210,020,020-210,2,0.47,1.272554,5.574035,-0.787086,0.47
4,1,120,120,120,1,1,0.36905,6.956648,-7.063523,1
5,2,002-020,020,002-020,2,0.3,-1.904217,5.587293,0.428945,0.3
5,2,002-020,002,002-020,2,0.7,-3.106444,0.459513,6.834908,0.7
6,3,002-120-201,201,002-120-201,3,0.44,3.812286,-5.402734,1.432644,0.44
6,3,002-120-201,120,002-120-201,3,0.24,-1.543543,6.318555,-3.013643,0.24
6,3,002-120-201,002,002-120-201,3,0.32,-2.283294,0.330802,6.768007,0.32
7,3,002-020-200,020,002-020-200,3,0.78,-3.405791,5.37642,-1.650004,0.78
7,3,002-020-200,200,002-020-200,3,0.07,3.038386,-0.158202,-2.286461,0.07
7,3,002-020-200,002,002-020-200,3,0.15,-2.190642,0.526195,3.385968,0.15
8,3,002-021-210,210,002-021-210,3,0.52,5.37642,-1.896881,-5.480646,0.52
8,3,002-021-210,021,002-021-210,3,0.2,-5.983549,3.359624,0.958055,0.2
8,3,002-021-210,002,002-021-210,3,0.28,0.124852,-2.484211,6.559659,0.28
9,1,022,022,022,1,1,-5.698794,1.686197,1.965927,1
10,2,002-201,201,002-201,2,0.83,5.651182,-5.631825,-0.275098,0.83
10,2,002-201,002,002-201,2,0.17,0.899126,0.526802,6.102423,0.17
11,2,021-210,021,021-210,2,0.97,-6.845921,5.95987,-0.370913,0.97
11,2,021-210,210,021-210,2,0.03,4.355507,0.414978,-1.329774,0.03
12,1,020,020,020,1,1,0.623042,6.482673,-0.445628,1
13,3,002-020-200,002,002-020-200,3,0.63,-1.023649,0.204324,5.26861,0.63
13,3,002-020-200,200,002-020-200,3,0.25,5.373306,-0.681889,0.23101,0.25
13,3,002-020-200,020,002-020-200,3,0.12,0.624107,5.955909,-0.630288,0.12
14,2,020-200,200,020-200,2,0.24,4.370035,-1.13716,-2.698229,0.24
14,2,020-200,020,020-200,2,0.76,-0.695679,5.414101,-2.229449,0.76
15,3,020-102-210,102,020-102-210,3,0.03,0.508413,-2.207952,5.677429,0.03
15,3,020-102-210,210,020-102-210,3,0.25,5.315142,1.202394,-5.3222950000000004,0.25
15,3,020-102-210,020,020-102-210,3,0.72,0.066767,7.311892,-0.593801,0.72
16,1,200,200,200,1,1,7.4332,-0.354942,-2.035652,1
17,2,002-021,021,002-021,2,0.46,-6.032901,5.947182,1.239238,0.46
17,2,002-021,002,002-021,2,0.54,-1.85286,-0.209671,6.966176,0.54
18,3,002-201-210,210,002-201-210,3,0.04,3.981722,0.774104,-4.097509,0.04
18,3,002-201-210,201,002-201-210,3,0.41,4.112409,-5.42758,1.333614,0.41
18,3,002-201-210,002,002-201-210,3,0.55,-0.728087,-0.057266,6.778411,0.55
19,2,022-201,022,022-201,2,0.92,-4.142604,2.784434,3.47858,0.92
19,2,022-201,201,022-201,2,0.08,6.091371,-3.279938,-0.084088,0.08
20,2,002-201,002,002-201,2,0.74,1.063194,1.10181,5.862388,0.74
20,2,002-201,201,002-201,2,0.26,7.401415,-4.746763,0.164009,0.26
21,2,002-200,002,002-200,2,0.2,1.054579,-2.927849,6.393567,0.2
21,2,002-200,200,002-200,2,0.8,6.669762,-1.790842,0.777544,0.8
22,1,200,200,200,1,1,6.796675,-0.898692,0.103732,1
23,2,021-220,220,021-220,2,0.81,4.848279,1.833866,-7.393279,0.81
23,2,021-220,021,021-220,2,0.19,-4.583363,7.116715,-0.95454,0.19
24,2,102-220,220,102-220,2,0.73,4.598351,1.5775,-5.556269,0.73
24,2,102-220,102,102-220,2,0.27,0.263966,-3.339576,6.017386,0.27
25,1,002,002,002,1,1,0.905782,-4.76791,7.927346,1
26,3,002-020-200,020,002-020-200,3,0.67,0.22187,6.694362,-0.094043,0.67
