Phase,Count,Frequency
0000-0300,1,1e-4
0000-0300-0303,1,1e-4
0001-0301-0303,2,2e-4
0002-0010-0300-0302,2,2e-4
0003-0010-0303,4,4e-4
0003-0303,1,1e-4
0010,126,0.0126
0010-0011,7,7e-4
0010-0011-0300-0301,5,5e-4
0010-0011-0301,1,1e-4
0010-0011-0310-0311,1,1e-4
0010-0011-0311,3,3e-4
0010-0012,2,2e-4
0010-0012-0300-0302,7,7e-4
0010-0012-0302,9,9e-4
0010-0012-0310-0312,1,1e-4
0010-0012-0312,3,3e-4
0010-0013,8,8e-4
0010-0013-0110-0313,1,1e-4
0010-0013-0113-0303,1,1e-4
0010-0013-0300-0303,20,0.002
0010-0013-0303,71,0.0071
0010-0013-0303-0310,6,6e-4
0010-0013-0313,10,0.001
0010-0100-0300,1,1e-4
0010-0100-0300-0303,1,1e-4
0010-0103-0300-0303,1,1e-4
0010-0110-0300,5,5e-4
0010-0110-0303,3,3e-4
0010-0110-0313,2,2e-4
0010-0111-0300-0301,1,1e-4
0010-0113,1,1e-4
0010-0113-0200-0303,1,1e-4
0010-0113-0303,5,5e-4
0010-0113-0313,1,1e-4
0010-0200,1,1e-4
0010-0200-0300-0303,1,1e-4
0010-0200-0303,1,1e-4
0010-0210,3,3e-4
0010-0210-0300,4,4e-4
0010-0210-0300-0302,1,1e-4
0010-0210-0300-0303,3,3e-4
0010-0210-0303,4,4e-4
0010-0210-0303-0310,1,1e-4
0010-0212-0312,1,1e-4
0010-0300,129,0.0129
0010-0300-0302,12,0.0012
0010-0300-0303,190,0.019
0010-0300-0303-0310,4,4e-4
0010-0300-0310,2,2e-4
0010-0302,1,1e-4
0010-0303,112,0.0112
0010-0303-0310,24,0.0024
0010-0310,18,0.0018
0010-0310-0313,2,2e-4
0010-0312,2,2e-4
0010-0313,4,4e-4
0011-0012-0301-0302,1,1e-4
0011-0013-0301-0303,7,7e-4
0011-0013-0303,3,3e-4
0011-0013-0303-0311,3,3e-4
0011-0301-0303,21,0.0021
0011-0303-0311,1,1e-4
0011-0311,1,1e-4
0012-0302,3,3e-4
0013-0303,36,0.0036
0013-0313,4,4e-4
0100-0300-0303,1,1e-4
0103-0303-1003-1010,4,4e-4
0110,3,3e-4
0110-0300,3,3e-4
0110-0300-0302,1,1e-4
0110-0300-0303,7,7e-4
0110-0300-0303-1003-1010,1,1e-4
0110-0300-0303-1010,6,6e-4
0110-0300-1010,1,1e-4
0110-0303,3,3e-4
0110-0303-0310,3,3e-4
0110-0303-0310-1010,2,2e-4
0110-0303-0310-1010-1013,2,2e-4
0110-0303-1010,1,1e-4
0110-0310-1010,2,2e-4
0111-0113-0301-0303-1011-1013,2,2e-4
0111-0113-0303-0311-1011-1013,1,1e-4
0111-0301,1,1e-4
0111-0303-0311-1011,2,2e-4
0112-0300-0302-1010-1012,1,1e-4
0112-0302-1010-1012,1,1e-4
0112-0312-1010-1012,3,3e-4
0112-0312-1012,1,1e-4
0113-0300-0303-1010,1,1e-4
0113-0300-0303-1010-1013,4,4e-4
0113-0301-0303-1011-1013,1,1e-4
0113-0303,2,2e-4
0113-0303-0310-1010-1013,1,1e-4
0113-0303-1010-1013,15,0.0015
0113-0303-1013,10,0.001
0113-0313,1,1e-4
0113-0313-1010-1013,1,1e-4
0113-0313-1013,2,2e-4
0200-0300-0302-1010-1012,1,1e-4
0200-0300-0303-1010,2,2e-4
0200-0300-1010,1,1e-4
0210-0300,1,1e-4
0210-0300-0303-1003-1010,4,4e-4
0210-0300-0303-1010,18,0.0018
0210-0300-0303-1010-1013,2,2e-4
0210-0300-0303-1110,1,1e-4
0210-0300-1010,6,6e-4
0210-0303,2,2e-4
0210-0303-0310,1,1e-4
0210-0303-0310-1010,1,1e-4
0210-0303-0310-1010-1013,2,2e-4
0210-0303-1003-1010,1,1e-4
0210-0303-1010,10,0.001
0210-0303-1010-1013,6,6e-4
0210-0310-1010,3,3e-4
0210-1010,10,0.001
0211-0301-0302-1011,1,1e-4
0211-0301-0303-1011-1013,1,1e-4
0211-0301-1011,1,1e-4
0211-1010-1011,1,1e-4
0212-0300-0302-1010-1012,2,2e-4
0213-0303-1010-1013,2,2e-4
0300,16,0.0016
0300-0301,2,2e-4
0300-0301-1000-1001,3,3e-4
0300-0301-1010-1011,47,0.0047
0300-0301-1010-1011-1201,2,2e-4
0300-0302,1,1e-4
0300-0302-1000,2,2e-4
0300-0302-1000-1002,2,2e-4
0300-0302-1002-1010,17,0.0017
0300-0302-1002-1010-1302,1,1e-4
0300-0302-1010,12,0.0012
0300-0302-1010-1012,75,0.0075
0300-0302-1010-1012-1112,1,1e-4
0300-0302-1010-1102,2,2e-4
0300-0303,28,0.0028
0300-0303-0310-1003-1010,1,1e-4
0300-0303-0310-1010,2,2e-4
0300-0303-1000,18,0.0018
0300-0303-1000-1003,14,0.0014
0300-0303-1000-1103,2,2e-4
0300-0303-1003-1010,449,0.0449
0300-0303-1003-1010-1103,3,3e-4
0300-0303-1003-1010-1203,3,3e-4
0300-0303-1003-1010-1303,2,2e-4
0300-0303-1010,672,0.0672
0300-0303-1010-1013,356,0.0356
0300-0303-1010-1013-1103,8,8e-4
0300-0303-1010-1013-1110,1,1e-4
0300-0303-1010-1013-1110-1113,1,1e-4
0300-0303-1010-1013-1113,2,2e-4
0300-0303-1010-1013-1200,1,1e-4
0300-0303-1010-1013-1203,1,1e-4
0300-0303-1010-1100,3,3e-4
0300-0303-1010-1103,31,0.0031
0300-0303-1010-1110,3,3e-4
0300-0303-1010-1113,2,2e-4
0300-0303-1010-1200,8,8e-4
0300-0303-1010-1203,2,2e-4
0300-0303-1010-1210,1,1e-4
0300-0303-1010-1300,4,4e-4
0300-0303-1100,1,1e-4
0300-0303-1110,8,8e-4
0300-0303-1210,1,1e-4
0300-0310,1,1e-4
0300-0310-1010,1,1e-4
0300-0310-1110,1,1e-4
0300-1000,20,0.002
0300-1003-1010,2,2e-4
0300-1010,932,0.0932
0300-1010-1011,1,1e-4
0300-1010-1012,1,1e-4
0300-1010-1013,1,1e-4
0300-1010-1100,3,3e-4
0300-1010-1200,2,2e-4
0300-1010-1300,2,2e-4
0300-1100,1,1e-4
0300-1110,1,1e-4
0301,10,0.001
0301-0302-1001,1,1e-4
0301-0302-1002-1011,1,1e-4
0301-0302-1011-1012,1,1e-4
0301-0303,29,0.0029
0301-0303-1001,13,0.0013
0301-0303-1001-1003,10,0.001
0301-0303-1001-1103,2,2e-4
0301-0303-1003-1011,45,0.0045
0301-0303-1003-1011-1103,1,1e-4
0301-0303-1003-1011-1211,1,1e-4
0301-0303-1011,48,0.0048
0301-0303-1011-1013,48,0.0048
0301-0303-1011-1013-1103,1,1e-4
0301-0303-1011-1101-1103,1,1e-4
0301-0303-1011-1103,4,4e-4
0301-0303-1011-1111,3,3e-4
0301-0310-1010-1011,1,1e-4
0301-1000-1001,1,1e-4
0301-1001,6,6e-4
0301-1001-1201,1,1e-4
0301-1010-1011,16,0.0016
0301-1011,41,0.0041
0301-1011-1101,1,1e-4
0301-1011-1111,1,1e-4
0302,4,4e-4
0302-0303,8,8e-4
0302-0303-1002-1003,1,1e-4
0302-0303-1003-1012-1202-1203,1,1e-4
0302-0303-1012,1,1e-4
0302-0303-1012-1013,6,6e-4
0302-0310-1010,2,2e-4
0302-0310-1010-1012,5,5e-4
0302-0312-1010-1012,1,1e-4
0302-1002,4,4e-4
0302-1002-1010,11,0.0011
0302-1010,4,4e-4
0302-1010-1012,49,0.0049
0302-1010-1012-1202,2,2e-4
0302-1012,25,0.0025
0302-1012-1112,1,1e-4
0302-1112,1,1e-4
0303,583,0.0583
0303-0310,10,0.001
0303-0310-1003-1010,24,0.0024
0303-0310-1003-1010-1303,1,1e-4
0303-0310-1010,84,0.0084
0303-0310-1010-1013,100,0.01
0303-0310-1010-1013-1103,1,1e-4
0303-0310-1010-1103,5,5e-4
0303-0310-1010-1110,4,4e-4
0303-0310-1010-1113,1,1e-4
0303-0310-1110,3,3e-4
0303-0311,5,5e-4
0303-0311-1003-1011,6,6e-4
0303-0311-1003-1011-1203,1,1e-4
0303-0311-1011,9,9e-4
0303-0311-1011-1013,25,0.0025
0303-0311-1011-1013-1103,1,1e-4
0303-0311-1011-1013-1113,1,1e-4
0303-0311-1013,1,1e-4
0303-0312-1012-1013,1,1e-4
0303-0313-1010-1013,1,1e-4
0303-0313-1013,1,1e-4
0303-1000,1,1e-4
0303-1000-1003,7,7e-4
0303-1001,2,2e-4
0303-1001-1003,6,6e-4
0303-1001-1003-1103,2,2e-4
0303-1003,318,0.0318
0303-1003-1010,350,0.035
0303-1003-1010-1103,3,3e-4
0303-1003-1010-1203,3,3e-4
0303-1003-1010-1303,2,2e-4
0303-1003-1011,5,5e-4
0303-1003-1103,2,2e-4
0303-1003-1203,2,2e-4
0303-1003-1303,2,2e-4
0303-1010,270,0.027
0303-1010-1013,810,0.081
0303-1010-1013-1103,6,6e-4
0303-1010-1013-1113,3,3e-4
0303-1010-1013-1113-1303,1,1e-4
0303-1010-1013-1203,2,2e-4
0303-1010-1013-1303,2,2e-4
0303-1010-1103,15,0.0015
0303-1010-1110,2,2e-4
0303-1010-1113,8,8e-4
0303-1010-1200,2,2e-4
0303-1010-1210,1,1e-4
0303-1011-1013,18,0.0018
0303-1011-1013-1113,1,1e-4
0303-1011-1103,1,1e-4
0303-1013,454,0.0454
0303-1013-1103,8,8e-4
0303-1013-1113,5,5e-4
0303-1013-1203,1,1e-4
0303-1013-1213,1,1e-4
0303-1013-1303,1,1e-4
0303-1103,18,0.0018
0303-1203,1,1e-4
0303-1303,1,1e-4
0310,12,0.0012
0310-0311,1,1e-4
0310-0311-1010-1011,11,0.0011
0310-0312-1010-1012,2,2e-4
0310-0313-1010,4,4e-4
0310-0313-1010-1013,11,0.0011
0310-0313-1010-1013-1113,2,2e-4
0310-0313-1010-1110,1,1e-4
0310-0313-1010-1113,1,1e-4
0310-1010,130,0.013
0310-1010-1110,1,1e-4
0310-1010-1210,1,1e-4
0310-1110,2,2e-4
0310-1210,1,1e-4
0311,1,1e-4
0311-0313-1011-1013,5,5e-4
0311-1010-1011,13,0.0013
0311-1011,7,7e-4
0312-0313,1,1e-4
0312-0313-1012-1013,2,2e-4
0312-1010,1,1e-4
