97.609,5.998
10.061,0.888	0.006,68.583
128.794,0.470	0.032,34.442
51.519,1.482	0.006,107.918
115.827,1.755
125.352,0.181
24.567,0.992	0.012,47.256
1.174,0.949	61.786,0.949	0.036,55.182
2.795,1.747	145.266,1.747	0.073,49.048
121.338,8.436	1.269,94.391
165.903,4.827	0.048,53.289	3.376,53.289
1.753,0.353	101.821,0.353
181.437,0.922	0.032,88.162	3.154,88.162
138.244,0.266	0.016,15.922
127.891,0.806	0.017,67.346
83.606,7.402	0.077,74.956
72.962,1.081	0.030,107.634
1.052,1.805	61.750,1.805	0.018,123.254
0.969,2.340	87.708,2.340	0.018,73.025
65.974,2.203	0.015,127.891
8.467,1.076	0.010,80.423
178.726,0.027
0.023,22.348
66.478,3.755	0.016,217.958
1.596,6.476	48.251,0.093
104.455,1.331	0.070,89.570
5.599,0.451	113.113,0.451	0.082,33.429
36.312,0.811	0.004,76.447
177.771,2.319	0.028,132.033
195.281,1.670	0.194,150.658
1.359,4.469	59.909,4.469	0.017,305.739
0.002,148.504
129.267,0.182	0.018,12.173
0.032,132.975	2.692,132.975
125.011,5.556	0.038,54.014
300.441,0.632	0.173,32.892
78.914,2.385	0.037,180.810
1.169,1.007	61.483,1.007	0.046,81.035
188.664,4.985	0.213,162.000	2.725,162.000
345.737,24.213	0.059,60.582
8.352,1.690	0.013,63.104
32.098,0.379	0.004,33.713
0.038,345.737	3.299,345.737
45.338,3.827	0.020,140.188
0.003,285.458
2.278,4.651	109.844,4.651	0.023,192.769
30.648,1.479	0.017,141.223
101.299,2.616	0.043,121.946
0.172,294.992	9.469,54.235
32.684,8.341	0.009,66.320
367.226,1.039
6.653,11.526	0.001,225.832
2.657,3.966	224.799,3.966	0.029,124.012
271.050,5.377	0.052,310.860	4.535,310.860
404.045,2.077	0.603,120.641
60.118,1.491	0.160,93.872
162.154,2.913	0.034,261.374
0.813,9.561	6.991,0.128
58.398,1.199	0.230,59.130
58.960,0.456	0.046,34.001
164.626,10.386	0.390,440.438
160.045,0.201
83.603,0.681
57.965,0.696	0.214,53.908	4.608,53.908
0.020,480.207
3.674,2.377	0.002,55.305
134.810,1.985	0.026,87.069
425.182,0.805
5.011,2.350	108.063,2.350	0.134,99.582
208.710,7.835
31.958,0.710	0.019,58.440
0.002,181.828
0.062,207.872
69.046,2.222	0.229,180.698
0.014,340.036
80.322,0.866
93.869,5.142	0.069,174.508
1.127,3.606	108.638,3.606	0.012,333.196
151.694,0.664	0.094,41.845
152.654,1.495	0.036,59.392
105.427,1.440	0.111,46.898
80.281,4.537	0.043,63.204
108.845,0.682	0.120,47.455
0.342,96.447	16.154,1.135
102.106,1.573	0.026,156.252
185.536,0.771	0.054,70.862
149.934,2.658	0.023,125.869
116.369,6.850	0.076,553.024	4.182,553.024
70.934,0.191	0.031,11.769	1.793,11.769
21.506,0.292	0.009,28.372
123.141,1.627	0.390,96.438
349.268,1.127	0.351,100.020
0.078,118.547
28.452,2.191	0.106,91.599
188.625,0.279	0.026,25.029	2.089,25.029
85.646,0.100	0.028,7.758
110.702,0.286
136.468,1.495	0.352,148.429
74.442,0.331	0.098,14.173
91.606,0.873	0.115,44.218
107.459,1.303	0.015,59.141	1.241,59.141
3.025,10.024	126.041,10.024	0.056,349.936
39.419,2.112	0.507,86.386
37.156,1.425	0.031,44.749
196.693,3.000	0.139,96.127
11.626,1.133	0.007,74.802
22.601,3.609	0.103,186.761	1.655,186.761
136.952,1.473	0.032,20.434	2.017,20.434
167.346,1.401	0.072,119.174	2.416,119.174
9.403,2.732	0.047,120.283
0.006,366.849
