0.021,23.867
3.149,50.147	124.600,2.019
1.408,2.934	25.123,0.037
0.074,152.215
2.763,25.471	96.061,0.374
38.356,20.247	0.266,98.005
34.960,11.704	0.011,96.459
6.037,48.690	106.148,3.831
3.110,3.574	141.528,3.574	0.266,87.437
66.091,13.366	0.217,17.314
0.836,18.985	67.742,0.518
0.009,175.888
88.842,2.366	0.089,93.043
81.374,1.657	0.021,104.374
0.003,125.407
109.647,2.482	0.022,230.262
0.909,30.850	78.227,0.782
179.743,1.444	0.026,26.547
179.743,0.365	0.029,26.547
78.357,1.111	0.032,43.874
107.147,0.949	0.072,94.176
116.944,1.232	0.099,84.331
79.431,6.715	0.102,291.346
5.559,35.183	105.450,2.159
0.008,222.867
0.002,219.543
0.039,261.007
118.380,36.091	0.027,63.452
34.731,4.820	0.032,244.740
122.286,1.548	0.024,96.061
110.849,3.042	0.109,169.651
0.401,56.084	17.195,56.084
60.364,4.694	0.049,158.316
45.951,5.480	0.081,454.831
96.261,0.407
41.048,1.159	0.020,97.271
242.882,2.188	0.135,197.028
4.500,20.111	384.813,0.500
0.010,517.650
454.831,2.459	0.208,192.014	6.977,192.014
2.426,51.867	51.534,2.323
97.266,2.404	0.016,142.494
0.358,65.503	22.947,65.503
36.964,2.185	0.009,126.532
0.636,49.641	42.667,0.740
98.159,2.135	0.294,90.525
64.851,8.568	0.024,262.552
128.771,20.404	0.031,271.141
0.006,142.111
73.674,2.931	0.011,224.276
0.044,536.976
2.171,1.291	39.894,1.291	0.029,65.944
127.556,1.720	0.020,159.564
180.651,8.114	0.183,153.910
45.220,0.610	0.059,50.909
44.826,2.220	0.007,101.692
224.090,2.022	0.080,63.474
0.020,165.972
0.007,90.674
45.742,2.231	0.011,145.191
2.559,37.454	99.591,11.487
64.606,4.920	0.020,113.194
32.407,0.164	316.398,0.164
2.723,0.187	192.656,0.187
109.857,1.032	0.022,101.691
1.228,24.597	117.982,0.566
34.764,2.634	0.041,176.270
185.062,0.857	0.247,69.574	3.286,69.574
212.887,6.979	0.090,163.771
1.112,39.797	86.108,0.409
240.271,2.515	0.296,223.102
3.748,51.093	156.615,6.812
0.005,74.867
63.138,2.448	0.093,23.968
129.969,7.613	0.025,197.161
125.544,20.402	0.053,513.951
65.689,1.251	0.415,55.487
133.750,0.699	0.033,30.376	2.532,30.376
142.665,2.995	0.051,81.732
198.580,1.668	2.062,88.616
0.948,26.087	94.382,0.386
193.911,1.400	0.066,66.143
18.784,1.627	0.003,113.144
131.377,3.966	0.017,33.740
8.624,3.316	339.637,3.316	0.656,189.245
64.661,63.424	0.029,432.884
0.003,83.443
0.055,171.813
103.991,1.797	0.076,79.876
177.542,3.685	0.031,166.729
3.551,25.804	125.725,0.330
0.223,164.350
0.238,19.953
27.164,2.611	0.016,80.952
76.859,2.785	0.011,85.559
81.439,1.447	0.013,31.536
86.630,22.357	0.339,412.741	7.073,412.741
0.437,15.428	28.468,1.073
107.345,2.020	0.431,113.253
10.369,57.077	557.534,2.742
0.199,21.098
0.079,351.035
0.917,15.349	24.519,0.162
328.774,3.011	0.637,200.231
104.286,0.120
2.498,3.402	120.945,3.402
150.872,2.313	0.112,110.107
125.931,0.967	0.090,77.950
421.907,1.098
9.499,3.981	351.734,3.981	0.144,49.764
162.535,9.949	0.950,153.537
71.685,3.920	0.010,165.856
5.682,12.240	286.338,0.170
2.214,19.658	72.602,0.367
0.182,394.674
0.009,126.283
0.458,809.627	23.116,809.627
45.401,1.831	0.040,116.850
0.024,92.758
115.883,3.998	0.043,229.456
49.621,1.702	0.122,80.595
0.001,107.731
157.759,1.153	0.022,115.225
0.972,14.550	94.658,0.229
233.554,7.032	0.073,244.627
67.396,2.807	0.023,123.310	2.127,123.310
56.444,19.614	0.084,141.416
356.490,0.979	0.456,78.734
91.945,0.954	0.947,83.406	5.552,83.406
186.574,0.881	0.056,40.911
34.218,5.355	0.407,106.370
2.806,120.787	187.919,3.598
182.219,1.685	0.238,129.658
724.259,9.199	0.553,118.362
2.451,73.729	125.080,8.716
0.008,41.520
122.574,1.573	0.205,91.657
68.964,18.620	0.037,208.415
0.003,219.611
108.700,18.103	0.021,185.914
169.244,0.210	3.150,16.066
167.224,0.792	0.034,60.880
703.917,4.124	0.603,287.101
111.102,38.802	0.107,253.457
0.003,22.254
39.327,2.738	0.013,140.625
38.616,2.731	0.006,146.097
223.801,10.323	0.058,90.072
5.262,1.237	86.891,1.237	0.058,116.591
52.102,1.297	1.018,61.441
102.368,4.207	0.070,140.442
284.805,6.016	0.461,171.287
286.124,0.958	0.220,76.961
128.364,11.734	0.469,535.223	1.925,535.223
169.298,1.859	0.172,170.902
31.457,2.346	0.009,101.679
60.125,1.553	0.017,62.750
2.236,19.509	126.817,0.445
98.287,2.870	0.042,239.590	4.099,239.590
25.095,3.798	0.006,151.194
0.002,505.369
0.008,276.336
16.226,5.154	0.103,85.965
84.310,2.072	0.081,98.508
54.232,8.280	0.038,200.949
0.046,288.907
149.567,3.095	0.054,309.035
101.847,1.038	0.226,52.635
37.403,2.693	0.073,175.571
51.009,1.218	0.074,84.552	7.232,84.552
97.248,2.231	0.056,92.604
0.001,69.398
92.825,21.754	0.040,84.011
232.794,1.325	0.159,80.943
116.900,1.572	0.277,109.956
110.508,3.100	0.038,169.970
100.670,1.191	0.788,94.512
0.004,95.002
1.214,6.150	55.138,0.072
0.055,471.989
52.296,1.418	0.055,106.811	4.006,106.811
106.866,2.349	0.041,215.842
12.100,10.095	90.434,10.095
94.675,4.983	0.025,232.335
0.024,174.814
0.851,25.136	77.916,0.408
620.227,4.902	0.160,130.168
1.380,8.145	57.083,0.091
49.495,10.086	0.023,169.327
0.029,209.376
0.007,160.242
0.053,112.849
39.961,1.102	0.022,90.377
0.002,116.029
135.487,0.535	0.036,51.475
35.741,2.782	0.049,194.565
31.447,2.401	0.028,82.682
34.388,1.591	0.006,91.863
90.284,17.269	0.019,74.723
244.028,1.264	0.209,107.712
236.503,2.009	0.105,78.185
118.016,2.994	0.049,97.180
26.613,1.198	170.506,1.198	0.780,115.592
32.984,3.209	0.030,142.287
0.678,45.840	9.832,45.840
74.109,1.759	0.015,162.466
88.131,1.821	0.356,83.163
0.535,55.427	44.796,1.175
3.946,10.212	206.521,0.140
534.051,2.974	0.272,84.360	11.813,84.360
0.301,273.555
92.484,1.089	0.066,101.031
0.515,138.353	18.960,6.630
92.319,30.294	0.058,302.760
186.477,1.504	0.099,117.181
0.581,33.737	53.788,0.338
93.313,4.035	0.023,153.519
0.827,16.887	71.285,0.180
0.221,51.193	20.491,0.978
238.633,8.505	0.111,155.601
54.273,2.051	0.012,157.325
0.008,107.337
78.317,1.037	0.051,91.759
0.003,75.071
73.917,1.474	0.128,70.591
104.868,9.123	0.026,369.592
47.648,2.346	0.007,109.310
1.913,66.071	177.535,0.682
103.388,6.463	0.012,119.105
1.105,11.344	72.577,0.114
95.582,1.578	0.049,148.749
46.490,0.726	0.429,65.571	26.062,65.571
0.003,156.927
0.099,22.113
0.029,446.323
87.286,1.599	0.078,103.031
0.719,684.746
1.614,362.495
249.075,1.929	0.073,111.026	4.491,111.026
1.980,9.585	44.864,9.585	0.068,389.636
41.934,1.877	0.038,142.598
0.494,10.353	28.143,0.788
64.572,1.035	0.015,101.066
102.892,1.071	0.039,56.133
19.977,0.698	76.996,0.698	1.217,56.370
21.894,0.587	0.009,33.978
0.037,88.387
0.004,63.663
50.184,0.386	0.038,17.537
334.502,1.032	0.212,61.602	13.497,61.602
127.113,5.433	0.242,123.528
4.027,2.224	93.695,2.224	0.263,144.427
14.094,0.753	115.049,0.753
14.555,60.793	507.617,1.476
0.028,103.848
73.424,6.424	0.027,378.471
214.823,0.700	0.134,66.881
2.350,1.234	129.917,1.234	0.075,122.525
0.323,1.669	28.065,0.025
211.359,2.132	0.112,85.904
2.680,0.860	84.296,0.860
0.020,152.189
255.826,1.006	0.089,100.119
170.081,2.080	0.102,68.164
43.113,1.416	0.008,99.876
120.461,4.586	0.078,203.457
443.492,32.733	0.787,464.306
4.662,33.246	339.240,0.985
245.467,0.327	0.224,21.078	5.348,21.078
0.031,61.133
102.870,6.168	0.040,91.584
43.319,4.438
17.157,1.486	0.003,94.584
180.135,5.028	0.224,239.146
96.029,1.817	0.016,72.301
1.600,2.046	124.949,1.115
88.611,3.795	0.130,157.428
18.505,1.872	0.006,154.875
0.584,26.682
85.520,2.106	0.010,51.025
0.642,11.390	32.136,11.390
85.465,1.974	0.027,194.034
250.910,10.978	0.896,126.018
138.010,2.040	0.026,60.053
93.961,1.840	0.024,113.566
3.541,8.915	248.639,0.286
8.905,2.562	400.286,0.274
0.066,1.632
364.749,1.448	0.105,75.745
5.940,26.599	178.180,0.329
115.071,1.257	0.188,101.780
240.922,13.961	0.041,638.078
26.350,4.761	0.010,71.961
0.050,153.099
62.609,3.427	0.009,116.701
4.429,3.481	44.192,3.481	0.049,90.028
70.019,0.817	0.199,77.809	11.899,77.809
56.892,0.963	0.017,86.052
82.061,1.860	0.152,44.590
0.010,108.339
43.356,1.533	0.008,149.861
96.110,1.637	0.068,146.225
0.005,36.851
0.109,74.526
66.185,1.281	0.041,54.782
68.647,1.414	0.057,120.052
0.002,17.723
104.940,7.877	0.019,151.571
127.067,2.199	0.211,156.222
5.194,4.704	392.758,4.704	0.276,144.040
0.353,59.797
0.854,34.157	77.085,5.699
142.084,1.167	0.026,90.267
96.330,0.724	0.054,52.912
373.295,7.777	0.071,275.660	3.952,275.660
45.846,1.011	0.009,98.052
0.429,109.814
0.380,55.805	14.983,0.878
0.010,86.403
80.549,0.789	0.057,38.057
0.513,47.606	26.174,2.005
2.530,13.872	78.741,2.887
0.715,30.846	54.115,0.814
230.379,5.285	0.187,168.990
118.987,1.720	0.025,50.452
0.598,4.894	37.429,0.075
0.992,2.420	59.104,0.030
173.486,0.388	0.317,19.884
1.989,48.712	193.694,3.677
1.417,37.073	52.730,0.447
31.237,2.457	0.250,96.779	15.730,96.779
186.437,3.915	0.038,180.634
4.332,0.130	42.780,0.130
3.774,61.948	92.643,1.396
1.302,6.666	92.834,6.666	0.043,103.052
646.595,6.535	0.496,204.210
70.002,1.292	0.169,105.565
0.004,167.314
