parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,2,002-020,002,002-020,2,0.53,-3.803302,0.205579,4.804837,0.53
1,2,002-020,020,002-020,2,0.47,-5.32133,5.093759,-1.126729,0.47
2,1,002,002,002,1,1,-2.329813,-0.469014,6.791951,1
3,1,020,020,020,1,1,-2.12917,3.768806,0.44946,1
4,2,102-200,200,102-200,2,0.53,7.25161,-4.119737,0.391006,0.53
4,2,102-200,102,102-200,2,0.47,1.088163,-6.337923,6.790121,0.47
5,2,022-102,022,022-102,2,0.81,-5.581432,3.540639,2.039008,0.81
5,2,022-102,102,022-102,2,0.19,-0.687894,-2.622197,7.169638,0.19
6,3,002-020-200,200,002-020-200,3,0.16,4.234871,-2.859741,1.518985,0.16
6,3,002-020-200,002,002-020-200,3,0.66,-0.688316,-2.435421,5.477905,0.66
6,3,002-020-200,020,002-020-200,3,0.18,-0.809146,3.744384,-1.153213,0.18
7,2,012-202,012,012-202,2,0.31,-4.146318,1.391441,5.709042,0.31
7,2,012-202,202,012-202,2,0.69,1.917713,-3.604929,6.164148,0.69
8,2,002-201,201,002-201,2,0.35,6.472446,-3.127606,1.183579,0.35
8,2,002-201,002,002-201,2,0.65,0.289788,0.563901,6.873215,0.65
9,1,002,002,002,1,1,0.38473,-0.864367,7.811285,1
10,1,022,022,022,1,1,-8.207899,3.326805,3.088669,1
11,1,220,220,120,1,1,2.864091,1.81018,-6.089045,1
12,3,002-021-200,002,002-021-200,3,0.27,0.650991,-0.35733,6.444255,0.27
12,3,002-021-200,200,002-021-200,3,0.64,5.599046,0.198998,0.820107,0.64
12,3,002-021-200,021,002-021-200,3,0.09,-2.146903,5.394193,1.789482,0.09
13,2,201-220,220,201-220,2,0.14,3.436209,1.528992,-5.781737,0.14
13,2,201-220,201,201-220,2,0.86,6.353284,-3.18795,0.515095,0.86
14,4,021-102-121-220,021,021-102-220,4,0.28,-3.561965,5.804361,0.004776,0.28
14,4,021-102-121-220,121,021-102-220,4,0.03,-0.103133,-0.583062,0.005083,0.03
14,4,021-102-121-220,102,021-102-220,4,0.11,0.65516,-7.001898,4.355713,0.11
14,4,021-102-121-220,220,021-102-220,4,0.58,5.645299,-0.580424,-6.457051,0.58
15,2,201-202,201,201,2,0.87,7.198246,-1.258071,1.011011,0.87
15,2,201-202,202,201,2,0.13,1.08822,-3.747706,3.810302,0.13
16,1,020,020,020,1,1,-0.347671,6.911327,0.448009,1
17,1,201,201,201,1,1,6.452916,-5.266899,1.323435,1
18,2,022-202,202,022-202,2,0.76,4.800398,-4.057196,3.018,0.76
18,2,022-202,022,022-202,2,0.24,-1.50492,2.532418,3.80352,0.24
19,1,020,020,020,1,1,0.213009,7.416226,-3.405547,1
20,3,002-020-200,200,002-020-200,3,0.37,6.614326,-1.356731,0.996371,0.37
20,3,002-020-200,020,002-020-200,3,0.15,1.231428,4.822433,0.255909,0.15
20,3,002-020-200,002,002-020-200,3,0.48,1.282556,-1.73932,6.343975,0.48
21,1,020,020,020,1,1,0.284239,7.662871,-0.990552,1
22,1,120,120,012-120,1,1,0.97049,6.90319,-7.099338,1
23,2,020-200,020,020-200,2,0.19,-1.320068,4.056152,-1.828083,0.19
23,2,020-200,200,020-200,2,0.81,4.054309,-2.368328,1.54274,0.81
24,2,012-021,021,012-021,2,0.93,-3.256925,5.611582,-0.857935,0.93
24,2,012-021,012,012-021,2,0.07,-3.57503,1.599615,3.807921,0.07
