parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.867,-7.834727,6.320569,0.867
1,2,01-20,20,01-20,2,0.133,4.02703,0.792204,0.133
2,1,20,20,00-20,1,1,6.200204,-2.682239,1
3,2,01-20,20,01-20,2,0.336,5.294855,0.541527,0.336
3,2,01-20,01,01-20,2,0.664,-5.683404,6.407306,0.664
4,2,01-20,20,01-20,2,0.479,6.956195,1.319029,0.479
4,2,01-20,01,01-20,2,0.521,-5.197,6.502096,0.521
5,1,01,01,01,1,1,-7.784201,6.606131,1
6,2,01-20,20,01-20,2,0.414,6.76942,-0.7666,0.414
6,2,01-20,01,01-20,2,0.586,-5.915005,5.300441,0.586
7,2,01-20,01,01-20,2,0.627,-1.857322,6.8576,0.627
7,2,01-20,20,01-20,2,0.373,6.374859,1.600012,0.373
8,2,01-20,20,01-20,2,0.408,5.597638,1.430756,0.408
8,2,01-20,01,01-20,2,0.592,-2.397657,6.944771,0.592
9,2,01-20,01,01-20,2,0.024,-2.982392,3.3979,0.024
9,2,01-20,20,01-20,2,0.976,6.771845,-2.406826,0.976
10,2,01-20,20,01-20,2,0.196,4.078515,0.062905,0.196
10,2,01-20,01,01-20,2,0.804,-7.702238,6.342702,0.804
11,2,01-20,20,01-20,2,0.073,3.398336,0.670157,0.073
11,2,01-20,01,01-20,2,0.927,-9.329761,6.252065,0.927
12,3,01-11-20,20,01-11-20,3,0.639,6.896623,1.323564,0.639
12,3,01-11-20,11,01-11-20,3,0.254,0.582254,7.060222,0.254
12,3,01-11-20,01,01-11-20,3,0.107,-4.870756,7.060224,0.107
13,2,01-20,20,01-20,2,0.339,5.681769,0.549919,0.339
13,2,01-20,01,01-20,2,0.661,-6.488138,6.749011,0.661
14,2,01-20,20,01-10-20,2,0.54,6.617205,3.045352,0.54
14,2,01-20,01,01-10-20,2,0.46,-1.69633,6.388677,0.46
15,1,01,01,01,1,1,-7.638122,5.627125,1
16,2,01-20,20,01-20,2,0.349,6.635284,0.513745,0.349
16,2,01-20,01,01-20,2,0.651,-5.58379,7.046137,0.651
17,2,01-20,20,01-11-20,2,0.298,6.251866,0.614841,0.298
17,2,01-20,01,01-11-20,2,0.702,-5.41168,2.671957,0.702
18,2,01-20,20,01-20,2,0.292,5.424375,-2.030104,0.292
18,2,01-20,01,01-20,2,0.708,-3.260744,4.408089,0.708
19,2,01-20,20,01-10-20,2,0.754,7.009722,-0.397023,0.754
19,2,01-20,01,01-10-20,2,0.246,-4.423097,5.357184,0.246
20,3,01-11-20,11,01-11-20,3,0.1,1.507791,6.247174,0.1
20,3,01-11-20,20,01-11-20,3,0.556,7.720173,1.141901,0.556
20,3,01-11-20,01,01-11-20,3,0.344,-4.375982,6.27339,0.344
21,2,01-20,01,01-20,2,0.01,-2.365346,5.346681,0.01
21,2,01-20,20,01-20,2,0.99,7.072098,-1.193435,0.99
22,2,01-20,01,01-20,2,0.898,-4.896383,6.090438,0.898
22,2,01-20,20,01-20,2,0.102,2.971911,3.537947,0.102
23,2,01-20,01,01-20,2,0.691,-2.767597,6.484065,0.691
23,2,01-20,20,01-20,2,0.309,5.233425,1.057635,0.309
24,2,00-20,20,00-20,2,0.833,3.372728,-2.53978,0.833
24,2,00-20,00,00-20,2,0.167,-1.025809,3.963566,0.167
25,2,01-20,01,01-20,2,0.651,-5.533936,6.372195,0.651
25,2,01-20,20,01-20,2,0.349,6.637267,0.067383,0.349
26,3,01-10-20,20,01-10-20,3,0.25,6.638468,-0.053635,0.25
26,3,01-10-20,10,01-10-20,3,0.21,0.53816,-0.053634,0.21
26,3,01-10-20,01,01-10-20,3,0.54,-4.749493,6.385361,0.54
27,2,01-20,01,01-20,2,0.24,-2.765341,5.855776,0.24
27,2,01-20,20,01-20,2,0.76,7.943123,0.792107,0.76
28,1,01,01,01,1,1,-7.944092,6.847845,1
29,2,01-20,01,01-10-20,2,0.584,-4.269256,7.481178,0.584
29,2,01-20,20,01-10-20,2,0.416,7.91866,1.283582,0.416
30,2,01-20,01,01-20,2,0.077,-0.068655,5.167258,0.077
30,2,01-20,20,01-20,2,0.923,6.967329,-0.198984,0.923
31,1,20,20,01-20,1,1,7.795585,0.35109,1
32,2,01-20,20,01-20,2,0.397,6.210908,-1.89599,0.397
32,2,01-20,01,01-20,2,0.603,-0.803668,4.576732,0.603
33,2,01-20,01,01-20,2,0.901,-8.760861,8.016463,0.901
33,2,01-20,20,01-20,2,0.099,3.959801,1.720144,0.099
34,2,01-21,01,01-21,2,0.109,-3.122075,6.289725,0.109
34,2,01-21,21,01-21,2,0.891,4.133654,2.138123,0.891
35,2,01-20,20,01-20,2,0.731,8.288304,0.614193,0.731
35,2,01-20,01,01-20,2,0.269,-4.375249,7.20042,0.269
36,2,01-20,01,01-20,2,0.504,-4.281204,5.139352,0.504
36,2,01-20,20,01-20,2,0.496,8.149349,-1.360817,0.496
37,2,01-20,20,01-20,2,0.694,7.467381,0.614506,0.694
37,2,01-20,01,01-20,2,0.306,-1.948015,6.701158,0.306
38,2,01-20,01,01-20,2,0.463,-2.871876,8.311466,0.463
38,2,01-20,20,01-20,2,0.537,6.805123,3.521433,0.537
39,2,01-20,01,01-20,2,0.089,-0.470409,5.765833,0.089
39,2,01-20,20,01-20,2,0.911,5.987191,1.922857,0.911
40,2,01-20,20,01-20,2,0.109,6.02944,2.054446,0.109
40,2,01-20,01,01-20,2,0.891,-6.385917,7.136031,0.891
41,2,01-20,01,01-11-20,2,0.438,-5.587142,5.918308,0.438
41,2,01-20,20,01-11-20,2,0.562,5.510344,0.437427,0.562
42,1,20,20,20,1,1,7.790282,1.703139,1
43,1,20,20,20,1,1,7.15517,1.126544,1
44,2,01-20,20,01-20,2,0.439,6.466318,1.298924,0.439
44,2,01-20,01,01-20,2,0.561,-3.487406,4.814141,0.561
45,2,01-20,20,01-10-20,2,0.745,6.418576,1.933321,0.745
45,2,01-20,01,01-10-20,2,0.255,0.264999,6.847513,0.255
46,3,01-11-20,11,01-11-20,3,0.049,1.940813,5.095736,0.049
46,3,01-11-20,01,01-11-20,3,0.47,-3.871403,5.131112,0.47
46,3,01-11-20,20,01-11-20,3,0.481,6.913464,-1.395537,0.481
47,2,01-20,01,01-20,2,0.455,-1.905368,7.97557,0.455
47,2,01-20,20,01-20,2,0.545,7.29398,1.846004,0.545
48,2,01-20,01,01-20,2,0.927,-7.346402,5.920809,0.927
48,2,01-20,20,01-20,2,0.073,4.401526,1.130779,0.073
49,2,01-20,01,01-20,2,0.154,-2.497971,4.614743,0.154
49,2,01-20,20,01-20,2,0.846,6.855594,-0.482962,0.846
50,2,01-21,21,01-21,2,0.963,1.264533,1.727441,0.963
50,2,01-21,01,01-21,2,0.037,-2.48066,8.16981,0.037
51,2,01-20,01,01-20,2,0.708,-6.339329,5.478248,0.708
51,2,01-20,20,01-20,2,0.292,5.442778,0.965096,0.292
52,2,01-20,01,01-10-20,2,0.265,-4.664118,5.788257,0.265
52,2,01-20,20,01-10-20,2,0.735,6.168603,0.101952,0.735
53,2,01-20,20,01-11-20,2,0.307,6.671821,1.395713,0.307
53,2,01-20,01,01-11-20,2,0.693,-6.021241,7.863972,0.693
54,2,01-20,20,01-20,2,0.619,7.722948,0.350129,0.619
54,2,01-20,01,01-20,2,0.381,-2.774859,5.800141,0.381
55,2,01-20,20,01-20,2,0.441,7.685378,1.740457,0.441
55,2,01-20,01,01-20,2,0.559,-4.53353,7.898663,0.559
56,1,20,20,20,1,1,8.567556,1.397746,1
57,3,01-20-21,01,01-20,3,0.137,-3.233289,6.084711,0.137
57,3,01-20-21,20,01-20,3,0.639,8.097928,1.506958,0.639
57,3,01-20-21,21,01-20,3,0.224,1.779469,3.941868,0.224
58,1,01,01,01,1,1,-4.0996,4.567829,1
59,3,01-10-20,01,01-10-20,3,0.41,-4.316699,4.711218,0.41
59,3,01-10-20,10,01-10-20,3,0.293,-1.465165,0.780091,0.293
59,3,01-10-20,20,01-10-20,3,0.297,4.928417,-0.712659,0.297
60,3,01-11-20,11,01-11-20,3,0.068,1.128239,5.336689,0.068
60,3,01-11-20,20,01-11-20,3,0.468,5.900906,-0.018313,0.468
60,3,01-11-20,01,01-11-20,3,0.464,-4.083883,5.336717,0.464
61,2,01-20,01,01-20,2,0.545,-3.541547,8.115495,0.545
61,2,01-20,20,01-20,2,0.455,6.210936,1.592375,0.455
62,2,01-20,01,01-20,2,0.631,-0.915733,7.362663,0.631
62,2,01-20,20,01-20,2,0.369,5.206311,1.790347,0.369
63,2,01-20,20,01-20,2,0.892,6.883232,3.152551,0.892
63,2,01-20,01,01-20,2,0.108,-1.564403,6.052539,0.108
64,2,01-20,01,01-20,2,0.656,-5.195841,6.945915,0.656
64,2,01-20,20,01-20,2,0.344,4.404607,1.974875,0.344
65,2,01-20,01,01-20,2,0.639,-4.939814,4.957748,0.639
