53.374,1.683	0.028,79.081
1.320,3.509	102.480,0.704
28.761,0.912	0.003,79.399
1.579,1.523	73.659,1.523	0.022,71.052
46.158,0.611	0.048,45.308
53.374,1.328	0.026,79.081
75.391,1.084	0.051,87.935
35.346,0.054
1.347,4.321	116.270,4.321	0.034,35.711
79.081,1.744	0.029,109.337
0.004,62.119
21.659,1.389	0.004,77.855
103.528,0.652	0.018,33.451
167.041,1.007	0.075,48.381
34.872,0.677	0.039,26.272
122.880,2.037	0.279,146.640
109.337,9.939	0.060,198.442
25.409,1.836	0.014,97.795
36.611,0.490	0.013,42.820
111.588,2.207	0.176,95.319
168.050,1.345	0.147,101.044
0.869,5.588	36.179,0.060
162.398,8.020	0.084,133.828
69.367,6.458	0.037,126.670
216.143,2.127	0.067,205.697	3.752,205.697
0.515,6.714	43.072,0.126
0.116,100.426	7.281,91.978
0.116,192.619	10.896,48.404
201.637,1.498	2.109,54.786
70.263,2.817	0.031,135.645
278.960,1.528	0.120,116.833
153.507,2.950	0.027,130.917
250.375,0.426	0.073,20.825
101.814,0.025
124.060,1.605
43.774,1.554	0.222,87.697
98.075,1.443	0.013,91.968
229.570,1.159
87.308,2.244	0.012,183.105
106.245,3.310	0.034,230.203	3.168,230.203
0.075,407.707
0.957,2.362	71.004,2.362	0.027,107.831
18.226,0.832	0.011,70.511
199.897,0.914	0.386,91.070
0.039,106.461	1.552,106.461
0.028,364.785	2.640,364.785
131.947,0.775	0.960,71.261
238.584,10.892	0.238,94.461
247.156,0.363
149.998,4.172	0.822,121.893
202.967,3.010	0.097,209.244
27.827,3.373	0.006,277.988
6.652,0.178	0.001,16.056
183.308,2.646	0.044,43.014	3.219,43.014
0.002,225.301
320.156,1.270	0.381,76.570
161.883,0.352	0.036,21.415
225.451,2.166	0.217,44.082
0.004,392.141
42.465,1.692	0.086,61.071
33.119,1.859	0.008,125.485
13.321,1.109	0.006,105.055
174.586,3.537	0.130,170.492
2.386,0.073	83.057,0.073
0.020,159.717
