parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,basinDiscret
1,3,002-021-210,002,002-021-210,3,0.24,0.361136,-0.134562,6.641437,0.24
1,3,002-021-210,021,002-021-210,3,0.53,-4.595933,6.370925,1.677223,0.53
1,3,002-021-210,210,002-021-210,3,0.23,5.166964,1.283053,-4.833617,0.23
2,2,202-220,202,202-220,2,0.45,2.240057,-0.940898,0.874128,0.45
2,2,202-220,220,202-220,2,0.55,1.835438,4.234446,-5.581547,0.55
3,1,202,202,202,1,1,4.183171,-5.074164,4.541118,1
4,2,021-201,021,021-201,2,0.7,-1.651762,0.313247,0.570276,0.7
4,2,021-201,201,021-201,2,0.3,5.257739,-6.288026,-0.286709,0.3
5,1,220,220,220,1,1,1.284002,3.105843,-5.357003,1
6,1,200,200,200,1,1,5.638424,-0.314062,0.444974,1
7,2,110-200,110,110-200,2,0.06,-1.573058,1.591395,-1.043556,0.06
7,2,110-200,200,110-200,2,0.94,4.745569,-4.847897,-0.383662,0.94
8,2,012-202,012,012-202,2,0.72,-3.538013,0.741736,6.593981,0.72
8,2,012-202,202,012-202,2,0.28,2.481894,-2.692824,2.408052,0.28
9,3,002-020-200,200,-1,3,0.11,4.177872,0.389754,0.102991,0.11
9,3,002-020-200,002,-1,3,0.4,-2.332967,0.389754,6.21679,0.4
9,3,002-020-200,020,-1,3,0.49,-0.793289,6.394482,0.752475,0.49
10,3,002-120-200,002,002-120-200,3,0.08,-0.771499,-2.504746,3.784907,0.08
10,3,002-120-200,200,002-120-200,3,0.81,4.745569,-2.027358,-2.421383,0.81
10,3,002-120-200,120,002-120-200,3,0.11,0.986811,3.122452,-8.624569,0.11
11,1,022,022,022,1,1,-4.035049,1.943036,2.101722,1
12,1,220,220,220,1,1,3.206048,3.018536,-7.589502,1
13,1,202,202,202,1,1,1.242202,-9.645577,2.925251,1
14,2,202-220,202,202-220,2,0.4,1.866086,-4.00959,2.658059,0.4
14,2,202-220,220,202-220,2,0.6,2.567722,1.534407,-3.64982,0.6
15,1,012,012,012,1,1,-6.174962,1.663144,7.069154,1
16,1,021,021,021,1,1,-7.077379,6.530234,0.937741,1
17,1,021,021,021,1,1,-3.593691,7.146123,0.835582,1
18,2,202-210,210,202-210,2,0.63,7.313939,0.180992,-1.951825,0.63
18,2,202-210,202,202-210,2,0.37,1.686714,-6.010489,1.639835,0.37
19,3,002-021-220,002,002-021-220,3,0.14,-0.183792,0.125303,5.97022,0.14
19,3,002-021-220,220,002-021-220,3,0.52,3.558399,5.41188,-6.367293,0.52
19,3,002-021-220,021,002-021-220,3,0.34,-3.039161,6.137811,-0.481111,0.34
20,2,102-120,102,102-120,2,0.29,0.940957,-3.018561,6.05592,0.29
20,2,102-120,120,102-120,2,0.71,1.297989,2.390602,0.173235,0.71
21,2,021-201,021,021-201,2,0.76,0.635668,2.034332,0.239759,0.76
21,2,021-201,201,021-201,2,0.24,6.846588,-4.578519,-0.721545,0.24
22,2,021-201,201,021-201,2,0.87,2.817734,-1.085405,0.742468,0.87
22,2,021-201,021,021-201,2,0.13,-1.932586,5.351421,0.502153,0.13
23,2,021-102,102,021-102,2,0.23,1.017603,-4.550939,5.97022,0.23
23,2,021-102,021,021-102,2,0.77,-4.86988,6.137811,-0.383295,0.77
24,3,012-020-202,012,012-020-202,3,0.18,-1.185668,-0.481111,6.600312,0.18
24,3,012-020-202,202,012-020-202,3,0.77,5.41188,-6.493623,1.467912,0.77
24,3,012-020-202,020,012-020-202,3,0.05,-0.459742,5.97022,0.246797,0.05
25,2,120-200,120,120-200,2,0.04,0.349678,4.836733,0.564763,0.04
25,2,120-200,200,120-200,2,0.96,6.373638,-0.468118,0.690838,0.96
26,1,201,201,201,1,1,6.494455,-7.528154,0.384,1
27,3,022-102-201,201,022-102-201,3,0.08,5.658236,-2.965236,1.11094,0.08
27,3,022-102-201,102,022-102-201,3,0.22,-0.277776,-2.965236,6.05592,0.22
