parIndex,Phase,DSGRNPhase,nStateRac,nStateDSGRN,Compare
1,0303-0312-1012-1013,0302-0303-1012-1013,4,4,0.75
2,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
3,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
4,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
5,0300-1010,0300-1010,2,2,1
6,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
7,1010,1010,1,1,1
8,1010,1010,1,1,1
9,0303,0303,1,1,1
10,0303-1010-1013,0303-1010-1013,3,3,1
11,0010-0011-0110-0300-0301,-1,5,2,0
12,0303-0310-1010,0303-0310-1010-1103,3,4,1
13,1010,1010,1,1,1
14,0300-0303-1010-1013,0300-0303-1010-1013,4,4,1
15,0303,0303,1,1,1
16,1010,0303-1010-1013,1,3,1
17,1010,1010,1,1,1
18,1010-1300,1010,2,1,0.5
19,0303-1010,0303-1003-1010,2,3,1
20,0303-0311-1011-1013,0303-0311-1011-1013,4,4,1
21,0010-0300-0303,0010-0013-0300-0303,3,4,1
22,0300-0302-1000,0300-0303-1000,3,3,0.6666666666666666
23,0302-0303,0302-0303,2,2,1
24,0300-0303-1010,0300-0303-1010,3,3,1
25,0010-0113-0303,0010-0113-0303,3,3,1
26,0011-0113-0301-0303,0011-0113-0301-0303,4,4,1
27,1103-1203,1103-1203,2,2,1
28,0300-0303-1010-1103,0300-0303-1010-1103,4,4,1
29,0303-1010-1013,0303-1010-1013,3,3,1
30,0303-1013,0303-1013,2,2,1
31,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
32,0010-0303-0310,0010-0303,3,2,0.6666666666666666
33,0303-1003,0303-1003,2,2,1
34,0300-0303-1003-1010,0300-0303-1003-1010,4,4,1
35,0303-1013,0303-1010-1013,2,3,1
36,1010,0303-1010-1013,1,3,1
37,0303-1010-1013,-1,3,2,0
38,0313-1010-1013,0310-0313-1010-1013-1213,3,5,1
39,1010,1010,1,1,1
